Area,Province,Author,Sample,Unique_Id,Flow,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,Region
Scanian,Scanian,Tappe_2016,CJBG-14,,,,,,176.7,0.5,Stratigraphic,,,45.93156276,2.192188223,14.30141841,10.83013429,10.8565512,9.645628181,0.198340839,1.659799654,3.684964013,0.699412433,,2.5,,22.8,,179,357,,185,24,88,14,81,1169,29,315,95,,0.67,947,75,127,13,47,7.9,2.4,7.1,0.96,5.1,0.92,2.5,0.33,2,0.32,4.7,4.9,,4,9.2,1.8,,,,,,
Scanian,Scanian,Tappe_2016,CJBG-15,,,,,,144,2,Stratigraphic,,,46.13455186,2.400666726,14.82150761,10.71607317,10.64643504,9.195597328,0.208753628,1.983159469,3.287869646,0.605385522,,2.7,,24,,202,307,,145,18,94,14,81,1207,29,364,92,,0.71,1051,64,120,13.1,49,8.63,2.66,7.69,1.02,5.5,1,2.7,0.35,2.2,0.34,5.9,5.5,,3.6,7.3,1.7,0.70438,0.51264,18.88,15.59,38.39,
Scanian,Scanian,Tappe_2016,CJBG-16,,,,,,144,2,Stratigraphic,,,46.27326774,2.344929109,14.90332722,10.65299001,10.52612622,9.150434477,0.198016236,2.115647151,3.241213123,0.594048707,,2.6,,,,180,300,,150,17,95,12,73,1266,33,364,90,,,1021,,104,,,,,,,,,,,,,,,,,,,,,,,,
Scanian,Scanian,Tappe_2016,CJBG-17,,,,,,176.7,0.5,Stratigraphic,,,46.61119705,2.252353146,14.28575838,10.77136171,10.42756086,10.07302379,0.187696095,1.011473404,3.63921874,0.740356821,,2.9,,23.7,,174,332,,220,21,95,18,33,948,27,287,94,,1.1,847,61,109,11.8,44,7.75,2.44,7.07,0.96,4.99,0.91,2.43,0.31,1.96,0.29,4.8,5.3,,3.9,8.2,1.7,,,,,,
Scanian,Scanian,Tappe_2016,CJBG-18,,,,,,176.7,0.5,Stratigraphic,,,44.08807207,2.349293981,13.4541065,10.36460277,12.21218898,12.00520272,0.196636941,1.624842093,3.011649994,0.69340395,,1.9,,30.1,,222,416,,241,22,78,15,59,878,30,275,91,,0.72,877,58,105,11.5,43.5,7.74,2.41,6.92,0.96,5.01,0.93,2.48,0.33,2.08,0.32,4.8,5.3,,3.3,7.7,1.6,,,,,,
Scanian,Scanian,Tappe_2016,CJBG-19,,,,,,176.7,0.5,Stratigraphic,,,44.3003582,2.400043273,12.68745342,11.28298193,12.05308075,12.37026709,0.200884679,1.300463976,2.674938097,0.729528572,,3.8,,24.7,,222,549,,328,22,87,15,56,1098,27,283,89,,10.3,2028,57,104,11.7,43.8,7.75,2.28,6.85,0.92,4.84,0.88,2.36,0.31,1.86,0.29,4.5,5.1,,3.7,8.1,1.8,,,,,,
Scanian,Scanian,Tappe_2016,CJBG-20,,,,,,176.7,0.5,Stratigraphic,,,43.65468318,2.788468998,12.9501931,11.89691212,11.80138565,12.01025973,0.208874082,2.422939354,1.629217841,0.637065951,,2.8,,25.6,,206,462,,230,11,89,16,123,951,28,302,83,,0.58,959,54,99.2,12.1,47.4,8.66,2.71,7.92,1.04,5.49,0.96,2.54,0.32,1.98,0.31,5.5,4.9,,2.7,5.9,1.4,0.70415,0.51267,18.87,15.57,38.24,
Scanian,Scanian,Tappe_2016,CJBG-23,,,,,,176.7,0.5,Stratigraphic,,,46.4890697,2.251814314,14.32029379,10.56042594,10.79210547,9.1110275,0.197163465,2.168798118,3.372532958,0.736768739,,1.9,,21.9,,179,286,,142,16,93,17,60,1037,30,323,102,,0.61,1026,71,119,13.1,47.6,8.1,2.54,7.31,1.01,5.25,0.94,2.5,0.33,1.99,0.31,5.2,5.8,,4.3,9.6,2.1,0.70347,0.51266,18.83,15.59,38.34,
Scanian,Scanian,Tappe_2016,CJBG-27,,,,,,176.7,0.5,Stratigraphic,,,45.21592064,2.318229649,13.78406819,10.66461869,11.69557301,11.06902445,0.198407042,1.39929177,2.944778203,0.710088361,,2.6,,26.5,,203,414,,238,16,82,14,59,1020,29,288,85,,0.87,994,53,96,10.9,40.9,7.44,2.26,6.8,0.93,4.96,0.9,2.46,0.32,1.98,0.3,4.7,5.3,,3.2,7.1,1.6,0.70481,0.51264,18.83,15.6,38.38,
Scanian,Scanian,Tappe_2016,CJBG-28,,,,,,176.7,0.5,Stratigraphic,,,44.82610782,2.555407571,14.26769227,12.06203695,12.03171065,9.508245672,0.308778415,0.873097587,2.779005734,0.787917335,,4.3,,,,186,330,,166,16,103,16,70,1148,36,311,94,,,2512,,154,,,,,,,,,,,,,,,,,,,,,,,,
Scanian,Scanian,Tappe_2016,CJBG-30,,,,,,176.7,0.5,Stratigraphic,,,44.85173469,2.516329716,14.42414942,11.34938823,11.89729113,9.02298982,0.200042948,1.358186332,3.527073033,0.852814674,,3.5,,,,174,244,,134,11,93,17,49,1279,32,304,101,,,1253,,139,,,,,,,,,,,,,,,,,,,,,,,,
Scanian,Scanian,Tappe_2016,CJBG-31,,,,,,176.7,0.5,Stratigraphic,,,45.92101581,2.593687004,14.56291474,11.60204457,11.26765666,8.727118977,0.201967431,1.116135801,3.23147889,0.775980128,,3.8,,21.4,,153,271,,150,15,95,17,35,1204,29,268,83,,18.8,1725,68,123,13.8,51.3,9.13,2.79,8.09,1.09,5.69,1.02,2.68,0.33,2.04,0.31,4.1,4.8,,2.6,5.5,1.2,,,,,,
Scanian,Scanian,Tappe_2016,CJBG-37,,,,,,176.7,0.5,Stratigraphic,,,47.24522031,2.206849106,14.81593532,10.72103873,9.718424703,8.651262929,0.196855085,1.564479883,4.227203922,0.652730017,,2,,20.7,,165,274,,148,21,95,15,61,953,30,293,89,,5.2,1369,56,102,11.7,43.1,7.87,2.52,7.14,0.98,5.28,0.96,2.61,0.33,2.06,0.32,4.9,5.3,,4.1,7.1,1.6,0.70361,0.51265,18.84,15.61,38.29,
Scanian,Scanian,Tappe_2016,CJBG-39,,,,,,176.7,0.5,Stratigraphic,,,45.89814931,2.582424346,14.95087779,11.4866214,10.36106286,8.709147694,0.188192867,2.028300903,3.063361674,0.731861151,,2.5,,21,,172,264,,141,16,90,16,57,957,30,280,84,,7.4,1200,51,92,10.9,41.4,7.74,2.49,7.12,0.97,5.13,0.91,2.37,0.3,1.85,0.29,5,5.2,,3,6.3,1.4,0.70419,0.51266,18.91,15.59,38.35,
