Province,Author,Sample,Unique_Id,Flow,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,P,T
Harrat_Rahat,Bertrand_2003,AS27,,BASALT,0.5,0.5,Stratigraphic,23.84955752,39.63519313,,,,,,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703049,0.51291,18.754,15.548,38.489,,
Harrat_Rahat,Bertrand_2003,AS58,,BASALT,5,5,Stratigraphic,21.81415929,40.11802575,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703434,0.513041,18.61,15.531,38.273,,
Harrat_Rahat,Bertrand_2003,AS63,,BASALT,5,5,Stratigraphic,22.02064897,40.40772532,,,,,,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703361,0.512925,18.783,15.525,38.433,,
Harrat_Rahat,Bertrand_2003,AS74,,BASALT,5,5,Stratigraphic,22.05014749,39.66738197,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702968,0.512912,18.797,15.575,38.553,,
Harrat_Rahat,Bertrand_2003,AS76,,BASALT,5,5,Stratigraphic,22.34513274,39.24892704,,,,,,9.16,,,,,,,,,,,,,,,,,,,,,14,,,277,,,,,,,,,,,,,,,,,,,,,0.703462,,18.697,15.529,38.246,,
Harrat_Rahat,Bertrand_2003,AS62,,BASALT,5,5,Stratigraphic,22.13864307,39.08798283,,,,,,9.27,,,,,,,,,,,,,,,,,,,,,14,,,95,,,,,,,,,,,,,,,,,,,,,0.703172,,18.663,15.569,38.363,,
Harrat_Rahat,Bertrand_2003,AS57,,BASALT,5,5,Stratigraphic,21.75516224,39.3776824,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,24,,,154,,,,,,,,,,,,,,,,,,,,,0.7031,0.512977,18.891,15.585,38.67,,
Harrat_Rahat,Altherr_1990,SA 76-26,,BASALT/ ALKALINE,5,5,Stratigraphic,23.08,39.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70292,,18.611,15.521,38.297,,
Harrat_Rahat,Altherr_1990,SA 76-35,,BASALT/ ALKALINE,5,5,Stratigraphic,23.08,39.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70291,0.513032,18.672,15.536,38.353,,
Harrat_Rahat,Camp_1989,4147,Medinah,Trachyte,0.45,0.15,Stratigraphic,24.1,39.85,62.72401434,0.169255277,17.47311828,4.888490641,1.363998407,0.169255277,0.17921147,5.047789725,7.945041816,0.039824771,,,,3,,12,0,,17,13,211,50,71,28,99,1496,154,,,11,102.5,243,23.8,92.6,18.3,2.5,16.7,,16.75,3.45,10.56,,10.8,1.68,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4232,Medinah,Benmoreite,1.45,0.25,Stratigraphic,23,42.2,58.87458845,0.658485483,17.19046194,8.300907912,3.142771625,0.808141275,0.249426319,3.781303003,6.644717151,0.349196847,,,,12,,12,0,,7,23,134,30,34,268,58,1048,83,,,776,66.9,158.1,16.6,66.2,12.78,3.79,11.39,,10.13,2.06,6.11,,6.19,1.02,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2390,Medinah,Trachyte,0.15,0.15,Stratigraphic,24.1,39.85,58.70562425,0.538492222,17.57080176,7.558835261,3.260869565,0.638213004,0.239329876,3.719585162,7.50897487,0.259274033,,,,7,,12,3,,8,12,133,32,31,343,53,787,77,,,474,65,129,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2373,Medinah,Benmoreite,0.45,0.15,Stratigraphic,24.1,39.85,57.24623315,0.872323553,17.04004758,9.793814433,3.935368755,0.981363997,0.297383029,3.350515464,6.007137193,0.475812847,,,,18,,12,0,,0,15,132,29,24,292,52,505,53,,,639,52,107,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4257,Medinah,Benmoreite,1.6,0.18,K-Ar,23,42.2,57.75100402,0.773092369,17.42971888,8.544176707,3.724899598,0.823293173,0.261044177,3.423694779,6.87751004,0.391566265,,,,10,,11,0,,6,14,110,26,31,316,48,730,73,,,518,64,124,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2377,Medinah,Benmoreite,0.75,0.15,Stratigraphic,24.1,39.85,57.17836548,0.884867767,17.55816266,9.137005369,3.807914098,1.123483794,0.258500696,3.161662358,6.333267051,0.55677073,,,,9,,14,0,,3,36,140,26,31,324,50,688,71,,,412,62,124,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2376,Medinah,Benmoreite,0.75,0.15,Stratigraphic,24.1,39.85,56.8227492,0.884244373,17.24276527,9.756832797,4.159967846,1.135450161,0.261254019,3.104903537,6.079180064,0.552652733,,,,8,,14,0,,1,27,131,28,27,389,50,700,72,,,518,58,117,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2372,Medinah,Benmoreite,0.45,0.15,Stratigraphic,24.1,39.85,55.57108626,1.148162939,16.4436901,11.25199681,4.822284345,1.367811502,0.339456869,2.655750799,5.760782748,0.638977636,,,,28,,15,2,,1,17,152,33,22,399,56,476,50,,,635,53,112,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4259,Medinah,Benmoreite,1.45,0.25,Stratigraphic,23,42.2,55.2107318,1.061167284,17.12884173,10.3313645,4.78526379,1.321453599,0.310341376,2.722995295,6.507157874,0.620682751,,,,16,,15,0,,3,27,145,28,19,400,73,768,77,,,604,74,148,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2371,Medinah,Benmoreite,0.45,0.15,Stratigraphic,24.1,39.85,54.73547355,1.320132013,16.31163116,11.58115812,5.390539054,1.550155016,0.340034003,2.440244024,5.560556056,0.770077008,,,,31,,18,2,,2,21,149,30,22,375,56,462,49,,,518,55,117,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4176,Medinah,Mugearite,0.0025,0.0015,Stratigraphic,23.65,40.1,53.84921821,1.703017628,17.07997211,10.02888159,5.477542077,2.818444378,0.229060851,2.53958769,5.7763171,0.497958371,,,,19,,108,4,,15,29,117,25,19,416,43,488,48,,,451,47,99,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2391,Medinah,Mugearite,0.15,0.15,Stratigraphic,24.1,39.85,53.11658522,1.864964596,16.76473521,10.37199561,5.86416675,2.662810412,0.279246036,2.253914431,5.734516805,1.087064925,,,,20,,61,6,,7,20,136,29,18,458,47,480,47,,,372,49,105,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4146,Medinah,Mugearite,0.75,0.15,Stratigraphic,24.1,39.85,50.35820896,2.059701493,16.3880597,12.58706468,6.39800995,2.915422886,0.268656716,1.76119403,5.820895522,1.44278607,,,,13,,50,0,,0,26,114,20,14,589,47,394,41,,,189,47,98,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4097,Medinah,Mugearite,0.45,0.15,Stratigraphic,24.1,39.85,50.11448482,2.180189149,16.11747138,12.05574913,7.24738676,3.255350921,0.268790443,1.921353907,5.18666003,1.652563464,,,,17,,59,0,,0,21,126,22,15,541,51,398,47,,,288,49,111,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4215,Medinah,Hawaiite,1.45,0.25,Stratigraphic,23,42.2,49.60879469,2.099633555,16.77726057,11.32019412,8.547093196,5.615529365,0.207982569,1.109240368,4.159651382,0.554620184,,,,23,,175,103,,67,65,89,21,6,494,30,309,28,,,183,25,61,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2384,Medinah,Hawaiite,0.0025,0.0015,Stratigraphic,24.1,39.85,49.40612836,2.51522108,16.68829224,12.01716738,7.885018465,4.910669728,0.209601757,1.337458828,4.491466214,0.538975946,,,,21,,184,20,,27,40,103,19,10,493,34,299,32,,,214,27,65,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4185,Medinah,Hawaiite,1.45,0.25,Stratigraphic,23.65,40.1,49.30139721,2.135728543,16.08782435,9.840319361,8.413173653,7.794411178,0.159680639,1.536926148,4.251497006,0.479041916,,,,20,,189,268,,148,67,77,18,16,588,22,299,39,,,266,25,58,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4186,Medinah,Hawaiite,1.45,0.25,Stratigraphic,23.65,40.1,49.01221086,2.035143453,16.38042291,11.37694828,7.872530527,6.770574804,0.188623052,1.280651246,4.477315596,0.605579271,,,,20,,173,246,,126,68,79,16,13,656,24,299,36,,,139,28,65,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2416,Medinah,Hawaiite,0.0025,0.0015,Stratigraphic,24.1,39.85,49.26522043,2.319304209,16.40507848,11.87643707,7.947615715,4.718584425,0.239928022,1.469559132,4.748575427,1.009697091,,,,19,,132,41,,33,44,112,24,11,540,39,324,32,,,232,33,78,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2394,Medinah,Hawaiite,0.15,0.15,Stratigraphic,24.1,39.85,49.17082917,2.527472527,16.46353646,12.08791209,7.212787213,3.856143856,0.25974026,1.708291708,5.034965035,1.678321678,,,,16,,82,3,,0,26,118,25,13,585,46,357,44,,,253,42,98,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4170,Medinah,Hawaiite,1.05,0.15,Stratigraphic,24.1,39.85,48.83282011,2.344293235,16.28091785,11.94993543,8.43349558,6.178603358,0.198668918,1.052945267,4.172047283,0.556272971,,,,23,,198,118,,83,65,95,19,8,479,29,236,23,,,141,21,55,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2409,Medinah,Hawaiite,1.45,0.25,Stratigraphic,24.1,39.85,48.9539749,2.390914525,16.45746165,11.5859733,8.109185097,5.857740586,0.199242877,1.225343694,4.572624029,0.64753935,,,,18,,163,110,,87,57,82,21,10,537,29,263,33,,,159,27,66,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4145,Medinah,Hawaiite,0.75,0.15,Stratigraphic,24.1,39.85,49.18902683,2.40288346,16.25951141,12.36483781,7.028434121,3.504205046,0.25030036,1.822186624,5.486583901,1.692030437,,,,17,,84,5,,0,29,114,23,15,562,44,362,45,,,256,46,99,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4114,Medinah,Hawaiite,0.15,0.15,Stratigraphic,24.1,39.85,48.76837505,2.483114819,16.28923321,12.83273739,7.071911005,3.744537147,0.258243941,1.698450536,5.184743743,1.668653159,,,,17,,87,7,,0,20,117,21,13,597,45,362,43,,,257,46,102,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4148,Medinah,OTB,0.45,0.15,Stratigraphic,24.1,39.85,48.54455446,1.554455446,15.8019802,10.53465347,10.9009901,9.059405941,0.168316832,0.396039604,2.851485149,0.188118812,,,,30,,240,397,,167,121,75,20,4,305,20,104,9,,,38,3,27,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2393,Medinah,Hawaiite,0.0025,0.0015,Stratigraphic,24.1,39.85,49.21639542,2.230259192,16.27486438,12.11573237,8.117339763,4.48061081,0.241109102,1.516978099,4.781997187,1.024713683,,,,20,,122,34,,28,36,109,23,12,559,38,334,34,,,233,33,80,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4162,Medinah,Hawaiite,1.05,0.15,Stratigraphic,23.65,40.1,48.58138377,2.598307616,15.74912892,10.30363365,8.541562967,8.093578895,0.159283225,1.602787456,4.031856645,0.338476854,,,,21,,213,268,,135,59,78,24,18,526,22,229,39,,,161,17,45,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4216,Medinah,Hawaiite,1.45,0.25,Stratigraphic,23,42.2,48.78317476,2.023034552,16.32448673,10.76614922,7.971957937,6.860290436,0.170255383,1.452178267,5.067601402,0.580871307,,,,19,,176,194,,127,62,89,19,16,746,24,302,41,,,200,29,63,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2420,Medinah,Hawaiite,0.0025,0.0015,Stratigraphic,24.1,39.85,48.74210685,2.345394407,16.50796833,11.91741004,8.549664228,5.191941465,0.23053022,1.232835522,4.400120277,0.882028666,,,,19,,152,60,,44,53,109,23,8,528,35,280,27,,,185,26,67,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2395,Medinah,Hawaiite,0.15,0.15,Stratigraphic,24.1,39.85,48.79919273,2.532795156,16.29667003,12.60343088,7.396569122,3.804238143,0.262361251,1.705348133,4.92431887,1.675075681,,,,16,,84,19,,10,26,119,23,13,567,45,356,43,,,273,43,99,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4236,Medinah,Hawaiite,1.45,0.25,Stratigraphic,23,42.2,48.16586922,2.671451356,16.87599681,12.22089314,8.36323764,5.572169059,0.209330144,1.066586922,4.196570973,0.657894737,,,,20,,198,22,,32,49,89,23,10,594,31,261,33,,,241,26,66,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4375,Medinah,Hawaiite,1.45,0.25,Stratigraphic,24.1,39.85,48.17854283,2.451961569,16.0928743,12.03963171,8.486789432,6.37510008,0.210168135,1.14091273,4.173338671,0.850680544,,,,23,,190,154,,85,62,99,21,9,497,32,246,32,,,192,27,66,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2378,Medinah,OTB,0.45,0.15,Stratigraphic,24.1,39.85,48.01436839,1.626421872,16.73318699,10.26741169,11.59449212,8.122131311,0.169626821,0.439034125,2.86369986,0.169626821,,,,28,,249,223,,110,96,76,18,4,372,19,103,10,,,83,5,26,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4200,Medinah,Hawaiite,1.05,0.15,Stratigraphic,23.65,40.1,47.81787454,2.375981708,15.71726812,11.55184412,8.49985088,8.181727806,0.188885575,1.143254797,3.996421115,0.526891341,,,,22,,205,268,,146,69,84,20,12,715,26,291,36,,,119,27,64,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4171,Medinah,OTB,1.05,0.15,Stratigraphic,24.1,39.85,47.61621568,1.76429775,16.35444544,11.11111111,10.83358113,8.603429478,0.178412132,0.386559619,2.923976608,0.227971058,,,,27,,240,257,,150,124,81,20,3,390,21,120,8,,,32,4,31,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4182,Medinah,Hawaiite,0.0025,0.0015,Stratigraphic,23.65,40.1,47.91500399,2.583798883,16.27094972,11.75179569,7.551875499,6.703910615,0.179569034,1.29688747,5.077813248,0.66839585,,,,15,,180,130,,94,62,104,25,12,905,23,369,30,,,112,31,76,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4194,Medinah,OTB,1.45,0.25,Stratigraphic,23,42.2,47.51189532,1.754559873,16.2371134,10.75535289,11.62767645,8.88183981,0.178429818,0.237906423,2.587232355,0.227993656,,,,32,,259,299,,154,124,72,13,2,355,21,112,8,,,13,5,28,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2450,Medinah,Hawaiite,1.45,0.25,Stratigraphic,24.1,39.85,48.39296543,1.940570042,16.00970285,11.53224176,8.934707904,7.347887609,0.192035577,1.081463513,4.042854255,0.525571053,,,,20,,171,270,,149,72,86,18,11,485,28,253,29,,,109,23,57,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2379,Medinah,OTB,0.45,0.15,Stratigraphic,24.1,39.85,48.26542961,2.006857604,15.6817265,11.30496168,12.34368697,6.756756757,0.19160952,0.524405002,2.732956837,0.19160952,,,,32,,288,202,,65,126,90,18,5,402,23,124,14,,,187,5,29,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4155,Medinah,Hawaiite,1.05,0.15,Stratigraphic,23.65,40.1,47.31867476,2.477365436,15.66013332,11.59088648,8.854840314,8.357377375,0.189035917,0.97502736,4.029449806,0.547209233,,,,22,,211,296,,150,76,82,21,8,668,27,273,28,,,83,23,62,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4199,Medinah,Hawaiite,1.05,0.15,Stratigraphic,23.65,40.1,47.26656026,2.364325619,15.66241022,11.73184358,8.589385475,8.44972067,0.189545092,1.137270551,4.060255387,0.54868316,,,,21,,205,319,,157,70,81,15,10,691,25,283,33,,,109,25,63,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4156,Medinah,Hawaiite,0.0025,0.0015,Stratigraphic,23.65,40.1,47.11682103,2.748730206,16.0442187,12.14022508,7.887660592,7.50921223,0.169305846,1.125385918,4.650931182,0.607509212,,,,15,,190,229,,128,64,100,22,9,817,22,328,27,,,75,25,67,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4160,Medinah,Hawaiite,0.0025,0.0015,Stratigraphic,23.65,40.1,46.92460317,2.787698413,16.07142857,12.62896825,7.569444444,7.043650794,0.178571429,1.26984127,4.871031746,0.654761905,,,,16,,188,137,,98,50,103,22,11,903,23,365,33,,,92,31,74,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4052,Medinah,Hawaiite,0.00075,0.00075,Stratigraphic,24.1,39.85,47.09279172,2.937076862,16.07925129,12.92313819,8.68180008,5.943847073,0.219036241,0.915969733,4.191557149,1.015531661,,,,22,,193,117,,58,41,97,23,6,584,34,245,26,,,97,26,81,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2446,Medinah,Hawaiite,0.0025,0.0015,Stratigraphic,24.1,39.85,47.58676515,2.640898513,16.45249418,12.06111505,9.025599514,6.091267834,0.212486087,0.99160174,4.057472427,0.880299504,,,,22,,183,144,,67,62,94,24,8,586,30,229,28,,,135,24,63,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4100,Medinah,Hawaiite,0.75,0.15,Stratigraphic,24.1,39.85,47.03351676,1.500750375,15.82791396,10.48524262,11.04552276,10.86543272,0.170085043,0.250125063,2.661330665,0.16008004,,,,28,,233,446,,268,112,73,15,1,340,18,102,6,,,5,3,25,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4260,Medinah,Hawaiite,1.46,0.32,K-Ar,23,42.2,47.00410123,2.910873262,16.40492148,11.25337601,9.652895869,6.912073622,0.200060018,1.1103331,3.911173352,0.640192058,,,,22,,230,151,,75,55,82,22,10,659,26,256,32,,,180,28,68,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4202,Medinah,Hawaiite,0.0025,0.0015,Stratigraphic,23.65,40.1,46.38836306,2.829530736,15.78160805,12.31443658,8.468665936,8.219587526,0.179336455,1.076018731,4.204443559,0.538009365,,,,19,,208,239,,127,60,87,18,10,755,23,306,28,,,111,23,61,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2380,Medinah,Hawaiite,0.00075,0.00075,Stratigraphic,24.1,39.85,46.53465347,2.240224022,15.90159016,11.18111811,11.66116612,8.910891089,0.180018002,0.390039004,2.770277028,0.230023002,,,,28,,269,310,,153,106,83,21,3,425,21,133,12,,,32,6,32,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2403,Medinah,Hawaiite,0.0025,0.0015,Stratigraphic,24.1,39.85,46.31895687,2.22668004,15.95787362,11.72517553,11.43430291,8.756268806,0.180541625,0.401203611,2.768304915,0.230692076,,,,28,,269,279,,147,109,80,19,4,433,21,133,10,,,19,6,31,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2410,Medinah,Hawaiite,0.15,0.15,Stratigraphic,24.1,39.85,46.43324278,3.581849281,16.30948788,13.01941845,8.954623202,5.352651172,0.221350236,1.026260187,4.115102123,0.98601469,,,,21,,223,24,,23,45,105,19,7,612,31,247,28,,,135,26,67,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4179,Medinah,Hawaiite,0.75,0.15,Stratigraphic,23.65,40.1,45.8958959,2.962962963,15.27527528,12.79279279,8.978978979,8.198198198,0.18018018,1.041041041,4.114114114,0.560560561,,,,19,,235,249,,122,61,94,18,9,744,23,283,27,,,71,24,64,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4166,Medinah,Hawaiite,1.05,0.15,Stratigraphic,23.65,40.1,45.68776203,2.525454182,15.37232981,12.3777201,9.023757237,8.903972849,0.179676582,1.227789978,4.102615292,0.598921941,,,,22,,237,179,,134,60,91,16,12,747,26,286,42,,,134,28,66,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2412,Medinah,Hawaiite,0.15,0.15,Stratigraphic,24.1,39.85,46.05742014,3.548321876,16.01293975,13.48564497,9.158916296,5.044480388,0.23251112,1.112009705,4.255964416,1.091791347,,,,19,,198,17,,16,46,109,25,9,604,34,269,28,,,133,27,68,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2440,Medinah,Hawaiite,1.45,0.25,Stratigraphic,24.1,39.85,46.02869846,3.647938561,16.03678254,13.34882781,9.114793856,5.295068715,0.222312045,1.081244947,4.203718674,1.02061439,,,,21,,222,25,,21,55,108,21,7,600,33,251,28,,,112,26,68,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2426,Medinah,AOB,1.05,0.15,Stratigraphic,24.1,39.85,49.18359219,1.971326165,16.37793708,10.93189964,8.751493429,7.268020709,0.189167662,0.955794504,3.892871366,0.477897252,,,,21,,173,315,,130,83,90,16,10,435,26,239,27,,,106,21,50,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2407,Medinah,AOB,0.00075,0.00075,Stratigraphic,24.1,39.85,48.59701493,2.338308458,16.4278607,11.32338308,8.616915423,6.845771144,0.208955224,1.054726368,3.880597015,0.706467662,,,,18,,164,161,,115,63,93,20,9,530,29,245,30,,,183,25,59,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2448,Medinah,AOB,1.05,0.15,Stratigraphic,24.1,39.85,48.55971194,1.920384077,16.04320864,11.48229646,9.081816363,7.641528306,0.190038008,0.830166033,3.790758152,0.460092018,,,,22,,187,344,,146,81,87,21,8,443,27,232,26,,,94,20,52,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4178,Medinah,AOB,1.45,0.25,Stratigraphic,23.65,40.1,48.21232945,2.280649338,16.31311622,12.64814262,8.764067324,6.204561299,0.209142516,0.936161737,3.913952794,0.517876706,,,,23,,198,112,,72,63,95,23,8,472,30,232,21,,,140,22,56,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4165,Medinah,AOB,1.45,0.25,Stratigraphic,23.65,40.1,47.88998113,2.412868633,16.56240691,10.34653957,10.36639857,7.010227386,0.168801509,1.09224506,3.743421706,0.407109522,,,,25,,234,145,,90,93,90,19,12,642,21,208,29,,,176,16,48,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2443,Medinah,AOB,1.45,0.25,Stratigraphic,24.1,39.85,48.00318693,2.479832686,16.06413704,11.9808784,9.032964844,7.130763868,0.199183348,0.816651728,3.864156956,0.428244199,,,,23,,210,199,,104,65,88,18,7,457,27,180,20,,,74,17,48,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4098,Medinah,AOB,0.75,0.15,Stratigraphic,24.1,39.85,48.00957797,2.314676245,16.45216003,11.79287638,8.819714656,6.954005787,0.199541056,0.927865908,3.990821111,0.53876085,,,,20,,183,152,,116,61,86,18,5,513,27,217,23,,,101,19,55,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4085,Medinah,AOB,0.00075,0.00075,Stratigraphic,24.1,39.85,47.16776672,2.728795193,16.15604374,12.58004138,8.95478278,6.669293666,0.20687617,0.827504679,3.901093488,0.807802187,,,,24,,218,120,,74,63,97,21,8,580,30,223,20,,,98,24,76,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2397,Medinah,AOB,1.05,0.15,Stratigraphic,24.1,39.85,47.61667828,2.587322122,16.19066574,12.92665937,8.836700169,6.50811026,0.199024779,0.776196636,3.781470793,0.577171858,,,,21,,303,145,,89,28,88,19,5,478,30,205,24,,,223,18,46,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4113,Medinah,AOB,0.75,0.15,Stratigraphic,24.1,39.85,47.37105158,2.608956417,17.13314674,11.9052379,9.286285486,6.477409036,0.199920032,0.80967613,3.678528589,0.529788085,,,,23,,230,29,,47,54,88,19,7,567,26,204,20,,,61,17,51,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2429,Medinah,AOB,1.45,0.25,Stratigraphic,24.1,39.85,47.90455183,2.115500301,16.272308,11.7605775,9.103669541,7.5295769,0.190495288,0.872267897,3.779827552,0.471225185,,,,22,,258,243,,130,85,88,20,9,449,26,212,26,,,77,19,49,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4089,Medinah,AOB,0.00075,0.00075,Stratigraphic,24.1,39.85,46.98996656,2.055872516,16.45681684,11.04662601,10.64332087,8.813692701,0.177060791,0.422978556,3.108400551,0.285264608,,,,29,,261,250,,150,107,82,19,4,449,22,150,10,,,4,12,50,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2413,Medinah,AOB,0.15,0.15,Stratigraphic,24.1,39.85,47.59903962,2.641056423,15.83633453,11.64465786,9.3737495,7.973189276,0.19007603,0.740296118,3.551420568,0.450180072,,,,23,,230,233,,140,68,88,20,6,466,24,182,21,,,101,16,46,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,2408,Medinah,AOB,1.45,0.25,Stratigraphic,24.1,39.85,47.69693929,1.976919217,16.79879579,11.19919719,10.53687908,7.696939288,0.180632213,0.481685901,3.191169092,0.24084295,,,,27,,243,164,,103,85,84,18,4,368,22,129,11,,,35,8,31,,,,,,,,,,,,,,,,,,,,,,,,,
Harrat_Rahat,Camp_1989,4096,Medinah,AOB,1.05,0.15,Stratigraphic,24.1,39.85,47.23603102,2.754026645,16.70312189,12.01034003,9.365679061,6.432690396,0.188904355,0.91469477,3.817856433,0.576655399,,,,23,,258,117,,63,62,89,18,8,526,26,191,25,,,87,17,51,,,,,,,,,,,,,,,,,,,,,,,,,
