,Area,Province,Author,Sample,Unique_Id,Flow,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,Region,src_FeIII_totFe
1139,Arabia,Harrat_Rahat,Moufti_2012,RM-3,Medinah,,,,,0.85,0.85,Stratigraphic,24.226195,39.847605,48.21705808,2.573068065,16.32321836,12.82079268,7.017458358,3.640942163,0.244085508,1.85098177,5.583455998,1.728939016,2.238,,,17.0,,79.0,68.0,22.5,2.2,21.1,,22.9,16.2,621.0,45.0,403.8,42.0,,,287,43.9,111.9,14.34,63.1,12.71,4.16,12.07,1.87,9.77,1.78,4.53,0.65,3.93,0.54,8.4,2.4,,1.6,2.7,0.9,0.702916,0.512982,18.6634,15.512,38.342,88.0,0.18
1140,Arabia,Harrat_Rahat,Moufti_2012,RM-4,Medinah,,,,,0.85,0.85,Stratigraphic,24.226195,39.847605,61.35552989,0.031405322,17.3357375,3.711284095,3.758170147,0.533890467,0.188431929,4.731735115,8.291004892,0.062810643,5.654,,,,,,41.0,0.9,3.0,6.4,,44.5,79.4,45.8,99.4,1542.4,127.7,,,40,135.1,282.7,28.15,92.4,16.39,1.56,15.81,2.86,17.38,3.63,11.16,1.76,11.62,1.69,38.5,9.6,,8.4,17.1,4.5,,0.51297,,,,88.0,0.18
1141,Arabia,Harrat_Rahat,Moufti_2012,RM-6,Medinah,,,,,0.85,0.85,Stratigraphic,24.22138833,39.84506333,62.85682867,0.102123199,17.53455318,4.851815971,0.745499349,0.03063696,0.183821757,5.055098325,8.598773313,0.040849279,6.076,,,,,,27.0,0.6,0.9,4.0,,50.3,85.2,9.2,123.8,2102.6,183.7,,,18,132.2,303.8,33.53,123.2,23.02,2.71,22.01,3.88,22.61,4.72,13.84,2.14,14.02,2.03,46.7,10.9,,20.1,15.7,5.0,,,,,,88.0,0.18
1142,Arabia,Harrat_Rahat,Moufti_2012,RM-7,Medinah,,,,,0.85,0.85,Stratigraphic,24.22138833,39.84506333,62.85806649,0.112119139,17.6128975,4.94335527,0.907145763,0.061155894,0.183467682,5.096324508,8.215275107,0.010192649,5.066,,,,,,55.0,1.0,1.7,4.3,,48.3,83.3,27.8,119.4,2062.4,181.0,,,19,134.3,253.3,32.75,121.7,22.51,2.63,21.72,3.79,22.52,4.55,13.24,2.1,13.97,2.01,45.8,11.0,,13.8,15.6,4.9,,,,,,88.0,0.18
1143,Arabia,Harrat_Rahat,Moufti_2012,RM-8,Medinah,,,,,0.85,0.85,Stratigraphic,24.221635,39.85263167,63.1719644,0.020463869,18.12075623,3.553784185,0.849250574,0.112551281,0.194406758,4.757849603,9.198509232,0.020463869,6.454,,,,,,34.0,,1.0,4.5,,52.3,98.4,17.6,118.9,1875.6,165.1,,,8,153.5,322.7,32.16,108.6,18.87,1.6,18.27,3.39,20.6,4.36,13.09,2.12,13.79,2.03,44.9,11.9,,22.5,21.2,6.3,,,,,,88.0,0.18
1144,Arabia,Harrat_Rahat,Moufti_2012,RM-10,Medinah,,,,,0.85,0.85,Stratigraphic,24.19425,39.87172833,63.12348646,0.030988457,18.04561133,3.522604561,1.322174156,0.103294856,0.196260226,4.648268517,8.986652466,0.020658971,6.34,,,,,,34.0,0.4,0.9,4.7,,49.9,95.7,21.4,115.3,1813.7,159.6,,,9,151.0,317.0,31.74,106.8,18.81,1.63,18.42,3.34,19.92,4.17,12.69,2.06,13.6,1.97,45.0,11.8,,21.7,21.3,6.2,,,,,,88.0,0.18
1145,Arabia,Harrat_Rahat,Moufti_2012,RM-11,Medinah,,,,,0.85,0.85,Stratigraphic,24.19425,39.87172833,61.75824748,0.092084862,17.98724305,4.907032453,1.534747701,0.112548165,0.204633027,5.136288972,8.236479328,0.030694954,5.352,,,,,,130.0,0.3,1.8,6.5,,43.9,71.4,123.7,102.9,1791.3,157.3,,,51,122.4,267.6,29.36,106.0,19.5,2.35,18.83,3.26,19.14,3.93,11.7,1.84,12.21,1.8,39.3,9.4,,20.6,14.1,4.3,0.706884,0.51296,,,,88.0,0.18
1146,Arabia,Harrat_Rahat,Moufti_2012,RM-13,Medinah,,,,,0.85,0.85,Stratigraphic,24.19244167,39.88973667,58.75537723,0.842261884,17.03804462,8.34567061,3.145797399,0.781375483,0.253693339,4.109832086,6.311890266,0.416057075,2.092,,,18.0,,,89.0,3.1,1.0,10.7,,28.2,27.5,220.4,44.3,677.7,44.6,,,975,42.7,104.6,12.35,49.8,10.1,4.0,9.46,1.63,9.11,1.77,5.03,0.79,5.1,0.79,12.8,2.5,,2.4,3.9,1.0,,,,,,88.0,0.18
1147,Arabia,Harrat_Rahat,Moufti_2012,RM-14,Medinah,,,,,0.85,0.85,Stratigraphic,24.21969833,39.91248833,64.36330216,0.14405855,14.87919024,5.981216329,0.8643513,0.072029275,0.246957514,4.537844325,8.859600825,0.051449482,9.51,,,,,24.0,75.0,0.6,2.0,3.7,,61.9,140.4,26.4,230.9,2868.2,305.9,,,18,209.3,475.5,51.98,196.5,36.62,4.25,36.99,6.25,37.83,8.03,23.87,3.57,24.01,3.5,71.7,21.3,,29.0,31.1,10.9,,,,,,88.0,0.18
1148,Arabia,Harrat_Rahat,Moufti_2012,RM-15,Medinah,,,,,0.85,0.85,Stratigraphic,24.275745,39.84748667,48.12135313,2.586624167,16.23994232,13.26186961,6.95852619,3.935726183,0.263734229,1.74470336,5.183391958,1.704128863,2.154,,,17.0,,99.0,68.0,24.7,3.3,25.1,,22.6,14.1,606.0,48.6,391.2,40.1,,,279,42.7,107.7,14.25,64.7,12.99,4.07,12.1,1.78,9.51,1.81,4.7,0.66,4.06,0.59,8.5,2.6,,2.8,2.4,0.8,0.702921,0.512972,,,,88.0,0.18
1149,Arabia,Harrat_Rahat,Moufti_2012,RM-16,Medinah,,,,,0.85,0.85,Stratigraphic,24.26517333,39.822725,47.40164282,2.58238924,16.32110828,12.45394263,9.074087094,6.736667584,0.204141442,0.867601128,3.868480325,0.489939461,0.938,,,24.0,,266.0,226.0,46.5,95.0,56.9,,20.1,7.8,511.0,28.6,216.5,20.4,,,140,19.4,46.9,6.14,27.6,5.99,1.97,6.04,0.98,5.38,1.06,2.7,0.4,2.44,0.37,5.2,1.3,,1.1,1.6,0.6,0.702961,0.512972,,,,88.0,0.18
1150,Arabia,Harrat_Rahat,Moufti_2012,RM-17,Medinah,,,,,0.85,0.85,Stratigraphic,24.23869833,39.796165,45.64205959,3.656267025,16.39192339,13.44451667,8.864915579,5.382270173,0.214473764,1.051942747,4.330327426,1.021303638,1.3119999999999998,,,22.0,,256.0,21.0,39.6,30.0,42.8,,21.7,8.6,655.7,33.5,249.1,25.7,,,162,26.0,65.6,8.73,40.3,8.3,2.76,7.84,1.18,6.41,1.19,3.13,0.44,2.63,0.39,5.7,1.6,,1.5,1.6,0.6,,,,,,88.0,0.18
1151,Arabia,Harrat_Rahat,Moufti_2012,RM-26,Medinah,,,,,0.85,0.85,Stratigraphic,24.00924667,39.89545,62.66130037,0.143342844,17.70284123,4.89202301,1.146742752,0.102387746,0.174059168,5.191058708,7.945289067,0.040955098,4.63,,,,,12.0,89.0,0.6,1.6,5.5,,43.8,72.0,29.1,103.5,1671.7,140.0,,,28,101.3,231.5,26.27,100.8,18.56,2.2,17.37,2.98,17.77,3.61,10.53,1.65,11.22,1.71,38.2,8.7,,15.2,12.1,4.2,,,,,,88.0,0.18
1152,Arabia,Harrat_Rahat,Moufti_2012,RM-31,Medinah,,,,,0.85,0.85,Stratigraphic,24.07886833,39.92873667,63.11986277,0.122701823,17.97581707,4.333478687,1.17589247,0.102251519,0.173827583,5.133026261,7.812016063,0.05112576,5.036,,,,,10.0,14.0,1.8,2.2,4.8,,42.5,75.2,28.4,105.1,1358.4,135.2,,,48,113.4,251.8,26.8,96.5,17.52,1.87,16.48,2.88,17.36,3.69,11.2,1.74,11.45,1.76,33.3,9.6,,13.6,13.9,4.5,,,,,,88.0,0.18
1153,Arabia,Harrat_Rahat,Moufti_2012,RM-32,Medinah,,,,,0.85,0.85,Stratigraphic,24.07798,39.94405333,62.37686451,0.114015538,17.87970942,4.299503147,2.497976794,0.217666028,0.176205832,5.255079812,7.13115367,0.051825245,4.962,,,,,13.0,62.0,0.9,2.0,5.4,,39.3,73.5,65.6,91.3,1324.9,131.3,,,57,109.4,248.1,25.72,94.7,16.49,1.79,14.99,2.64,16.03,3.33,9.92,1.61,10.8,1.66,33.4,8.5,,10.5,13.7,3.1,0.702903,0.512962,,,,88.0,0.18
1154,Arabia,Harrat_Rahat,Moufti_2012,RM-34,Medinah,,,,,0.85,0.85,Stratigraphic,24.09824667,39.90236167,55.19649429,1.280779986,17.15220558,10.24293855,4.580069231,1.670137102,0.256155997,3.053379488,5.809618018,0.758221752,2.632,,,14.0,,14.0,89.0,8.2,2.1,14.8,,26.5,20.7,412.5,58.9,709.9,55.6,,,443,54.2,131.6,16.46,69.7,13.58,3.94,12.66,1.99,10.91,2.13,6.01,0.89,5.58,0.85,15.0,3.2,,3.6,3.6,1.3,,,,,,88.0,0.18
1155,Arabia,Harrat_Rahat,Moufti_2012,RM-39,Medinah,,,,,0.85,0.85,Stratigraphic,24.14740167,39.90282833,56.01554959,0.456706225,16.87688819,7.511678828,7.795869056,0.700990951,0.2124215,3.483712603,6.500097905,0.44608515,2.538,,,4.0,,10.0,82.0,4.6,4.3,12.4,,24.5,47.2,306.4,44.9,834.0,77.8,,,595,59.6,126.9,14.18,54.5,9.15,2.44,8.36,1.31,7.58,1.53,4.43,0.75,5.04,0.81,18.6,5.2,,4.6,6.6,2.2,0.702977,0.512954,18.5515,15.5215,38.1347,88.0,0.18
1156,Arabia,Harrat_Rahat,Moufti_2012,RM-41,Medinah,,,,,0.85,0.85,Stratigraphic,24.13369167,39.9002,54.52439112,0.532953354,15.27074509,7.320499353,10.96361186,0.989770515,0.22840858,3.632784088,6.101772076,0.435063963,2.412,,,13.0,,,27.0,3.1,4.1,10.0,,25.6,33.2,253.1,59.4,749.6,65.5,,,762,54.6,120.6,14.76,59.8,11.42,3.08,10.6,1.77,10.19,2.08,6.15,0.95,6.28,0.99,16.8,3.9,,3.6,5.0,1.3,,,,,,88.0,0.18
1157,Arabia,Harrat_Rahat,Moufti_2012,RM-44,Medinah,,,,,0.85,0.85,Stratigraphic,24.145075,39.87061333,60.29731041,0.230702753,17.09297669,5.642574071,4.488217193,0.356540618,0.199243287,5.180325451,6.386271659,0.125837865,3.93,,,5.0,,23.0,14.0,1.4,2.7,10.4,,30.2,42.4,338.1,74.3,1337.5,96.4,,,529,69.2,196.5,19.51,79.6,15.24,2.91,14.35,2.45,14.56,2.95,8.23,1.33,8.65,1.35,26.8,5.3,,4.7,4.5,1.4,,,,,,88.0,0.18
1158,Arabia,Harrat_Rahat,Moufti_2012,RM-48,Medinah,,,,,0.85,0.85,Stratigraphic,24.331725,39.64120333,46.96012185,2.635826194,16.18861835,12.78545972,9.008264234,6.190656923,0.21207797,0.979598241,4.130470933,0.908905584,1.19,,,26.0,,216.0,116.0,41.4,57.0,64.6,,21.1,7.8,532.5,35.3,240.0,22.6,,,147,23.5,59.5,8.16,38.2,8.12,2.71,7.93,1.26,6.79,1.27,3.4,0.48,2.85,0.42,5.6,1.3,,1.4,1.2,0.4,0.702907,0.512983,,,,88.0,0.18
1159,Arabia,Harrat_Rahat,Moufti_2012,RM-49,Medinah,,,,,0.85,0.85,Stratigraphic,24.31128167,39.64877,46.80360474,2.596271621,15.9413098,13.17138296,8.76873061,6.697774648,0.222248933,0.929404627,4.010583009,0.858689057,1.158,,,25.0,,211.0,103.0,44.2,73.0,63.8,,20.1,7.4,518.5,32.7,223.8,21.1,,,139,22.1,57.9,7.66,35.9,7.59,2.56,7.43,1.17,6.36,1.21,3.19,0.44,2.67,0.38,5.0,1.3,,1.6,1.1,0.3,,,,,,88.0,0.18
1160,Arabia,Harrat_Rahat,Moufti_2012,RM-50,Medinah,,,,,0.85,0.85,Stratigraphic,24.29604,39.65356667,46.44306772,2.770607567,16.03716643,12.39217534,9.5656743,7.897242736,0.182010716,0.707819451,3.630102615,0.374133139,0.7340000000000001,,,27.0,,289.0,260.0,51.0,145.0,79.3,,18.8,6.3,520.7,23.9,170.1,17.5,,,84,14.8,36.7,4.79,22.6,4.78,1.67,4.88,0.81,4.52,0.88,2.38,0.36,2.06,0.31,4.4,1.1,,1.1,1.1,0.3,0.70292,0.512991,18.7446,15.5204,38.4468,88.0,0.18
1161,Arabia,Harrat_Rahat,Moufti_2012,RM-55,Medinah,,,,,0.85,0.85,Stratigraphic,24.23706,39.66915,48.34695141,2.430003841,16.68602637,12.40848656,7.857012418,5.022007937,0.222750352,1.377002176,4.698007425,0.951751504,1.55,,,23.0,,168.0,109.0,33.1,38.0,49.0,,22.2,11.1,550.1,40.1,321.5,27.5,,,216,30.8,77.5,10.2,46.0,9.55,3.15,9.12,1.4,7.59,1.43,3.89,0.55,3.43,0.49,7.4,1.8,,1.9,2.1,0.7,0.702892,0.512972,18.5942,15.5174,38.271,88.0,0.18
1162,Arabia,Harrat_Rahat,Moufti_2012,MR-131,Medinah,,,,,0.85,0.85,Stratigraphic,24.43249333,39.79030333,45.68754107,3.701115545,16.49322255,13.17546977,8.858407697,6.643805773,0.182022076,0.86966103,3.984260996,0.404493502,0.862,,,24.0,,328.0,123.0,49.1,71.0,54.1,,19.8,7.3,644.2,24.5,203.0,21.1,,,106,17.5,43.1,5.67,26.2,5.55,1.94,5.45,0.87,4.77,0.9,2.34,0.34,2.05,0.3,5.2,1.4,,1.3,1.3,0.3,,,,,,88.0,0.18
1163,Arabia,Harrat_Rahat,Moufti_2012,MR-137,Medinah,,,,,0.85,0.85,Stratigraphic,24.428465,39.79354333,45.62825403,3.681002763,16.52406186,13.20316836,8.848564335,6.724908895,0.192140254,0.869687466,3.913593597,0.414618443,0.868,,,24.0,,326.0,192.0,49.3,80.0,49.8,,19.6,7.2,668.5,23.7,201.6,20.8,,,111,17.7,43.4,5.68,26.4,5.4,1.9,5.35,0.84,4.51,0.9,2.25,0.33,2.03,0.29,5.0,1.3,,1.3,1.3,0.5,,,,,,88.0,0.18
1164,Arabia,Harrat_Rahat,Moufti_2012,MR-141,Medinah,,,,,0.85,0.85,Stratigraphic,24.41710833,39.799985,45.91231354,3.688387139,16.41534936,13.12024359,8.967644556,6.576272674,0.182392771,0.861299195,3.87077991,0.405317268,0.864,,,24.0,,324.0,123.0,48.5,76.0,44.6,,20.3,7.3,646.1,23.7,202.7,20.2,,,110,18.4,43.2,5.73,26.9,5.41,1.88,5.2,0.84,4.57,0.86,2.29,0.33,1.95,0.28,4.8,1.3,,1.1,1.4,0.5,,,,,,88.0,0.18
1165,Arabia,Harrat_Rahat,Moufti_2012,MR-144,Medinah,,,,,0.85,0.85,Stratigraphic,24.45738,39.79304833,46.11849369,3.652146443,16.42451414,12.91659705,9.039062445,6.563718745,0.182607322,0.852167503,3.844898616,0.405794049,0.85,,,23.0,,312.0,157.0,47.0,80.0,48.0,,20.1,7.3,633.2,23.4,198.5,20.3,,,103,17.4,42.5,5.59,25.0,5.51,1.84,5.07,0.83,4.47,0.84,2.29,0.32,1.89,0.28,4.8,1.3,,1.2,1.2,0.5,0.702894,0.512994,18.6909,15.5172,38.4039,88.0,0.18
1166,Arabia,Harrat_Rahat,Moufti_2012,MR-146,Medinah,,,,,0.85,0.85,Stratigraphic,24.440015,39.83430667,45.76959517,3.69926976,16.48962164,13.12290306,8.847842467,6.729630468,0.182429742,0.86147378,3.881699502,0.415534411,0.86,,,23.0,,316.0,157.0,48.1,73.0,49.4,,19.9,7.1,638.1,23.1,200.0,20.4,,,108,17.7,43.0,5.67,26.0,5.34,1.86,5.19,0.86,4.51,0.86,2.32,0.35,1.94,0.3,4.9,1.3,,1.3,1.1,0.5,,,,,,88.0,0.18
1167,Arabia,Harrat_Rahat,Moufti_2012,MR-151,Medinah,,,,,0.85,0.85,Stratigraphic,24.35994,39.81168,45.3360954,3.595022658,16.28994642,13.08624198,9.498213274,7.036848329,0.183836386,0.847690002,3.707367117,0.418738435,0.842,,,24.0,,301.0,171.0,48.2,94.0,46.0,,19.6,7.5,614.9,23.4,198.1,20.0,,,106,17.6,42.1,5.57,25.4,5.26,1.82,5.1,0.83,4.34,0.88,2.29,0.34,1.97,0.28,4.6,1.3,,0.7,1.2,0.5,,,,,,88.0,0.18
1168,Arabia,Harrat_Rahat,Moufti_2012,MR-152,Medinah,,,,,0.85,0.85,Stratigraphic,24.35959667,39.81869167,45.74738667,3.490927465,16.01361494,13.02110668,9.244868956,7.438516953,0.182664809,0.832139687,3.64314814,0.385625708,0.848,,,25.0,,314.0,226.0,50.4,110.0,55.7,,19.6,7.2,640.5,23.2,196.5,19.8,,,103,17.1,42.4,5.55,24.3,5.32,1.81,5.13,0.84,4.49,0.86,2.28,0.34,1.98,0.3,4.6,1.3,,1.2,1.2,0.5,,,,,,88.0,0.18
1169,Arabia,Harrat_Rahat,Moufti_2012,MR-155,Medinah,,,,,0.85,0.85,Stratigraphic,24.37338333,39.82914167,45.98174027,3.652897712,16.35155048,13.08341991,9.127156677,6.583356043,0.183153646,0.854717013,3.764824939,0.417183304,0.87,,,24.0,,311.0,198.0,48.4,74.0,45.8,,19.8,7.2,639.4,24.1,203.4,20.6,,,111,17.6,43.5,5.75,25.6,5.42,1.87,5.17,0.83,4.5,0.85,2.32,0.32,1.99,0.29,4.6,1.3,,1.1,1.4,0.5,0.702918,0.512989,,,,88.0,0.18
1170,Arabia,Harrat_Rahat,Moufti_2012,MR-161,Medinah,,,,,0.85,0.85,Stratigraphic,24.34539167,39.83851333,47.60058666,2.362790092,16.42798261,12.63761097,8.224132037,6.023593625,0.21295533,1.166183951,4.451780474,0.892384241,1.36,,,20.0,,164.0,274.0,39.4,91.0,53.2,,20.5,10.0,561.8,34.4,274.9,25.9,,,152,28.0,68.0,8.96,39.3,8.05,2.61,7.62,1.19,6.2,1.25,3.3,0.47,2.84,0.42,6.2,1.7,,1.7,1.7,0.6,0.702911,0.512984,18.7011,15.5184,38.4025,88.0,0.18
1171,Arabia,Harrat_Rahat,Moufti_2012,MR-163,Medinah,,,,,0.85,0.85,Stratigraphic,24.35887333,39.85378,45.21100119,2.54465174,14.72627774,12.45989235,9.851583443,11.35384772,0.183950728,0.510974245,2.881894742,0.275926092,0.55,,,26.0,,271.0,541.0,62.9,300.0,67.4,,17.3,4.5,482.5,20.6,143.3,11.4,,,75,10.8,27.5,3.82,17.2,3.98,1.4,4.09,0.68,3.84,0.74,1.99,0.29,1.76,0.25,3.2,0.7,,0.8,0.7,0.3,,,,,,88.0,0.18
1172,Arabia,Harrat_Rahat,Moufti_2012,MR-165,Medinah,,,,,0.85,0.85,Stratigraphic,24.36548167,39.861665,45.77762682,2.660300173,15.30695792,12.28171777,10.30354721,9.556616774,0.184174627,0.542291958,3.100272894,0.286493865,0.602,,,28.0,,301.0,465.0,57.1,212.0,83.7,,18.1,4.4,508.1,21.9,155.6,12.6,,,72,11.7,30.1,4.09,19.4,4.33,1.5,4.37,0.74,3.93,0.79,2.18,0.31,1.87,0.27,3.5,0.9,,0.7,1.0,0.4,,,,,,88.0,0.18
1173,Arabia,Harrat_Rahat,Moufti_2012,MR-167,Medinah,,,,,0.85,0.85,Stratigraphic,24.40420833,39.85810333,45.25293434,3.551262255,16.06279026,13.1788225,9.329761243,7.400173659,0.184747747,0.831364863,3.807856349,0.400286786,0.7959999999999999,,,22.0,,303.0,89.0,50.3,99.0,47.8,,18.9,7.0,656.4,22.4,187.7,19.3,,,110,16.5,39.8,5.32,23.1,4.94,1.75,4.89,0.78,4.19,0.79,2.15,0.31,1.85,0.27,4.4,1.2,,1.2,1.0,0.5,,,,,,88.0,0.18
1174,Arabia,Harrat_Rahat,Moufti_2012,MR-3,Medinah,,,,,0.85,0.85,Stratigraphic,24.34231167,39.776525,46.49940319,2.157345432,16.67131728,11.61973596,10.67531495,8.37617217,0.182310882,0.435520439,3.099284987,0.283594705,0.55,,,29.0,,265.0,239.0,51.6,128.0,74.8,,18.8,3.3,476.3,21.8,145.2,8.8,,,48,10.5,27.5,3.84,18.6,4.15,1.46,4.3,0.73,3.93,0.81,2.1,0.3,1.89,0.26,3.6,0.5,,0.4,0.7,0.3,0.702903,0.512995,,,,88.0,0.18
1175,Arabia,Harrat_Rahat,Moufti_2012,MR-5,Medinah,,,,,0.85,0.85,Stratigraphic,24.34113833,39.77866667,47.0090616,1.678895057,15.80790949,11.12981405,11.46907828,9.567679061,0.171935036,0.283187118,2.690277622,0.192162687,0.374,,,32.0,,274.0,308.0,55.4,171.0,92.2,,18.0,2.0,351.0,19.4,108.0,5.1,,,30,6.5,18.7,2.76,13.1,3.3,1.21,3.73,0.66,3.57,0.73,2.06,0.31,1.75,0.27,2.6,0.3,,0.4,0.4,0.2,,,,,,88.0,0.18
1176,Arabia,Harrat_Rahat,Moufti_2012,MR-9,Medinah,,,,,0.85,0.85,Stratigraphic,24.35321667,39.75374167,46.14009625,2.026354688,16.0588609,11.83330752,10.38506778,9.665711862,0.182371922,0.405270938,3.019268485,0.283689656,0.492,,,28.0,,254.0,274.0,58.1,184.0,114.0,,17.8,3.1,447.8,19.4,127.8,7.6,,,43,9.1,24.6,3.47,16.2,3.82,1.37,3.99,0.67,3.6,0.71,1.97,0.3,1.65,0.24,3.2,0.6,,0.8,0.6,0.2,,,,,,88.0,0.18
1177,Arabia,Harrat_Rahat,Moufti_2012,MR-11,Medinah,,,,,0.85,0.85,Stratigraphic,24.344955,39.77567,46.36762989,1.618769536,16.13710881,11.3521333,11.15939249,10.1173096,0.182111573,0.26305005,2.630500495,0.171994263,0.356,,,30.0,,257.0,308.0,59.1,185.0,93.4,,18.0,2.0,364.1,18.3,102.2,4.8,,,28,6.3,17.8,2.56,11.7,3.15,1.11,3.45,0.6,3.37,0.67,1.88,0.27,1.61,0.23,2.8,0.3,,0.7,0.3,0.2,,,,,,88.0,0.18
1178,Arabia,Harrat_Rahat,Moufti_2012,MR-22,Medinah,,,,,0.85,0.85,Stratigraphic,24.52126167,39.67997833,46.49447451,1.94317351,16.72950944,11.65645016,10.15105745,9.270556954,0.182172517,0.384586424,2.935001656,0.253017384,0.528,,,29.0,,288.0,212.0,62.1,156.0,75.6,,20.0,3.1,507.3,21.5,139.6,8.5,,,44,10.0,26.4,3.72,17.6,4.04,1.45,4.17,0.72,3.89,0.77,2.11,0.3,1.75,0.27,3.3,0.5,,0.8,0.6,0.2,,,,,,88.0,0.18
1179,Arabia,Harrat_Rahat,Moufti_2012,MR-36,Medinah,,,,,0.85,0.85,Stratigraphic,24.45618333,39.70769667,46.7760848,1.68252006,16.21706082,11.272406,10.9059734,9.669422513,0.172306271,0.314205553,2.797442991,0.192577597,0.386,,,29.0,,255.0,281.0,57.2,176.0,92.3,,17.9,2.3,390.0,18.6,108.0,5.7,,,32,7.0,19.3,2.83,13.0,3.36,1.19,3.43,0.63,3.61,0.7,1.95,0.27,1.61,0.24,2.9,0.4,,1.4,0.3,0.1,,,,,,88.0,0.18
1180,Arabia,Harrat_Rahat,Moufti_2012,MR-40,Medinah,,,,,0.85,0.85,Stratigraphic,24.460705,39.69542167,46.71896272,2.949071182,15.88039362,13.05813858,8.603991182,6.384587096,0.222953835,0.983023728,4.175317276,1.023560788,1.296,,,23.0,,208.0,137.0,40.3,65.0,37.4,,20.6,8.1,614.3,34.9,247.6,22.6,,,157,24.8,64.8,8.69,40.2,8.26,2.81,8.05,1.23,6.54,1.22,3.29,0.45,2.81,0.39,5.6,1.5,,1.2,1.6,0.6,,,,,,88.0,0.18
1181,Arabia,Harrat_Rahat,Moufti_2012,MR-48,Medinah,,,,,0.85,0.85,Stratigraphic,24.46596667,39.69406667,46.83708773,2.967055331,15.96558345,12.97646897,8.608497271,6.166227236,0.211932524,0.989018444,4.258834523,1.019294519,1.264,,,23.0,,223.0,157.0,39.7,63.0,42.0,,20.9,8.1,597.4,34.5,246.5,22.5,,,147,24.7,63.2,8.6,38.7,8.32,2.85,7.91,1.24,6.53,1.2,3.17,0.44,2.66,0.38,5.8,1.4,,2.0,1.7,0.6,,,,,,88.0,0.18
1182,Arabia,Harrat_Rahat,Moufti_2012,MR-53,Medinah,,,,,0.85,0.85,Stratigraphic,24.4568,39.75916667,46.4475729,2.801824411,16.06244463,12.95126037,8.90110282,6.948929134,0.212412681,0.869880503,3.914462263,0.890110282,1.136,,,24.0,,213.0,164.0,43.2,83.0,51.4,,19.7,6.9,571.4,31.2,222.0,20.1,,,134,22.2,56.8,7.74,34.9,7.39,2.52,7.21,1.11,5.82,1.09,3.03,0.41,2.49,0.36,5.3,1.3,,1.0,1.4,0.5,,,,,,88.0,0.18
1183,Arabia,Harrat_Rahat,Moufti_2012,MR-154,Medinah,,,,,0.85,0.85,Stratigraphic,24.36709667,39.82881333,45.9280696,3.655210124,16.38263153,13.06472541,9.09246175,6.571278035,0.182254244,0.860645043,3.85771484,0.405009432,0.864,,,23.0,,309.0,157.0,46.3,75.0,52.4,,19.4,7.3,647.8,24.1,197.0,20.0,,,102,17.2,43.2,5.67,25.3,5.3,1.86,5.21,0.84,4.42,0.85,2.29,0.33,1.98,0.28,4.6,1.3,,0.9,1.2,0.5,,,,,,88.0,0.18
1184,Arabia,Harrat_Rahat,Moufti_2012,MR-56,Medinah,,,,,0.85,0.85,Stratigraphic,24.45349,39.76702667,47.10080311,2.94001152,16.00336168,12.70893631,8.537146854,6.223529541,0.222268912,1.010313237,4.202903066,1.050725767,1.314,,,23.0,,206.0,164.0,37.7,72.0,34.1,,19.3,8.1,597.5,34.4,244.9,22.8,,,155,25.6,65.7,8.8,40.6,8.38,2.87,8.07,1.24,6.66,1.24,3.39,0.46,2.83,0.4,5.8,1.5,,1.2,1.4,0.5,0.702899,0.512984,,,,88.0,0.18
1185,Arabia,Harrat_Rahat,Moufti_2012,MR-61,Medinah,,,,,0.85,0.85,Stratigraphic,24.42229167,39.77538333,46.82983363,3.119279437,16.11458367,12.95483082,8.46371261,5.771174985,0.223531426,1.036372973,4.429986432,1.056694011,1.3280000000000003,,,23.0,,200.0,103.0,37.0,51.0,38.1,,20.3,8.1,598.9,34.7,249.3,23.5,,,153,25.7,66.4,8.97,40.3,8.48,2.92,8.09,1.29,6.63,1.27,3.47,0.46,2.8,0.4,5.7,1.4,,0.9,1.6,0.5,,,,,,88.0,0.18
1186,Arabia,Harrat_Rahat,Moufti_2012,MR-64,Medinah,,,,,0.85,0.85,Stratigraphic,24.394235,39.77454667,46.57740793,2.983138372,15.91681287,12.99348288,8.544921776,6.411219416,0.222471336,1.02134568,4.267404721,1.061795014,1.314,,,23.0,,201.0,137.0,39.6,77.0,29.9,,20.3,8.3,593.1,34.5,248.9,23.4,,,155,25.7,65.7,8.88,40.4,8.5,2.9,8.09,1.25,6.68,1.23,3.31,0.47,2.83,0.4,5.5,1.3,,1.0,1.5,0.6,,,,,,88.0,0.18
