1.386947887592642928e+03 4.000000000000000000e+00
1.386746675801168294e+03 3.990000000000000213e+00
1.386545488397523968e+03 3.980000000000000426e+00
1.386344325378753638e+03 3.970000000000000639e+00
1.386143186741901900e+03 3.960000000000000853e+00
1.385942072484012897e+03 3.950000000000001066e+00
1.385740982602133045e+03 3.940000000000001279e+00
1.385539917093306485e+03 3.930000000000001492e+00
1.385338875954580089e+03 3.920000000000001705e+00
1.385137859182999364e+03 3.910000000000001918e+00
1.384936866775612089e+03 3.900000000000002132e+00
1.384735898729463770e+03 3.890000000000002345e+00
1.384534955041602643e+03 3.880000000000002558e+00
1.384334035709075579e+03 3.870000000000002771e+00
1.384133140728931266e+03 3.860000000000002984e+00
1.383932270098217941e+03 3.850000000000003197e+00
1.383731423813984748e+03 3.840000000000003411e+00
1.383530601873279466e+03 3.830000000000003624e+00
1.383329804273153059e+03 3.820000000000003837e+00
1.383129031010654217e+03 3.810000000000004050e+00
1.382928282082833903e+03 3.800000000000004263e+00
1.382727557486742171e+03 3.790000000000004476e+00
1.382526857219429985e+03 3.780000000000004690e+00
1.382326181277948308e+03 3.770000000000004903e+00
1.382125529659349468e+03 3.760000000000005116e+00
1.381924902360684882e+03 3.750000000000005329e+00
1.381724299379006879e+03 3.740000000000005542e+00
1.381523720711367787e+03 3.730000000000005755e+00
1.381323166354821751e+03 3.720000000000005969e+00
1.381122636306421100e+03 3.710000000000006182e+00
1.380922130563219980e+03 3.700000000000006395e+00
1.380721649122272538e+03 3.690000000000006608e+00
1.380521191980632921e+03 3.680000000000006821e+00
1.380320759135356184e+03 3.670000000000007034e+00
1.380120350583497384e+03 3.660000000000007248e+00
1.379919966322112032e+03 3.650000000000007461e+00
1.379719606348256093e+03 3.640000000000007674e+00
1.379519270658985533e+03 3.630000000000007887e+00
1.379318959251357683e+03 3.620000000000008100e+00
1.379118672122428961e+03 3.610000000000008313e+00
1.378918409269256244e+03 3.600000000000008527e+00
1.378718170688898226e+03 3.590000000000008740e+00
1.378517956378411782e+03 3.580000000000008953e+00
1.378317766334856060e+03 3.570000000000009166e+00
1.378117600555289755e+03 3.560000000000009379e+00
1.377917459036771561e+03 3.550000000000009592e+00
1.377717341776361081e+03 3.540000000000009805e+00
1.377517248771118375e+03 3.530000000000010019e+00
1.377317180018103500e+03 3.520000000000010232e+00
1.377117135514376514e+03 3.510000000000010445e+00
1.376917115256998841e+03 3.500000000000010658e+00
1.376717119243031902e+03 3.490000000000010871e+00
1.376517147469536212e+03 3.480000000000011084e+00
1.376317199933575012e+03 3.470000000000011298e+00
1.376117276632209723e+03 3.460000000000011511e+00
1.375917377562503589e+03 3.450000000000011724e+00
