Sample,SiO2,TiO2,Al2O3,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,Cr2O3,H2O,CO2,src_FeIII_totFe,Ce,P2O5,NiO,CoO,Ni,Co,Cr,FeO_tot,Total,Al2O3_primary_wt,CO2_primary_wt,CaO_primary_wt,CoO_primary_wt,Cr2O3_primary_wt,Fe2O3_primary_wt,FeO_primary_wt,H2O_primary_wt,K2O_primary_wt,MgO_primary_wt,MnO_primary_wt,Na2O_primary_wt,NiO_primary_wt,P2O5_primary_wt,SiO2_primary_wt,TiO2_primary_wt,ol_added,P,P_err,T,T_err,Fit_Tp,F_ind_fit,Tp_ind_fit
A,47.23819326717067,2.154688673230058,15.502525723840495,8.626044983936987,2.248856284388237,0.17374090678912366,8.400807519906664,8.875258832839451,3.5739004579342293,1.4899877236966237,0.0,1.7159956262674458,0.0,0.19,0,0,0.0,0.0,0,0,0,10.8604687886891,99.99999999999999,13.437357466175598,0.0,7.692941631975008,0.0,0.0,1.9492749969708794,9.03002658015415,1.4873993471327815,1.2914990770010337,13.65215098700722,0.15059601981067275,3.0978034713361287,0.0,0.0,46.34329850259572,1.8676519198407884,0.12510936132983386,2.0938770194955345,0.24,1347.938549302377,39.0,True,0.0032684494324645304,1308.854073197583
