0.000000000000000000e+00 8.528975437644982227e-01
4.997501249375313264e-04 8.531360298790925389e-01
9.990009990009992170e-04 8.533737593556328660e-01
1.497753369945082269e-03 8.536107358409057433e-01
1.996007984031935960e-03 8.538469629584807263e-01
2.493765586034913089e-03 8.540824443088902429e-01
2.991026919242273374e-03 8.543171834698113365e-01
3.487792725460886652e-03 8.545511839962426359e-01
3.984063745019920250e-03 8.547844494206818799e-01
4.479840716774515300e-03 8.550169832532998893e-01
4.975124378109453509e-03 8.552487889821153155e-01
5.469915464942813957e-03 8.554798700731653938e-01
5.964214711729622087e-03 8.557102299706770276e-01
6.458022851465475278e-03 8.559398720972346553e-01
6.951340615690169283e-03 8.561687998539483369e-01
7.444168734491314263e-03 8.563970166206187340e-01
7.936507936507936067e-03 8.566245257559017556e-01
8.428358948934061914e-03 8.568513305974713168e-01
8.919722497522300855e-03 8.570774344621795438e-01
9.410599306587419041e-03 8.573028406462178674e-01
9.900990099009901110e-03 8.575275524252750081e-01
1.039089559623948729e-02 8.577515730546928507e-01
1.088031651829871396e-02 8.579749057696233194e-01
1.136925358378645425e-02 8.581975537851818103e-01
1.185770750988142386e-02 8.584195202965995142e-01
1.234567901234568006e-02 8.586408084793755169e-01
1.283316880552813621e-02 8.588614214894261245e-01
1.332017760236803121e-02 8.590813624632344103e-01
1.380670611439842148e-02 8.593006345179957650e-01
1.429275505174963136e-02 8.595192407517660005e-01
1.477832512315271039e-02 8.597371842436047906e-01
1.526341703594288370e-02 8.599544680537193342e-01
1.574803149606299191e-02 8.601710952236061303e-01
1.623216920806689820e-02 8.603870687761925318e-01
1.671583087512291260e-02 8.606023917159763004e-01
1.719901719901719903e-02 8.608170670291630522e-01
1.768172888015717356e-02 8.610310976838045915e-01
1.816396661757486639e-02 8.612444866299341362e-01
1.864573110893032529e-02 8.614572367997014313e-01
1.912702305051495674e-02 8.616693511075057543e-01
1.960784313725490169e-02 8.618808324501293638e-01
2.008819206271435578e-02 8.620916837068673955e-01
2.056807051909892436e-02 8.623019077396592014e-01
2.104747919725893229e-02 8.625115073932159149e-01
2.152641878669275810e-02 8.627204854951501245e-01
2.200488997555012302e-02 8.629288448561003300e-01
2.248289345063538697e-02 8.631365882698580627e-01
2.296042989741084450e-02 8.633437185134923419e-01
2.343750000000000000e-02 8.635502383474720212e-01
2.391410444119082546e-02 8.637561505157892450e-01
2.439024390243902871e-02 8.639614577460800193e-01
2.486591906387128348e-02 8.641661627497447817e-01
2.534113060428850109e-02 8.643702682220671951e-01
2.581587920116902232e-02 8.645737768423328307e-01
2.629016553067186138e-02 8.647766912739457412e-01
2.676399026763990122e-02 8.649790141645448127e-01
2.723735408560311322e-02 8.651807481461190052e-01
2.771025765678172131e-02 8.653818958351210400e-01
2.818270165208941122e-02 8.655824598325813080e-01
2.865468674113647377e-02 8.657824427242187815e-01
2.912621359223300718e-02 8.659818470805535906e-01
2.959728287239204308e-02 8.661806754570164912e-01
3.006789524733268978e-02 8.663789303940581110e-01
3.053805138148327561e-02 8.665766144172575292e-01
3.100775193798449569e-02 8.667737300374298570e-01
3.147699757869249632e-02 8.669702797507325975e-01
3.194578896418200087e-02 8.671662660387710053e-01
3.241412675374939767e-02 8.673616913687035579e-01
3.288201160541585899e-02 8.675565581933445403e-01
3.334944417593040805e-02 8.677508689512686280e-01
3.381642512077295132e-02 8.679446260669113622e-01
3.428295509415741488e-02 8.681378319506712904e-01
3.474903474903474898e-02 8.683304889990103304e-01
3.521466473709599504e-02 8.685225995945529132e-01
3.567984570877531098e-02 8.687141661061845710e-01
3.614457831325301046e-02 8.689051908891505249e-01
3.660886319845857440e-02 8.690956762851516082e-01
3.707270101107366239e-02 8.692856246224412997e-01
3.753609239653513119e-02 8.694750382159210922e-01
3.799903799903799756e-02 8.696639193672343060e-01
3.846153846153846367e-02 8.698522703648607912e-01
3.892359442575685224e-02 8.700400934842096312e-01
3.938520653218059719e-02 8.702273909877110691e-01
3.984637542006720656e-02 8.704141651249085454e-01
4.030710172744721848e-02 8.706004181325490698e-01
4.076738609112710160e-02 8.707861522346729277e-01
4.122722914669223887e-02 8.709713696427033858e-01
4.168663152850982101e-02 8.711560725555348439e-01
4.214559386973179556e-02 8.713402631596210979e-01
4.260411680229774650e-02 8.715239436290613817e-01
4.306220095693780170e-02 8.717071161256874090e-01
4.351984696317550555e-02 8.718897827991487492e-01
4.397705544933078192e-02 8.720719457869978708e-01
4.443382704252269583e-02 8.722536072147737407e-01
4.489016236867240245e-02 8.724347691960859796e-01
4.534606205250596433e-02 8.726154338326973514e-01
4.580152671755725186e-02 8.727956032146058085e-01
4.625655698617071876e-02 8.729752794201259825e-01
4.671115347950429569e-02 8.731544645159700080e-01
4.716531681753215882e-02 8.733331605573275702e-01
4.761904761904761640e-02 8.735113695879458406e-01
4.807234650166587742e-02 8.736890936402071928e-01
4.852521408182684098e-02 8.738663347352082500e-01
4.897765097479790664e-02 8.740430948828377122e-01
4.942965779467680537e-02 8.742193760818519621e-01
4.988123515439429889e-02 8.743951803199523365e-01
5.033238366571700373e-02 8.745705095738611767e-01
5.078310393925011129e-02 8.747453658093952145e-01
5.123339658444022587e-02 8.749197509815419549e-01
5.168326220957800143e-02 8.750936670345323964e-01
5.213270142180095185e-02 8.752671159019140834e-01
5.258171482709615707e-02 8.754400995066247138e-01
5.303030303030303177e-02 8.756126197610630824e-01
5.347846663511594822e-02 8.757846785671616896e-01
5.392620624408704655e-02 8.759562778164570185e-01
5.437352245862883682e-02 8.761274193901595897e-01
5.482041587901701624e-02 8.762981051592244608e-01
5.526688710439301572e-02 8.764683369844197269e-01
5.571293673276676850e-02 8.766381167163962429e-01
5.615856536101934693e-02 8.768074461957543475e-01
5.660377358490565475e-02 8.769763272531125864e-01
5.704856199905705000e-02 8.771447617091741034e-01
5.749293119698398180e-02 8.773127513747933648e-01
5.793688177107865489e-02 8.774802980510423289e-01
5.838041431261770109e-02 8.776474035292756160e-01
5.882352941176470507e-02 8.778140695911953451e-01
5.926622765757291050e-02 8.779802980089159714e-01
5.970850963798778055e-02 8.781460905450277910e-01
6.015037593984962072e-02 8.783114489526605562e-01
6.059182714889619487e-02 8.784763749755465367e-01
6.103286384976526480e-02 8.786408703480823590e-01
6.147348662599717850e-02 8.788049367953916224e-01
6.191369606003752080e-02 8.789685760333860731e-01
6.235349273323956970e-02 8.791317897688262217e-01
6.279287722586691933e-02 8.792945796993818508e-01
6.323185011709603343e-02 8.794569475136930770e-01
6.367041198501872945e-02 8.796188948914281935e-01
6.410856340664483621e-02 8.797804235033440667e-01
6.454630495790458777e-02 8.799415350113442003e-01
6.498363721365123247e-02 8.801022310685369110e-01
6.542056074766355867e-02 8.802625133192928386e-01
