Area,Province,Author,Sample,Volcano,Stage,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,src_FeIII_totFe,Fe2O3,Cr2O3,NiO,CoO,CO2,FeO_tot,Total,SiO2_primary_wt,Al2O3_primary_wt,FeO_primary_wt,Fe2O3_primary_wt,MgO_primary_wt,CaO_primary_wt,Na2O_primary_wt,K2O_primary_wt,TiO2_primary_wt,MnO_primary_wt,Cr2O3_primary_wt,P2O5_primary_wt,NiO_primary_wt,CoO_primary_wt,H2O_primary_wt,CO2_primary_wt,ol_added,P,T,P_err,T_err,Fit_Tp
OIB,Lanai,West_1992,samp.LWAW-4,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.95,0.25,Stratigraphic,20.88,-156.88,49.53544883,1.717341503,11.90827052,9.854955407,8.267899109,14.89043295,0.174818412,0.041133827,1.203166125,0.123401888,0.158848589,1.88,0,33.3,0,256,669,0,715,86.5,94.1,12.3,0.11,243,18.3,89,6.7,0,0.004,32.8,4.52,10.88,1.91,8.3,2.34,0.99,2.86,0.404,2.5,0.444,1.3,0.172,1.05,0.152,2.05,0,0,0.6,0.337,0.06,0,0,0,0,0,0.15,1.932895604,0.099139477,0.092247755,0,0,11.4352,100,49.03892964,11.23178584,9.874226182,1.823091728,16.82873481,7.798216544,1.1348167,0.038797098,1.619782818,0.164887333,0.093507565,0.116391677,0.087007347,0,0.149824723,0,0.055266887,1.501831264,1427.036158,0.24,39,TRUE
OIB,Lanai,West_1992,samp.LWAW-4B,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.95,0.25,Stratigraphic,20.88,-156.88,49.58774268,1.712008588,11.83302405,9.504603021,8.620459365,14.89442274,0.171200859,0.120847841,1.198404013,0.130918245,0.178748664,0.49,0,31.9,0,264,662,0,682,103,101,12.5,1.54,259,16,92.7,6.73,0,0.019,34.6,4.67,12.42,2,9,2.55,1.06,2.98,0.437,2.59,0.459,1.25,0.18,1.09,0.144,2.12,0,0,0.61,0.352,0.073,0,0,0,0,0,0.15,1.864179455,0.096704179,0.086736298,0,0,11.1881,100,49.29065189,11.43184513,9.522608367,1.800977563,16.05544337,8.328197082,1.157774125,0.116750697,1.653965795,0.165396579,0.093425585,0.12647968,0.083795649,0,0.172688489,0,0.033349444,1.40287077,1408.608583,0.24,39,TRUE
OIB,Lanai,West_1992,samp.LWAW-6,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.95,0.25,Stratigraphic,20.88,-156.88,49.47326797,2.029101624,13.14326712,10.06789704,8.993287084,12.05220032,0.173340335,0.06117887,1.509073555,0.152947176,0.212343197,1.47,0,31.8,0,263,685,0,439,96.2,99.8,13.8,0.1,293,22.7,110,7.65,0,0.004,52.6,7.68,14.61,3.44,14.6,4.1,1.78,4.28,0.675,4.11,0.737,1.98,0.279,1.71,0.23,2.6,0,0,0.75,0.423,0.079,0,0,0,0,0,0.15,1.974660779,0.101051962,0.056382971,0,0,11.7353,100,48.13499165,11.15012526,10.20575474,1.675208671,17.56041029,7.629478778,1.280226524,0.051901256,1.721393705,0.147053729,0.085727698,0.129753139,0.047832642,0,0.18014191,0,0.141262344,1.770591491,1455.070747,0.24,39,TRUE
OIB,Lanai,West_1992,samp.LWAW-7,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.95,0.25,Stratigraphic,20.88,-156.88,49.93049767,1.987484787,12.97952323,9.94262591,9.034942012,11.85396909,0.17238412,0.101402306,1.48047326,0.17238412,0.232389573,1,0,34,0,267,716,0,444,103,100,13.9,0.15,286,23.9,107.3,7.51,0,0.001,61.5,7.27,16.07,3.3,14.5,4.06,1.66,4.45,0.652,3.91,0.72,1.96,0.261,1.72,0.221,2.48,0,0,0.76,0.415,0.094,0,0,0,0,0,0.15,1.950090804,0.105094461,0.056738654,0,0,11.6478,100,48.54249099,11.03876828,10.09781121,1.658504718,17.31427894,7.68399806,1.259106438,0.08624019,1.69030739,0.146608494,0.089380278,0.146608494,0.048254843,0,0.19764167,0,0.139414802,1.67319145,1444.977905,0.24,39,TRUE
OIB,Lanai,West_1992,samp.LWAW-8,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.95,0.25,Stratigraphic,20.88,-156.88,50.46501999,1.882053816,12.28338683,9.700958713,8.849643776,12.4936089,0.170185495,0.290316083,1.231339017,0.19020726,0.4031495,0.08,0,32.2,0,258,573,0,429,77.8,120,14.7,5.07,332,64.2,118.4,8.01,0,0.06,108,9.46,28.18,4.52,21,6.85,2.82,9.45,1.5,9.22,1.9,4.9,0.662,4.12,0.587,2.7,0,0,0.85,0.44,0.164,0,0,0,0,0,0.15,1.902691558,0.083204306,0.054234761,0,0,11.4877,100,49.34369122,10.87295132,9.816187695,1.684215679,16.63906178,7.833486588,1.089950954,0.256980642,1.665947658,0.150644007,0.073650401,0.168366779,0.048007274,0,0.356858003,0,0.108734403,1.45155593,1414.80215,0.24,39,TRUE
OIB,Lanai,West_1992,samp.LMAN-4,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/SOUTHRIFTZONE/PACIFICOCEAN,0.95,0.25,Stratigraphic,20.75,-156.88,51.52927608,1.794605116,13.02596602,9.338047342,9.60816986,10.53575056,0.171394026,0.201640089,1.59295801,0.100820546,0.139007793,0.69,0,32.3,0,274,591,0,347,108,95.1,13.6,2.76,266,14.8,88.7,6.2,0,0.029,52.4,3.6,9.63,1.57,6.9,2.08,1.04,2.51,0.391,2.41,0.432,1.24,0.176,1.09,0.153,2.12,0,0,0.59,0.247,0.09,0,0,0,0,0,0.15,1.831512159,0.086589729,0.044262673,0,0,10.9594,100,49.87972167,11.05613788,9.607781131,1.554545047,16.24008957,8.155191758,1.352065817,0.171147432,1.523219205,0.145475274,0.073495354,0.085574141,0.03756913,0,0.117986591,0,0.140893471,1.392190724,1415.384392,0.24,39,TRUE
OIB,Lanai,West_1992,samp.LKAL-1,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.95,0.25,Stratigraphic,20.8,-156.99,51.15653348,2.149262609,13.15919586,9.614793901,9.590592191,10.22925596,0.172346331,0.070966349,1.429464055,0.182484409,0.23942955,1.06,0,32.7,0,302,553,0,302,105,114,14.4,0.4,286,18.1,115,10.4,0,0.006,47,6.7,16.54,2.59,10.9,2.87,1.25,3.25,0.483,2.83,0.51,1.34,0.198,1.16,0.165,2.47,0,0,0.75,0.392,0.105,0,0,0,0,0,0.15,1.885791675,0.08125188,0.038631759,0,0,11.2523,100,49.287841,10.8337843,9.918167829,1.552546255,16.91917173,7.895802165,1.176858025,0.058425616,1.769458238,0.141890355,0.066893551,0.150236895,0.031804994,0,0.197119043,0,0.162829636,1.489530904,1428.806157,0.24,39,TRUE
OIB,Lanai,West_1992,samp.LKAL-3,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.95,0.25,Stratigraphic,20.8,-156.99,52.19373464,1.684975642,13.76403124,9.494641231,9.399338932,9.257235948,0.172557649,0.152257223,1.593628756,0.152257223,0.192468573,1.09,0,30.9,0,247,395,0,176,118,102,13.3,1.79,256,18.1,87.6,5.88,0,0.029,41,5.08,13.28,2.07,9.5,2.79,1.13,3.17,0.473,2.89,0.531,1.44,0.203,1.24,0.178,2.08,0,0,0.56,0.337,0.084,0,0,0,0,0,0.15,1.862225605,0.058106523,0.02254082,0,0,11.0984,100,49.88606678,11.04098065,9.913477481,1.493806322,16.89413419,7.539791032,1.278348179,0.122134935,1.351623165,0.138419162,0.046610836,0.122134935,0.018081386,0,0.154390945,0,0.180663662,1.42906802,1423.882936,0.24,39,TRUE
OIB,Lanai,West_1992,samp.LKAL-4,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.95,0.25,Stratigraphic,20.8,-156.99,51.5099931,1.68453061,12.51217033,9.375669463,9.102539291,10.9697189,0.142068209,0.182659982,2.374576769,0.091329791,0.099738871,0.2,0,29.2,0,227,547,0,286,111,93.2,12.7,1.5,257,11.2,88.4,6.53,0,0.018,48.6,2.59,6.94,1.12,4.9,1.58,0.74,1.76,0.292,1.77,0.327,0.94,0.132,0.82,0.116,1.99,0,0,0.56,0.289,0.097,0,0,0,0,0,0.15,1.838891151,0.079791816,0.036321712,0,0,11.052,100,49.98739943,10.75896687,9.603568322,1.581225995,16.20803351,7.82709283,2.041851423,0.157065692,1.44849443,0.122161633,0.068611398,0.078532674,0.031232319,0,0.085763475,0,0.131190269,1.512615579,1428.901964,0.24,39,TRUE
OIB,Hawaii,Rhodes_1995,samp.ML-14,Mauna_Loa,Shield,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/NORTHEASTRIFTZONE/LOWERMAINFLOW/PACIFICOCEAN,7.50E-05,7.50E-05,Stratigraphic,19.47,-155.58,48.93788614,1.610125168,10.36518449,9.259132993,7.960082482,17.03716088,0.161012517,0.342152839,1.761083709,0.201266142,0.298760324,0,0,23.9,0,203,1050,0,774,0,115,15,5.5,260,17.6,103,0,0,0,0,8.1,20.9,0,13.8,3.88,1.34,0,0,0,0.81,0,0,1.53,0.23,2.69,0,0,0,0,0,0,0,0,0,0,0.15,1.816034342,0.152346323,0.097771639,0,0,10.9733,100,,,,,,,,,,,,,,,,,,,,0.24,39,FALSE
OIB,Hawaii,Rhodes_1995,samp.ML-86,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/SOUTH(WEST)RIFTZONE/PACIFICOCEAN,7.50E-05,7.50E-05,Stratigraphic,19.47,-155.58,51.23768213,2.060006704,12.94570629,9.368451045,10.14854417,9.057989799,0.171667391,0.403923565,2.090304574,0.232256174,0.353438709,0,0,28.7,0,252,464,0,199,0,111,19,6.3,315,22.8,132,10.5,0,0,0,10,24.7,0,16.6,4.82,1.68,0,0.63,0,0.91,0,0,2.04,0.26,3.36,0,0,0,0.27,0,0,0,0,0,0,0.15,1.837475371,0.067390888,0.025163181,0,0,11.0916,100,49.14888262,10.4209521,9.807997539,1.479119207,16.62353899,8.169310376,1.682640047,0.325147816,1.658251061,0.138187722,0.054247888,0.186960094,0.020255697,0,0.284508838,0,0.178307313,1.637816299,1436.473216,0.24,39,TRUE
OIB,Hawaii,Rhodes_1995,samp.ML-83,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/SOUTH(WEST)RIFTZONE/PACIFICOCEAN,7.50E-05,7.50E-05,Stratigraphic,19.47,-155.58,51.35290583,2.05532247,12.80548716,9.308537632,10.03481847,9.24896602,0.161202542,0.403005361,2.105698264,0.241802819,0.357697947,0,0,28.9,0,251,489,0,220,0,112,18,6.7,316,22.9,133,10.2,0,0,0,9.1,25,0,16.5,4.87,1.66,0,0.79,0,0.82,0,0,1.89,0.28,3.12,0,0,0,0.41,0,0,0,0,0,0,0.15,1.825724291,0.071015204,0.027815983,0,0,11.0217,100,49.34564592,10.42727658,9.720935094,1.486654269,16.43200965,8.171171187,1.714632012,0.328159976,1.673611913,0.131264314,0.057826396,0.196895662,0.022650052,0,0.291266969,0,0.170468685,1.59038953,1430.423152,0.24,39,TRUE
OIB,Hawaii,Rhodes_1995,samp.ML-284,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/NORTHEASTRIFTZONE/LOWERMAINFLOW/PACIFICOCEAN,7.50E-05,7.50E-05,Stratigraphic,19.47,-155.58,50.84121942,1.965075173,12.85320379,9.109659127,9.685005548,10.25643237,0.170440447,0.421087111,2.19567078,0.250646664,0.356251285,0,0,27.9,0,258,504,0,280,0,112,19,6.7,329,22.2,129,9.5,0,0,0,9.6,24.9,0,16.3,4.42,1.62,0,0,0,0,0,0,1.81,0.25,3.11,0,0,0,0.5,0,0,0,0,0,0,0.15,1.786717378,0.073190324,0.035400584,0,0,10.7867,100,49.37465566,11.00810522,9.395630342,1.530231156,15.7138145,8.294707052,1.880478624,0.360639363,1.682985396,0.14597344,0.062683733,0.214665923,0.030318772,0,0.305110826,0,0.134199134,1.547133553,1413.957876,0.24,39,TRUE
OIB,Hawaii,Rhodes_1995,samp.ML-14,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/NORTHEASTRIFTZONE/LOWERMAINFLOW/PACIFICOCEAN,7.50E-05,7.50E-05,Stratigraphic,19.47,-155.58,48.93788614,1.610125168,10.36518449,9.259132993,7.960082482,17.03716088,0.161012517,0.342152839,1.761083709,0.201266142,0.298760324,0,0,23.9,0,203,1050,0,774,0,115,15,5.5,260,17.6,103,7.7,0,0,0,8.1,20.9,0,13.8,3.88,1.34,0,0,0,0,0,0,1.53,0.23,2.69,0,0,0,0,0,0,0,0,0,0,0.15,1.816034342,0.152346323,0.097771639,0,0,10.9733,100,,,,,,,,,,,,,,,,,,,,0.24,39,FALSE
OIB,Hawaii,Rhodes_1995,samp.ML-71,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/PACIFICOCEAN,7.50E-05,7.50E-05,Stratigraphic,19.47,-155.58,50.83575601,2.009081174,12.75459474,9.592137252,9.954044704,9.781576289,0.162349633,0.37543427,1.978637388,0.223231242,0.344817599,0,0,29,0,257,560,0,203,0,118,19,6.1,299,21.7,128,9.8,0,0,0,8.8,24.1,0,15.3,4.37,1.61,0,0,0,0,0,0,1.86,0.27,3.03,0,0,0,0.3,0,0,0,0,0,0,0.15,1.881347927,0.081325445,0.025666327,0,0,11.3576,100,48.91429049,10.37027262,9.941924631,1.529651964,16.92224523,8.093252617,1.6087543,0.30525123,1.633506976,0.13200027,0.066122606,0.181500775,0.020868308,0,0.280357987,0,0.171499586,1.68939174,1444.194939,0.24,39,TRUE
OIB,Hawaii,Rhodes_1995,samp.ML-28,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/SOUTH(WEST)RIFTZONE/PACIFICOCEAN,7.50E-05,7.50E-05,Stratigraphic,18.9,-155.7,50.93836378,1.825681,12.59922174,9.076150005,9.680105302,10.80360512,0.160498697,0.341060849,2.126612953,0.20062362,0.324766868,0,0,27.8,0,235,689,0,341,0,111,19,4.7,283,21.3,123,8.2,0,0,0,8,22.7,0,14.4,4.01,1.46,0,0,0,0,0,0,1.9,0.24,2.83,0,0,0,0.4,0,0,0,0,0,0,0.15,1.780145087,0.100053232,0.043111739,0,0,10.7473,100,49.64961487,11.01952318,9.306901783,1.556949346,15.52044536,8.466407447,1.859976847,0.29829842,1.596775937,0.140375267,0.087508493,0.175469301,0.037706361,0,0.284047388,0,0.118165785,1.469817923,1407.66431,0.24,39,TRUE
OIB,Hawaii,Rhodes_1995,samp.ML-66,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/SOUTH(WEST)RIFTZONE/PACIFICOCEAN,7.50E-05,7.50E-05,Stratigraphic,18.9,-155.7,50.51610573,1.7170078,12.03914784,9.138750764,9.378264726,12.14955133,0.170696118,0.311270269,2.15881057,0.180737768,0.279039605,0,0,26.7,0,222,788,0,425,0,109,17,4.6,266,19.5,110,8.2,0,0,0,7.4,19.5,0,13.3,3.71,1.34,0,0,0,0,0,0,1.66,0.22,2.65,0,0,0,0.3,0,0,0,0,0,0,0.15,1.792423248,0.114452029,0.053742203,0,0,10.8193,100,49.63378323,10.9538093,9.265733082,1.630834898,15.44674607,8.532806869,1.964192119,0.283209012,1.562218212,0.15530773,0.10413409,0.164444117,0.048897302,0,0.253883967,0,0.086340795,1.485188355,1410.064095,0.24,39,TRUE
OIB,Hawaii,Rhodes_1995,samp.ML-86,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/SOUTH(WEST)RIFTZONE/PACIFICOCEAN,7.50E-05,7.50E-05,Stratigraphic,19.47,-155.58,51.23768213,2.060006704,12.94570629,9.368451045,10.14854417,9.057989799,0.171667391,0.403923565,2.090304574,0.232256174,0.353438709,0,0,28.7,0,252,464,0,199,0,111,19,6.3,315,22.8,132,10.5,0,0,0,10,24.7,0,16.6,4.82,1.68,0,0,0,0,0,0,2.04,0.26,3.36,0,0,0,0.3,0,0,0,0,0,0,0.15,1.837475371,0.067390888,0.025163181,0,0,11.0916,100,49.14888262,10.4209521,9.807997539,1.479119207,16.62353899,8.169310376,1.682640047,0.325147816,1.658251061,0.138187722,0.054247888,0.186960094,0.020255697,0,0.284508838,0,0.178307313,1.637816299,1436.473216,0.24,39,TRUE
OIB,Hawaii,Rhodes_1995,samp.ML-83,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/SOUTH(WEST)RIFTZONE/PACIFICOCEAN,7.50E-05,7.50E-05,Stratigraphic,19.47,-155.58,51.35290583,2.05532247,12.80548716,9.308537632,10.03481847,9.24896602,0.161202542,0.403005361,2.105698264,0.241802819,0.357697947,0,0,28.9,0,251,489,0,220,0,112,18,6.7,316,22.9,133,10.2,0,0,0,9.1,25,0,16.5,4.87,1.66,0,0,0,0,0,0,1.89,0.28,3.12,0,0,0,0.4,0,0,0,0,0,0,0.15,1.825724291,0.071015204,0.027815983,0,0,11.0217,100,49.34564592,10.42727658,9.720935094,1.486654269,16.43200965,8.171171187,1.714632012,0.328159976,1.673611913,0.131264314,0.057826396,0.196895662,0.022650052,0,0.291266969,0,0.170468685,1.59038953,1430.423152,0.24,39,TRUE
OIB,Hawaii,Rhodes_1995,samp.ML-85,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/SOUTH(WEST)RIFTZONE/PACIFICOCEAN,7.50E-05,7.50E-05,Stratigraphic,19.47,-155.58,47.29938453,1.331808202,8.626495549,9.669065909,6.71958632,22.10598541,0.161431658,0.262325948,1.220821704,0.151342428,0.214389945,0,0,20.1,0,171,1395,0,1097,0,111,13,4.1,205,14.5,85,6.3,0,0,0,5.7,15,0,11.1,2.86,1.05,0,0,0,0,0,0,1.22,0.18,1.99,0,0,0,0,0,0,0,0,0,0,0.15,1.896436282,0.202373388,0.138552728,0,0,11.4608,100,,,,,,,,,,,,,,,,,,,,0.24,39,FALSE
OIB,Hawaii,Rhodes_1995,samp.ML-41,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/PACIFICOCEAN,7.50E-05,7.50E-05,Stratigraphic,19.47,-155.58,51.31978846,1.776998975,12.20547483,9.65348516,9.311477812,10.91582813,0.172622814,0.284319637,1.878540638,0.172622814,0.27910042,0,0,277,0,236,741,0,227,0,119,18,4.3,244,20.9,108,8,0,0,0,6.7,19.5,0,13.5,4.09,1.45,0,0,0,0,0,0,1.85,0.28,2.88,0,0,0,0.2,0,0.70381,0.512943,18.156,15.443,37.843,0.15,1.893380361,0.107649032,0.028710915,0,0,11.4262,100,49.62926915,10.27719737,9.887078641,1.59425536,16.8138439,7.840407407,1.581760085,0.239401504,1.496260444,0.145351062,0.090642139,0.145351062,0.024175032,0,0.235006842,0,0.146757679,1.54115027,1434.449368,0.24,39,TRUE
OIB,Hawaii,Rhodes_1995,samp.ML-65,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/SOUTH(WEST)RIFTZONE/PACIFICOCEAN,7.50E-05,7.50E-05,Stratigraphic,18.9,-155.7,51.55248469,1.954123123,13.175235,9.352675679,10.15333467,8.773399438,0.171237706,0.362620089,2.014557154,0.221601386,0.349187654,0,0,29.6,0,258,420,0,191,0,116,19,5,291,22.3,123,9.1,0,0,0,8.4,24.4,0,15.6,4.46,1.59,0,0,0,0,0,0,1.88,0.27,3.19,0,0,0,0.3,0,0,0,0,0,0,0.15,1.834381279,0.061007663,0.024154482,0,0,11.0716,100,49.31462799,10.50546436,9.832673901,1.462670469,16.67545881,8.095908383,1.606336311,0.289140378,1.558148362,0.136538864,0.048645343,0.176697073,0.019259926,0,0.278429831,0,0.18467183,1.593382261,1433.477107,0.24,39,TRUE
OIB,Hawaii,Sobolev_1994,samp.H-1,Mauna_Loa,Shield,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/KAUSERIES/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.47,-155.58,44.73732798,0.790659117,5.50459094,10.27653531,4.30358583,30.62555539,0.170141974,0.170141974,0.880733751,0.19015856,0.123670621,0.4,0,11,0,0,0,107,1556,0,0,0,6,118,11,53,5,0,0.04,13,3.9,8.6,0,0,1.5,0.43,0,0.31,1.9,0,0,0,1.1,0.19,1.1,0.253,0,0,5,0.081,0,0,0,0,0,0.15,2.015581918,0,0.19773019,0.013586442,0,12.1066,100,,,,,,,,,,,,,,,,,,,,0.24,39,FALSE
OIB,Hawaii,Sobolev_1994,samp.H-OC,Mauna_Loa,Shield,VOLCANICROCK,OCEANITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/KAUSERIES/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.47,-155.58,47.49567014,1.301943912,8.831006172,9.882631481,6.751936349,21.29535393,0.171573965,0.292684354,1.443239532,0.242221775,0.223998928,0.26,0,27,0,0,0,90,930,0,0,0,7,18,17,81,9,0,0.04,42,7.2,15.6,0,0,2.54,0.82,0,0.43,2.5,0,0,0,1.2,0.21,1.6,0.43,0,0,5,0.121,0,0,0,0,0,0.15,1.938323834,0,0.118004777,0.011410843,0,11.6599,100,,,,,,,,,,,,,,,,,,,,0.24,39,FALSE
OIB,Kahoolawe,Leeman_1994,samp.KW-24,Kahoolawe,Pre-Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/PRE-SHIELDSTAGE/PACIFICOCEAN,1.1,0.1,Stratigraphic,20.53,-156.55,47.70858824,1.783965411,10.9728665,12.02928001,8.341774035,16.65368423,0.189358927,0.119595112,1.813859199,0.14949389,0,0.05,0,25,0,270,937,73,721,0,95,0,1,246,14,98,7,0,0,38,5.5,14,0,0,2.86,1.03,0,0.45,0,0,0,0,1.26,0.18,2.6,0.55,0,0,0.31,0,0.70413,0.512868,18.025,15.429,37.759,0,0,0.136694877,0.091575051,0.009264529,0,12.0519,100,46.66759608,9.34149011,11.82654165,0,21.40736939,7.101571832,1.544186086,0.101814467,1.518736717,0.16120624,0.116371948,0.127268084,0.077960252,0.007887137,0,0,0.138673557,2.741997078,1571.35054,0.24,39,TRUE
OIB,Kahoolawe,Leeman_1994,samp.KW-25,Kahoolawe,Pre-Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/PRE-SHIELDSTAGE/PACIFICOCEAN,1.1,0.1,Stratigraphic,20.53,-156.55,49.41528551,1.829828069,10.69051819,11.804409,8.333667308,15.18559244,0.16906017,0.338120339,1.819880478,0.188949366,0,0,0,26,0,266,853,67,723,0,95,0,4,250,18,106,8,0,0,153,7.6,20,0,0,3.87,1.33,0,0.63,0,0,0,0,1.74,0.26,2.9,0.62,0,0,0.34,0,0.70416,0.512848,18.047,15.428,37.786,0,0,0.124394265,0.09179497,0.008499903,0,11.831,100,47.89444615,8.832207047,11.64404448,0,20.96821753,6.885042785,1.503534337,0.279345565,1.511752759,0.139672782,0.102771062,0.15610468,0.075838436,0.007022382,0,0,0.160369437,2.417620002,1551.227109,0.24,39,TRUE
OIB,Kahoolawe,Leeman_1994,samp.KW-23,Kahoolawe,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.03,0.18,Stratigraphic,20.54,-156.55,50.20260531,1.777880068,12.09364344,10.60401767,8.537853521,11.19963465,0.180801464,0.391736505,2.189705955,0.241068618,0.366023326,0,0,25,0,231,641,64,270,0,120,0,4,242,29,142,7,0,0,85,9.7,25.6,0,19.3,5.24,1.8,0,0.97,0,0,0,0,2.46,0.36,3.61,0.68,0,0,0.63,0,0.70409,0.512901,18.036,15.43,37.8,0.15,2.079812469,0.093023542,0.034113624,0.008079838,0,12.5645,100,48.21553709,9.599756275,10.77071976,1.650924545,18.79272222,6.777222538,1.738156378,0.310954675,1.411255046,0.143517542,0.073840719,0.191356723,0.027078893,0.006413656,0.290543933,0,0.187652315,2.037428113,1482.077665,0.24,39,TRUE
OIB,Kahoolawe,Leeman_1994,samp.KW-18,Kahoolawe,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.03,0.18,Stratigraphic,20.56,-156.55,49.62268303,1.974878444,12.51097,9.492484461,9.55361314,12.06981062,0.170421396,0.080198246,1.984909307,0.180446301,0.341804166,0,0,30,0,277,641,57,441,0,101,0,0,279,25,118,9,0,0,35,8.9,23.9,0,19.4,4.87,1.81,0,0.88,0,0,0,0,2.14,0.3,3.26,0.67,0,0,0.58,0,0.70416,0.5129,18.092,15.439,37.866,0.15,1.861802589,0.093047246,0.055733118,0.007197939,0,11.2446,100,48.60549814,11.0854795,9.633126013,1.649670205,16.22951584,8.465081659,1.758750237,0.071060518,1.749862282,0.15100371,0.082445513,0.159886385,0.049382928,0.006377811,0.302859257,0,0.10793934,1.646651098,1429.145013,0.24,39,TRUE
OIB,Kahoolawe,Fodor_1992,samp.115,Kahoolawe,Post-Shield,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/KAHOOLAWE/POST-SHIELDSTAGE/PACIFICOCEAN,1.2,0.13,K-Ar,20.5,-156.67,48.76755109,2.544134299,14.12737705,9.557475268,8.849593401,8.989268552,0.149655076,0.887952521,3.013049423,0.498849921,0.645738768,0.47,0,22.6,0,249,380,0,312,0,249,0,14,464,46,203,21.6,0,0,250,26.5,47.7,0,31.5,7.87,2.68,0,1.24,0,0,0,0,2.57,0.33,4.69,0,0,0,1.18,0,0,0,0,0,0,0.15,1.87454952,0.055285559,0.039519547,0,0,11.296,100,47.07467721,11.23093367,9.999127277,1.490222937,16.941826,7.035219354,2.395303677,0.705901444,2.022527143,0.118972278,0.043950724,0.396573996,0.031417114,0,0.513347187,0,0.186661244,2.213278771,1443.466323,0.24,39,TRUE
