,Area,Province,Author,Sample,Volcano,Stage,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,src_FeIII_totFe
3363,OIB,Lanai,Gaffney_2005,samp.96L-2,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.81,0.66,Stratigraphic,20.83,-156.92,52.6842,1.94079,13.4036,11.2505,9.20862,8.4505,0.162743,0.343681,2.34512,0.210252,0.272304,,,32.6,,,,,,,,,5.0,327.0,23.67,,6.64,,0.07,67.0,8.09,18.91,2.76,13.69,4.35,1.6,4.92,0.8,4.72,0.9,2.24,0.3,1.75,0.25,2.88,0.47,,0.73,0.44,0.15,0.704123,0.512813,17.938,15.444,37.772,0.15
3364,OIB,Lanai,Gaffney_2005,samp.96L-3,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.81,0.66,Stratigraphic,20.83,-156.92,52.6156,1.8995,13.3208,10.7113,9.57843,8.85018,0.159809,0.323664,2.34656,0.194198,0.263232,,,32.4,,,,,,,,,4.8,307.0,26.71,,6.4,,0.05,56.0,7.66,18.28,2.68,13.67,4.5,1.68,5.17,0.87,5.18,1.01,2.53,0.33,1.93,0.29,2.91,0.46,,0.69,0.41,0.14,0.704115,0.5128,17.922,15.434,37.741,0.15
3365,OIB,Lanai,Gaffney_2005,samp.96L-6,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.81,0.66,Stratigraphic,20.83,-156.92,52.5982,1.867,13.5572,10.7793,10.0446,7.99138,0.169087,0.352265,2.45579,0.185191,0.24868800000000002,,,32.0,,,,,,,,,4.3,277.0,23.19,,5.87,,0.05,50.0,7.21,17.27,2.55,12.93,4.26,1.54,4.75,0.82,4.78,0.92,2.35,0.31,1.8,0.26,2.79,0.41,,0.57,0.37,0.13,0.704075,0.512833,17.954,15.438,37.761,0.15
3366,OIB,Lanai,Gaffney_2005,samp.96L-7,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.81,0.66,Stratigraphic,20.83,-156.92,52.1987,1.89242,13.8737,11.0847,10.3647,7.53519,0.167336,0.294106,2.39341,0.195732,0.254736,,,32.3,,,,,,,,,3.5,302.0,24.24,,5.72,,0.04,49.0,7.29,17.69,2.64,13.65,4.46,1.68,4.98,0.85,5.02,0.97,2.4,0.33,1.85,0.27,2.96,0.41,,0.5,0.37,0.12,0.704116,,17.948,15.434,37.77,0.15
3367,OIB,Lanai,Gaffney_2005,samp.96L-10,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.81,0.66,Stratigraphic,20.83,-156.92,51.9427,2.02922,13.1693,10.805,9.76881,9.06457,0.160969,0.432604,2.40447,0.222338,0.301536,,,31.6,,,,,,,,,5.4,326.0,25.02,,6.49,,0.05,62.0,8.69,20.94,3.09,15.33,5.0,1.81,5.36,0.89,5.15,0.99,2.48,0.33,1.92,0.28,3.28,0.48,,0.71,0.44,0.14,0.704223,0.512768,17.937,15.43,37.785,0.15
3368,OIB,Lanai,Gaffney_2005,samp.96L-11,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.81,0.66,Stratigraphic,20.83,-156.92,51.7351,2.0847,13.7336,10.7957,10.1619,7.96853,0.167017,0.493002,2.61593,0.244489,0.345456,,,32.4,,,,,,,,,6.5,368.0,25.33,,8.05,,0.07,85.0,10.19,23.99,3.46,17.41,5.2,1.87,5.43,0.9,5.14,0.98,2.4,0.32,1.88,0.27,3.49,0.56,,0.78,0.52,0.18,0.704068,0.512811,17.988,15.446,37.769,0.15
3369,OIB,Lanai,Gaffney_2005,samp.96L-12,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.81,0.66,Stratigraphic,20.83,-156.92,51.4969,2.07034,13.6614,11.1666,10.0901,8.02785,0.164983,0.482878,2.59547,0.243451,0.35064,,,32.2,,,,,,,,,6.7,361.0,25.14,,8.04,,0.08,87.0,10.38,24.35,3.48,17.25,5.08,1.85,5.49,0.88,5.21,0.99,2.42,0.32,1.88,0.27,3.48,0.57,,0.8,0.54,0.18,0.704023,,17.993,15.453,37.788,0.15
3370,OIB,Lanai,Gaffney_2005,samp.96L-17,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.81,0.66,Stratigraphic,20.83,-156.92,50.728,1.46207,11.7733,11.5915,7.51227,14.5197,0.17771,0.171651,1.90836,0.155496,0.220752,,,28.0,,,,,,,,,1.0,240.0,20.87,,5.24,,0.01,53.0,6.88,15.33,2.24,11.28,3.62,1.35,4.07,0.67,4.09,0.77,1.95,0.26,1.57,0.23,2.28,0.36,,0.5,0.36,0.1,0.704593,0.512633,17.845,15.423,37.749,0.15
3371,OIB,Lanai,Gaffney_2005,samp.99PRAK-13,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.81,0.66,Stratigraphic,20.83,-156.92,51.8569,1.84876,14.8614,10.8124,9.29981,8.46456,0.16705,0.122232,2.35297,0.213906,0.296784,,,29.7,,,,,,,,,0.86,288.13,29.21,,6.85,,0.0,73.97,9.5,20.61,3.21,16.11,5.06,1.8,5.61,0.94,5.68,1.11,2.84,0.39,2.26,0.34,2.95,0.47,,1.09,0.54,0.13,0.70436,0.512709,17.96,15.453,37.829,0.15
3372,OIB,Lanai,Gaffney_2005,samp.99PRAK-3,Lanai,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/LANAI/SHIELDSTAGE/PACIFICOCEAN,0.81,0.66,Stratigraphic,20.83,-156.92,50.7575,2.10744,15.2735,11.3682,9.8018,8.18703,0.18102,0.0925669,2.0879,0.142964,0.296928,,,32.82,,,,,,,,,1.21,314.92,30.62,,6.6,,0.04,50.52,9.36,20.62,3.54,18.01,5.76,2.17,6.37,1.03,5.98,1.16,2.92,0.4,2.25,0.34,3.37,0.47,,1.13,0.6,0.12,,,,,,0.15
3373,OIB,Kahoolawe,Huang_2005,samp.KAH24,Kahoolawe,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.25,0.15,Stratigraphic,20.5,-156.67,50.4087,1.52937,11.8727,11.0452,8.2304,13.9856,0.171047,0.181109,1.66017,0.160986,0.24047999999999997,0.75,,23.0,,,,,,,,,3.0,208.0,20.6,95.0,6.34,,,71.2,6.7,16.7,2.5,12.1,3.4,1.17,3.8,0.64,3.6,0.71,1.9,0.28,1.62,0.234,2.4,0.42,,1.33,0.43,0.138,0.7043,0.512796,17.867,15.414,37.685,0.15
3374,OIB,Kahoolawe,Huang_2005,samp.KAH25,Kahoolawe,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.25,0.15,Stratigraphic,20.5,-156.67,48.5522,2.08224,12.6136,11.755,9.45017,12.2131,0.180194,0.0900969,1.79193,0.120129,0.20304,1.15,,23.0,,,,,,,,,0.232,247.0,19.2,123.0,8.93,,,39.0,6.5,14.1,2.7,13.2,3.9,1.38,4.0,0.67,3.8,0.73,1.86,0.27,1.52,0.219,3.1,0.59,,0.81,0.53,0.105,0.704091,0.512862,18.06,15.436,37.817,0.15
3375,OIB,Kahoolawe,Huang_2005,samp.KAH26,Kahoolawe,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.25,0.15,Stratigraphic,20.5,-156.67,50.0172,2.34144,14.3476,11.4934,9.67465,7.73175,0.179345,0.219199,2.13221,0.259053,0.34847999999999996,1.61,,30.0,,,,,,,,,0.7,300.0,30.5,146.0,9.84,,,72.0,10.2,24.2,4.1,20.1,5.7,1.91,6.1,0.98,5.5,1.09,2.79,0.4,2.31,0.327,3.7,0.66,,1.05,0.64,0.154,,,,,,0.15
3376,OIB,Kahoolawe,Huang_2005,samp.KAH67,Kahoolawe,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.25,0.15,Stratigraphic,20.5,-156.67,51.0733,2.35645,14.0578,11.3752,11.1249,7.32219,0.161816,0.182043,2.10361,0.222498,0.3456,0.02,,34.0,,,,,,,,,2.15,288.0,28.1,132.0,10.4,,,62.0,9.27,24.0,3.5,17.0,5.0,1.67,5.4,0.88,5.1,1.0,2.62,0.4,2.21,0.283,3.4,0.73,,0.827,0.64,0.159,0.704093,,18.095,15.439,37.888,0.15
3377,OIB,Kahoolawe,Huang_2005,samp.KAH68,Kahoolawe,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.25,0.15,Stratigraphic,20.5,-156.67,50.7376,2.29984,14.1218,11.4361,11.0957,7.26264,0.191653,0.131131,2.23931,0.221914,0.32687999999999995,0.26,,34.0,,,,,,,,,1.17,288.0,27.7,128.0,9.62,,,53.0,8.83,22.7,3.5,16.8,4.6,1.62,5.3,0.88,4.9,0.97,2.54,0.37,2.14,0.277,3.4,0.66,,1.03,0.59,0.142,,,,,,0.15
3378,OIB,Kahoolawe,Huang_2005,samp.KAH178,Kahoolawe,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.25,0.15,Stratigraphic,20.5,-156.67,51.529,2.30922,14.1175,11.2512,10.2856,7.21002,0.181511,0.201679,2.1378,0.272267,0.36288,0.5,,19.0,,,,,,,,,0.94,259.0,27.1,142.0,10.1,,,89.0,10.0,25.2,3.8,18.1,5.0,1.71,5.5,0.89,5.0,0.98,2.56,0.36,2.0,0.287,3.6,0.67,,1.09,0.62,0.173,,,,,,0.15
3379,OIB,Kahoolawe,Huang_2005,samp.KAH180,Kahoolawe,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.25,0.15,Stratigraphic,20.5,-156.67,51.9675,2.24725,13.945,11.0131,9.86179,7.14303,0.17055,0.361164,2.21715,0.260841,0.36576,0.81,,30.0,,,,,,,,,3.7,310.0,29.0,142.0,10.1,,,118.0,10.4,25.4,3.9,18.5,5.1,1.73,5.5,0.89,5.0,0.98,2.52,0.36,2.12,0.3,3.6,0.66,,1.05,0.69,0.201,,,,,,0.15
3380,OIB,Kahoolawe,Huang_2005,samp.KAH181,Kahoolawe,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.25,0.15,Stratigraphic,20.5,-156.67,48.0091,2.4103,14.265,12.1275,8.53933,8.71641,0.186921,0.147569,2.33159,0.245948,0.3816,3.07,,25.0,,,,,,,,,0.38,311.0,32.0,154.0,9.55,,,75.0,11.0,26.5,4.3,20.7,5.7,1.88,6.2,0.98,5.5,1.05,2.7,0.38,2.17,0.319,3.9,0.64,,1.1,0.67,0.145,0.704139,0.512852,17.945,15.423,37.76,0.15
3381,OIB,Kahoolawe,Huang_2005,samp.KAH182,Kahoolawe,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.25,0.15,Stratigraphic,20.5,-156.67,50.2851,2.33177,13.7879,11.4941,9.92523,9.21556,0.182486,0.182486,2.27094,0.27373,0.38016,0.05,,26.0,,,,,,,,,1.46,331.0,29.0,148.0,9.11,,,104.0,10.2,26.4,4.1,19.6,5.7,1.83,5.8,0.93,5.2,1.0,2.49,0.36,2.05,0.299,3.8,0.62,,1.05,0.63,0.11,0.704139,0.51286,17.952,15.427,37.758,0.15
3382,OIB,Kahoolawe,Huang_2005,samp.KAH183,Kahoolawe,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.25,0.15,Stratigraphic,20.5,-156.67,49.6052,2.44561,14.5548,11.5819,9.67352,7.01998,0.178222,0.128716,2.25748,0.267334,0.39168,2.31,,30.0,,,,,,,,,0.39,329.0,28.9,154.0,10.1,,,86.0,10.7,27.2,,20.2,5.5,1.83,5.9,0.95,5.3,0.99,3.54,0.36,2.09,0.292,3.8,0.66,,1.08,0.68,0.12,,,,,,0.15
3383,OIB,Kahoolawe,Huang_2005,samp.KAH184,Kahoolawe,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.25,0.15,Stratigraphic,20.5,-156.67,50.3849,2.23148,14.7419,11.0843,11.2079,7.09831,0.181749,0.131263,2.23148,0.262527,0.39455999999999997,0.44,,34.0,,,,,,,,,0.43,385.0,27.8,142.0,10.3,,,97.0,11.3,27.4,4.2,19.2,5.1,1.75,5.4,0.85,4.8,0.94,2.45,0.34,1.97,0.279,3.5,0.66,,1.13,0.72,0.158,,,,,,0.15
3384,OIB,Kahoolawe,Huang_2005,samp.KAH185,Kahoolawe,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.25,0.15,Stratigraphic,20.5,-156.67,51.2185,2.36393,13.7391,10.999,10.8094,7.21302,0.181841,0.292966,2.35383,0.272761,0.4161599999999999,0.55,,31.0,,,,,,,,,3.9,368.0,27.8,150.0,11.7,,,99.0,11.4,28.9,4.2,20.0,5.3,1.76,5.6,0.89,5.0,0.96,2.45,0.35,2.05,0.303,3.8,0.79,,1.05,0.77,0.193,0.70419,0.512832,18.029,15.448,37.908,0.15
4481,OIB,Kahoolawe,Fodor_2014,samp.KAH-197,Kahoolawe,Shield,VOLCANICROCK,DIABASE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.03,0.18,Stratigraphic,20.5,-156.67,48.7401,1.79951,10.6437,12.1716,8.50677,15.2345,0.184041,0.153367,1.90175,0.224939,0.24033600000000002,0.43,,24.3,,,705.0,,692.0,,,,1.0,209.0,16.5,102.0,9.8,,,51.0,7.2,16.69,2.4,12.6,3.7,1.1,4.0,0.6,3.5,0.7,1.7,0.2,1.5,0.2,2.59,6.7,,,0.5,,,,,,,0.15
4482,OIB,Kahoolawe,Fodor_2014,samp.KAH-196,Kahoolawe,Shield,VOLCANICROCK,DIABASE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.03,0.18,Stratigraphic,20.5,-156.67,51.1469,1.92683,12.4589,12.1727,8.65562,9.49294,0.181587,0.464054,2.59265,0.191675,0.33696,0.71,,26.8,,,483.0,,173.0,,,,7.0,230.0,27.0,140.0,10.0,,,98.0,10.1,23.4,,21.9,5.18,1.87,,0.96,,,,,2.07,0.32,3.9,4.4,,,0.5,,,,,,,0.15
4483,OIB,Kahoolawe,Fodor_2014,samp.KAH-29,Kahoolawe,Shield,VOLCANICROCK,DIABASE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.03,0.18,Stratigraphic,20.5,-156.67,51.6603,1.72235,13.9623,10.6925,10.5889,8.39773,0.173254,0.14268,2.40518,0.173254,0.24912000000000004,0.08,,29.5,,,492.0,,130.0,,,,6.0,265.0,22.0,106.0,8.0,,,94.0,7.1,17.3,,13.4,3.75,1.47,,0.7,,,,,1.66,0.27,2.62,3.45,,,0.3,,,,,,,0.15
4484,OIB,Kahoolawe,Fodor_2014,samp.N-4,Kahoolawe,Shield,VOLCANICROCK,DIABASE,HAWAIIANISLANDS/KAHOOLAWE/SHIELDSTAGE/PACIFICOCEAN,1.03,0.18,Stratigraphic,20.5,-156.67,51.03,2.01039,13.8627,11.4027,9.29181,7.72151,0.190037,0.300059,2.01039,0.180035,0.283104,2.0,,30.1,,,305.0,,124.0,,,,3.0,246.0,23.5,111.0,9.5,,,62.0,8.5,19.66,3.2,16.7,4.1,1.4,4.6,0.8,4.6,0.9,2.4,0.3,1.9,0.3,2.99,4.0,,,0.4,,,,,,,0.15
