Area,Province,Author,Sample,Volcano,Stage,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,src_FeIII_totFe,Cr2O3,CO2,Fe2O3,NiO,CoO,FeO_tot,Total,SiO2_primary_wt,Al2O3_primary_wt,FeO_primary_wt,Fe2O3_primary_wt,MgO_primary_wt,CaO_primary_wt,Na2O_primary_wt,K2O_primary_wt,TiO2_primary_wt,MnO_primary_wt,Cr2O3_primary_wt,P2O5_primary_wt,NiO_primary_wt,CoO_primary_wt,H2O_primary_wt,CO2_primary_wt,ol_added,P,P_err,T,T_err,Fit_Tp
OIB,Hawaii,Rhodes_1996,samp.R159-4.10,Mauna_Kea,Shield,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,45.98129959,3.629046817,13.26961432,11.01779285,11.40987922,8.665473357,0.201054672,0.331740855,2.543350196,0.364247,0.701051975,0,0,0,0,327,611,0,177,0,131,23,1.3,448,30.3,227,24.5,0,0,190,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.15,0.088728142,0,2.16096801,0.02252325,0,13.0462,100,44.18919653,9.273910517,11.38315169,1.510264237,20.16088642,7.974172899,1.777504724,0.23184811,2.536279852,0.140513733,0.062010608,0.254566109,0.015741121,0,0.489953448,0,0.261720192,3.176260616,0.24,1559.260193,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R160-5.75,Mauna_Kea,Shield,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.23071381,3.239669457,11.9625887,10.89615945,10.51385463,11.26842846,0.191160361,0.422565322,2.394534838,0.324014,0.615264839,0,0,0,0,300,881,0,324,0,125,21,3.1,427,28,204,21.3,0,0,203,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.15,0.127948616,0,2.137111517,0.041229,0,12.901,100,44.85897649,9.315689294,10.99448329,1.664244035,19.25042056,8.187509032,1.864708645,0.329066505,2.522844749,0.148863308,0.099638095,0.252321118,0.032106475,0,0.479128408,0,0.19775371,2.881821678,0.24,1528.454484,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R171-4.55,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.91913755,2.248653855,11.20292946,9.802297161,10.81972606,14.28855246,0.181505304,0.16133838,1.895722729,0.233132,0.42976082,0,0,0,0,231,879,0,456,0,105,18,1.1,325,23.1,148,12.8,0,0,143,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15,0.127808719,0,1.922567511,0.058026,0,11.5922,100,46.37699746,10.41539966,9.808725675,1.787417218,16.59147788,10.05913422,1.762459537,0.149996812,2.090580743,0.168746067,0.118824179,0.216743573,0.053946959,0,0.399550021,0,0.065420561,2.096620019,0.24,1446.505114,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R180-5.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.48157207,2.872734401,12.79116484,9.659801333,10.57368987,8.900426386,0.171355406,0.584625498,2.47962254,0.313942,0.530306866,0,0,0,0,238,413,0,207,0,110,20,10.1,387,29,199,17,0,0,157,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.15,0.060081618,0,1.89461918,0.02634075,0,11.4179,100,47.42236905,10.01333785,10.09061109,1.483169218,17.20272198,8.277426669,1.941128783,0.457663762,2.248869472,0.134142558,0.047033835,0.245763959,0.020620392,0,0.415141379,0,0.194522755,2.072201357,0.24,1454.197519,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R189-8.50,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,44.28722226,1.170498646,6.044219521,10.16403834,5.913045177,28.5057408,0.171538663,0.080724165,1.160408312,0.121802,0.257676317,0,0,0,0,143,1730,0,1321,0,103,9,0.2,172,13.2,78,6.9,0,0,66,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.15,0.251370405,0,1.993517396,0.16809725,0,12.0284,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Rhodes_1996,samp.R193-3.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,45.56410056,1.851293704,8.932742312,10.46078731,7.334355355,21.5478578,0.182094251,0.080930855,1.487109182,0.193216,0.329476123,0,0,0,0,189,1221,0,930,0,117,15,0.8,236,19.3,123,9.9,0,0,74,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.15,0.177532479,0,2.051720071,0.1183425,0,12.3712,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Rhodes_1996,samp.R197-0.80,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,45.93980124,1.550453246,7.319352568,10.15660431,6.705217617,23.931417,0.181222286,0.261765635,1.479982168,0.16193,0.243525125,0,0,0,0,165,1641,0,1030,0,102,12,4.3,205,16.3,102,8.5,0,0,79,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.15,0.238599472,0,1.992059327,0.1310675,0,12.0115,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Rhodes_1996,samp.R208-5.20,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.02267521,2.719570687,12.34884464,9.521774848,10.6868483,10.08258547,0.171231676,0.533841101,2.38717142,0.313919,0.587253957,0,0,0,0,224,486,0,255,0,110,20,9.2,415,25,180,17,0,0,157,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.15,0.070655245,0,1.867547441,0.03244875,0,11.2621,100,47.43979937,10.20269268,9.802699614,1.542979377,16.55079034,8.829540914,1.972295959,0.441062857,2.246926313,0.141472682,0.058375805,0.259361841,0.02680936,0,0.485192892,0,0.157894737,1.987610472,0.24,1438.126023,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R212-0.40,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,45.40885023,1.721188428,8.595796558,10.33767402,7.279595983,22.51712967,0.182242545,0.080996874,1.356693393,0.162863,0.32943309,0,0,0,0,189,1120,0,961,0,112,14,0.8,222,17.9,119,9.5,0,0,68,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.15,0.162825886,0,2.027573322,0.12228725,0,12.2272,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Rhodes_1996,samp.R215-7.20,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,45.82942056,1.504418518,7.471628581,9.930918313,6.926404347,24.22222762,0.171645293,0.191838857,1.342877967,0.15222,0.243564468,0,0,0,0,169,1494,0,1133,0,106,12,2.8,201,15.8,99,8.1,0,0,75,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.15,0.217260938,0,1.947794542,0.14417425,0,11.7427,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Rhodes_1996,samp.R224-1.75,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.66209168,2.744484276,12.96842906,9.549541097,10.62604749,8.937162407,0.170901609,0.472493561,2.402685039,0.292972,0.53019283,0,0,0,0,243,433,0,199,0,106,21,7.1,361,27.9,185,15.3,0,0,134,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.15,0.062977594,0,1.872993357,0.02532275,0,11.29,100,47.64190991,10.25123266,9.977313344,1.480556402,16.9515576,8.399636112,1.899264995,0.373494847,2.169449107,0.13509363,0.04978228,0.231587351,0.020017028,0,0.419104738,0,0.188311688,1.991073713,0.24,1463.394808,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R229-0.05,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.67370778,2.290290859,11.19811235,9.758273986,9.556386832,13.59983384,0.172278498,0.354690675,1.986270565,0.234148,0.372696369,0,0,0,0,221,849,0,457,0,112,18,5.6,310,23.6,152,12.7,0,0,120,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.15,0.123525194,0,1.913933053,0.05815325,0,11.5328,100,47.86575516,10.20980816,9.790367077,1.745016365,16.57755859,8.712975296,1.810969634,0.323386981,2.088158216,0.157073832,0.112623315,0.213482959,0.053020858,0,0.339803559,0,0.082147774,1.876065822,0.24,1454.165856,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R233-3.80,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.49386029,2.261637117,11.11629363,9.691290511,9.238370737,14.27656252,0.171641507,0.413959983,1.948636695,0.23326,0.344061533,0,0,0,0,217,982,0,568,0,110,17,5.9,300,23,147,12.6,0,0,110,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15,0.142890188,0,1.900795291,0.072278,0,11.4525,100,47.88104749,10.40074121,9.697863959,1.778441681,16.36956233,8.643699645,1.823203548,0.387313506,2.116056229,0.160592996,0.133692391,0.218245125,0.067625487,0,0.321914398,0,0.05970851,1.860554977,0.24,1448.845344,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R234-7.40,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.07359991,2.38556113,11.52523052,9.907999846,9.94487935,13.10548218,0.181181694,0.281838412,2.103728688,0.242791,0.429838005,0,0,0,0,221,807,0,419,0,111,18,4.1,314,24.6,158,12.7,0,0,89,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.15,0.11736082,0,1.943299443,0.05331775,0,11.7151,100,47.14788661,10.24316464,9.959386005,1.727126941,16.93291078,8.83861163,1.869710048,0.250486726,2.120191468,0.161027055,0.10430561,0.215782945,0.047386687,0,0.382022854,0,0.103139013,2.033722899,0.24,1448.390426,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R243-8.40,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.99959113,1.778529928,8.741061171,9.591486129,8.256013887,20.22068605,0.171789653,0.242526627,1.647162541,0.17263,0.27226814,0,0,0,0,183,1359,0,832,0,105,14,3.7,236,18.4,114,9.4,0,0,89,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15,0.19766452,0,1.88122022,0.105872,0,11.3393,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Rhodes_1996,samp.R246-5.20,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.17851651,2.158157382,10.34496971,9.694518525,8.875793497,15.81630835,0.172247284,0.425551879,1.93524878,0.223949,0.35832595,0,0,0,0,213,955,0,606,0,110,17,6.9,301,22.1,148,13.2,0,0,118,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.15,0.138933721,0,1.901428415,0.0771135,0,11.4586,100,47.91989444,10.15024943,9.66922385,1.865638395,16.30006705,8.708727084,1.89882217,0.417541843,2.117535029,0.169005125,0.136318613,0.219733675,0.075662016,0,0.351581287,0,0.015748031,1.865594475,0.24,1449.429316,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R250-0.00,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.84611046,2.292333224,10.92645737,9.862935185,9.340999687,14.78405979,0.181770982,0.282754198,2.009575046,0.23343,0.415510645,0,0,0,0,213,846,0,541,0,108,18,3.9,317,23.1,147,13.5,0,0,125,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.15,0.123032702,0,1.934460713,0.06884225,0,11.6618,100,47.30623923,10.26955519,9.854239062,1.818160304,16.70225106,8.779415742,1.88875874,0.265754923,2.154517404,0.170842852,0.115635936,0.219396112,0.064703431,0,0.39053001,0,0.055712937,1.996923429,0.24,1463.281038,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R259-0.75,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.83435709,1.75666513,8.692460575,9.821863244,7.682888402,20.79731011,0.171628065,0.252394038,1.554752685,0.172544,0.300794736,0,0,0,0,187,1434,0,917,0,109,14,4.1,228,18,114,9.4,0,0,77,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.15,0.208480831,0,1.926405093,0.11668825,0,11.6168,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Rhodes_1996,samp.R286-0.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.54015826,1.963641197,9.576508079,9.696540888,8.12643014,18.37765995,0.171189079,0.332307745,1.832729793,0.20235,0.343974615,0,0,0,0,203,942,0,762,0,106,15,5.4,257,19.3,131,10.8,0,0,92,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15,0.137035187,0,1.90182507,0.0969645,0,11.4616,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Rhodes_1996,samp.R298-0.50,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.11810175,2.364545624,12.24421824,9.797246111,10.2703623,12.03864972,0.174771067,0.35982255,0.226174146,0.227199,0.387046192,0,0,0,0,239,670,0,385,0,107,19,4.6,303,23.5,146,12.1,0,0,95,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.15,0.097485468,0,1.921576827,0.04899125,0,11.5784,100,48.72345173,10.56273232,9.91885751,1.657688655,16.92495572,8.859943992,0.195113883,0.310408489,2.039825002,0.150769935,0.084097889,0.195997995,0.042263332,0,0.333893536,0,0.126637555,1.407446223,0.24,1417.096016,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R303-3.00,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.82170941,1.791162594,8.885364605,9.697290956,7.768403997,20.4574731,0.171066012,0.281755668,1.680467966,0.182136,0.358009757,0,0,0,0,175,1275,0,897,0,103,14,4.6,245,18.1,120,10.1,0,0,92,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.15,0.185323751,0,1.901972184,0.11414325,0,11.472,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Rhodes_1996,samp.R311-0.70,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.97193671,2.281088627,12.56614453,9.719103126,10.28509576,10.2345785,0.18167981,0.272519217,2.200340716,0.212726,0.301310072,0,0,0,0,254,549,0,194,0,106,20,4.3,295,24.3,142,10.7,0,0,84,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.15,0.079952628,0,1.906250301,0.0246865,0,11.4756,100,48.17594723,10.2695664,9.997815354,1.55786558,17.05420156,8.405400208,1.798208275,0.222713832,1.864198765,0.148476159,0.065340552,0.173848373,0.020174816,0,0.246242894,0,0.1663193,1.86893484,0.24,1462.675788,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R315-3.35,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.11512966,2.393191306,10.46763255,9.905595723,8.597375356,15.36462054,0.180997219,0.4323823,1.990966424,0.252782,0.486894383,0,0,0,0,218,842,0,615,0,112,18,7.2,308,24.1,161,13.7,0,0,125,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.15,0.122386631,0,1.942827911,0.07825875,0,11.7184,100,47.65586851,9.994087698,9.882022583,1.85493639,16.73540939,8.208439003,1.900897166,0.412821773,2.284925811,0.172809092,0.116849987,0.241346404,0.074718405,0,0.464867786,0,0.041227229,1.950244326,0.24,1456.852964,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R319-1.30,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.35520744,2.144233208,10.22553334,10.03319462,8.678068962,16.78973182,0.182056973,0.283200068,1.820569734,0.203334,0.37247066,0,0,0,0,213,1017,0,707,0,113,15,4.1,273,21.2,136,11.5,0,0,91,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.15,0.147878731,0,1.967854443,0.08996575,0,11.8649,100,47.15977147,10.10430333,10.00251243,1.944524314,17.03216164,8.575185099,1.798985756,0.279842556,2.118812,0.179898576,0.146125538,0.20092335,0.088899151,0,0.368054791,0,0.008919722,2.02368899,0.24,1449.23929,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R322-3.50,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.48600534,2.134087795,10.20522088,10.01763985,8.698179159,16.7490464,0.182054982,0.283196971,1.850893812,0.213279,0.286808971,0,0,0,0,205,976,0,649,0,107,17,5.1,247,19.5,125,9.8,0,0,98,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.15,0.14206222,0,1.964803617,0.08258525,0,11.8344,100,47.28138593,10.07389743,9.98680359,1.939520009,17.02376819,8.586248712,1.827076026,0.279552718,2.106625794,0.179712251,0.140234126,0.21053447,0.081522521,0,0.283118238,0,0.00990099,2.016344623,0.24,1452.351566,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R331-1.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.52935782,1.708706412,8.674970247,9.766746373,7.289802461,21.87952108,0.17188201,0.151660597,1.476161158,0.172669,0.272352988,0,0,0,0,187,1122,0,1009,0,112,14,1.4,218,17.5,108,9.5,0,0,61,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.15,0.163244081,0,1.91559478,0.12839525,0,11.5429,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Rhodes_1996,samp.R333-2.10,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.42690213,2.112129607,10.59095254,9.80079113,8.792118794,16.77575912,0.171800183,0.192012144,1.728103328,0.203088,0.358279888,0,0,0,0,213,886,0,686,0,111,16,2.1,277,21.5,140,12.1,0,0,99,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15,0.128879008,0,1.922272127,0.0872935,0,11.5857,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Rhodes_1996,samp.R340-5.15,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.06827635,2.214198033,10.82945505,9.660583373,9.017842094,15.47925499,0.171097664,0.291872192,1.892137933,0.232505,0.358419797,0,0,0,0,222,839,0,623,0,110,17,4.5,293,21.6,144,13.4,0,0,110,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.15,0.122089969,0,1.894772565,0.07927675,0,11.4155,100,47.75100843,10.53984431,9.638443467,1.844100904,16.23171098,8.776679092,1.841536729,0.284066692,2.154984017,0.166522021,0.118824933,0.226287148,0.077156662,0,0.348834622,0,0.0234375,1.847999596,0.24,1445.325662,39,TRUE
OIB,Hawaii,Rhodes_1996,samp.R347-6.35,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.21023058,1.567997436,8.082755327,9.764230975,6.939634487,23.17596454,0.171973623,0.212437303,1.507297936,0.152492,0.25792312,0,0,0,0,178,1337,0,1091,0,108,13,3.1,206,15.6,101,8.6,0,0,83,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.15,0.194453255,0,1.915101424,0.13882975,0,11.5442,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Rhodes_1996,samp.R362-0.55,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.73788061,1.771135399,8.491355186,9.761018184,7.479274972,21.34472017,0.172053238,0.24289945,1.619326352,0.172893,0.272271093,0,0,0,0,183,1331,0,956,0,104,14,3.6,231,17.8,113,9.2,0,0,86,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.15,0.193594061,0,1.914471285,0.121651,0,11.5396,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Rhodes_1996,samp.R365-0.05,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.51214497,1.671941591,8.077672148,9.706183844,7.151058349,22.57111702,0.171222958,0.211509952,1.480573644,0.162079,0.343621148,0,0,0,0,176,1371,0,1074,0,108,13,3.6,217,16.6,109,9.3,0,0,74,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.15,0.199237985,0,1.903716385,0.1366665,0,11.4848,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Rhodes_1996,samp.R371-0.30,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.76692639,1.968834361,9.733109303,9.729925001,8.178234273,17.96185458,0.171641868,0.333187507,1.746709357,0.202927,0.358234036,0,0,0,0,202,983,0,792,0,108,16,5.5,262,19.8,128,12.2,0,0,94,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.15,0.142970487,0,1.908372843,0.100782,0,11.5034,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Rhodes_1996,samp.R374-5.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.74469155,1.660776235,8.465888958,9.596252614,7.331705163,21.91407678,0.17215304,0.243039527,1.498748558,0.162869,0.286510537,0,0,0,0,177,1403,0,936,0,99,13,4.4,224,16.7,105,9,0,0,74,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15,0.204001949,0,1.882155091,0.119106,0,11.3484,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
