Area,Province,Author,Sample,Unique_Id,Flow,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb
OIB,Oahu,Haskins_2004,samp.34,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.8899,2.15738,13.0652,11.0032,10.1518,9.71827,0.181461,0.282273,2.23803,0.201624,0,0.11,,,,234,512,,194,,99,,3.5,322,22.6,135,9.2,,,85,,25,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.35,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.5378,2.25258,13.3948,10.822,10.3076,8.52762,0.181011,0.251404,2.14196,0.241348,0,0.34,,,,240,495,,157,,109,,3,323,24.4,140,9.4,,,87,,24,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.36,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.1213,2.11908,12.7549,11.4224,9.80832,10.6459,0.191726,0.252272,2.11908,0.181636,0,0.38,,,,235,602,,243,,113,,2.9,308,21.7,132,8.9,,,82,,25,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.37,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.3027,2.27003,13.6404,10.8937,10.765,8.14184,0.181602,0.383383,2.23976,0.252226,0,-0.07,,,,256,404,,126,,109,,4.5,336,24,142,9.7,,,82,,28,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.38,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.5157,2.33385,13.5806,10.9616,10.6532,7.64537,0.181074,0.311851,2.24331,0.221313,0,0.35,,,,246,377,,116,,107,,4.7,336,23.8,146,10,,,86,,25,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.39,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.0539,2.43882,13.5546,11.3259,10.8033,7.67925,0.181399,0.382954,2.18687,0.231788,0,0.16,,,,268,363,,103,,113,,4.4,337,24.7,151,10.4,,,90,,29,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.40,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.9519,2.36281,13.3691,11.2935,10.6831,8.12848,0.181755,0.36351,2.20125,0.222145,0,0.24,,,,241,421,,125,,111,,4.3,329,24.2,146,10.2,,,78,,25,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.41,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.2379,2.4187,13.571,11.2368,10.8487,7.46862,0.182161,0.323842,2.3681,0.232762,0,0.11,,,,241,340,,91,,108,,3.7,337,25.8,149,10.3,,,82,,22,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.44,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.2968,2.40517,13.6832,11.1301,10.8637,7.42772,0.181903,0.40423,2.33443,0.242538,0,0.03,,,,250,323,,82,,105,,4.4,337,24.9,150,10.4,,,86,,27,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.45,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.8806,2.08585,12.343,11.088,9.46734,11.1785,0.182259,0.40502,2.16686,0.222761,0,-0.02,,,,227,710,,282,,107,,4.4,309,21.9,133,9,,,74,,25,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.46,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.7066,2.27525,13.7018,10.5806,10.5105,7.63115,0.171147,0.382564,2.4464,0.231552,0,0.36,,,,249,338,,112,,112,,5,348,23.1,144,9.9,,,101,,28,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.47,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.8783,2.24765,13.7593,10.5495,10.5397,7.55292,0.182242,0.415107,2.45014,0.242989,0,0.18,,,,249,311,,109,,100,,5.2,351,23.2,143,9.7,,,85,,30,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.49,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.8155,2.20406,13.7703,10.7257,10.7675,7.49177,0.181986,0.343752,2.49726,0.212317,0,-0.01,,,,233,316,,97,,97,,4.3,334,22.7,138,9.2,,,71,,28,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.50,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.5116,2.12024,12.8022,10.7381,9.60164,9.88434,0.171638,0.383662,2.47361,0.22212,0,0.09,,,,218,519,,188,,106,,4.8,358,21,141,10,,,104,,26,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.51,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.8525,2.2676,13.8777,10.5556,10.4814,7.61915,0.17133,0.362817,2.32807,0.201565,0,0.28,,,,249,366,,100,,102,,4.8,343,23.5,144,9.1,,,77,,27,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.52,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.5372,2.00157,12.5276,10.8335,9.39825,11.5421,0.182885,0.335289,2.34702,0.213366,0,0.08,,,,222,492,,342,,108,,4.4,318,21,127,9.3,,,86,,25,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.53,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.3936,1.96182,12.3242,10.7725,8.99418,12.0928,0.181091,0.372242,2.324,0.201212,0,0.38,,,,197,473,,364,,104,,5,308,20.3,125,9,,,91,,23,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.56,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.3929,2.35072,14.0438,10.6122,11.0272,7.1026,0.1816,0.322845,2.62312,0.252223,0,0.09,,,,249,268,,81,,108,,4.6,373,23.8,149,11.3,,,116,,28,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.57,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.452,2.36851,13.8784,10.7829,10.6835,7.42804,0.181418,0.362835,2.45922,0.231811,0,0.17,,,,234,290,,92,,105,,5,366,23.6,150,11.2,,,114,,30,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.59,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.7201,2.40676,13.8263,10.6378,10.624,7.16992,0.171192,0.493436,2.5276,0.261823,0,0.16,,,,235,292,,86,,104,,6.3,361,24.5,151,11.2,,,102,,28,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.61,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.8629,2.31648,13.9495,10.6586,10.3483,7.42489,0.171966,0.424857,2.59972,0.252891,0,-0.01,,,,237,323,,113,,97,,5.9,354,23.7,144,11,,,101,,30,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.62,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.4389,2.25228,13.1097,10.8782,10.3322,8.76674,0.181799,0.383797,2.35328,0.232298,0,0.07,,,,231,415,,148,,100,,5.8,331,22.2,129,10.2,,,104,,28,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.64,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.1204,1.68488,12.7224,10.449,9.3627,10.8559,0.171515,0.252228,2.3205,0.161426,0,-0.1,,,,197,585,,253,,94,,3.6,267,18.9,98,6.6,,,64,,20,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.65,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.7926,1.97295,12.637,10.7517,9.58147,10.1379,0.172001,0.344002,2.38778,0.212472,0,0.01,,,,216,576,,232,,98,,4.7,296,21,118,7.9,,,75,,24,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.66,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.0367,2.12291,13.2352,10.4924,10.0762,8.73543,0.172677,0.426614,2.49874,0.223464,0,-0.02,,,,223,446,,160,,97,,5.4,320,22,131,9.2,,,79,,26,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.67,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.5827,1.89496,13.3255,10.349,9.54575,8.8972,0.172269,0.314138,2.65497,0.172269,0,0.09,,,,205,427,,133,,98,,4,293,20.6,116,7.7,,,65,,20,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.68,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.4281,2.00448,12.9988,10.6488,9.5061,10.2148,0.172102,0.263215,2.51066,0.182226,0,0.07,,,,214,532,,240,,104,,3.2,322,21.4,126,8.2,,,80,,26,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.69,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.9065,2.05393,14.074,10.1329,10.1179,7.10276,0.182122,0.293419,2.7723,0.172004,0,0.19,,,,227,295,,87,,102,,4.5,304,23.6,126,8.2,,,75,,22,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.70,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.3894,2.00151,13.9105,10.3825,9.73733,8.02604,0.170128,0.250188,2.24169,0.130098,0,0.76,,,,213,355,,118,,107,,2.7,307,21,122,8,,,283,,22,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.71,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.2408,2.07073,13.7814,10.4559,10.0722,8.21257,0.180938,0.311615,2.18131,0.150782,0,0.34,,,,223,345,,123,,101,,4.3,312,22.6,128,8.5,,,82,,23,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.72,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.6068,2.18775,14.0036,10.3325,10.4145,7.25889,0.17139,0.272208,2.33898,0.231881,0,0.18,,,,234,254,,80,,99,,3,322,23.8,136,9.1,,,77,,22,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.73,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.8583,2.25691,14.1183,10.4726,10.6672,7.14519,0.172051,0.273258,2.62125,0.222655,0,0.19,,,,244,300,,82,,106,,3.5,332,24.3,143,9.4,,,92,,26,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.74,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.4892,2.15392,14.0407,10.3607,10.3972,7.27703,0.171106,0.312017,2.26464,0.181171,0,0.35,,,,234,297,,78,,103,,4.3,327,22.7,136,8.8,,,99,,24,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.75,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.4716,2.21168,13.8991,10.5894,10.47,7.31477,0.182616,0.365231,2.33342,0.233342,0,-0.07,,,,223,309,,72,,97,,5.6,320,23.8,138,8.9,,,81,,25,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.76,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,49.1597,2.34382,13.3861,11.3085,10.7897,9.71879,0.191951,0.181848,2.36403,0.121232,0,0.43,,,,270,542,,215,,112,,1.9,308,22,139,9.1,,,84,,26,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.81,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,49.8246,2.25746,14.518,10.8153,10.4244,7.66533,0.170564,0.38126,2.46815,0.0902983,0,1.38,,,,256,342,,130,,117,,8.9,318,24,141,9.6,,,226,,24,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.82,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.0476,2.32081,14.1681,10.8973,10.8743,7.20565,0.182421,0.192556,2.68565,0.233094,0,0.19,,,,242,266,,84,,106,,2.1,334,26.1,143,9.2,,,86,,30,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.83,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,49.5001,2.30513,14.392,11.0922,11.0145,7.73722,0.180401,0.190424,2.22495,0.210468,0,1.15,,,,267,336,,133,,116,,2.4,335,26.3,144,9.6,,,65,,29,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.85,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,49.4568,2.14385,13.9005,10.8275,9.60288,8.39758,0.158072,0.237108,2.23277,0.187711,0,2.89,,,,234,477,,210,,135,,2.8,281,23.4,132,10.7,,,114,,28,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.88,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,47.926,1.76451,12.3515,10.9904,8.02851,12.7633,0.254873,0.186254,1.98997,0.166648,0,3.65,,,,176,615,,436,,109,,3,222,19,104,8.2,,,108,,23,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.91,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,48.9851,2.55774,13.7441,10.9968,11.1466,8.3002,0.189093,0.189093,2.08003,0.268712,0,1.55,,,,278,395,,149,,117,,2.4,378,25.2,166,13.9,,,159,,39,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.92,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,46.0336,1.55979,9.10208,11.2103,6.59457,20.84,0.18757,0.138209,1.56966,0.167826,0,2.63,,,,174,995,,912,,114,,2.1,188,16.3,94,7.7,,,287,,17,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.93,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.0335,2.34903,14.2958,10.5956,11.0193,7.17816,0.18147,0.151225,2.62124,0.241961,0,0.33,,,,264,317,,101,,107,,1.9,332,24.7,143,9.7,,,119,,26,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.94,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.3786,2.17715,13.7551,9.98456,10.4643,8.48786,0.17056,0.140461,2.42797,0.210692,0,0.8,,,,244,472,,184,,114,,1.3,332,23.4,127,8.3,,,65,,23,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.95,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.9928,2.22496,13.8431,10.4177,10.6214,8.26557,0.171151,0.201354,2.46658,0.191286,0,0.6,,,,247,439,,171,,103,,1.6,330,23.1,130,8.7,,,56,,25,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.96,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.6671,2.04294,13.8779,9.78882,10.7078,8.31263,0.171083,0.120765,2.35491,0.211338,0,0.74,,,,237,469,,165,,111,,1.2,330,21.8,119,8.1,,,68,,21,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.97,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,46.4296,2.08363,11.0177,11.5144,8.80629,15.3619,0.196569,0.12777,1.3465,0.216226,0,2.95,,,,222,831,,582,,113,,1.9,236,20.3,121,9.4,,,102,,22,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.98,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,48.7814,2.39154,13.8089,11.0027,11.1272,8.75564,0.180116,0.160103,2.15139,0.200129,0,1.44,,,,269,492,,158,,115,,1.7,304,24.2,136,10.4,,,85,,26,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.100,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.2263,2.2912,13.8673,10.8033,11.446,7.72405,0.180094,0.21011,2.05107,0.240126,0,0.96,,,,246,301,,137,,102,,3.4,321,24.7,140,9.7,,,61,,28,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.101,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.1943,2.0264,13.8017,10.1328,11.0393,8.27698,0.171387,0.181468,2.44982,0.201632,0,0.52,,,,241,432,,158,,92,,2.9,308,21.5,121,8.6,,,50,,23,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.102,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.3107,2.21202,13.4539,10.6608,10.7369,8.06022,0.18181,0.222212,2.40393,0.212111,0,0.54,,,,229,416,,154,,93,,3.9,310,23,129,9.2,,,77,,26,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-59.4,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.6273,2.24789,14.6411,10.5518,9.97627,7.00229,0.149196,0.2785,1.90971,0.258607,0,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-163.1,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,46.1348,2.25828,13.4744,10.3463,9.87056,7.99807,0.159961,0.244647,1.83485,0.272875,0,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-198.1,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.6009,2.35607,13.8836,10.7728,10.1119,8.06928,0.171902,0.414587,2.02238,0.273021,0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-205.7,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.9757,2.12949,13.6752,10.1981,9.99144,8.12435,0.161478,0.484434,2.27078,0.252309,0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-236.2,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.2073,2.23789,13.8205,10.3131,10.3427,7.42938,0.17137,0.493948,2.16732,0.252014,0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
