SiO2,TiO2,Al2O3,Cr2O3,FeO,MnO,MgO,CaO,Na2O,K2O,H2O,Fe2O3
47.65429537,1.856597178,10.89437212,0,10.72878427,0.148878076,17.31176638,8.836351662,1.681446501,0.34154382,0,0.545964625
