Sample,SiO2,TiO2,Al2O3,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,Cr2O3,P2O5,NiO,CoO,H2O
A,46.34877551904208,1.869520039001579,13.450798182961195,9.02924888870362,1.9512247595416958,0.15074665323140476,13.616469394069997,7.7006364968721845,3.1009020491897643,1.2927908990417614,0,0,0,0,1.488887
