Sample,SiO2,TiO2,Al2O3,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,Cr2O3,P2O5,H2O
s190,48.57,2.12,12.44,11.2184091,0,0.17,12.82,10.09,1.92,0.39,0,0,0
