Unnamed: 0,Area,Province,Author,Sample,Unique_Id,Flow,RockType,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longitude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,Fe2O3,Cr2O3,NiO,CoO,CO2,FeO_tot,src_FeIII_totFe,Total,SiO2_primary_wt,Al2O3_primary_wt,FeO_primary_wt,Fe2O3_primary_wt,MgO_primary_wt,CaO_primary_wt,Na2O_primary_wt,K2O_primary_wt,TiO2_primary_wt,MnO_primary_wt,Cr2O3_primary_wt,P2O5_primary_wt,NiO_primary_wt,CoO_primary_wt,H2O_primary_wt,CO2_primary_wt,ol_added,P,T,P_err,T_err
3,1,AARR3,JennerandO'Neill/2012,MELVULC-5-027-019,0.0,0.0,0.0,0.0,LA-ICP-MS,0.0,0.0,GL,-56.89,-6.04,49.807192289847244,1.2421745462471958,16.298532151162803,7.607116991364481,11.570254846092833,8.53494123711783,0.0,0.1302279766226899,3.035313608975003,0.14024551328597373,0.19193600246851833,0.0,4.5,36.8,1.32,235.0,323.0,44.5,100.0,85.0,88.5,17.4,1.79,151.0,22.6,69.7,3.53,1.01,0.019,0.43,3.44,9.58,1.51,8.25,2.7,1.06,3.5,0.62,4.07,0.85,2.54,0.0,2.47,0.34,1.86,0.21,0.007,0.47,0.229,0.072,0.70277,0.51305,18.606,15.56,38.289,1.3763569538342568,0.047292470026189776,0.012747315404028684,0.005668097550977603,0.0,8.83,0.14,100.00000000000006,48.840544420623225,14.57930295871889,7.965454810458189,1.2311737537577883,12.73504973820897,10.349781756189513,2.715137551623736,0.11649105006966536,1.1111454006644996,0.0,0.04230388612809907,0.12545190007502463,0.011402681631819194,0.005070205747907147,0.17168988610267616,0.0,0.10031488978857406,1.4601353510051511,1360.4305453543216,0.24,39.0
10,1,AARR3,JennerandO'Neill/2012,MELVULC-5-027-010,0.0,0.0,0.0,0.0,LA-ICP-MS,0.0,0.0,GL,-56.89,-6.04,49.25263641317798,1.131668953779811,17.31553646978136,7.24328219036094,11.516984927847638,8.903130087701348,0.0,0.10014769502476206,2.874238847210671,0.12017723402971446,0.16464281062070885,0.0,4.3,32.2,1.14,203.0,296.0,46.0,140.0,82.0,83.7,16.7,1.13,149.0,19.8,61.7,2.51,0.92,0.012,0.41,2.72,8.22,1.33,7.2,2.45,0.96,3.06,0.53,3.55,0.76,2.19,0.0,2.17,0.31,1.61,0.15,0.009,0.45,0.153,0.052,0.0,0.0,0.0,0.0,0.0,1.3105282622318284,0.0433272578302649,0.01784131186866136,0.005857538534303309,0.0,8.41,0.14,99.99999999999999,48.623610541280435,16.040604342662306,7.494180195875706,1.214034885435057,11.828904371473893,10.668996526351433,2.6626104374459727,0.09277388283783884,1.0483448760675795,0.0,0.040137098918112415,0.11132865940540651,0.01652766722756094,0.005426251633302349,0.15252026338540703,0.0,0.07106363214119837,1.3849475456735594,1334.572556526639,0.24,39.0
13,1,AFAR10,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-064-003,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,13.337,50.692,49.84090336668026,0.939263215009612,15.357952781593335,8.464360313134492,11.920649101132629,9.512538092437772,0.16986675165067452,0.03996864744721753,1.9484715630518548,0.09992161861804383,0.08992945675623944,0.0,4.7,40.4,0.84,284.0,385.0,49.1,175.0,91.0,86.9,14.1,0.64,61.0,24.5,47.6,1.18,0.22,0.0,0.0,1.06,4.5,0.8,4.43,1.84,0.72,3.09,0.57,4.01,0.9,2.67,0.0,2.66,0.41,0.79,0.08,0.014,0.2,0.083,0.019,0.702899,0.51315,18.269,15.454,38.099,1.531458131900206,0.05622749354227115,0.022251295446005636,0.006238171599376578,0.0,9.85,0.14,99.99999999999999,48.66206275539925,13.39213607986712,8.79767241831586,1.3354316160945263,14.477385343298291,10.394806989773251,1.6990673621171675,0.034852663838300824,0.8190376002000701,0.14812382131277851,0.04903037896108344,0.08713165959575218,0.019403131446229037,0.005439686144141558,0.0784184936361771,0.0,0.12049252418645566,1.4567253453650488,1391.3502638656828,0.24,39.0
15,1,AFAR11,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-063-003,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,13.288,50.323,49.2530481435629,1.1289238215461679,15.125581113459278,9.047175524918396,11.509028693992791,9.670781055368943,0.17982857334363736,0.06993333407808121,2.008085735670617,0.12987619185929367,0.154053144497716,0.0,0.0,38.9,1.1,285.0,406.0,47.3,169.0,83.0,105.5,14.9,1.15,70.0,29.0,66.3,2.25,0.33,0.0,0.0,2.82,7.71,1.37,7.16,2.58,0.94,3.71,0.72,4.88,1.08,3.16,0.0,3.08,0.46,1.34,0.15,0.017,0.27,0.169,0.043,0.702943,0.513149,18.351,15.491,38.26,1.6369069859732754,0.05928444543134362,0.02148476903832365,0.00600846725922465,0.0,10.53,0.14,100.0,47.88482654127396,12.735971732141104,9.399035752208002,1.3783008365178788,15.747231494845822,9.690779019436297,1.6908390476620616,0.058884941958380496,0.9505712058995666,0.15141842217869214,0.04991841407649385,0.10935774935127798,0.018090505686435103,0.005059221764305444,0.12971511499974647,0.0,0.14675767918088745,1.728000988202234,1427.41807260909,0.24,39.0
17,1,AFAR12,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-062-001,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,13.362,49.805,49.87633262366388,1.2586456860768374,15.313522513934855,8.839888201879653,11.387746683552336,8.760573545153859,0.16981727510560504,0.08990326329120266,2.287538588187268,0.14983877215200445,0.19279255350224572,0.0,0.0,43.9,1.25,292.0,339.0,45.8,147.0,80.0,98.0,15.5,1.4,95.0,31.2,81.6,2.78,0.51,0.0,0.0,3.43,9.65,1.63,8.72,3.05,1.09,4.1,0.77,5.29,1.15,3.33,0.0,3.15,0.47,1.78,0.19,0.019,0.28,0.212,0.052,0.702937,0.513153,18.272,15.448,38.079,1.5994024558299988,0.049494982959285554,0.018685644081215712,0.005817210629760221,0.0,10.29,0.14,100.00000000000003,48.26642761883178,12.670590782639076,9.300783202375863,1.3233646273173867,15.522701764643946,9.422357137774627,1.8927366531143766,0.07438703003506274,1.041418420490885,0.14050883451067456,0.04095273796738336,0.12397838339177152,0.015460724300870855,0.004813229308869859,0.15951885329741272,0.0,0.15931063472047088,1.6816102530798696,1420.2238400581236,0.24,39.0
29,1,AFAR20,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-042-001,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,11.938,43.69,48.99272976215937,1.0188090592742622,15.501879019545637,8.555598900117275,12.205732063070084,9.57880282200017,0.16980150987904372,0.05992994466319189,2.0176414703274603,0.1098715652158518,0.1592138863218798,0.0,0.0,38.5,0.89,268.0,372.0,48.1,170.0,118.0,88.8,14.3,1.52,90.0,22.3,56.0,3.28,0.09,0.0,0.0,3.27,7.97,1.28,6.4,2.06,0.82,2.91,0.54,3.6,0.78,2.28,0.0,2.23,0.35,0.95,0.21,0.012,0.13,0.268,0.068,0.703432,0.513057,18.799,15.54,38.703,1.547965944754185,0.05430803641422719,0.02160724213210831,0.006108774125246422,0.0,9.96,0.14,100.00000000000001,47.89660478778723,13.47042251363781,8.886923669885183,1.3451114723750777,14.651455160524385,10.606221850299853,1.7532379818008001,0.05207637569705322,0.8852983868499074,0.14754973114165107,0.047191195045664144,0.09547335544459758,0.018775703287775097,0.005308244787854068,0.13834957143517135,0.0,0.12319158263919341,1.6078186701288382,1402.6001690081048,0.24,39.0
31,1,AFAR21,Kelley/Kingsley/andSchilling/inrevision,VLD0003-320,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,11.747,43.022,45.48284196117991,3.46716743421121,14.238367705334218,11.46303506404746,10.21165739989584,8.95268593963471,0.19983673972398902,0.3497142945169808,2.477975572577464,0.4896000123237731,0.5093838495564481,0.0,0.0,29.6,3.5,359.0,367.0,54.0,183.0,195.0,0.0,17.7,0.0,517.0,28.1,140.6,0.0,1.16,0.051,0.0,9.76,25.49,3.87,19.48,5.29,1.93,5.41,0.91,5.34,1.05,2.78,0.0,2.38,0.35,3.43,0.0,0.024,0.66,0.572,0.167,0.703554,0.512988,18.828,15.549,38.8,2.0740088578048392,0.05359693300623686,0.02326774099383801,0.006860495193094406,0.0,13.34,0.14,100.00000000000003,43.86259211573585,9.713686448725504,11.756175336199279,1.4149284632569283,21.116580751905182,6.966587754805239,1.690522273181707,0.23858177242483597,2.365367858040522,0.1363324413856216,0.036564851576412497,0.33401448139477197,0.01587369739718309,0.004680360878989071,0.3475113930919486,0.0,0.27667269439421355,3.396578911856583,1584.3540724044637,0.24,39.0
32,1,AFAR3,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-069-001,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,14.465,56.422,49.921127220964706,1.3187089840238828,15.275045731609973,8.780603789683871,11.658586245120235,8.55162795700336,0.1898141719428316,0.04995109787969252,2.3277211611936717,0.12987285448720057,0.1422607267613643,0.0,4.1,39.5,1.23,301.0,295.0,45.4,135.0,83.0,104.8,15.5,0.37,79.0,31.9,75.9,0.85,0.46,0.0,0.0,2.23,7.12,1.35,7.72,3.0,1.09,4.1,0.81,5.39,1.19,3.51,0.0,3.32,0.5,1.63,0.06,0.016,0.21,0.058,0.012,0.702938,0.513106,18.473,15.512,38.312,1.5886761171826154,0.043075029549965574,0.017161948454015356,0.005766964142625838,0.0,10.22,0.14,100.00000000000001,48.27076321707161,12.588313175940923,9.270220471778302,1.3092433796677554,15.472192178619851,9.607953875947068,1.918297560493286,0.0411651837015727,1.0867608497215195,0.15642769806597623,0.03549854917394903,0.10702947762408885,0.014143327990267823,0.004752611021750707,0.11723844318207863,0.0,0.162128194386259,1.6799876453971256,1422.520018284401,0.24,39.0
38,1,AFAR34,JennerandO'Neill/2012,SALMR79-003-004A,0.0,0.0,0.0,0.0,LA-ICP-MS,0.0,0.0,GL,23.2,37.27,49.4423163431785,0.571066267793551,16.09004256274461,7.539076605520124,13.655496894782631,9.447640184724888,0.0,0.07013094516762908,1.6130117388554688,0.07013094516762908,0.046687172068735926,0.0,4.3,39.8,0.55,258.0,421.0,48.2,177.0,128.0,79.9,14.7,0.85,33.0,15.8,14.0,1.16,0.31,0.0,0.1,0.9,2.33,0.35,2.0,1.01,0.43,1.61,0.35,2.6,0.58,1.75,0.0,1.87,0.26,0.55,0.07,0.0,0.1,0.087,0.024,0.0,0.0,0.0,0.0,0.0,1.3640463954052546,0.061648467087714,0.02256538301066859,0.006140094492609808,0.0,8.75,0.14,100.0,48.783620103118686,14.87556932655458,7.77152680894323,1.2610884427658455,12.407816172975405,12.624782684989974,1.4912619312423967,0.06483747527140868,0.5279622986386134,0.0,0.05699525296238117,0.06483747527140868,0.020862152355810737,0.005676641372465894,0.04316323353782343,0.0,0.07278627723690316,1.1547538236838992,1341.9411501201462,0.24,39.0
48,1,AFAR8,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-067-001,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,14.368,53.58,49.714867669648235,1.3088118297274758,15.38603219679628,8.635160797201966,11.799288327543122,8.57221793821507,0.17983673996255392,0.09990929997919662,2.307904829519442,0.1598548799667146,0.2006178743582268,0.0,0.0,40.4,1.35,318.0,356.0,44.4,122.0,81.0,106.0,15.6,1.04,88.0,34.0,90.8,2.3,0.66,0.0,0.0,3.53,10.04,1.72,9.28,3.21,1.16,4.41,0.86,5.74,1.28,3.76,0.0,3.54,0.53,2.0,0.16,0.037,0.36,0.167,0.043,0.702843,0.513124,18.425,15.522,38.277,1.56236109214538,0.0519857660944554,0.01551041927527038,0.0056403395666055536,0.0,10.05,0.14,100.00000000000003,48.19426062611004,12.832813656649321,9.109476488642397,1.303096763574659,15.107561481597417,9.841268135391465,1.924922048497403,0.08332995880941126,1.0916224604032847,0.14999392585693994,0.043359044135317396,0.13332793409505772,0.012936559455367007,0.0047043594926017805,0.16732655728929757,0.0,0.15361828184511223,1.6554082446678433,1412.9493304791831,0.24,39.0
58,1,CHIL23,KARSTEN/1996+ADs-STURM/1999,KNO0138-11-063-005,0.0,0.0,0.0,0.0,DCP+ADs-ICP-MS,0.0,0.0,GL,-43.873,-82.427,48.71859090672704,0.9932332165910166,16.53382162567672,8.248450720732023,10.734944866185733,9.280209346936266,0.1705551988085584,0.45146964390500754,2.809144450964491,0.1705551988085584,0.3306764325135344,0.0,0.0,35.0,0.0,207.0,307.0,0.0,164.0,75.0,0.0,0.0,11.36,150.0,25.3,93.0,10.2,0.0,0.143,0.0,8.41,16.48,2.06,8.71,2.35,0.87,3.13,0.62,3.93,0.9,2.52,0.0,2.71,0.43,1.93,0.6,0.0,1.05,1.132,0.245,0.703552,0.5129,17.953,15.524,38.314,1.4923935731140061,0.04501766348448636,0.02093715555256356,0.0,0.0,9.56,0.14,99.99999999999999,47.74794801748709,14.547804194698855,8.58290004148912,1.3131295337898574,13.97073163783441,9.445479665247436,2.471714304924558,0.3972397990057329,0.8739275578126102,0.15006836851327643,0.03961021042213799,0.15006836851327643,0.018422216367668096,0.0,0.29095608389397665,0.0,0.1134751773049646,1.7614099183297027,1388.0883367607862,0.24,39.0
62,1,CHIL25,KARSTEN/1996+ADs-STURM/1999,KNO0138-11-053-002,0.0,0.0,0.0,0.0,DCP+ADs-ICP-MS,0.0,0.0,GL,-44.539,-78.315,50.84978928058976,1.169535157426578,15.413873613263105,7.479027391338168,11.955248275916132,8.77651169419261,0.1599364317848312,0.08996424287896754,2.389050449785916,0.12994835082517533,0.16573412743703128,0.0,0.0,35.9,0.0,255.0,351.0,0.0,133.0,71.0,0.0,0.0,1.35,103.0,29.5,91.0,1.75,0.0,0.0,0.0,2.66,8.29,1.49,8.0,2.74,0.94,3.81,0.74,4.61,1.02,2.84,0.0,2.83,0.44,2.04,0.12,0.0,0.35,0.175,0.049,0.702487,0.513146,18.307,15.541,38.032,1.3531816810061676,0.0512817775828406,0.016917525972715185,0.0,0.0,8.7,0.14,99.99999999999999,49.9185620845455,14.003285488717685,7.786608618849224,1.2293463585251703,12.410486820196388,10.861173440017069,2.1704184382642757,0.08173123826099797,1.0625060973929745,0.14529997913066292,0.0465887673584872,0.11805623304366375,0.01536933232376331,0.0,0.15056710337414939,0.0,0.08759124087591247,1.1634013385606297,1339.862889535892,0.24,39.0
68,1,CHIL26,KARSTEN/1996+ADs-STURM/1999,KNO0138-11-034-001,0.0,0.0,0.0,0.0,DCP+ADs-ICP-MS,0.0,0.0,GL,-45.781,-76.78,50.75742558676977,1.4088183086091608,14.797588050001186,8.077224969359188,11.45039561465318,8.712691951114811,0.16985752656989883,0.049958096049970244,2.7876617595883393,0.11989943051992859,0.14347965185551453,0.0,0.0,36.9,0.0,282.0,317.0,0.0,136.0,66.0,0.0,0.0,1.11,88.0,32.5,89.0,1.2,0.0,0.014,0.0,1.89,7.18,1.45,8.57,3.15,1.12,4.44,0.85,5.3,1.16,3.18,0.0,3.12,0.49,2.28,0.08,0.0,0.32,0.117,0.0,0.702674,0.513162,17.93,15.49,37.689,1.4614136691839072,0.04629388952032755,0.017291496204815703,0.0,0.0,9.4,0.14,100.00000000000001,49.4542312930926,12.897049463420835,8.475397427430305,1.273715980894782,13.785793584161537,9.97975603313995,2.429626468801092,0.04354169298926684,1.2278757422973223,0.14804175616350712,0.0403481013919533,0.1045000631742404,0.015070650777445035,0.0,0.12505174226517451,0.0,0.12087912087912095,1.4157441558808022,1382.5663418475156,0.24,39.0
71,1,CHIL27,KARSTEN/1996+ADs-STURM/1999,KNO0138-11-014-009,0.0,0.0,0.0,0.0,DCP+ADs-ICP-MS,0.0,0.0,GL,-45.953,-75.934,50.75287229679234,1.2693215403096942,14.742120251628338,7.6069340498402225,12.413364984760946,8.565421732641006,0.16990918256114018,0.0699626045839989,2.6885629475851003,0.11993589357256952,0.1581154863598375,0.0,0.0,38.5,0.0,267.0,377.0,0.0,95.0,78.0,0.0,0.0,1.02,123.0,29.0,87.0,1.76,0.0,0.015,0.0,2.52,7.91,1.46,8.02,2.81,1.04,3.85,0.74,4.59,1.0,2.71,0.0,2.71,0.42,1.99,0.12,0.0,0.33,0.132,0.033,0.702668,0.513149,18.165,15.519,37.912,1.3763238541935723,0.055072883226013905,0.012082291945211666,0.0,0.0,8.85,0.14,99.99999999999997,49.68671663094777,13.18706711800551,7.9639793045956875,1.2311441455890957,12.76338088741777,11.103957532584984,2.4049634269447346,0.06258269140748388,1.1354288298214925,0.1519865362753181,0.04926359269137754,0.10728461384140095,0.010807807296460283,0.0,0.14143688258091358,0.0,0.10031488978857406,1.2687327142645244,1360.2519933261938,0.24,39.0
76,1,CHIL3,BACH/1996,SON0040-056-G,0.0,0.0,0.0,0.0,XRF+ADs-ICP-MS+ADs-MS-ID,0.0,0.0,GL,-36.839,-97.061,49.45776069873196,1.2484289352466669,16.449299650810083,7.455417852663455,11.765194285764588,9.088562648595735,0.15979890371157338,0.039949725927893344,2.616707048277014,0.11984917778368002,0.17038558108246507,0.0,0.0,0.0,0.0,0.0,373.0,46.0,153.0,63.0,72.0,0.0,0.29,130.0,25.6,81.0,0.73,0.0,0.0,0.0,2.43,8.53,1.4,7.8,2.7,0.94,3.5,0.64,4.3,0.95,2.7,0.0,2.6,0.37,2.2,0.05,0.0,0.42,0.053,0.027,0.702487,0.51315,18.425,15.535,37.948,1.3489100032117223,0.054449159355614805,0.019444780038040937,0.005841548799491385,0.0,8.68,0.14,100.0,48.75235859294161,15.124317741338785,7.71672585759379,1.240256055037558,12.271197527471022,10.817514450089295,2.405932755452799,0.036731797793172524,1.1478686810366407,0.1469271911726901,0.05006330994782213,0.11019539337951743,0.01787851385461812,0.0053710153028121675,0.1566611175878808,0.0,0.07749077490774912,1.3522540333441617,1343.8883765304822,0.24,39.0
79,1,CHIL3,BACH/1996,SON0040-R049-G,0.0,0.0,0.0,0.0,XRF+ADs-ICP-MS,0.0,0.0,GL,-36.887,-97.06,49.716408217192374,1.0792707713480958,16.069142595627202,7.511324838667431,12.281701648026013,9.133828564927402,0.15989196612564383,0.029979743648558214,2.40837273976751,0.07994598306282191,0.09793382925195684,0.0,0.0,0.0,0.0,0.0,353.0,37.0,133.0,66.0,72.0,0.0,0.26,74.0,24.4,54.0,0.54,0.0,0.0,0.0,1.3,4.9,1.04,6.2,2.4,0.97,3.4,0.65,4.3,0.95,2.7,0.0,2.5,0.35,1.65,0.03,0.0,0.26,0.039,0.021,0.0,0.0,0.0,0.0,0.0,1.3590252635714406,0.05155964280268879,0.016912822548137047,0.004701373432727485,0.0,8.74,0.14,100.0,48.96921235297408,14.737900510399193,7.776867641425153,1.2464373258524297,12.40224542447281,11.264228686119791,2.208852004357097,0.02749608304178954,0.9898589895044249,0.14664577622287764,0.047288203552598315,0.07332288811143882,0.01551168611400022,0.004311889915808367,0.08982053793651255,0.0,0.07961343764381046,1.2930362518395158,1347.8260491612373,0.24,39.0
80,1,CHIL7,BACH/1996,SON0040-031-002G,0.0,0.0,0.0,0.0,XRF+ADs-ICP-MS,0.0,0.0,GL,-38.098,-93.917,50.214579318194744,1.2985668015447216,15.173253627280245,8.16099289893875,11.777001992470975,9.00006683224457,0.1698125817404636,0.0499448769824893,2.327431267384001,0.11986770475797429,0.1558280161853666,0.0,0.0,0.0,0.0,0.0,354.0,44.0,148.0,58.0,82.0,0.0,0.61,85.0,28.3,73.0,1.0,0.0,0.0,0.0,2.12,7.8,1.36,8.2,2.93,1.1,4.0,0.75,4.9,1.1,3.1,0.0,3.1,0.44,2.15,0.06,0.0,0.36,0.063,0.03,0.0,0.0,0.0,0.0,0.0,1.476569814740234,0.051683597995905294,0.018812237364224417,0.005588432175324692,0.0,9.5,0.14,99.99999999999999,49.01628772361889,13.27745669770565,8.529117217647322,1.2920822559180263,13.90643060747857,10.30554407280769,2.0366342400035613,0.043704597424969086,1.1363195330491962,0.1485956312448948,0.04522607683420512,0.10489103381992584,0.016461773666088857,0.004890194815074641,0.13635834396590413,0.0,0.1177767975297751,1.409958002912184,1380.0249853522537,0.24,39.0
81,1,CHIL9,BACH/1996,SON0040-R008-GL,0.0,0.0,0.0,0.0,XRF+ADs-ICP-MS+ADs-MS-ID,0.0,0.0,GL,-38.712,-92.569,50.272491369180614,1.1693601372155333,15.791359117953355,7.529479939937557,12.093382615647823,8.785192825747465,0.159912497396996,0.0599671865238735,2.468649178566126,0.0999453108731225,0.1359256227874466,0.0,0.0,0.0,0.0,0.0,359.0,44.0,110.0,65.0,71.0,0.0,0.47,97.0,25.5,65.0,1.3,0.0,0.0,0.0,2.02,6.8,1.14,7.02,2.6,1.03,3.6,0.68,4.5,1.0,2.8,0.0,2.7,0.4,1.85,0.08,0.0,0.34,0.08,0.035,0.702438,0.513179,18.428,15.527,37.85,1.3623100690909387,0.052442743827603944,0.013989844889465322,0.005591540362107713,0.0,8.76,0.14,100.00000000000004,49.367561538344916,14.30326225427265,7.843685832788702,1.23393294043264,12.524571409997087,10.953764131436648,2.2360163144337646,0.054316185775718916,1.0591656226265191,0.14484316206858394,0.047500808049324876,0.09052697629286495,0.012671513506593794,0.005064622215680616,0.12311668775829646,0.0,0.0900818926296634,1.25940506105698,1347.7044133992677,0.24,39.0
89,1,CIRR1,Galeetal./thisstudy,HAK9303-R005-PET2,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,-25.29,69.917,49.771209143474024,0.9814041239558255,17.034371580090404,6.924306810898122,12.047236337947533,8.922766065761639,0.0,0.11015760575014369,2.6037252268215783,0.11015760575014369,0.16483583551339684,0.0,5.7,33.7,0.0,223.0,372.0,40.1,137.0,67.0,61.7,15.6,1.3,128.0,25.9,73.4,1.87,0.0,0.015,0.54,2.66,8.23,1.38,7.6,2.49,0.98,3.39,0.65,4.28,0.93,2.74,0.0,2.58,0.39,1.85,0.13,0.0,0.48,0.134,0.035,0.0,0.0,0.0,0.0,0.0,1.2528159932968368,0.054449422401782306,0.017458228004033568,0.005106020334566764,0.0,8.04,0.14,100.00000000000004,49.27552471844292,16.09884098353378,7.1183782476161435,1.1840111249708127,11.112628877739478,11.38560006066496,2.460728192662422,0.10410773122802533,0.9275052418496804,0.0,0.051459050823810956,0.10410773122802533,0.016499419140281593,0.004825596825711837,0.15578302327393617,0.0,0.05347846663511599,1.1812959797214246,1312.2325024379802,0.24,39.0
94,1,CIRR12,MURTON/2005,DAR0127-R014,0.0,0.0,0.0,0.0,LA-ICP-MS,0.0,0.0,GL,-20.28,67.66,49.59212231126949,0.8903971930004004,15.767033440096977,8.018777057681808,12.295484833679685,9.22411474097044,0.16007140548321805,0.05002231421350565,2.3810621565628685,0.08003570274160902,0.09004016558431015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,76.0,16.1,41.5,0.6,0.0,0.0,0.0,1.5,4.5,0.8,4.9,1.9,0.8,2.7,0.41,2.9,0.61,1.8,0.0,1.8,0.27,1.05,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.450838678715695,0.0,0.0,0.0,0.0,9.32,0.14,100.0,48.60936570682935,14.033542886521309,8.341036784073799,1.291327686754458,13.530902468108577,10.94367018244586,2.119278684639639,0.044522661442009226,0.7925033736677627,0.1424725166144291,0.0,0.07123625830721456,0.0,0.0,0.08014079059561657,0.0,0.1043439319301389,1.4530223023134707,1377.9008270883928,0.24,39.0
98,1,CIRR12,JennerandO'Neill/2012,VEM0029-001-002,0.0,0.0,0.0,0.0,LA-ICP-MS,0.0,0.0,GL,-20.15,67.62,49.15979700564147,0.791284426129926,17.2980785307137,7.571690494793117,12.16975414870709,8.994600185628778,0.0,0.060097551351639945,2.373853278389778,0.060097551351639945,0.07692486573009913,0.0,4.1,34.7,0.77,226.0,328.0,46.9,156.0,110.0,74.3,15.7,0.23,76.0,18.5,35.7,0.47,0.54,0.003,0.19,1.08,3.84,0.68,4.1,1.63,0.71,2.32,0.45,3.22,0.72,2.16,0.0,2.17,0.32,1.13,0.03,0.004,0.19,0.03,0.016,0.0,0.0,0.0,0.0,0.0,1.3699472318645096,0.04801842431037113,0.019883274864690076,0.005973030523158863,0.0,8.79,0.14,99.99999999999999,48.39536731761967,15.738643300145835,7.863298001640011,1.2464454236379319,12.55724221337494,11.072641348973448,2.159848559429387,0.05467971036530101,0.7199495198097962,0.0,0.043689526019558445,0.05467971036530101,0.018090782174359818,0.005434557176854372,0.06999002926758527,0.0,0.08634079488350851,1.386083502408695,1349.132937595596,0.24,39.0
120,1,CIRR15,NAURET/2006,GIMNAUT-PL07-001,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,-19.15,65.66,49.473286470461105,0.8811271421575749,16.911633444365272,7.577693422555145,12.06543416249861,8.550938402301918,0.18023055180495848,0.16020493493774088,2.6033301927382895,0.07008965903526164,0.15499827455226428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,103.0,23.0,54.0,3.5,0.0,0.033,0.0,3.04,7.74,1.19,6.09,2.14,0.84,2.97,0.59,3.95,0.9,2.72,0.0,2.6,0.4,1.54,0.23,0.0,0.48,0.32,0.08,0.703243,0.513024,18.518,15.538,38.513,1.3710333425918737,0.0,0.0,0.0,0.0,8.8,0.14,100.0,48.55809143674103,15.158010233003722,7.930749253154088,1.2288663602581305,12.67992847775795,10.814329384706566,2.333382273878599,0.14359275531560603,0.7897601542358339,0.1615418497300568,0.0,0.06282183045057747,0.0,0.0,0.13892599076784884,0.0,0.09869310500225333,1.43129761660657,1354.7567365499276,0.24,39.0
122,1,CIRR15,NAURET/2006,GIMNAUT-PL06-004,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,-19.17,65.54,49.596898200879224,1.1301571882837975,16.082236803188906,8.231344859303814,11.261566318650939,8.951244986849547,0.1700236477949076,0.11001530151435196,2.6803728005314844,0.11001530151435196,0.18682598475346315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,121.0,29.0,81.0,3.37,0.0,0.029,0.0,3.36,9.34,1.55,7.98,2.71,1.04,3.67,0.7,4.52,0.99,2.94,0.0,2.78,0.43,2.0,0.2,0.0,0.57,0.26,0.07,0.70336,0.513007,18.524,15.534,38.466,1.4892986067351839,0.0,0.0,0.0,0.0,9.57,0.14,99.99999999999999,48.431474901049604,13.995699406491479,8.61114896764517,1.2960744131213886,14.046951225032455,9.800471101809359,2.3326165677485857,0.0957417247956508,0.9835286274462327,0.14796448377509686,0.0,0.0957417247956508,0.0,0.0,0.16258685628934175,0.0,0.12203687445127313,1.5883868403890335,1387.6325992671955,0.24,39.0
