Unnamed: 0,Area,Province,Author,Sample,Unique_Id,Flow,RockType,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longitude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,Fe2O3,Cr2O3,NiO,CoO,CO2,FeO_tot,src_FeIII_totFe,Total,SiO2_primary_wt,Al2O3_primary_wt,FeO_primary_wt,Fe2O3_primary_wt,MgO_primary_wt,CaO_primary_wt,Na2O_primary_wt,K2O_primary_wt,TiO2_primary_wt,MnO_primary_wt,Cr2O3_primary_wt,P2O5_primary_wt,NiO_primary_wt,CoO_primary_wt,H2O_primary_wt,CO2_primary_wt,ol_added,P,T,P_err,T_err
991,1,GAKK15,Galeetal./thisstudy,HLY0102-027-029,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,84.483,2.754,49.038183795716336,1.0597446447188446,16.945916724513594,7.402816222910524,11.98711159450844,9.077812617025574,0.15996145580661802,0.0699831369153954,2.649361611797111,0.08997831889122264,0.10741611709234157,0.0,4.5,33.9,0.0,214.0,315.0,45.7,161.0,90.0,129.2,15.1,0.566223,106.0,25.5,57.4,0.708727,0.0,0.009,0.291618,1.50503,5.3721,1.01999,6.04535,2.28041,0.941976,3.34374,0.607961,4.01481,0.873257,2.58987,0.0,2.43258,0.36,1.55449,0.0,0.007,0.231685,0.078,0.019,0.702868,0.513123,18.097,15.436,37.778,1.3393927815131932,0.04602930881199386,0.020482314596713347,0.005809355182097405,0.0,8.61,0.14,100.00000000000001,48.38992843779685,15.627733852052966,7.657535708805511,1.2352045777830198,12.153558684267095,11.054662471157217,2.4432740240672746,0.06453931384328647,0.9773096096269095,0.14751843164179756,0.04244879750100636,0.08297911779851112,0.01888904367908386,0.005357459151592086,0.09906047082786251,0.0,0.0749306197964848,1.4087330271830163,1345.9637391590218,0.24,39.0
997,1,GAKK15,Galeetal./thisstudy,HLY0102-028-015,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,84.504,2.661,46.867463686989325,2.62817546901454,15.55919849907087,10.45893919916349,10.522694938677986,8.673978354009964,0.17987512715688866,0.08993756357844433,2.8180436587912556,0.09993062619827148,0.13689376566149775,0.0,3.7,31.4,0.0,243.0,303.0,50.4,172.0,91.0,77.3,16.4,1.27295,226.0,22.6,56.9,2.04489,0.0,0.02,0.350607,1.92441,6.84944,1.33132,8.34872,2.94536,1.51045,3.93089,0.645809,3.97303,0.82462,2.16763,0.0,2.00798,0.3,1.58784,0.0,0.009,0.280373,0.111,0.036,0.703481,0.513025,18.128,15.443,37.925,1.8923376244692542,0.04425575678517226,0.02187181615601568,0.006403914277039549,0.0,12.17,0.14,100.00000000000003,45.122311720452366,11.344476582429731,10.92187172568356,1.3797355865164918,19.16611553838152,7.672276070198124,2.054683619939096,0.06557500914699248,1.9162474895176664,0.13115001829398495,0.03226762590097891,0.07286112127443604,0.01594711361333578,0.004669202951302447,0.09981157570039512,0.0,0.24012158054711258,2.809268965935393,1521.3821078913638,0.24,39.0
1001,1,GAKK15,Galeetal./thisstudy,HLY0102-028-SG,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,84.504,2.661,46.64608180246536,2.638081747183131,15.75854134586287,10.398438886813507,10.512356053169142,8.683685751144472,0.20984741170774904,0.08993460501760674,2.86791462667257,0.09992733890845193,0.13712189328760027,0.0,3.8,31.2,2.65998,241.0,322.0,52.2,181.0,84.0,76.8,15.9,1.25685,235.0,22.3,55.4,2.03098,0.650474,0.02,0.281697,2.00383,6.86108,1.36127,8.4138,2.93907,1.46137,3.92991,0.641598,3.9355,0.808648,2.15573,0.0,1.97937,0.3,1.56957,0.0,0.009,0.238494,0.111,0.036,0.0,0.0,0.0,0.0,0.0,1.8813912928029248,0.04702932313264706,0.023015514515741922,0.006632407316233445,0.0,12.1,0.14,100.00000000000003,44.98500061722416,11.547399383840283,10.863980344483918,1.37862865467422,19.037648508166434,7.703147845148998,2.1015241744845667,0.06590145494899331,1.9331093451704664,0.15377006154765116,0.034461716033567215,0.07322383883221488,0.016865097619432747,0.004860034598123415,0.10047892322698648,0.0,0.23722349351639985,2.833104419329059,1519.3353195103614,0.24,39.0
1006,1,GAKK15,Galeetal./thisstudy,HLY0102-028-011,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,84.504,2.661,46.57208601115431,2.69780373804155,15.787147800391294,10.55220952470711,10.511442712665595,8.563028901857809,0.1798535825361033,0.07993492557160149,2.8376898577918523,0.09991865696450185,0.1348941836483561,0.0,3.9,32.1,2.87701,252.0,316.0,53.2,172.0,93.0,82.1,16.7,1.28433,248.0,22.9,57.6,1.88457,0.654485,0.022,0.33543,1.88869,6.7502,1.37172,8.57792,3.01488,1.52329,4.04182,0.649173,4.05135,0.830799,2.22406,0.0,2.00113,0.31,1.60519,0.140556,0.008,0.320348,0.105,0.031,0.0,0.0,0.0,0.0,0.0,1.9092130401220004,0.04614899045010383,0.02186919644982052,0.006758877647975371,0.0,12.28,0.14,99.99999999999999,44.84980105275039,11.373409732654366,11.023640383082794,1.3754392146563545,19.40694973249542,7.572675340982496,2.0443344076416587,0.057586884722300516,1.9435573593776332,0.12957049062517587,0.033246751330495074,0.07198360590287547,0.01575505182396229,0.004869244640972909,0.09718074731311777,0.0,0.24698795180722904,2.908291859358701,1529.9813578204717,0.24,39.0
1007,1,GAKK15,Galeetal./thisstudy,HLY0102-028-009,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,84.504,2.661,46.5761035904755,2.728600060128715,15.671959319713643,10.521002077999599,10.494615615879672,8.62557454905158,0.17990769627222294,0.09994872015123499,2.888518012370691,0.09994872015123499,0.13272270507858613,0.0,3.9,31.6,2.88117,250.0,326.0,53.2,182.0,93.0,82.5,16.4,1.24903,243.0,22.8,56.9,1.91424,0.694876,0.023,0.297937,1.86321,6.63954,1.36437,8.44265,2.97989,1.49834,3.98602,0.63875,3.96859,0.814882,2.19234,0.0,1.96688,0.3,1.57186,0.153504,0.008,0.341317,0.103,0.03,0.0,0.0,0.0,0.0,0.0,1.9035666715521395,0.04762372609561268,0.023147623843425263,0.00676091123616611,0.0,12.24,0.14,100.00000000000001,44.87669615403782,11.347004722543783,10.98564618229296,1.3782437518587012,19.319771047627725,7.5984406624177065,2.091380334703543,0.07236610154683525,1.975594572228603,0.1302589827843044,0.03448111585079853,0.07236610154683525,0.016759627287739373,0.004895118099813829,0.09609552517285533,0.0,0.24414210128495856,2.9045686730670184,1529.0569597974527,0.24,39.0
1008,1,GAKK15,Galeetal./thisstudy,HLY0102-027-001,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,84.483,2.754,48.932407498692285,1.0596190387867992,17.063865086877986,7.358954260314059,11.97569441949609,9.136715108029572,0.16993890244693952,0.05997843615774335,2.629054784914417,0.08996765423661503,0.10606586650135333,0.0,5.0,35.2,1.04701,214.0,408.0,44.7,165.0,92.0,63.0,15.4,0.553983,116.0,25.7,59.5,0.704291,0.581853,0.011,0.282848,1.44984,5.3052,1.03527,6.15003,2.34058,0.930608,3.53401,0.632801,4.24165,0.913364,2.60425,0.0,2.52159,0.39,1.659,0.0515554,0.006,0.312043,0.054,0.017,0.0,0.0,0.0,0.0,0.0,1.3314568292599291,0.05961184795594723,0.020988704002950317,0.005681562327305516,0.0,8.56,0.14,100.00000000000003,48.32727441594056,15.80746336637382,7.599658153227887,1.2334224951543697,12.046653388817552,11.093931524848164,2.4354791244032308,0.05556226139322954,0.9815999512803872,0.15742640728081725,0.055222664851594216,0.0833433920898443,0.01944331884629326,0.005263232444431112,0.09825630304778699,0.0,0.07106363214119837,1.4037695362678932,1343.0713677470358,0.24,39.0
1010,1,GAKK15,Galeetal./thisstudy,HLY0102-028-018,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,84.504,2.661,48.96345073712117,1.179119834077612,16.72751357835527,7.699852367346141,11.891123750443713,8.713495723014217,0.15988065546815078,0.059955245800556535,2.8878443393934736,0.0899328687008348,0.12955828990451929,0.0,5.3,36.7,1.15879,227.0,555.0,44.4,145.0,99.0,67.0,16.1,0.609522,136.0,27.4,72.6,0.860753,0.673059,0.012,0.355407,1.81995,6.48275,1.24394,7.20743,2.61196,1.03019,3.82854,0.678135,4.51131,0.97474,2.74454,0.0,2.63046,0.41,1.90044,0.0617486,0.007,0.31897,0.064,0.037,0.0,0.0,0.0,0.0,0.0,1.3931355809729855,0.08105829321743643,0.01843748715129198,0.005641249032620165,0.0,8.96,0.14,99.99999999999999,48.08254358738677,14.955556067166178,8.04743672073224,1.245559729651955,12.914479053109796,10.631488482633056,2.581932917210888,0.05360414360991456,1.0542148243283243,0.14294438295977238,0.07247173007773235,0.08040621541487196,0.016484390913040624,0.005043667476400481,0.11583408732905812,0.0,0.10071942446043172,1.5637892995922942,1370.1841622297447,0.24,39.0
1011,1,GAKK15,Galeetal./thisstudy,HLY0102-027-015,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,84.483,2.754,49.11610930692521,1.0497031299057902,16.98519635914226,7.359518629632824,11.92662699026293,9.037444089855564,0.15995476265231087,0.04998586332884715,2.7092337924235155,0.08997455399192486,0.10740162538289413,0.0,5.1,35.2,1.04289,218.0,352.0,44.3,159.0,91.0,64.0,15.4,0.589178,116.0,26.0,60.7,0.724503,0.609521,0.012,0.298729,1.49901,5.3716,1.05647,6.28792,2.37976,0.944526,3.60069,0.638215,4.29073,0.931216,2.64226,0.0,2.54076,0.39,1.68824,0.0551132,0.006,0.231094,0.057,0.02,0.0,0.0,0.0,0.0,0.0,1.3315589406954829,0.05143377384037586,0.02022702952533464,0.005631152434724943,0.0,8.56,0.14,99.99999999999999,48.473548538556756,15.68746570354864,7.612403538128118,1.22982300426398,12.062046429367772,11.015389396311647,2.502238496563672,0.04616676192921899,0.9695020005135999,0.1477336381735008,0.04750404682196563,0.08310017147259434,0.018681611048468123,0.005200911948459977,0.09919575135159713,0.0,0.07364520611394168,1.3963953114079697,1343.6976217667475,0.24,39.0
1012,1,GAKK15,Galeetal./thisstudy,HLY0102-027-007,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,84.483,2.754,48.98336743940448,1.0594239846106661,17.0707185444813,7.409171587467727,12.003473636956699,9.115044094008748,0.14991848838830182,0.04997282946276728,2.5386197367085774,0.08995109303298109,0.10529395102595773,0.0,5.0,35.0,1.04234,215.0,388.0,44.8,174.0,100.0,63.7,15.4,0.558158,116.0,25.7,60.0,0.705741,0.634262,0.011,0.312927,1.44453,5.26756,1.03557,6.16119,2.36027,0.939625,3.53384,0.631969,4.19859,0.919231,2.60999,0.0,2.51648,0.38,1.65216,0.0528239,0.006,0.0,0.054,0.022,0.0,0.0,0.0,0.0,0.0,1.3405426586890523,0.05667926313319779,0.022129468070997232,0.00569322455850701,0.0,8.62,0.14,99.99999999999997,48.34712036513671,15.758574396296748,7.659808778999971,1.237501582801871,12.151920403915883,11.080824268121981,2.343488229894244,0.04613165806878438,0.9779911510582282,0.1383949742063529,0.052322600392268194,0.08303698452381178,0.02042848214259976,0.00525561372980755,0.09720051071072235,0.0,0.07407407407407413,1.3904511661716312,1343.4928543379283,0.24,39.0
1013,1,GAKK15,Galeetal./thisstudy,HLY0102-027-032,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,84.483,2.754,49.04430283534429,1.0894291846449007,17.011086901519455,7.409317827164749,11.913757688960748,9.00528160885372,0.13992668426631752,0.049973815809399115,2.718575580031312,0.0899528684569184,0.11266137015123583,0.0,5.3,35.8,1.09238,226.0,338.0,44.8,158.0,96.0,66.0,15.6,0.63185,118.0,26.8,64.2,0.789607,0.61951,0.0,0.320701,1.57348,5.63602,1.10407,6.52402,2.47239,0.95975,3.67382,0.652183,4.40374,0.952492,2.6847,0.0,2.594,0.4,1.74137,0.0565312,0.007,0.290156,0.06,0.02,0.0,0.0,0.0,0.0,0.0,1.3405691178619756,0.04937620893042399,0.020094971075117478,0.005693336929427927,0.0,8.62,0.14,99.99999999999996,48.37586161846902,15.648673769107335,7.673780162894146,1.2332033168608565,12.175647225066033,10.959588209621597,2.500845631725736,0.045971427053781905,1.002177109772442,0.12871999575058907,0.0454216823405019,0.08274856869680727,0.018485570532596238,0.005237359187099971,0.10363835292146226,0.0,0.0770650669127827,1.421212023546621,1346.8213492577374,0.24,39.0
1044,1,GAKK7,Galeetal./thisstudy,HLY0102-061-003,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,85.635,85.05,49.35629032385492,1.3698970369465409,17.37869379717582,6.931079052042804,10.959176295572327,8.729343892367373,0.13998947822811364,0.16998722356270943,3.229757247691479,0.15998797511784416,0.25722266684540296,0.0,5.7,31.5,0.0,212.0,278.0,41.9,146.0,66.0,65.0,16.1,0.860435,216.0,27.3,106.9,2.799,0.0,0.02,0.67853,3.97517,12.8621,2.10947,10.9285,3.22533,1.30132,4.09082,0.692425,4.43372,0.933514,2.784,0.0,2.5448,0.37,2.73498,0.211703,0.013,0.660892,0.204,0.065,0.702572,0.513153,17.988,15.431,37.584,1.254041296023626,0.04062942624510187,0.018577103723292923,0.005327184602613748,0.0,8.06,0.14,99.99999999999997,48.83385438704061,16.326026974882886,7.149356988694458,1.1780811760332606,11.152518759220133,10.29535417978806,3.0341235402112643,0.15969071264269794,1.2869192724735075,0.1315099986469279,0.03816840992729512,0.15029714131077446,0.017451846499013907,0.00500450497243852,0.241642107656664,0.0,0.05882352941176475,1.3742893078746168,1319.5601916968517,0.24,39.0
1046,1,GAKK7,Galeetal./thisstudy,HLY0102-R015,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,85.642,84.863,49.8034981963258,1.2238671772382876,17.07492110179224,6.578286077655796,11.488559631494894,8.853297241796323,0.0,0.19739793181262705,3.1287572192301383,0.14804844885947027,0.23745786809468158,0.0,4.9,34.2,1.22419,207.0,355.0,40.0,155.0,76.0,60.7,16.0,1.34379,235.0,24.1,100.7,3.7001,0.978902,0.014,0.715435,4.16786,12.0294,1.91659,9.82202,2.96884,1.14204,3.81519,0.650637,4.14201,0.873819,2.42675,0.0,2.30096,0.34,2.32013,0.246291,0.01,0.491099,0.202,0.081,0.0,0.0,0.0,0.0,0.0,1.1902104039639088,0.05121173504187708,0.01946713728794651,0.0050198294059951055,0.0,7.75,0.14,99.99999999999997,49.46719225354695,16.438403621449314,6.715708719897341,1.1458418400980683,10.348144265151788,11.060290066686115,3.0121236693638314,0.19003934822484725,1.1782439589940552,0.0,0.04930266826736505,0.14252951116863546,0.018741442972749177,0.004832700625357871,0.22860593355359793,0.0,0.0366088631984586,1.2049564008528322,1299.7018883179785,0.24,39.0
1047,1,GAKK7,Galeetal./thisstudy,HLY0102-R016,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,85.637,84.752,49.887506706286025,1.1823108638967164,17.183585860871766,6.669435622408561,11.482442796827431,8.717037725340196,0.0,0.17033292106986592,3.055972995665241,0.14027417029283076,0.22805974997880266,0.0,4.8,33.9,1.19999,206.0,345.0,40.5,162.0,78.0,68.2,15.8,1.20108,223.0,23.7,95.5,3.29448,0.946517,0.013,0.714434,3.8792,11.3807,1.82831,9.42443,2.87687,1.11375,3.72345,0.635505,4.09857,0.859035,2.38262,0.0,2.26819,0.34,2.24443,0.22467,0.009,0.555871,0.181,0.077,0.0,0.0,0.0,0.0,0.0,1.2067021063922676,0.050523950656071785,0.02065487059643971,0.005159659717755028,0.0,7.74,0.14,99.99999999999997,49.46419412420663,16.38664196828029,6.841571941189306,1.1507374269794384,10.57874451084864,10.949907694256124,2.9142424491693872,0.16243318569140858,1.1274774065638937,0.0,0.048180740441920056,0.13376850586351274,0.019696934743738456,0.004920363954157854,0.21748274781155436,0.0,0.045346062052506,1.2052143656661962,1302.79194150777,0.24,39.0
1052,1,GAKK7,Galeetal./thisstudy,HLY0102-064-004,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,85.654,84.278,49.48739429657393,1.1811311745541513,17.436699204011287,6.843554102056554,11.310832434289756,8.668301670880467,0.15014379337552772,0.20019172450070366,3.0629333848607656,0.14013420715049255,0.2150599638793709,0.0,0.0,0.0,0.0,196.0,264.0,36.4,174.0,62.0,0.0,0.0,1.37394,183.0,24.6,91.0,3.53655,0.0,0.0,0.0,3.67436,10.7427,1.76847,9.035371139,2.75301,1.06867,0.0,0.633907,4.03464,0.867804,2.42736,0.0,2.3493,0.0,2.15107,0.242075,0.0,0.430133,0.186,0.086,0.0,0.0,0.0,0.0,0.0,1.2382053921346334,0.038623229637990156,0.022162725340161647,0.004632696754188133,0.0,7.95,0.14,99.99999999999999,48.98201732251918,16.429721887424478,7.0551599863043535,1.166698467081513,10.983382002256583,10.657626712278793,2.886047587572843,0.18863056127927083,1.1129203115476978,0.14147292095945302,0.03639272054428326,0.13204139289548963,0.02088281786282488,0.00436515640773198,0.20264015306548241,0.0,0.05615856536101939,1.315386880892388,1314.4866348212222,0.24,39.0
1053,1,GAKK7,Galeetal./thisstudy,HLY0102-061-sg2,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,85.635,85.05,49.76939577135966,1.30972094135157,17.75621673160602,6.706571049302544,10.897678061627568,8.54817866301979,0.14996804671964542,0.13997017693833574,3.0393524135181473,0.14996804671964542,0.2515963930466585,0.0,5.0,32.3,1.33309,209.0,299.0,39.8,151.0,66.0,62.6,16.3,0.932825,222.0,27.4,113.6,3.00301,0.986643,0.013,0.733448,4.17349,12.5825,2.09404,10.776,3.2184,1.1991,4.21835,0.729292,4.60811,0.965075,2.69967,0.0,2.5718,0.4,2.59754,0.199405,0.013,0.553657,0.165,0.067,0.0,0.0,0.0,0.0,0.0,1.2134210254120692,0.04369253055236313,0.019210656838042045,0.005059491987920241,0.0,7.8,0.14,99.99999999999999,49.2864469986471,16.806226427334323,6.908146621127546,1.1485007652820474,10.700824510347628,10.314632210469817,2.8767414605347006,0.13248151462988764,1.2396484583225191,0.14194447996059403,0.04135489968080719,0.14194447996059403,0.018182851308818776,0.004788799846361219,0.23813552254722312,0.0,0.052132701421800993,1.2379966864653027,1300.4025915619554,0.24,39.0
1056,1,GAKK7,Galeetal./thisstudy,HLY0102-062-002,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,85.618,85.033,49.61863604553688,1.2207044963814278,17.229943793187037,6.625823913965421,11.586686941063059,8.564943023791,0.1400808438470491,0.2001154912100701,3.151818986558604,0.16009239296805608,0.23154963256934788,0.0,4.9,35.0,1.17486,211.0,330.0,39.0,138.0,77.0,60.4,15.0,1.26493,208.0,24.1,100.3,3.73921,0.687566,0.016,0.726081,4.03885,11.5708,1.8636,9.50063,2.8461,1.06398,3.80528,0.639666,4.08889,0.857885,2.40384,0.0,2.26609,0.34,2.29321,0.239223,0.013,0.619694,0.199,0.086,0.0,0.0,0.0,0.0,0.0,1.1988114326649608,0.048260652322185356,0.01757064041697218,0.004961713517935282,0.0,7.7,0.14,100.00000000000001,49.190570378248864,16.398029239117992,6.80899458566733,1.1409291383064208,10.508948020893971,11.027246143378992,2.9996394949606087,0.19045330126734025,1.1617651377307752,0.13331731088713836,0.0459304799468368,0.15236264101387242,0.016722275984525636,0.0047221467649477475,0.22036970583041385,0.0,0.04716531681753219,1.2601341987640016,1305.9031496427529,0.24,39.0
1079,1,GALA11,INGLE/2010,EWI0004-004-001,0.0,0.0,0.0,0.0,EMP+ADs-ICP-MS+ADs-TIMS-ID,0.0,0.0,GL,1.892,-91.057,48.902554124802585,1.470678284849832,15.317064313640088,8.431888833139038,12.425730814853683,8.774046638185732,0.20009228365303836,0.12005537019182302,2.5011535456629796,0.14006459855712688,0.19108813088865167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,116.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,9.55,1.63,8.52,2.96,1.1,4.08,0.729,4.59,0.97,2.73,0.0,2.76,0.43,2.07,0.26,0.0,0.2904,0.273,0.08,0.70278,0.513054,18.838,15.557,38.489,1.5255830615754342,0.0,0.0,0.0,0.0,9.8,0.14,100.00000000000001,47.676353241865904,13.059389581757367,8.858018054721231,1.3007181488884798,14.569592960831892,10.594227211327658,2.132493400025698,0.10235968320123354,1.2539061192151086,0.17059947200205552,0.0,0.11941963040143916,0.0,0.0,0.16292249576196347,0.0,0.13755929279862017,1.7317838285634632,1413.4683969699263,0.24,39.0
1087,1,GALA11,INGLE/2010,EWI0004-015-001,0.0,0.0,0.0,0.0,EMP+ADs-XRF+ADs-ICP-MS+ADs-TIMS-ID,0.0,0.0,GL,2.047,-91.607,49.577341798235544,1.4587448413023762,14.637405428136857,8.635569632449615,12.129563269459483,8.872365884085687,0.18983665742976127,0.17984525440714225,2.2081000679988025,0.16985385138452327,0.2977438100740466,0.0,0.0,42.3,0.0,323.0,390.0,46.7,144.0,0.0,91.0,0.0,4.5,117.0,30.6,89.1,8.1,0.0,0.0,0.0,6.09,14.9,2.3,11.1,3.48,1.19,4.65,0.821,5.15,1.09,3.12,0.0,3.17,0.5,2.42,0.534,0.0,0.4127,0.546,0.156,0.70298,0.513,19.046,15.581,38.808,1.5624350627753458,0.05695339516565382,0.018308246898647084,0.005932800196502456,0.0,10.05,0.14,99.99999999999997,48.16998864229426,12.349588637460492,9.064221505197034,1.3182274954910753,14.995616560915387,10.233720550086755,1.862975487289269,0.15173556005070934,1.2307439870779793,0.16016531338685996,0.04805161715685871,0.1433058067145591,0.015446680013162255,0.005005507448349499,0.2512066494172857,0.0,0.1452991452991454,1.6382548346924017,1411.5264828387858,0.24,39.0
1193,1,GALA15,Kelley/Kingsley/andSchilling/inrevision,MELCCTW-007-001,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,0.86,-87.09,50.71289047436252,0.9202339099884321,15.593963757303978,7.5097088580556,12.71323151734019,8.642196719891365,0.15003813749811395,0.020005084999748526,2.200559349972338,0.0,0.10182588264872,0.0,5.1,41.6,0.871452421,259.0,394.0,42.4,107.0,94.0,69.0,13.8,0.0,65.0,23.7,48.2,0.593,0.198,0.0,0.0,1.01,5.09,0.9,5.08,2.0,0.78,2.98,0.551,3.86,0.86,2.49,0.0,2.47,0.38,0.82,0.0419,0.013,0.232,0.035,0.0,0.702479,0.51309,18.54,15.537,38.1,1.358732883928156,0.05760168150419592,0.0136192118042663,0.005392530702362213,0.0,8.73,0.14,100.0,49.72928094810099,14.06809745709983,7.842557407364985,1.2257811372887515,12.535230914933503,11.46924430274142,1.9852350484682308,0.018047591349711154,0.8301892020867132,0.13535693512283356,0.051965368247973494,0.0,0.012286574595991499,0.0048648726290454435,0.09186223997002978,0.0,0.09338168631006354,1.147802152307193,1344.4649131076012,0.24,39.0
1198,1,GALA16,Kelley/Kingsley/andSchilling/inrevision,DST0041-002-A,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,1.74,-85.12,49.683989941856,1.5391942166658266,15.501884610705824,7.409321147394224,12.313553733326613,8.84536936200816,0.11993721168824623,0.05996860584412311,2.848508777595848,0.0,0.2652611331838379,0.0,5.6,40.5,1.28263773,255.0,348.0,39.9,130.0,78.0,72.8,17.0,0.0,150.0,32.6,135.3,1.538,0.965,0.011,0.0,3.72,13.27,2.31,11.71,3.68,1.31,4.66,0.84,5.34,1.17,3.38,0.0,3.17,0.48,2.63,0.1094,0.027,0.562,0.114,0.026,0.702415,0.513147,18.47,15.492,37.953,1.3405697185916519,0.0508370662950268,0.016533844369606775,0.005070630474998369,0.0,8.62,0.14,100.0,48.92219478793379,14.18923703524195,7.693751042805978,1.2270547728260028,12.206932874186329,11.270883318773734,2.607306611891655,0.0548906655135085,1.4088604148467168,0.109781331027017,0.0465323540944356,0.0,0.015133813904286898,0.004641266499828333,0.2427997104547527,0.0,0.08130454754248972,1.3487998840662967,1349.1788994920184,0.24,39.0
1207,1,GALA17,JennerandO'Neill/2012,WASSOTW-007-VG2111,0.0,0.0,0.0,0.0,LA-ICP-MS,0.0,0.0,GL,3.2,-83.04,50.71406187712406,1.0977497793215232,15.793751329517768,7.765145691240302,12.233481774961477,8.584205481541279,0.0,0.03955855060618101,2.0867135444760483,0.08900673886390728,0.10655179723076866,0.0,5.1,42.9,1.152636345,306.0,415.0,46.4,151.0,89.0,95.3,17.5,0.2118138,76.0,25.5,57.0,0.66137666,0.851110392,0.002,0.260900395,1.556351854,5.387042528,1.000861706,6.131764131,2.392731968,0.8966657,3.304038952,0.643064909,4.357599593,0.949984455,2.781374046,0.0,2.780378263,0.41,1.659775577,0.042796144,0.006,0.24364143,0.037,0.015,0.0,0.0,0.0,0.0,0.0,1.4049491130223408,0.059986981724718946,0.019002691506502915,0.005834648863108062,0.0,9.13,0.14,100.0,49.56063119166734,13.987229590320707,8.143682694475403,1.2442481457735408,13.126453676246324,10.834190985113771,1.8480309602740572,0.035033762280076784,0.9721869032721318,0.0,0.05312554745913122,0.07882596513017288,0.016829124594277673,0.005167269733737655,0.09436418365930807,0.0,0.10833704859563092,1.2069523833096656,1353.4110798474194,0.24,39.0
1210,1,GALA3,Kelley/Kingsley/andSchilling/inrevision,NAUNAZC-019-001,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,2.24,-101.37,49.828136714749654,0.909418459896153,16.159666479693183,7.31392301164394,12.991692284230757,9.074197380062714,0.20986579843757375,0.009993609449408275,1.9887282804322466,0.0399744377976331,0.06935564957889344,0.0,0.0,35.1,0.535893155,228.0,364.0,44.7,180.0,86.0,65.2,15.2,0.0,69.0,22.1,40.7,0.355,0.148,0.006,0.0,0.83,3.47,0.71,4.22,1.82,0.75,2.78,0.495,3.37,0.75,2.19,0.0,2.1,0.32,0.58,0.0,0.018,0.204,0.019,0.0,0.702445,0.513053,18.43,15.487,38.029,1.323309317881135,0.053168240839368684,0.022890362443869654,0.0056799728634704125,0.0,8.51,0.14,100.00000000000001,49.16115037547139,14.97732525763151,7.557062897936564,1.2264878173857305,11.969871572114918,12.041139662907222,1.8432206099373374,0.009262415125313254,0.8428797764035066,0.19451071763157782,0.04927812324765447,0.037049660501253016,0.021215561844529964,0.005264390891830593,0.06428116096967393,0.0,0.0706319702602231,1.1389493268246105,1332.3431076307124,0.24,39.0
1216,1,GALA5,Kelley/Kingsley/andSchilling/inrevision,TRI0164-020-001,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,2.24,-97.86,50.286749547553974,1.230654634769029,14.767855617228347,8.157139110849545,12.296541025456396,8.994784688271196,0.16008515574231272,0.060031933403367266,2.3412454027313236,0.0,0.1582841977402117,0.0,5.9,38.1,1.152086811,271.0,339.0,41.4,125.0,72.0,80.2,14.8,0.0,87.0,28.3,71.2,1.559,0.437,0.0,0.0,2.09,7.91,1.34,7.23,2.66,0.97,3.74,0.697,4.7,1.04,3.01,0.0,2.89,0.44,1.44,0.1042,0.016,0.378,0.108,0.027,0.702646,0.51309,18.527,15.535,38.299,1.4758725482145314,0.0495746107322343,0.015914715678288508,0.005266811629244323,0.0,9.48,0.14,99.99999999999999,49.07946951916563,12.922710467528436,8.525591596783228,1.2914721081982823,13.901933014691782,10.760170165713038,2.048722391193529,0.05253134336393663,1.076892538960704,0.14008358230383086,0.04338059347531238,0.0,0.013926278006376974,0.004608758613019949,0.138507642002913,0.0,0.1177767975297751,1.3990923157454898,1383.8131931741455,0.24,39.0
