SiO2,TiO2,Al2O3,Cr2O3,FeO,MnO,MgO,CaO,Na2O,K2O,H2O,Fe2O3,P2O5,NiO,CoO,CO2,FeO_tot
45.6,0.89,11.1,0.16,10.9,0,20,9.7,0.94,0.65,0,0,0,0,0,0,0
