Sample,SiO2,TiO2,Al2O3,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,Cr2O3,H2O,P2O5,NiO,CoO,CO2,FeO_tot
KLB-2_run_18,50.71,1.04,19.31,6.37,0,0.14,8.31,7.75,5.47,0.73,0.17,0,0,0,0,0,0
