Sample,SiO2,TiO2,Al2O3,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,Cr2O3,H2O
A,48.1742709317749,2.19738624063656,15.8097256201821,10.8604687886891,0.,0.177183777293369,8.56727892239125,9.05113201905583,3.64472129511718,1.51951349791069,0.,1.75
