Sample,SiO2,TiO2,Al2O3,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,Cr2O3,NiO,CoO,CO2,FeO_tot,H2O
s190,47.61925732,1.847360376,10.84017126,10.73099259,0.543248383,0.148137389,17.46551727,8.792389714,1.673081095,0.339844597,0,0,0,0,0,0
