Area,Province,Author,Sample,Volcano,Stage,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
OIB,Hawaii,Rhodes_1996,samp.R159-4.10,Mauna_Kea,Shield,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.2796,3.65259,13.3557,13.0462,11.4839,8.72169,0.202359,0.333893,2.55985,0.364247,0,,,,,327,611,,177,,131,23,1.3,448,30.3,227,24.5,,,190,15,49,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R160-5.75,Mauna_Kea,Shield,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.5264,3.26039,12.0391,12.901,10.5811,11.3405,0.192383,0.425268,2.40985,0.324014,0,,,,,300,881,,324,,125,21,3.1,427,28,204,21.3,,,203,17,43,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R168-7.75,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.5202,3.03256,13.9599,12.1063,12.1404,8.24856,0.192062,0.161737,2.31485,0.323473,0,,,,,282,391,,154,,118,21,1.3,427,29.8,205,18.9,,,131,16,42,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R169-3.55,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.9492,3.10265,14.3168,12.1524,11.7718,7.42203,0.192648,0.243345,2.51457,0.3346,0,,,,,269,169,,115,,112,23,3,450,30.5,214,19.2,,,161,13,45,,,,,,,,,,,,,,,,2,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R171-4.55,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.1636,2.26037,11.2613,11.5922,10.8761,14.363,0.182451,0.162179,1.9056,0.233132,0,,,,,231,879,,456,,105,18,1.1,325,23.1,148,12.8,,,143,12,30,,,,,,,,,,,,,,,,1,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R177-2.60,Mauna_Kea,Shield,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,44.3254,4.01851,14.6026,13.9977,9.91436,8.33131,0.192807,0.852412,3.28787,0.476945,0,,,,,267,116,,151,,129,26,15,628,34.8,287,28,,,253,20,58,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R180-5.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.7142,2.88624,12.8513,11.4179,10.6234,8.94227,0.172161,0.587374,2.49128,0.313942,0,,,,,238,413,,207,,110,20,10.1,387,29,199,17,,,157,13,37,,,,,,,,,,,,,,,,4,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R185-3.95,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.8182,2.92334,13.3725,11.7231,11.046,7.51572,0.182077,0.566461,2.53896,0.313577,0,,,,,277,295,,134,,110,21,9.6,388,28.8,197,17.9,,,172,16,35,,,,,,,,,,,,,,,,2,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R189-8.50,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,44.5491,1.17742,6.07996,12.0284,5.94801,28.6743,0.172553,0.0812015,1.16727,0.121802,0,,,,,143,1730,,1321,,103,9,0.2,172,13.2,78,6.9,,,66,3,18,,,,,,,,,,,,,,,,4,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R193-3.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,45.8025,1.86098,8.97948,12.3712,7.37273,21.6606,0.183047,0.0813543,1.49489,0.193216,0,,,,,189,1221,,930,,117,15,0.8,236,19.3,123,9.9,,,74,7,23,,,,,,,,,,,,,,,,2,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R197-0.80,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.1803,1.55857,7.35767,12.0115,6.74032,24.0567,0.182171,0.263136,1.48773,0.16193,0,,,,,165,1641,,1030,,102,12,4.3,205,16.3,102,8.5,,,79,9,17,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R202-1.40,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.3737,2.77268,13.4789,11.7094,10.777,7.48826,0.182147,0.495844,2.42862,0.293459,0,,,,,267,209,,130,,110,21,7.9,378,28,179,14.3,,,146,10,29,,,,,,,,,,,,,,,,2,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R208-5.20,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.2853,2.73414,12.415,11.2621,10.7441,10.1366,0.172149,0.536701,2.39996,0.313919,0,,,,,224,486,,255,,110,20,9.2,415,25,180,17,,,157,15,41,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R212-0.40,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,45.6524,1.73042,8.6419,12.2272,7.31864,22.6379,0.18322,0.0814313,1.36397,0.162863,0,,,,,189,1120,,961,,112,14,0.8,222,17.9,119,9.5,,,68,9,23,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R214-3.00,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.8656,2.75344,13.2003,11.5862,10.8315,8.50327,0.182213,0.445409,2.34852,0.283442,0,,,,,267,371,,174,,111,20,6.7,362,27.6,176,14.5,,,121,14,30,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R215-7.20,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.0619,1.51205,7.50953,11.7427,6.96154,24.3451,0.172516,0.192812,1.34969,0.15222,0,,,,,169,1494,,1133,,106,12,2.8,201,15.8,99,8.1,,,75,5,17,,,,,,,,,,,,,,,,2,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R221-4.40,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.2428,2.91035,14.1969,11.8071,11.3575,7.38236,0.182531,0.263656,2.36276,0.294078,0,,,,,253,249,,112,,112,23,3.1,386,30,191,15.3,,,99,16,35,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R224-1.75,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.9063,2.75798,13.0322,11.29,10.6783,8.98111,0.171742,0.474817,2.4145,0.292972,0,,,,,243,433,,199,,106,21,7.1,361,27.9,185,15.3,,,134,14,37,,,,,,,,,,,,,,,,2,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R229-0.05,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.8962,2.30076,11.2493,11.5328,9.60007,13.662,0.173066,0.356312,1.99535,0.234148,0,,,,,221,849,,457,,112,18,5.6,310,23.6,152,12.7,,,120,12,26,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R233-3.80,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.7107,2.27175,11.166,11.4525,9.27968,14.3404,0.172409,0.415811,1.95735,0.23326,0,,,,,217,982,,568,,110,17,5.9,300,23,147,12.6,,,110,11,24,,,,,,,,,,,,,,,,1,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R234-7.40,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.3154,2.39756,11.5832,11.7151,9.9949,13.1714,0.182093,0.283256,2.11431,0.242791,0,,,,,221,807,,419,,111,18,4.1,314,24.6,158,12.7,,,89,10,30,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R243-8.40,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.2295,1.78723,8.78382,11.3393,8.2964,20.3196,0.17263,0.243713,1.65522,0.17263,0,,,,,183,1359,,832,,105,14,3.7,236,18.4,114,9.4,,,89,7,19,,,,,,,,,,,,,,,,1,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R246-5.20,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.4036,2.16824,10.3933,11.4586,8.91726,15.8902,0.173052,0.42754,1.94429,0.223949,0,,,,,213,955,,606,,110,17,6.9,301,22.1,148,13.2,,,118,13,25,,,,,,,,,,,,,,,,4,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R250-0.00,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.0867,2.30386,10.9814,11.6618,9.38797,14.8584,0.182685,0.284176,2.01968,0.23343,0,,,,,213,846,,541,,108,18,3.9,317,23.1,147,13.5,,,125,11,29,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R251-3.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.8272,2.52721,13.2122,11.2243,10.5334,8.39032,0.17185,0.485223,2.36546,0.262829,0,,,,,244,365,,174,,105,21,7.6,350,25.8,164,14.9,,,125,13,32,,,,,,,,,,,,,,,,2,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R259-0.75,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.0843,1.76604,8.73885,11.6168,7.72389,20.9083,0.172544,0.253741,1.56305,0.172544,0,,,,,187,1434,,917,,109,14,4.1,228,18,114,9.4,,,77,6,21,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R286-0.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.7648,1.97292,9.62176,11.4616,8.16483,18.4645,0.171998,0.333878,1.84139,0.20235,0,,,,,203,942,,762,,106,15,5.4,257,19.3,131,10.8,,,92,10,24,,,,,,,,,,,,,,,,1,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R298-0.50,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.3452,2.37526,12.2997,11.5784,10.3169,12.0932,0.175563,0.361453,0.227199,0.227199,0,,,,,239,670,,385,,107,19,4.6,303,23.5,146,12.1,,,95,10,27,,,,,,,,,,,,,,,,2,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R303-3.00,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.082,1.80112,8.93476,11.472,7.81159,20.5712,0.172017,0.283322,1.68981,0.182136,0,,,,,175,1275,,897,,103,14,4.6,245,18.1,120,10.1,,,92,9,25,,,,,,,,,,,,,,,,4,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R311-0.70,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.1527,2.28934,12.6116,11.4756,10.3223,10.2716,0.182337,0.273505,2.2083,0.212726,0,,,,,254,549,,194,,106,20,4.3,295,24.3,142,10.7,,,84,5,21,,,,,,,,,,,,,,,,4,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R315-3.35,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.3825,2.40649,10.5258,11.7184,8.64515,15.45,0.182003,0.434785,2.00203,0.252782,0,,,,,218,842,,615,,112,18,7.2,308,24.1,161,13.7,,,125,12,34,,,,,,,,,,,,,,,,2,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R319-1.30,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.6005,2.15534,10.2785,11.8649,8.72302,16.8767,0.183,0.284667,1.83,0.203334,0,,,,,213,1017,,707,,113,15,4.1,273,21.2,136,11.5,,,91,8,26,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R322-3.50,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.6832,2.14295,10.2476,11.8344,8.7343,16.8186,0.182811,0.284373,1.85858,0.213279,0,,,,,205,976,,649,,107,17,5.1,247,19.5,125,9.8,,,98,13,20,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R323-2.10,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.5696,2.69987,13.6814,11.3187,11.1029,7.46257,0.171902,0.364028,2.36618,0.262909,0,,,,,245,251,,113,,112,22,5.3,346,27.8,170,13.8,,,101,9,32,,,,,,,,,,,,,,,,2,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R327-2.80,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.3472,2.68073,13.4947,11.2323,11.1984,7.88035,0.171972,0.384407,2.34691,0.263015,0,,,,,269,332,,120,,107,23,6.1,355,27.4,171,14.5,,,127,10,31,,,,,,,,,,,,,,,,2,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R329-6.50,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.3574,2.67116,13.4772,11.2346,11.2007,7.87182,0.182124,0.384485,2.3575,0.263069,0,,,,,245,466,,165,,109,20,5.5,327,25.2,159,13.1,,,119,11,26,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R331-1.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.7424,1.71653,8.71469,11.5429,7.32318,21.9797,0.172669,0.152355,1.48292,0.172669,0,,,,,187,1122,,1009,,112,14,1.4,218,17.5,108,9.5,,,61,6,19,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R333-2.10,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.6546,2.12227,10.6418,11.5857,8.83433,16.8563,0.172625,0.192934,1.7364,0.203088,0,,,,,213,886,,686,,111,16,2.1,277,21.5,140,12.1,,,99,10,25,,,,,,,,,,,,,,,,1,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R340-5.15,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.2802,2.22396,10.8772,11.4155,9.0576,15.5475,0.171852,0.293159,1.90048,0.232505,0,,,,,222,839,,623,,110,17,4.5,293,21.6,144,13.4,,,110,10,25,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R347-6.35,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.439,1.57576,8.12277,11.5442,6.97399,23.2907,0.172825,0.213489,1.51476,0.152492,0,,,,,178,1337,,1091,,108,13,3.1,206,15.6,101,8.6,,,83,8,18,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R350-2.45,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.8486,2.6491,13.1747,11.245,11.1727,7.64397,0.171888,0.47522,2.35588,0.262888,0,,,,,248,326,,107,,107,21,7.9,353,26.4,170,14.1,,,126,15,31,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R356-1.45,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.2388,2.63934,12.9531,11.4908,10.9533,8.51695,0.182723,0.395901,2.36525,0.263934,0,,,,,253,421,,134,,109,20,5.8,341,26.6,168,14.1,,,108,11,34,,,,,,,,,,,,,,,,4,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R362-0.55,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.966,1.77978,8.5328,11.5396,7.51578,21.4489,0.172893,0.244085,1.62723,0.172893,0,,,,,183,1331,,956,,104,14,3.6,231,17.8,113,9.2,,,86,5,19,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R365-0.05,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.78,1.68157,8.12419,11.4848,7.19224,22.7011,0.172209,0.212728,1.4891,0.162079,0,,,,,176,1371,,1074,,108,13,3.6,217,16.6,109,9.3,,,74,6,24,,,,,,,,,,,,,,,,4,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R371-0.30,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.0024,1.97854,9.78109,11.5034,8.21855,18.0504,0.172488,0.33483,1.75532,0.202927,0,,,,,202,983,,792,,108,16,5.5,262,19.8,128,12.2,,,94,7,25,,,,,,,,,,,,,,,,4,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R374-5.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.9877,1.66941,8.5099,11.3484,7.36982,22.028,0.173048,0.244303,1.50654,0.162869,0,,,,,177,1403,,936,,99,13,4.4,224,16.7,105,9,,,74,7,20,,,,,,,,,,,,,,,,1,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R379-3.80,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.0604,2.20246,12.5782,11.6088,10.5475,10.0323,0.181854,0.323296,2.26307,0.20206,0,,,,,237,521,,199,,112,20,4.3,275,23.6,133,10.9,,,81,7,27,,,,,,,,,,,,,,,,2,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R382-4.35,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.1934,1.78471,8.73088,11.4237,7.43291,21.0717,0.172387,0.283931,1.72387,0.182527,0,,,,,191,1259,,899,,104,16,4.6,216,19.2,118,9.7,,,103,10,21,,,,,,,,,,,,,,,,1,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R385-5.55,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.4508,2.38215,13.1981,11.5565,10.9173,8.36286,0.182462,0.375061,2.3416,0.233146,0,,,,,249,363,,150,,105,20,5.4,308,24.6,147,11.5,,,103,10,27,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R395-1.00,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.6652,2.59211,12.7378,11.7165,10.8544,9.40651,0.182257,0.354389,2.23772,0.253135,0,,,,,250,449,,163,,113,22,5.3,335,25.3,167,14.4,,,119,12,34,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R399-4.30,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.6835,2.63829,13.0095,11.0056,10.7654,8.68312,0.171843,0.424553,2.35526,0.262818,0,,,,,250,480,,179,,106,20,6.7,329,26.9,171,14,,,115,8,30,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R401-4.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.9283,2.21971,12.2642,11.6372,10.2168,10.8959,0.182442,0.324342,2.11836,0.212849,0,,,,,242,610,,221,,108,18,5,288,23,139,10.5,,,98,8,28,,,,,,,,,,,,,,,,3,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R413-1.40,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.6185,2.0489,10.4968,11.3522,8.76082,16.0682,0.171583,0.353259,1.92778,0.201862,0,,,,,213,900,,644,,107,16,5.7,270,21.2,135,11.2,,,99,7,24,,,,,,,,,,,,,,,,1,,,,,,,
OIB,Hawaii,Rhodes_1996,samp.R419-5.30,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.3171,2.19341,12.3215,11.2324,10.0675,10.9469,0.171834,0.333561,2.20352,0.212266,0,,,,,231,562,,370,,109,18,5.2,275,23.2,137,10.8,,,76,8,26,,,,,,,,,,,,,,,,3,,,,,,,
