Area,Province,Author,Sample,Volcano,Stage,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb
OIB,Hawaii,Garcia_1996,samp.14-MAY-90,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.8621,2.41681,13.1449,11.2278,10.9524,8.31536,0.171763,0.433449,2.23292,0.242489,0,,,,,293,431,,135,,,,7.1,325,24.7,156,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.27-MAY-90,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.1746,2.31109,12.7282,11.5074,10.4029,10.0592,0.171866,0.420565,2.00173,0.222414,0,,,,,280,571,,197,,,,6.6,311,23.8,155,12.5,,,,,,,,,,,,,,,,,,,,,,,,0.703584,0.512951,18.373,15.456,37.992
OIB,Hawaii,Garcia_1996,samp.14-JUN-90,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.3113,2.31965,12.6536,11.522,10.4622,9.86634,0.171676,0.411014,2.05002,0.232268,0,,,,,286,564,,192,,,,7.4,312,23.5,151,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.25-JUN-90,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.6029,2.37911,12.921,11.3172,10.7186,9.11235,0.171741,0.42329,2.1215,0.232355,0,,,,,281,484,,161,,,,7.1,316,24.2,157,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.4-AUG-90,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.721,2.41432,13.1323,11.2801,10.8897,8.57641,0.17173,0.430336,2.15168,0.232341,0,,,,,287,451,,142,,,,6.7,319,24.2,149,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.16-SEP-90,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.281,2.32284,12.7169,11.4882,10.5115,9.86398,0.171987,0.407711,2.01326,0.222572,0,,,,,285,544,,177,,,,6.8,310,24,145,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.21-OCT-90,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.6595,2.40569,13.1238,11.3069,10.8418,8.79315,0.172415,0.424951,2.03855,0.233267,0,,,,,296,493,,152,,,,7.3,317,24.3,151,13.4,,,,,,,,,,,,,,,,,,,,,,,,0.703574,0.51296,18.393,15.475,38.049
OIB,Hawaii,Garcia_1996,samp.9-NOV-90,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.6813,2.39269,12.9313,11.3346,10.7625,8.94852,0.172282,0.425638,2.11805,0.233087,0,,,,,288,503,,162,,,,7,317,24.3,147,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.15-DEC-90,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,51.0038,2.44239,13.1988,11.2296,10.9822,8.2594,0.172071,0.434226,2.04461,0.232802,0,,,,,292,433,,131,,,,6.6,323,24.3,151,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.12-JAN-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.7955,2.40605,13.037,11.2823,10.8303,8.71506,0.172878,0.432194,2.09487,0.233893,0,,,,,292,475,,147,,,,7.5,319,24.5,150,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.10-FEB-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.6226,2.39781,12.9902,11.2812,10.7967,8.78424,0.171056,0.430659,2.29417,0.231429,0,,,,,297,499,,157,,,,7,318,24.7,153,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.1-MAR-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.7128,2.40502,13.0213,11.2866,10.8256,8.60969,0.172804,0.424894,2.30744,0.233793,0,,,,,294,495,,158,,,,7.1,320,24.8,161,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.16-APR-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.6891,2.40603,13.0149,11.3363,10.8018,8.61907,0.172584,0.422324,2.30451,0.233497,0,,,,,289,477,,151,,,,7.3,319,24.2,153,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.12-MAY-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.5386,2.40043,13.0243,11.3004,10.7574,8.80429,0.172038,0.421999,2.34781,0.232757,0,,,,,287,491,,164,,,,7.1,320,24.6,156,13.1,,,,,,,,,,,,,,,,,,,,,,,,0.703591,0.512956,18.4,15.47,38.035
OIB,Hawaii,Garcia_1996,samp.16-JUN-90,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.5282,2.40138,13.0294,11.3139,10.7718,8.77739,0.172106,0.42419,2.34874,0.232849,0,,,,,291,495,,155,,,,7.5,320,25.1,158,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.16-JUL-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.5845,2.40287,13.0606,11.288,10.7659,8.72391,0.17185,0.424571,2.34525,0.232503,0,,,,,292,495,,159,,,,7.1,319,24.2,155,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.25-AUG-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.487,2.40304,13.011,11.2706,10.7363,8.83574,0.171862,0.415502,2.4364,0.232519,0,,,,,288,544,,168,,,,6.9,317,23.9,150,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.20-OCT-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.48,2.38563,12.9382,11.3328,10.6757,9.00924,0.171701,0.421172,2.35331,0.232301,0,,,,,290,633,,189,,,,6.8,319,24.5,156,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.9-NOV-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.3384,2.40942,13.0716,11.7437,10.7601,8.45872,0.171597,0.421926,2.39226,0.23216,0,,,,,285,552,,164,,,,6.9,318,24.6,151,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.11-NOV-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.3783,2.3993,13.021,11.4802,10.7196,8.81191,0.171595,0.423941,2.36195,0.232158,0,,,,,284,523,,163,,,,6.8,317,23.8,152,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.22-DEC-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.6327,2.40232,13.0421,11.2353,10.7589,8.8294,0.171739,0.422276,2.27301,0.232353,0,,,,,290,513,,165,,,,7.2,321,24.8,157,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.11-JAN-92,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.5834,2.40306,12.9838,11.2834,10.724,8.94843,0.171503,0.420687,2.24972,0.232034,0,,,,,288,519,,171,,,,7.1,319,24.6,157,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.5-FEB-92,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.6995,2.42233,13.1011,11.2861,10.8178,8.65625,0.172516,0.429261,2.18182,0.233404,0,,,,,282,499,,155,,,,6.9,320,24.7,151,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.31-JUL-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.7015,2.41329,13.0204,11.2774,10.7675,8.74794,0.172523,0.423189,2.2428,0.233414,0,,,,,300,537,,174,,,,,,,152,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.2-AUG-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.4611,2.39682,13.0284,11.2668,10.737,8.8715,0.17236,0.419748,2.41305,0.233194,0,,,,,290,528,,168,,,,7,319,24.6,157,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.27-OCT-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.4587,2.39058,12.9823,11.2708,10.68,9.0065,0.172422,0.421926,2.38348,0.233276,0,,,,,285,544,,172,,,,6.3,317,24.2,151,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.8-NOV-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.4432,2.38564,12.9546,11.3108,10.6792,9.07128,0.171919,0.414629,2.33608,0.232597,0,,,,,288,546,,175,,,,7.1,314,23.9,150,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.9-NOV-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.4944,2.38578,12.9343,11.2837,10.6809,9.07424,0.171784,0.418345,2.32414,0.232414,0,,,,,292,537,,180,,,,6.7,317,25.3,155,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.17-NOV-91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.4844,2.39498,12.9947,11.3019,10.6926,8.95593,0.171647,0.419021,2.35257,0.232228,0,,,,,281,527,,175,,,,7,317,24.4,150,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.19-NOV91,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.5161,2.38585,12.9246,11.2931,10.6812,9.12504,0.171789,0.416336,2.25347,0.232421,0,,,,,288,544,,179,,,,7.3,315,24.2,155,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Garcia_1996,samp.29-DEC-92,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.4994,2.39916,12.9279,11.385,10.7173,8.965,0.183375,0.426856,2.26163,0.234313,0,,,,,280,498,,170,,,,6.8,318,24,149,13.5,,,,,,,,,,,,,,,,,,,,,,,,0.703601,0.512956,18.397,15.46,38.016
OIB,Hawaii,Garcia_1996,samp.25-APR-94,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.6741,2.46602,13.406,11.29,11.042,7.78902,0.181845,0.433397,2.47511,0.24246,0,,,,,300,379,,107,,,,6.6,329,25.7,156,14.1,,,,,,,,,,,,,,,,,,,,,,,,0.703605,0.512957,18.407,15.472,38.058
OIB,Hawaii,Mangan_1995,samp.KE49-1355,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.5528,2.39196,13.1658,11.3568,10.6533,8.91457,0.180905,0.422111,2.11055,0.251256,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE49-1356,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.4808,2.38381,13.121,11.4183,10.617,9.03446,0.170272,0.420673,2.10337,0.250401,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE49-1349,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.1799,2.42903,12.8948,11.4954,10.8956,9.10636,0.179928,0.409836,2.15914,0.2499,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE49-1350,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.075,2.43878,12.8936,11.4943,10.8946,9.21539,0.17991,0.3998,2.15892,0.249875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE49-1371,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.8,2.39,12.8,11.4,10.6,9.04,0.17,0.42,2.14,0.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE49-1354,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.1301,2.43146,12.9077,11.5069,10.9065,9.15549,0.180108,0.40024,2.13128,0.25015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE49-1354,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,51.0501,2.52236,13.7675,10.9537,11.3556,7.17516,0.170837,0.39192,2.39172,0.221083,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE48-1291,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.395,2.42976,12.8987,11.4989,10.8989,8.89911,0.169983,0.39996,2.16978,0.239976,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE48-1308,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.3504,2.43243,12.9129,11.5115,11.011,8.80881,0.17017,0.4004,2.16216,0.24024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE48-1308,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,51.4669,2.52328,13.7178,10.6138,11.2546,7.10924,0.180234,0.440573,2.49324,0.20026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE48-1317,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.6152,2.44073,12.9039,11.5035,11.0033,8.60258,0.170051,0.410123,2.11063,0.240072,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE48-1317,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.9663,2.54331,13.818,10.9142,11.4148,7.00911,0.190247,0.420547,2.51327,0.210273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE48-1327,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.8629,2.39177,13.1194,10.6973,10.6973,9.25421,0.171561,0.433949,2.12938,0.242204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE48-1327,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.8373,2.57696,13.9376,10.9295,11.481,7.01895,0.200541,0.421137,2.4065,0.190514,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE48-1331,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.5101,2.41048,13.2026,11.4023,10.7021,8.81176,0.170034,0.430086,2.12042,0.240048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE48-1332,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.3899,2.39952,12.9974,11.3977,10.6979,8.83823,0.169966,0.439912,2.42951,0.239952,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE48-1344,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.6051,2.41024,13.1013,11.4011,10.8011,8.72087,0.170017,0.430043,2.11021,0.250025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE48-1346,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.5949,2.39976,13.0987,11.3989,10.6989,8.84912,0.169983,0.429957,2.10979,0.249975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE48-1359,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.226,2.36062,13.0588,11.8533,10.5475,9.03064,0.170768,0.421899,2.0894,0.241085,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE48-1360,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.502,2.40964,13.253,11.3454,10.743,8.73494,0.180723,0.421687,2.15863,0.251004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE48-1365,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.02,2.47099,13.1052,11.8047,11.0044,8.60344,0.170068,0.410164,2.15086,0.260104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Hawaii,Mangan_1995,samp.KE48-1358,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUUOOERUPTION/PACIFICOCEAN,0,0,Stratigraphic,19.33,-155.11,50.2648,2.46827,12.9909,11.492,10.9923,8.80384,0.179874,0.409713,2.1385,0.259818,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
