,Area,Province,Author,Sample,Volcano,Stage,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,src_FeIII_totFe,src_Fo
1098,OIB,Oahu,Clague_1982,samp.69HUL-4,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,42.8267,2.5006,12.4214,13.2137,10.9925,13.7584,0.204131,0.510327,2.97011,0.602186,2.19,,,24.0,,280.0,545.0,68.0,400.0,40.0,100.0,,,780.0,,163.0,,,,545.0,35.0,73.0,,33.0,8.0,2.44,,1.0,,,,,1.6,0.29,3.5,2.8,,,3.6,,,,,,,0.2,0.89
1099,OIB,Oahu,Clague_1982,samp.65PAL-1,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,42.8206,2.45152,12.2677,13.1635,10.7077,13.1288,0.212735,0.881332,3.66715,0.698988,2.61,,,22.0,,335.0,475.0,68.0,460.0,60.0,126.0,,,900.0,,188.0,,,0.8,680.0,50.0,87.0,,42.0,9.2,2.79,,0.9,,,,,1.6,0.27,3.9,3.3,,,4.6,,,,,,,0.2,0.89
1100,OIB,Oahu,Clague_1982,samp.68PAL-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,37.8575,2.82656,11.3573,13.3154,13.3063,13.5205,0.2449,1.34695,5.02046,1.20409,4.62,,,24.0,,210.0,510.0,66.0,250.0,35.0,115.0,,,1600.0,,195.0,,,0.7,960.0,99.0,154.0,,62.0,14.0,4.16,,1.5,,,,,1.8,0.26,3.7,3.0,,,9.1,,,,,,,0.2,0.89
1101,OIB,Oahu,Clague_1982,samp.69WIL-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,40.593,1.89885,12.3122,12.2891,13.1708,13.2718,0.232307,0.989828,4.22192,1.02013,3.84,,,29.0,,295.0,530.0,64.0,330.0,55.0,110.0,,24.0,1300.0,,140.0,,,0.4,775.0,72.0,128.0,,65.0,13.0,3.66,,1.4,,,,,2.1,0.35,2.5,2.3,,,7.3,,,,,,,0.2,0.89
1102,OIB,Oahu,Clague_1982,samp.68SAL-23,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.92,41.3327,2.67964,11.9084,13.9824,11.1531,12.5705,0.237961,1.04496,4.03499,1.0553,3.78,,,24.0,,210.0,395.0,69.0,280.0,63.0,,,,1120.0,,,,,0.7,880.0,73.0,126.0,,56.0,14.3,3.94,,1.6,,,,,1.8,0.29,3.3,2.4,,6.5,8.0,,,,,,,0.2,0.89
1105,OIB,Oahu,Clague_1982,samp.68KAV-2,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE_MELILITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,39.2673,2.63278,12.4598,13.3732,13.3272,10.9189,0.24491,1.41844,4.99005,1.36742,4.86,,,25.0,,235.0,325.0,61.0,220.0,59.0,129.0,15.0,35.0,1500.0,32.0,184.0,55.0,,0.7,995.0,82.0,162.0,,66.0,14.0,4.24,,1.5,,,,,2.0,0.31,3.6,3.0,,5.0,9.7,,,,,,,0.2,0.89
1107,OIB,Oahu,Clague_1982,samp.65NUU-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,39.9359,2.3856,11.8366,12.8293,13.3492,12.6995,0.243635,1.16742,4.43619,1.11666,3.72,,,27.0,,240.0,475.0,64.0,250.0,72.0,101.0,,,1200.0,,178.0,,,0.6,770.0,82.0,124.0,,53.0,12.1,3.73,,1.4,,,,,1.7,0.28,3.1,2.4,,,7.3,,,,,,,0.2,0.89
1108,OIB,Oahu,Clague_1982,samp.69NUU-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,39.912,2.53764,11.9168,13.101,12.7593,13.2566,0.233463,1.26882,4.07038,0.944002,3.21,,,25.0,,270.0,480.0,65.0,280.0,67.0,104.0,,32.0,1000.0,,158.0,,,,700.0,54.0,107.0,,45.0,11.0,3.43,,1.2,,,,,1.8,0.24,3.2,2.45,,,5.9,,,,,,,0.2,0.89
1109,OIB,Oahu,Clague_1982,samp.69NUU-2,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,39.8551,2.53679,11.9606,13.0462,12.9998,13.2239,0.24451,1.23274,3.94272,0.957663,3.33,,,25.0,,330.0,485.0,67.0,270.0,75.0,100.0,,,1000.0,,164.0,,,,705.0,67.0,111.0,,47.0,11.4,3.29,,1.3,,,,,1.7,0.26,3.2,2.8,,,6.0,,,,,,,0.2,0.89
1110,OIB,Oahu,Clague_1982,samp.67NUU-4OX,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,41.3429,2.50132,12.3642,13.4605,12.0185,12.7608,0.213527,0.874445,3.69097,0.772765,2.67,,,23.0,,350.0,480.0,70.0,365.0,30.0,129.0,,,940.0,,150.0,,,0.6,680.0,50.0,89.0,,48.0,10.6,3.03,,1.2,,,,,1.7,0.27,3.3,2.8,,,4.5,,,,,,,0.2,0.89
1114,OIB,Oahu,Clague_1982,samp.68KOST-2,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.92,38.3662,3.03,12.151,15.3979,11.8718,10.9204,0.23785,1.66495,5.08792,1.27198,4.68,,,15.0,,210.0,275.0,65.0,180.0,56.0,175.0,,,1600.0,,240.0,,,0.7,1065.0,90.0,156.0,,69.0,16.3,4.88,,1.9,,,,,1.7,0.2,5.1,3.9,,,9.1,,,,,,,0.2,0.89
1115,OIB,Oahu,Clague_1982,samp.65AIN-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,41.2311,2.44836,12.7459,13.248,12.5401,13.2191,0.216031,0.894987,2.7364,0.720105,2.79,,,26.0,,305.0,445.0,72.0,305.0,62.0,119.0,18.5,9.0,590.0,25.0,149.0,39.0,,,730.0,50.0,93.0,,43.0,10.4,2.96,,1.3,,,,,1.7,0.3,3.3,2.6,,8.3,4.9,,,,,,,0.2,0.89
1116,OIB,Oahu,Clague_1982,samp.65KAPAA-11,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,41.1969,2.61649,11.7486,13.4814,12.4155,13.103,0.225736,0.790077,3.60152,0.82086,3.3,,,21.0,,290.0,480.0,66.0,340.0,50.0,107.0,,20.0,1050.0,,171.0,,,0.7,780.0,53.0,110.0,,56.0,11.1,3.24,,1.3,,,,,1.5,0.25,3.4,2.7,,,5.9,,,,,,,0.2,0.89
1117,OIB,Oahu,Clague_1982,samp.68MAV-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,42.2465,2.93421,12.6709,14.0957,10.6403,11.879,0.213212,1.10667,3.60431,0.609178,2.43,,,18.0,,240.0,345.0,69.0,240.0,55.0,120.0,,,810.0,,174.0,,,,650.0,45.0,81.0,,45.0,9.3,2.77,,1.0,,,,,1.5,0.26,3.9,2.35,,,3.6,,,,,,,0.2,0.89
1118,OIB,Oahu,Clague_1982,samp.68TSV-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE_MELILITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,38.191,2.62965,11.1403,13.5376,12.9546,13.8006,0.254811,1.31482,4.91275,1.26386,4.89,,,26.0,,240.0,505.0,68.0,275.0,68.0,134.0,17.5,36.0,1640.0,30.0,169.0,51.0,,0.8,1065.0,84.0,163.0,,66.0,15.0,4.53,,1.65,,,,,1.9,0.28,3.6,3.0,,6.3,10.1,,,,,,,0.2,0.89
1119,OIB,Oahu,Clague_1982,samp.68FS-2,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,44.4883,2.41706,12.2919,12.6968,11.2589,12.891,0.196257,0.764368,2.61331,0.382184,1.32,,,27.0,,1300.0,575.0,64.0,360.0,60.0,121.0,20.5,18.0,535.0,18.0,121.0,28.0,,,325.0,21.5,44.0,,21.0,5.5,1.91,,0.84,,,,,1.46,0.23,2.9,1.95,,4.0,2.1,,,,,,,0.2,0.89
1120,OIB,Oahu,Clague_1982,samp.65BP-1,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,44.4661,2.29786,11.908,12.6814,11.1318,13.4195,0.194041,0.888505,2.66551,0.347232,1.41,,,23.0,,310.0,555.0,65.0,400.0,90.0,127.0,,24.0,520.0,,127.0,,,,355.0,22.0,47.0,,22.0,6.1,1.97,,0.86,,,,,1.4,0.27,2.5,2.0,,,2.0,,,,,,,0.2,0.89
1121,OIB,Oahu,Clague_1982,samp.69KAM-1,Koolau,Shield,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.2,0.4,Stratigraphic,21.5,-157.5,41.1159,2.8773,11.1127,13.9353,11.5092,13.9086,0.203343,1.10822,3.46699,0.762535,2.82,,,21.0,,295.0,600.0,73.0,360.0,55.0,168.0,,,920.0,,168.0,,,0.5,825.0,54.0,94.0,,48.0,10.3,2.94,,1.2,,,,,1.5,0.25,3.8,3.2,,,5.1,,,,,,,0.2,0.89
1122,OIB,Oahu,Clague_1982,samp.68BP-2,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,40.6053,1.92154,12.1462,12.5596,12.8743,13.4205,0.232608,1.07202,4.17683,0.991112,3.75,,,27.0,,280.0,575.0,67.0,310.0,63.0,133.0,18.0,28.0,1155.0,24.0,133.0,42.0,,,715.0,74.0,125.0,,60.0,13.1,3.72,,1.3,,,,,2.0,0.26,2.8,2.6,,3.3,6.6,,,,,,,0.2,0.89
1124,OIB,Oahu,Clague_1982,samp.67RAB-6,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE_MELILITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,38.6697,1.96834,11.4615,13.516,12.2201,14.3627,0.246043,1.13795,5.23866,1.17896,4.35,,,22.0,,190.0,495.0,70.0,290.0,66.0,138.0,,,1500.0,,162.0,,,,860.0,88.0,145.0,,63.0,14.7,4.41,,1.6,,,,,1.7,0.23,2.7,2.45,,,8.5,,,,,,,0.2,0.89
1125,OIB,Oahu,Clague_1982,samp.65KAL-1,Koolau,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE_OLIVINE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.3168,-157.758,45.6263,1.99122,13.514,12.5985,10.5019,11.5835,0.202155,0.657002,2.97167,0.35377,1.23,,,24.0,,295.0,504.0,70.0,320.0,50.0,100.0,,,580.0,,110.0,,,,385.0,18.0,41.0,,20.0,5.01,1.84,,0.7,,,,,1.5,0.21,2.5,1.2,,,2.1,,,,,,,0.2,0.89
1126,OIB,Oahu,Clague_1982,samp.65KPO-1,Koolau,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE_OLIVINE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,45.626,2.2044,14.3645,12.8287,10.899,10.3761,0.194808,0.543411,2.5325,0.430627,1.41,,,25.0,,260.0,395.0,60.0,220.0,68.0,134.0,21.0,7.0,590.0,20.0,111.0,24.0,,,390.0,24.0,47.0,,24.0,6.8,2.12,,0.92,,,,,1.6,0.28,2.8,1.8,,4.0,2.0,,,,,,,0.2,0.89
1128,OIB,Oahu,Clague_1982,samp.65MOIL-2,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,36.7071,2.87291,11.378,16.4996,12.5767,11.843,0.258355,1.77748,5.00176,1.08509,4.38,,,13.6,,230.0,326.0,75.0,230.0,55.0,175.0,,51.0,1550.0,,240.0,,,,940.0,73.0,146.0,,66.0,15.4,4.7,,1.5,,,,,1.2,0.14,5.3,4.6,,,7.9,,,,,,,0.2,0.89
1131,OIB,Oahu,Roden_1984,samp.WW9980,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.2,0.4,Stratigraphic,21.34,-157.85,52.5214,1.96664,13.2393,10.2949,8.79918,9.68113,0.15206,0.567689,2.50392,0.273707,1.041,,,23.8,,202.0,490.0,,416.0,,109.0,19.0,8.32,450.0,24.0,146.0,8.4,,,196.0,13.8,34.7,,21.3,5.5,1.98,,0.86,,0.87,,,1.93,0.27,3.3,0.53,,,0.8,,0.70432,0.512724,,,,0.2,0.89
1132,OIB,Oahu,Roden_1984,samp.WW10403,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.2,0.4,Stratigraphic,21.34,-157.85,52.5138,2.23227,14.4239,10.6184,9.65632,7.00992,0.161612,0.373728,2.7171,0.292922,0.867,,,27.1,,231.0,293.0,,112.0,,105.0,21.0,5.61,435.0,22.0,151.0,9.4,,,101.0,11.9,28.9,,20.4,5.39,1.92,,0.85,,1.1,,,1.76,0.26,3.6,1.08,,,0.6,,0.70423,0.512764,,,,0.2,0.89
1137,OIB,Maui,Chen_1983,samp.C-122,Haleakala,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/MAUI/HALEAKALA/SHIELDSTAGE/HONOMANUSERIES/PACIFICOCEAN,1.05,0.25,Stratigraphic,20.72,-156.17,48.9291,1.86348,10.0709,12.3146,7.91216,16.6084,0.17311,0.264757,1.70055,0.162927,0.564,,,25.8,,205.0,804.0,76.9,703.0,,115.0,,4.11,207.0,,103.0,7.2,,,57.0,7.1,18.8,,12.3,3.73,1.39,,0.71,,0.8,,,1.73,0.24,2.64,0.5,,,0.8,,0.70387,0.51291,,,,0.2,0.89
1138,OIB,Maui,Chen_1983,samp.H65-4,Haleakala,Post-Shield,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/MAUI/HALEAKALA/POST-SHIELDSTAGE/KULASERIES/PACIFICOCEAN,1.05,0.25,Stratigraphic,20.72,-156.17,44.5078,3.15314,14.4317,13.9859,11.1573,8.31742,0.202125,0.879242,2.97123,0.394143,1.74,,,31.0,,346.0,167.0,61.7,109.0,,110.0,,19.86,616.0,,200.0,33.3,,,350.0,25.9,58.0,,30.7,6.85,2.38,,1.08,,1.0,,,1.92,0.27,4.87,2.1,,,2.1,,0.70334,0.51302,,,,0.2,0.89
1139,OIB,Maui,Chen_1983,samp.H65-11,Haleakala,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/MAUI/HALEAKALA/REJUVENATEDSTAGE/HANASERIES/PACIFICOCEAN,1.05,0.25,Stratigraphic,20.72,-156.17,44.8446,3.01248,14.2463,13.9883,10.6898,8.95683,0.201503,0.826164,2.8815,0.352631,1.518,,,28.1,,324.0,63.9,139.0,139.0,,109.0,,18.83,582.0,,166.0,31.1,,,391.0,23.7,50.6,,26.1,6.01,2.21,,0.97,,0.9,,,1.83,0.27,4.12,2.1,,,2.6,,0.70314,0.5131,,,,0.2,0.89
1140,OIB,Kaula,Garcia_1986,samp.KA-29,Kaula,Rejuvenated,VOLCANICROCK,BASANITE_PLAGIOCLASE,HAWAIIANISLANDS/KAULA/PACIFICOCEAN,1.8,0.2,K-Ar,21.653,-160.543,51.1081,2.33355,16.1157,4.06145,10.9118,9.43281,0.17529,1.12843,4.05359,0.67925,1.77,,,22.0,,230.0,493.0,,455.0,,110.0,18.0,21.3,938.0,21.0,136.0,31.6,,0.3,513.0,27.1,59.0,,29.7,6.48,2.0,,0.76,,,,,1.7,0.27,2.9,1.7,,,2.0,,,,,,,0.2,0.89
1141,OIB,Kaula,Garcia_1986,samp.KA-19,Kaula,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/KAULA/PACIFICOCEAN,1.8,0.2,Stratigraphic,21.652,-160.542,46.7087,2.98019,13.2275,6.35327,12.5856,13.8693,0.217783,1.38693,1.9142,0.75651,2.16,,,24.0,,286.0,428.0,,311.0,,106.0,16.0,20.7,6404.0,18.0,106.0,40.2,,0.4,494.0,32.8,72.0,,34.5,7.27,2.39,,0.82,,,,,1.53,0.2,3.0,2.5,,,2.5,,,,,,,0.2,0.89
1142,OIB,Kaula,Garcia_1986,samp.KA-15,Kaula,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/KAULA/PACIFICOCEAN,1.8,0.2,Stratigraphic,21.652,-160.542,47.3051,3.06059,12.9349,3.96001,11.7062,15.0014,0.245741,1.29572,3.70845,0.781903,2.31,,,24.0,,290.0,457.0,,429.0,,108.0,16.0,28.1,1247.0,20.0,143.0,42.8,,0.4,663.0,37.3,77.0,,37.0,7.54,2.57,,0.83,,,,,1.54,0.19,3.1,3.7,,,3.8,,,,,,,0.2,0.89
1143,OIB,Kaula,Garcia_1986,samp.KA-28,Kaula,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/KAULA/PACIFICOCEAN,1.8,0.2,Stratigraphic,21.652,-160.542,47.7758,3.19263,14.1339,4.13018,12.0207,11.7593,0.249957,1.68153,4.22654,0.829402,2.52,,,21.0,,270.0,277.0,,228.0,,126.0,18.0,33.0,1969.0,21.0,215.0,55.7,,0.3,825.0,37.2,84.0,,42.0,8.34,2.78,,0.88,,,,,1.54,0.19,4.3,3.5,,,3.7,,,,,,,0.2,0.89
1144,OIB,Kaula,Garcia_1986,samp.KA-31,Kaula,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/KAULA/PACIFICOCEAN,1.8,0.2,Stratigraphic,21.654,-160.544,45.7143,3.15925,13.4185,4.53024,12.1012,14.3115,0.256759,1.3731,4.17513,0.960056,2.85,,,23.0,,293.0,477.0,,360.0,,118.0,18.0,29.9,1376.0,22.0,161.0,48.9,,,757.0,47.5,95.0,,44.0,8.56,3.0,,0.88,,,,,1.73,0.23,3.5,,,,4.9,,,,,,,0.2,0.89
1145,OIB,Kaula,Garcia_1986,samp.KA-34,Kaula,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/KAULA/PACIFICOCEAN,1.8,0.2,Stratigraphic,21.655,-160.545,45.1432,3.12087,13.1514,5.9479,13.9345,13.1053,0.368516,1.48558,2.7869,0.955837,2.94,,,21.0,,281.0,366.0,,294.0,,114.0,15.0,24.9,2274.0,21.0,151.0,51.4,,0.2,860.0,48.4,98.0,,45.0,9.01,2.96,,0.93,,,,,1.64,0.23,3.5,2.8,,,5.3,,,,,,,0.2,0.89
1146,OIB,Kaula,Garcia_1986,samp.KA-17,Kaula,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/KAULA/PACIFICOCEAN,1.8,0.2,Stratigraphic,21.652,-160.542,45.7945,2.88753,13.1744,5.2979,12.5878,13.6932,0.270706,1.34225,3.69965,1.25202,3.42,,,22.0,,279.0,412.0,,295.0,,115.0,15.0,19.6,2380.0,24.0,180.0,55.2,,0.2,947.0,55.7,114.0,,53.0,10.4,3.37,,1.13,,,,,1.94,0.25,3.7,3.2,,,5.3,,,,,,,0.2,0.89
1151,OIB,Molokai,Clague_1982,samp.71KAUH-2,East_Molokai,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE_OLIVINE,HAWAIIANISLANDS/MOLOKAI/EASTMOLOKAI/REJUVENATEDSTAGE/KALAUPAPABASALT/PACIFICOCEAN,0.324,0.044,K-Ar,21.18,-157.24,45.6916,1.73386,12.8887,12.4854,10.343,13.6303,0.180401,0.420936,2.41537,0.210468,0.795,,,24.0,,,581.0,69.0,,,100.0,,,,,,,,,,13.0,26.5,,18.5,3.7,1.29,4.1,0.45,,0.38,,,1.45,0.21,2.25,1.16,,,1.16,,0.703323,,,,,0.2,0.89
1152,OIB,Molokai,Clague_1982,samp.74KAL-1,East_Molokai,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE_OLIVINE,HAWAIIANISLANDS/MOLOKAI/EASTMOLOKAI/REJUVENATEDSTAGE/KALAUPAPABASALT/PACIFICOCEAN,0.519,0.049,K-Ar,21.18,-157.24,46.8488,1.62641,14.0137,12.7057,11.1496,10.6382,0.194351,0.276183,2.34244,0.20458,0.9,,11.0,26.0,,,572.0,71.0,,120.0,115.0,,40.0,319.0,18.0,69.0,16.0,,,160.0,14.0,30.0,,16.0,3.7,1.25,3.3,0.6,,0.4,,,1.7,0.22,1.9,4.2,,,1.3,0.28,0.703203,,,,,0.2,0.89
1155,OIB,Hawaii,Norman_1999,samp.KIL-1-7,Kilauea,Shield,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUNABASALT/PACIFICOCEAN,0.0,0.0,Stratigraphic,19.67,-154.43,49.3897,1.90659,10.5417,11.2378,8.60486,16.1102,0.171492,0.342984,1.53334,0.161404,0.672,,3.5,27.9,,243.0,930.0,71.0,758.0,71.0,89.0,15.1,5.8,245.0,22.0,127.0,11.0,,0.071,79.0,9.05,22.4,3.09,15.6,4.02,1.4,4.36,0.72,3.93,0.77,1.91,,1.58,0.22,3.2,,,0.74,0.71,0.22,,,,,,0.2,0.89
1156,OIB,Hawaii,Norman_1999,samp.KIL-1-10,Kilauea,Shield,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUNABASALT/PACIFICOCEAN,0.0,0.0,Stratigraphic,19.67,-154.43,48.7505,1.76929,9.89604,11.1655,8.11675,18.2327,0.169932,0.29988,1.44942,0.14994,0.639,,3.9,24.4,,228.0,,81.0,1045.0,96.0,105.0,15.5,5.5,236.0,21.0,122.0,10.7,,0.054,73.0,8.59,21.3,2.98,14.5,3.76,1.31,4.14,0.67,3.71,0.72,1.81,,1.49,0.21,2.92,,,0.68,0.65,0.21,,,18.464,15.471,38.088,0.2,0.89
1157,OIB,Hawaii,Norman_1999,samp.KIL-1-18,Kilauea,Shield,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUNABASALT/PACIFICOCEAN,0.0,0.0,Stratigraphic,19.67,-154.43,49.7229,2.04534,11.3048,11.4156,9.20907,13.9043,0.18136,0.392947,1.65239,0.171285,0.75,,3.5,29.2,,261.0,864.0,67.0,565.0,78.0,92.0,16.2,6.3,260.0,22.7,135.0,12.0,,0.078,86.0,9.94,25.0,3.43,17.2,4.43,1.52,4.94,0.77,4.34,0.84,2.14,,1.71,0.23,3.37,,,0.8,0.75,0.23,,,18.465,15.467,38.088,0.2,0.89
1158,OIB,Hawaii,Norman_1999,samp.KIL-2-1,Kilauea,Shield,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/EASTRIFTZONE/PUNABASALT/PACIFICOCEAN,0.0,0.0,Stratigraphic,19.67,-154.43,47.9416,1.70863,9.11271,11.301,7.38409,20.6435,0.159872,0.29976,1.29896,0.14988,0.609,,3.8,22.5,,211.0,1319.0,86.0,1087.0,64.0,93.0,14.5,5.4,219.0,19.8,117.0,10.3,,0.096,72.0,8.27,20.3,2.82,14.1,3.77,1.26,4.07,0.65,3.59,0.69,1.74,,1.41,0.2,2.82,,,0.71,0.61,0.19,,,18.426,15.463,38.073,0.2,0.89
1159,OIB,Hawaii,Norman_1999,samp.KIL1840,Kilauea,Shield,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/HAWAII/KILAUEA/SHIELDSTAGE/PACIFICOCEAN,0.0,0.0,Stratigraphic,19.5,-154.9,49.3101,2.10958,11.3777,11.2178,9.18816,14.2671,0.179964,0.369926,1.78964,0.189962,0.726,,3.6,25.4,,251.0,959.0,64.0,583.0,79.0,91.0,17.0,7.0,291.0,24.7,146.0,12.1,,0.065,95.0,9.68,24.2,3.36,17.0,4.52,1.57,5.01,0.79,4.4,0.85,2.09,,1.71,0.24,3.37,,,0.88,0.73,0.23,,,18.453,15.47,38.086,0.2,0.89
