,Area,Province,Author,Sample,Volcano,Stage,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,src_FeIII_totFe,src_Fo
0,1,2,3,4,5,6,7,8,9,10.0,11.0,12,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,1.38,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,0.2,0.89
1,OIB,Hawaii,Rhodes_1996,samp.R159-4.10,Mauna_Kea,Shield,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.2796,3.65259,13.3557,13.0462,11.4839,8.72169,0.202359,0.333893,2.55985,0.364247,1.47,,,,,327.0,611.0,,177.0,,131.0,23.0,1.3,448.0,30.3,227.0,24.5,,,190.0,15.0,49.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
2,OIB,Hawaii,Rhodes_1996,samp.R160-5.75,Mauna_Kea,Shield,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.5264,3.26039,12.0391,12.901,10.5811,11.3405,0.192383,0.425268,2.40985,0.324014,1.29,,,,,300.0,881.0,,324.0,,125.0,21.0,3.1,427.0,28.0,204.0,21.3,,,203.0,17.0,43.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
3,OIB,Hawaii,Rhodes_1996,samp.R168-7.75,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.5202,3.03256,13.9599,12.1063,12.1404,8.24856,0.192062,0.161737,2.31485,0.323473,1.26,,,,,282.0,391.0,,154.0,,118.0,21.0,1.3,427.0,29.8,205.0,18.9,,,131.0,16.0,42.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
4,OIB,Hawaii,Rhodes_1996,samp.R169-3.55,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.9492,3.10265,14.3168,12.1524,11.7718,7.42203,0.192648,0.243345,2.51457,0.3346,1.35,,,,,269.0,169.0,,115.0,,112.0,23.0,3.0,450.0,30.5,214.0,19.2,,,161.0,13.0,45.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.2,0.89
5,OIB,Hawaii,Rhodes_1996,samp.R171-4.55,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.1636,2.26037,11.2613,11.5922,10.8761,14.363,0.182451,0.162179,1.9056,0.233132,0.9,,,,,231.0,879.0,,456.0,,105.0,18.0,1.1,325.0,23.1,148.0,12.8,,,143.0,12.0,30.0,,,,,,,,,,,,,,,,1.0,,,,,,,,0.2,0.89
6,OIB,Hawaii,Rhodes_1996,samp.R177-2.60,Mauna_Kea,Shield,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,44.3254,4.01851,14.6026,13.9977,9.91436,8.33131,0.192807,0.852412,3.28787,0.476945,1.74,,,,,267.0,116.0,,151.0,,129.0,26.0,15.0,628.0,34.8,287.0,28.0,,,253.0,20.0,58.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
7,OIB,Hawaii,Rhodes_1996,samp.R180-5.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.7142,2.88624,12.8513,11.4179,10.6234,8.94227,0.172161,0.587374,2.49128,0.313942,1.11,,,,,238.0,413.0,,207.0,,110.0,20.0,10.1,387.0,29.0,199.0,17.0,,,157.0,13.0,37.0,,,,,,,,,,,,,,,,4.0,,,,,,,,0.2,0.89
8,OIB,Hawaii,Rhodes_1996,samp.R185-3.95,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.8182,2.92334,13.3725,11.7231,11.046,7.51572,0.182077,0.566461,2.53896,0.313577,1.05,,,,,277.0,295.0,,134.0,,110.0,21.0,9.6,388.0,28.8,197.0,17.9,,,172.0,16.0,35.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.2,0.89
9,OIB,Hawaii,Rhodes_1996,samp.R189-8.50,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,44.5491,1.17742,6.07996,12.0284,5.94801,28.6743,0.172553,0.0812015,1.16727,0.121802,0.54,,,,,143.0,1730.0,,1321.0,,103.0,9.0,0.2,172.0,13.2,78.0,6.9,,,66.0,3.0,18.0,,,,,,,,,,,,,,,,4.0,,,,,,,,0.2,0.89
10,OIB,Hawaii,Rhodes_1996,samp.R193-3.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,45.8025,1.86098,8.97948,12.3712,7.37273,21.6606,0.183047,0.0813543,1.49489,0.193216,0.69,,,,,189.0,1221.0,,930.0,,117.0,15.0,0.8,236.0,19.3,123.0,9.9,,,74.0,7.0,23.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.2,0.89
11,OIB,Hawaii,Rhodes_1996,samp.R197-0.80,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.1803,1.55857,7.35767,12.0115,6.74032,24.0567,0.182171,0.263136,1.48773,0.16193,0.51,,,,,165.0,1641.0,,1030.0,,102.0,12.0,4.3,205.0,16.3,102.0,8.5,,,79.0,9.0,17.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
12,OIB,Hawaii,Rhodes_1996,samp.R202-1.40,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.3737,2.77268,13.4789,11.7094,10.777,7.48826,0.182147,0.495844,2.42862,0.293459,0.87,,,,,267.0,209.0,,130.0,,110.0,21.0,7.9,378.0,28.0,179.0,14.3,,,146.0,10.0,29.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.2,0.89
13,OIB,Hawaii,Rhodes_1996,samp.R208-5.20,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.2853,2.73414,12.415,11.2621,10.7441,10.1366,0.172149,0.536701,2.39996,0.313919,1.23,,,,,224.0,486.0,,255.0,,110.0,20.0,9.2,415.0,25.0,180.0,17.0,,,157.0,15.0,41.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
14,OIB,Hawaii,Rhodes_1996,samp.R212-0.40,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,45.6524,1.73042,8.6419,12.2272,7.31864,22.6379,0.18322,0.0814313,1.36397,0.162863,0.69,,,,,189.0,1120.0,,961.0,,112.0,14.0,0.8,222.0,17.9,119.0,9.5,,,68.0,9.0,23.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
15,OIB,Hawaii,Rhodes_1996,samp.R214-3.00,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.8656,2.75344,13.2003,11.5862,10.8315,8.50327,0.182213,0.445409,2.34852,0.283442,0.9,,,,,267.0,371.0,,174.0,,111.0,20.0,6.7,362.0,27.6,176.0,14.5,,,121.0,14.0,30.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
16,OIB,Hawaii,Rhodes_1996,samp.R215-7.20,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.0619,1.51205,7.50953,11.7427,6.96154,24.3451,0.172516,0.192812,1.34969,0.15222,0.51,,,,,169.0,1494.0,,1133.0,,106.0,12.0,2.8,201.0,15.8,99.0,8.1,,,75.0,5.0,17.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.2,0.89
17,OIB,Hawaii,Rhodes_1996,samp.R221-4.40,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.2428,2.91035,14.1969,11.8071,11.3575,7.38236,0.182531,0.263656,2.36276,0.294078,1.05,,,,,253.0,249.0,,112.0,,112.0,23.0,3.1,386.0,30.0,191.0,15.3,,,99.0,16.0,35.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
18,OIB,Hawaii,Rhodes_1996,samp.R224-1.75,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,49.9063,2.75798,13.0322,11.29,10.6783,8.98111,0.171742,0.474817,2.4145,0.292972,1.11,,,,,243.0,433.0,,199.0,,106.0,21.0,7.1,361.0,27.9,185.0,15.3,,,134.0,14.0,37.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.2,0.89
19,OIB,Hawaii,Rhodes_1996,samp.R229-0.05,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.8962,2.30076,11.2493,11.5328,9.60007,13.662,0.173066,0.356312,1.99535,0.234148,0.78,,,,,221.0,849.0,,457.0,,112.0,18.0,5.6,310.0,23.6,152.0,12.7,,,120.0,12.0,26.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
20,OIB,Hawaii,Rhodes_1996,samp.R233-3.80,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.7107,2.27175,11.166,11.4525,9.27968,14.3404,0.172409,0.415811,1.95735,0.23326,0.72,,,,,217.0,982.0,,568.0,,110.0,17.0,5.9,300.0,23.0,147.0,12.6,,,110.0,11.0,24.0,,,,,,,,,,,,,,,,1.0,,,,,,,,0.2,0.89
21,OIB,Hawaii,Rhodes_1996,samp.R234-7.40,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.3154,2.39756,11.5832,11.7151,9.9949,13.1714,0.182093,0.283256,2.11431,0.242791,0.9,,,,,221.0,807.0,,419.0,,111.0,18.0,4.1,314.0,24.6,158.0,12.7,,,89.0,10.0,30.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
22,OIB,Hawaii,Rhodes_1996,samp.R243-8.40,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.2295,1.78723,8.78382,11.3393,8.2964,20.3196,0.17263,0.243713,1.65522,0.17263,0.57,,,,,183.0,1359.0,,832.0,,105.0,14.0,3.7,236.0,18.4,114.0,9.4,,,89.0,7.0,19.0,,,,,,,,,,,,,,,,1.0,,,,,,,,0.2,0.89
23,OIB,Hawaii,Rhodes_1996,samp.R246-5.20,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.4036,2.16824,10.3933,11.4586,8.91726,15.8902,0.173052,0.42754,1.94429,0.223949,0.75,,,,,213.0,955.0,,606.0,,110.0,17.0,6.9,301.0,22.1,148.0,13.2,,,118.0,13.0,25.0,,,,,,,,,,,,,,,,4.0,,,,,,,,0.2,0.89
24,OIB,Hawaii,Rhodes_1996,samp.R250-0.00,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.0867,2.30386,10.9814,11.6618,9.38797,14.8584,0.182685,0.284176,2.01968,0.23343,0.87,,,,,213.0,846.0,,541.0,,108.0,18.0,3.9,317.0,23.1,147.0,13.5,,,125.0,11.0,29.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
25,OIB,Hawaii,Rhodes_1996,samp.R251-3.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.8272,2.52721,13.2122,11.2243,10.5334,8.39032,0.17185,0.485223,2.36546,0.262829,0.96,,,,,244.0,365.0,,174.0,,105.0,21.0,7.6,350.0,25.8,164.0,14.9,,,125.0,13.0,32.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.2,0.89
26,OIB,Hawaii,Rhodes_1996,samp.R259-0.75,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.0843,1.76604,8.73885,11.6168,7.72389,20.9083,0.172544,0.253741,1.56305,0.172544,0.63,,,,,187.0,1434.0,,917.0,,109.0,14.0,4.1,228.0,18.0,114.0,9.4,,,77.0,6.0,21.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
27,OIB,Hawaii,Rhodes_1996,samp.R286-0.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.7648,1.97292,9.62176,11.4616,8.16483,18.4645,0.171998,0.333878,1.84139,0.20235,0.72,,,,,203.0,942.0,,762.0,,106.0,15.0,5.4,257.0,19.3,131.0,10.8,,,92.0,10.0,24.0,,,,,,,,,,,,,,,,1.0,,,,,,,,0.2,0.89
28,OIB,Hawaii,Rhodes_1996,samp.R298-0.50,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.3452,2.37526,12.2997,11.5784,10.3169,12.0932,0.175563,0.361453,0.227199,0.227199,0.81,,,,,239.0,670.0,,385.0,,107.0,19.0,4.6,303.0,23.5,146.0,12.1,,,95.0,10.0,27.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.2,0.89
29,OIB,Hawaii,Rhodes_1996,samp.R303-3.00,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.082,1.80112,8.93476,11.472,7.81159,20.5712,0.172017,0.283322,1.68981,0.182136,0.75,,,,,175.0,1275.0,,897.0,,103.0,14.0,4.6,245.0,18.1,120.0,10.1,,,92.0,9.0,25.0,,,,,,,,,,,,,,,,4.0,,,,,,,,0.2,0.89
30,OIB,Hawaii,Rhodes_1996,samp.R311-0.70,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.1527,2.28934,12.6116,11.4756,10.3223,10.2716,0.182337,0.273505,2.2083,0.212726,0.63,,,,,254.0,549.0,,194.0,,106.0,20.0,4.3,295.0,24.3,142.0,10.7,,,84.0,5.0,21.0,,,,,,,,,,,,,,,,4.0,,,,,,,,0.2,0.89
31,OIB,Hawaii,Rhodes_1996,samp.R315-3.35,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.3825,2.40649,10.5258,11.7184,8.64515,15.45,0.182003,0.434785,2.00203,0.252782,1.02,,,,,218.0,842.0,,615.0,,112.0,18.0,7.2,308.0,24.1,161.0,13.7,,,125.0,12.0,34.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.2,0.89
32,OIB,Hawaii,Rhodes_1996,samp.R319-1.30,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.6005,2.15534,10.2785,11.8649,8.72302,16.8767,0.183,0.284667,1.83,0.203334,0.78,,,,,213.0,1017.0,,707.0,,113.0,15.0,4.1,273.0,21.2,136.0,11.5,,,91.0,8.0,26.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
33,OIB,Hawaii,Rhodes_1996,samp.R322-3.50,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.6832,2.14295,10.2476,11.8344,8.7343,16.8186,0.182811,0.284373,1.85858,0.213279,0.6,,,,,205.0,976.0,,649.0,,107.0,17.0,5.1,247.0,19.5,125.0,9.8,,,98.0,13.0,20.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
34,OIB,Hawaii,Rhodes_1996,samp.R323-2.10,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.5696,2.69987,13.6814,11.3187,11.1029,7.46257,0.171902,0.364028,2.36618,0.262909,0.96,,,,,245.0,251.0,,113.0,,112.0,22.0,5.3,346.0,27.8,170.0,13.8,,,101.0,9.0,32.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.2,0.89
35,OIB,Hawaii,Rhodes_1996,samp.R327-2.80,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.3472,2.68073,13.4947,11.2323,11.1984,7.88035,0.171972,0.384407,2.34691,0.263015,0.93,,,,,269.0,332.0,,120.0,,107.0,23.0,6.1,355.0,27.4,171.0,14.5,,,127.0,10.0,31.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.2,0.89
36,OIB,Hawaii,Rhodes_1996,samp.R329-6.50,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.3574,2.67116,13.4772,11.2346,11.2007,7.87182,0.182124,0.384485,2.3575,0.263069,0.78,,,,,245.0,466.0,,165.0,,109.0,20.0,5.5,327.0,25.2,159.0,13.1,,,119.0,11.0,26.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
37,OIB,Hawaii,Rhodes_1996,samp.R331-1.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.7424,1.71653,8.71469,11.5429,7.32318,21.9797,0.172669,0.152355,1.48292,0.172669,0.57,,,,,187.0,1122.0,,1009.0,,112.0,14.0,1.4,218.0,17.5,108.0,9.5,,,61.0,6.0,19.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
38,OIB,Hawaii,Rhodes_1996,samp.R333-2.10,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,47.6546,2.12227,10.6418,11.5857,8.83433,16.8563,0.172625,0.192934,1.7364,0.203088,0.75,,,,,213.0,886.0,,686.0,,111.0,16.0,2.1,277.0,21.5,140.0,12.1,,,99.0,10.0,25.0,,,,,,,,,,,,,,,,1.0,,,,,,,,0.2,0.89
39,OIB,Hawaii,Rhodes_1996,samp.R340-5.15,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.2802,2.22396,10.8772,11.4155,9.0576,15.5475,0.171852,0.293159,1.90048,0.232505,0.75,,,,,222.0,839.0,,623.0,,110.0,17.0,4.5,293.0,21.6,144.0,13.4,,,110.0,10.0,25.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
40,OIB,Hawaii,Rhodes_1996,samp.R347-6.35,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.439,1.57576,8.12277,11.5442,6.97399,23.2907,0.172825,0.213489,1.51476,0.152492,0.54,,,,,178.0,1337.0,,1091.0,,108.0,13.0,3.1,206.0,15.6,101.0,8.6,,,83.0,8.0,18.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
41,OIB,Hawaii,Rhodes_1996,samp.R350-2.45,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.8486,2.6491,13.1747,11.245,11.1727,7.64397,0.171888,0.47522,2.35588,0.262888,0.93,,,,,248.0,326.0,,107.0,,107.0,21.0,7.9,353.0,26.4,170.0,14.1,,,126.0,15.0,31.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
42,OIB,Hawaii,Rhodes_1996,samp.R356-1.45,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,50.2388,2.63934,12.9531,11.4908,10.9533,8.51695,0.182723,0.395901,2.36525,0.263934,1.02,,,,,253.0,421.0,,134.0,,109.0,20.0,5.8,341.0,26.6,168.0,14.1,,,108.0,11.0,34.0,,,,,,,,,,,,,,,,4.0,,,,,,,,0.2,0.89
43,OIB,Hawaii,Rhodes_1996,samp.R362-0.55,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.966,1.77978,8.5328,11.5396,7.51578,21.4489,0.172893,0.244085,1.62723,0.172893,0.57,,,,,183.0,1331.0,,956.0,,104.0,14.0,3.6,231.0,17.8,113.0,9.2,,,86.0,5.0,19.0,,,,,,,,,,,,,,,,3.0,,,,,,,,0.2,0.89
44,OIB,Hawaii,Rhodes_1996,samp.R365-0.05,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.78,1.68157,8.12419,11.4848,7.19224,22.7011,0.172209,0.212728,1.4891,0.162079,0.72,,,,,176.0,1371.0,,1074.0,,108.0,13.0,3.6,217.0,16.6,109.0,9.3,,,74.0,6.0,24.0,,,,,,,,,,,,,,,,4.0,,,,,,,,0.2,0.89
45,OIB,Hawaii,Rhodes_1996,samp.R371-0.30,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,48.0024,1.97854,9.78109,11.5034,8.21855,18.0504,0.172488,0.33483,1.75532,0.202927,0.75,,,,,202.0,983.0,,792.0,,108.0,16.0,5.5,262.0,19.8,128.0,12.2,,,94.0,7.0,25.0,,,,,,,,,,,,,,,,4.0,,,,,,,,0.2,0.89
46,OIB,Hawaii,Rhodes_1996,samp.R374-5.90,Mauna_Kea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNAKEA/SHIELDSTAGE/PACIFICOCEAN,0.324,0.123,Stratigraphic,19.74,-155.05,46.9877,1.66941,8.5099,11.3484,7.36982,22.028,0.173048,0.244303,1.50654,0.162869,0.6,,,,,177.0,1403.0,,936.0,,99.0,13.0,4.4,224.0,16.7,105.0,9.0,,,74.0,7.0,20.0,,,,,,,,,,,,,,,,1.0,,,,,,,,0.2,0.89
