Area,Province,Author,Sample,Unique_Id,Flow,RockType,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longitude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb
1,MARR38,MURTON/2002,DAR0080-143-003,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,61.263,-27.597,49.81,1.32,14.22,12.03,11.81,7.99,0.2,0.12,1.98,0.13,,,,48.2,1.314298831,375,334,,122,109,104.1,15.2,1.94,81,29.8,69.8,5.02,,0.02,,3.5,9.24,1.39,7.63,2.56,0.92,3.67,0.71,4.96,1.1,3.24,,3.09,0.45,1.96,0.3,,0.81,0.25,0.11,,,,,
1,MARR38,MURTON/2002,DAR0080-146-001,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,61.407,-27.41,50.22,0.97,14.8,10.93,12.65,7.94,0.19,0.07,1.86,0.08,,,,49.3,0.958684474,336,166,,89,117,87.3,14.7,0.81,66,25.3,46.9,1.61,,0.01,,1.55,4.71,0.79,4.74,1.83,0.7,2.81,0.57,4.02,0.92,2.71,,2.66,0.39,1.37,0.11,,0.27,0.09,0.05,,,,,
1,MARR38,MURTON/2002,DAR0080-144-002,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,61.292,-27.603,49.95,1.01,15.71,10.51,12.76,7.46,0.18,0.07,1.97,0.08,,,,47,1.000170284,317,171,,82,108,83.3,15.5,1.04,75,25.2,49.7,1.59,,,,1.54,4.67,0.81,4.85,1.89,0.75,2.97,0.59,4.12,0.94,2.74,,2.64,0.39,1.46,0.11,,0.12,0.1,,,,,,
1,MARR38,MURTON/2002,DAR0080-140-006,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,61.024,-27.955,49.87,0.92,15.86,10.3,12.98,7.57,0.18,0.07,1.89,0.07,,,,45.7,0.908617696,312,250,,92,111,81.2,15.1,0.95,65,25.1,43.9,1.61,,0.01,,1.44,4.35,0.74,4.47,1.77,0.69,2.77,0.56,4.02,0.92,2.71,,2.66,0.39,1.32,0.1,,0.18,0.1,,,,,,
1,MARR38,TAYLOR/1997+ADs-MURTON/2002,DAR0080-136-002,,,,,ICP-MS+ADs-XRF+ADs-ICP-MS-ID,,,WR,60.832,-28.247,50.37,0.93,15.16,10.24,12.72,8.18,0.18,0.04,1.85,0.07,,,,48.1,0.924494157,313,276,,98,108,81.7,13.9,0.77,65,25.2,44.7,1.21,,0.01,,1.27,4.07,0.73,4.33,1.73,0.72,2.87,0.58,4.12,0.93,2.77,,2.7,0.4,1.41,0.09,,0.24,0.07,0.03,,,,,
1,MARR38,Kelley/Kingsley/andSchilling/inrevision,TRI0101-029-005,,,,,ICP-MS,,,WR,61.1,-27.88,50.43,1.13,14.03,11.63,12.24,7.85,0.21,0.06,2.03,0.11,,,5.8,48.7,1.168614357,349,208,48.9,92,102,101.2,16.7,0.845,65,28.2,53.3,1.798,,,,1.12,4.72,1.01,5.62,2.28,0.911,3.3,0.659,4.65,1.061,3.17,,3.07,0.47,1.02,0.1229,0.013,0.286,,0.057,0.70272,0,18.349,15.466,37.926
1,MARR38,Kelley/Kingsley/andSchilling/inrevision,TRI0101-030-010,,,,,ICP-MS,,,GL,61.09,-27.9,50.24,1.05,14.72,11.16,12.08,8.21,0.18,0.05,1.94,0.09,,,4.5,49.6,1.084808013,339,325,50.3,105,112,86.6,15.6,,61,27.3,51.8,1.112,0.39,0.015,,1.1,4.92,0.98,5.66,2.21,0.858,3.22,0.641,4.46,1.033,3.05,,2.98,0.45,1.16,0.0816,0.013,0.196,0.072,0.028,0.702733,0.513109,18.361,15.451,37.896
1,MARR38,Kelley/Kingsley/andSchilling/inrevision,TRI0041-046-001,,,,,ICP-MS,,,WR,61.37,-27.4,50.84,1.11,14.01,10.56,12.73,8.06,0.18,0.08,2,0.1,,,3,49.9,1.076961603,333,217,48.6,97,122,86.4,15.9,1.197,77,25.6,56.9,2.73,0.064,0.023,,2.06,6.91,1.23,6.36,2.31,0.878,3.23,0.611,4.21,0.94,2.81,,2.67,0.41,1.2,0.1816,0.013,0.243,0.148,0.049,0.702837,0.513103,18.475,15.476,38.038
1,MARR38,Kelley/Kingsley/andSchilling/inrevision,TRI0101-029-004,,,,,ICP-MS,,,GL,61.1,-27.88,50.56,1.23,14.06,12.08,12.05,7.22,,0.06,2.13,0.1,,,5.6,52.2,1.167946578,376,221,49.5,91,107,92,16.4,1.07,65,28.8,55.7,,0.051,,,1.5,5.68,1.11,6.11,2.35,0.927,3.41,0.676,4.74,1.064,3.19,,3.14,0.48,1.25,,0.013,0.224,0.065,0.025,0,0.513153,18.326,15.453,37.882
1,MARR38,Kelley/Kingsley/andSchilling/inrevision,TRI0101-030-002,,,,,ICP-MS,,,GL,61.09,-27.9,,,,,,,,,,,,,5.5,46.6,1.114524207,333,302,50.2,103,108,100.1,16.5,0.559,65,26.1,53.4,1.262,,,,1.16,4.91,1.03,5.99,2.39,0.914,3.15,0.674,4.66,1.058,3.16,,3.1,0.46,1.26,,0.01,0.251,0.056,0.021,0,0.513164,18.337,15.445,37.892
1,MARR39,MURTON/2002,DAR0080-133-003,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,60.599,-28.605,49.58,1.2,14.24,12.08,11.61,7.31,0.2,0.05,2.13,0.09,,,,52.5,1.201919866,387,163,,85,113,102.5,16.5,0.86,69,33,59.9,1.59,,0.01,,1.66,5.33,0.94,5.85,2.35,0.9,3.67,0.75,5.29,1.2,3.56,,3.47,0.51,1.8,0.11,,0.26,0.1,0.05,,,,,
1,MARR39,MURTON/2002,DAR0080-131-001,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,60.463,-28.712,49.99,1.13,14.29,11.55,12.37,7.95,0.2,0.07,2.07,0.08,,,,53.6,1.120469115,362,286,,96,127,92.5,16,0.62,72,30.4,54.6,1.04,,,,1.35,4.63,0.86,5.41,2.2,0.86,3.47,0.7,4.96,1.12,3.33,,3.22,0.47,1.71,0.08,,0.09,0.06,0.04,,,,,
1,MARR39,Kelley/Kingsley/andSchilling/inrevision,TRI0101-031-009,,,,,ICP-MS,,,GL,60.73,-28.42,50.51,1.02,14.55,11.13,12.45,7.79,0.2,0.03,1.99,0.08,,,4.2,50.7,1.0360601,345,197,49.2,76,112,,16.2,0.23,60,28,48.9,0.779,0.463,,,0.62,3.89,0.86,5.02,2.1,0.843,3.21,0.636,4.46,1.026,3.06,,2.98,0.46,1.02,0.062,0.016,0.176,0.051,,0.702702,0.513133,18.217,15.447,37.794
1,MARR39,Kelley/Kingsley/andSchilling/inrevision,TRI0101-031-002,,,,,ICP-MS,,,GL,60.73,-28.42,,,,,,,,,,,,,3.5,53,1.124040067,358,200,49.3,74,111,91.5,17,0.805,71,28.8,54.6,1.412,0.04,,,1.19,5.14,1.03,5.79,2.29,0.908,3.35,0.673,4.71,1.061,3.18,,3.04,0.47,1.21,0.1011,0.017,0.201,0.084,,0,0.513169,18.255,15.437,37.804
1,MARR40,MURTON/2002,DAR0080-124-001,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,60.252,-29.106,50.09,1.06,14.62,11.57,12.21,7.8,0.2,0.06,2.01,0.09,,,,51.6,1.047585977,357,221,,98,110,93,15.5,0.56,66,28.5,51.7,1.28,,0.01,,1.39,4.52,0.81,4.98,2,0.78,3.17,0.64,4.55,1.03,3.07,,3.01,0.44,1.53,0.08,,0.27,0.07,,,,,,
1,MARR40,MURTON/2002,DAR0080-130-001,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,60.429,-28.884,50.31,1.07,15.31,11.32,12.15,7.12,0.19,0.06,2.09,0.08,,,,47.4,1.065358932,346,151,,80,107,93,16,0.63,68,29.5,52.4,1.19,,0.01,,1.35,4.47,0.82,5.1,2.05,0.8,3.27,0.66,4.71,1.07,3.18,,3.09,0.45,1.57,0.08,,0.23,0.07,0.03,,,,,
1,MARR40,MURTON/2002,DAR0080-126-001,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,60.307,-28.986,50.01,1.02,15.01,10.96,12.48,7.94,0.19,0.06,1.95,0.08,,,,50.1,1.009068447,339,264,,100,112,88.9,14.7,0.69,68,27.4,48.8,1.04,,0.01,,1.3,4.34,0.79,4.92,2,0.78,3.13,0.63,4.47,1.03,3.02,,2.92,0.43,1.54,0.08,,,0.06,0.03,,,,,
1,MARR40,MURTON/2002,DAR0080-121-003,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,60.148,-29.19,50.36,0.94,14.62,11.15,12.52,7.92,0.19,0.03,1.96,0.07,,,,51,0.931579299,333,205,,91,123,89.7,15.2,0.45,62,26.1,41.7,0.73,,0.01,,1.02,3.53,0.66,4.22,1.77,0.72,2.94,0.59,4.23,0.97,2.86,,2.8,0.41,1.34,,,,0.04,,,,,,
1,MARR40,MURTON/2002,DAR0080-122-004,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,60.197,-29.155,50.23,0.86,14.93,10.73,12.83,8.01,0.19,0.02,1.92,0.06,,,,48.9,0.849881469,309,153,,82,126,82.6,15.2,0.25,59,24.4,38.8,,,,,0.77,2.84,0.55,3.65,1.59,0.65,2.64,0.54,3.88,0.88,2.6,,2.53,0.37,1.17,0.04,,0.13,0.03,0.02,,,,,
1,MARR40,MURTON/2002,DAR0080-129-002,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,60.401,-28.905,50.05,0.97,15.28,10.8,12.44,7.91,0.19,0.05,1.96,0.08,,,,48.2,0.964771285,329,200,,103,120,86,15.2,0.62,65,27.1,47.2,1.14,,0.01,,1.27,4.18,0.75,4.62,1.9,0.74,2.97,0.61,4.33,0.99,2.95,,2.91,0.43,1.45,0.08,,0.35,0.07,0.03,,,,,
1,MARR40,Kelley/Kingsley/andSchilling/inrevision,TRI0101-033-006,,,,,ICP-MS,,,GL,60.45,-28.88,50.38,1.01,14.03,9.26,12.09,7.89,0.19,0.04,2.05,0.13,,,5.4,48.4,1.030717863,323,242,50.1,98,119,95.9,15.7,,59,27,45.8,0.754,,,,0.5,3.3,0.82,4.8,2.02,0.81,3.06,0.623,4.42,1.014,3,,2.92,0.44,0.83,0.058,0.011,0.22,,0.027,0.702784,0.513161,18.254,15.435,37.796
1,MARR41,MURTON/2002,DAR0080-104-006,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.798,-29.787,50.32,1.29,14.04,12.44,11.51,7.37,0.21,0.08,2.31,0.11,,,,49.7,1.279527546,390,160,,80,99,103.5,16.7,0.93,71,34,66.8,1.73,,0.01,,1.82,5.81,1.03,6.28,2.47,0.93,3.86,0.78,5.49,1.25,3.69,,3.61,0.53,1.94,0.12,,0.29,0.11,0.05,,,,,
1,MARR41,MURTON/2002,DAR0080-100-001,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.672,-29.877,50.49,1.11,14.35,11.63,11.91,7.74,0.2,0.05,2.15,0.09,,,,52.7,1.099998331,369,190,,90,98,94.9,16,0.74,66,30.4,53.2,1.26,,0.01,,1.43,4.7,0.84,5.26,2.14,0.83,3.41,0.69,4.92,1.12,3.3,,3.23,0.48,1.64,0.1,,0.07,0.08,0.05,,,,,
1,MARR41,MURTON/2002,DAR0080-111-002,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.953,-29.524,50.35,1.16,14.42,11.83,11.83,7.7,0.2,0.07,2.04,0.1,,,,50.4,1.149065109,371,285,,100,103,97.8,15.6,0.85,70,30.8,58.8,1.71,,0.01,,1.74,5.41,0.94,5.7,2.24,0.86,3.52,0.71,4.97,1.12,3.31,,3.26,0.48,1.72,0.11,,0.29,0.11,0.05,,,,,
1,MARR41,MURTON/2002,DAR0080-112-001,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.999,-29.485,49.76,1.09,14.58,11.67,11.84,8.39,0.2,0.06,2.03,0.09,,,,48.2,1.080001669,348,245,,121,109,93.3,15.4,0.76,69,28.9,53,1.25,,0.01,,1.43,4.69,0.84,5.21,2.08,0.81,3.35,0.66,4.72,1.06,3.15,,3.07,0.45,1.63,0.09,,,0.08,0.03,,,,,
1,MARR41,MURTON/2002,DAR0080-103-004,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.778,-29.841,50.25,0.92,14.54,10.79,12.65,8.27,0.19,0.04,2,0.08,,,,52.6,0.909429048,326,105,,79,123,83.6,14.8,0.51,69,25.3,44,0.94,,,,1.16,3.81,0.69,4.33,1.77,0.71,2.81,0.57,4.08,0.92,2.73,,2.67,0.38,1.33,0.07,,,0.06,,,,,,
1,MARR41,MURTON/2002,DAR0080-117-004,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,60.093,-29.32,49.97,1.05,14.86,11.16,12.14,8.19,0.19,0.04,2.06,0.08,,,,48.9,1.043472454,338,273,,119,109,88.3,14.9,0.58,68,29.3,50,1.05,,0.01,,1.28,4.31,0.79,4.97,2.05,0.8,3.23,0.66,4.71,1.07,3.16,,3.09,0.45,1.56,0.08,,0.34,0.06,0.03,,,,,
1,MARR41,MURTON/2002,DAR0080-105-001,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.83,-29.754,50.23,0.95,14.79,10.58,12.43,8.49,0.18,0.05,1.94,0.08,,,,48,0.937051753,318,308,,112,111,84.4,14.8,0.75,66,26,44.5,1.15,,0.01,,1.25,4.06,0.72,4.48,1.8,0.71,2.92,0.59,4.19,0.96,2.81,,2.74,0.4,1.39,0.08,,,0.07,0.03,,,,,
1,MARR41,MURTON/2002,DAR0080-108-003,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.877,-29.619,50.29,0.74,14.84,9.55,13.1,9.19,0.17,0.04,1.76,0.06,,,,50.3,0.73330384,291,340,,113,135,73.2,14.1,0.4,59,21.1,32.8,0.67,,,,0.86,2.91,0.53,3.35,1.41,0.57,2.26,0.47,3.36,0.77,2.27,,2.23,0.32,1.02,0.05,,0.14,0.04,0.02,,,,,
1,MARR41,Galeetal./thisstudy,MARRKJN2746,,,,,ICP-MS,,,GL,59.8,-29.7,,,,,,,,,,,,,,,,,,,,,,,0.34,65,26.1,43.7,1.3,,,,1.11,3.71,0.69,4.62,1.78,0.82,2.84,0.58,3.9,0.84,2.44,,2.72,0.39,1.26,,,0.19,0.078,,,,,,
1,MARR41,Galeetal./thisstudy,MARRKJN2750-4,,,,,ICP-MS,,,GL,59.8,-29.7,,,,,,,,,,,,,,,,,,,,,,,0.54,69,25,38.8,1.15,,0.01,,1.37,4.26,0.79,4.96,1.72,0.78,2.75,0.57,3.74,0.83,2.4,,2.53,0.37,1.18,,,0.16,0.069,,,,,,
1,MARR41,Galeetal./thisstudy,MARRKJN2750-6A,,,,,ICP-MS,,,GL,59.8,-29.7,,,,,,,,,,,,,,,,,,,,,,,0.55,77,27.1,49.8,1.47,,,,1.36,4.48,0.83,5.47,1.95,0.93,3.03,0.63,4.01,0.87,2.47,,2.82,0.4,1.38,,,0.14,0.063,,,,,,
1,MARR41,Galeetal./thisstudy,MARRKJN2751-3,,,,,ICP-MS,,,GL,59.8,-29.7,,,,,,,,,,,,,,,,,,,,,,,0.55,77,27.7,51.2,1.62,,,,1.41,4.59,0.84,5.57,2,0.88,3.11,0.63,4.13,0.87,2.54,,2.85,0.41,1.35,0.108,,0.22,0.084,,,,,,
1,MARR41,Galeetal./thisstudy,MARRKJN2757,,,,,ICP-MS,,,GL,59.8,-29.7,,,,,,,,,,,,,,,,,,,,,,,0.35,64,25.7,43.4,1.06,,0.005,,1.12,3.7,0.68,4.51,1.73,0.79,2.78,0.56,3.8,0.83,2.39,,2.69,0.39,1.2,,,0.14,,0.018,,,,,
1,MARR41,Galeetal./thisstudy,MARRKJN2775-7,,,,,ICP-MS,,,GL,59.88,-29.65,,,,,,,,,,,,,,,,,,,,,,,0.67,74,36.9,67.2,1.82,,,,1.82,5.89,1.09,7.06,2.7,1.09,4.07,0.81,5.29,1.14,3.32,,3.69,0.53,1.7,0.122,,0.25,0.11,,,,,,
1,MARR41,Galeetal./thisstudy,MARRKJN2775-8,,,,,ICP-MS,,,GL,59.88,-29.65,,,,,,,,,,,,,,,,,,,,,,,0.74,74,39.2,75.2,1.78,,0.001,,1.95,6.38,1.18,7.41,2.87,1.07,4.43,0.83,5.56,1.28,3.71,,3.77,0.59,2,,,0.28,0.089,,,,,,
1,MARR41,Galeetal./thisstudy,MARRKJN2783,,,,,ICP-MS,,,GL,59.8,-29.7,,,,,,,,,,,,,,,,,,,,,,,0.54,70,29.6,50.6,1.38,,0.004,,1.48,4.55,0.83,5.25,2.04,0.88,3.21,0.65,4.33,0.96,2.83,,3.02,0.44,1.38,,,,0.09,,,,,,
1,MARR41,Galeetal./thisstudy,MARRKJN2793-1,,,,,ICP-MS,,,GL,59.85,-29.74,,,,,,,,,,,,,,,,,,,,,,,0.75,74,40,76.3,1.69,,0.007,,2,6.45,1.2,7.48,2.99,1.09,4.56,0.84,5.64,1.27,3.73,,3.78,0.59,2.01,,,0.34,0.1,,,,,,
1,MARR41,Galeetal./thisstudy,TRI0041-022,,,,,ICP-MS,,,GL,60.02,-29.475,,,,,,,,,,,,,,,,,,,,,,,0.745,69,32,58.3,1.256,,0.01,,1.482,5.155,0.966,5.847,2.47,0.913,3.60468,0.722,5.031,1.124,3.43288,,3.355,0.52,1.664,0.08,,0.155,0.083,,,,,,
1,MARR41,Galeetal./thisstudy,TRI0041-038-100,,,,,ICP-MS,,,WR,59.985,-29.525,,,,,,,,,,,,,,,,,,,,,,,0.786,73,32.8,63.1,1.47,,0.011,,1.719,5.726,1.121,6.504,2.652,0.965,3.80556,0.757,5.185,1.152,3.51663,,3.382,0.53,1.811,0.092,,0.107,0.097,0.037,,,,,
1,MARR41,Galeetal./thisstudy,MARRKJN2793-3,,,,,ICP-MS,,,GL,59.85,-29.74,50.98,1.47,13.63,13.18,11.45,6.29,,0.08,2.23,0.13,,,,,,,,,,,,,0.87,71,32.7,70.4,1.88,,0.008,,2.34,7.32,1.26,7.05,2.48,0.93,3.93,0.74,5.17,1.23,3.68,,3.33,0.57,1.91,0.145,,0.4,0.107,,,,,,
1,MARR41,Galeetal./thisstudy,MARRKJN2775-2,,,,,ICP-MS,,,GL,59.87,-29.7,50.21,0.99,14.93,10.62,12.79,7.86,,0.06,1.94,0.12,,,,,,,,,,,,,0.58,68,34.3,60,1.85,,0.002,,1.56,5.14,0.97,6.34,2.34,1.04,3.68,0.75,4.94,1.07,3.15,,3.47,0.5,1.65,,,0.25,0.076,,,,,,
1,MARR41,Galeetal./thisstudy,MARRKJN2782,,,,,ICP-MS,,,GL,59.76,-29.79,50.63,1.41,14.12,12.86,11.27,6.79,,0.06,2.21,0.12,,,,,,,,,,,,,0.49,84,34.4,62.4,1.5,,0.009,,1.54,5.07,0.99,6.54,2.56,1.08,3.92,0.78,5.03,1.09,3.15,,3.5,0.49,1.67,,,0.21,0.07,,,,,,
1,MARR41,Galeetal./thisstudy,MARRKJN2775-3A,,,,,ICP-MS,,,GL,59.88,-29.69,50.6,0.96,14.74,10.42,12.88,7.89,,0.05,1.9,0.09,,,,,,,,,,,,,0.62,76,32.3,60.1,1.66,,,,1.61,5.19,0.95,6.22,2.45,0.99,3.74,0.72,4.76,1.03,2.98,,3.28,0.48,1.72,,,0.21,0.089,,,,,,
1,MARR41,Kelley/Kingsley/andSchilling/inrevision,TRI0041-019-001,,,,,ICP-MS,,,GL,59.99,-29.43,50.28,1.02,14.91,10.97,12.03,8.22,0.18,0.04,2.01,0.08,,,4,45.2,1.059098497,329,145,51.7,98,107,89.1,16.2,0.274,63,28.8,55.6,1.264,0.554,,,0.89,4.74,0.96,5.54,2.21,0.858,3.3,0.646,4.44,1.026,3.08,,2.99,0.46,1.17,,0.012,,0.058,0.022,0.702802,0.513165,18.263,15.459,37.838
1,MARR41,Kelley/Kingsley/andSchilling/inrevision,TRI0041-022-001,,,,,ICP-MS,,,WR,60.02,-29.48,50.25,1.06,14.61,10.93,12.56,7.98,0.18,0.04,2.04,0.09,,,4.6,48.8,1.052420701,324,246,47.7,106,101,85,16,,65,27.6,51.8,1.02,0.365,,,0.95,4.61,0.92,5.39,2.17,0.862,3.18,0.631,4.54,1.042,3.08,,3.03,0.46,1.14,0.0755,0.013,0.2,0.066,0.02,0.702839,0.513143,0,0,0
1,MARR41,Kelley/Kingsley/andSchilling/inrevision,TRI0041-038-002,,,,,ICP-MS,,,WR,59.99,-29.51,50.16,1.2,14.65,11.76,11.75,7.71,0.19,0.08,2.09,0.1,,,,45.2,1.088313856,338,159,46,72,98,88.2,15.7,0.4,69,30.1,59.7,1.183,0.483,,,1.71,6,1.05,6.07,2.41,0.914,3.65,0.707,4.9,1.113,3.25,,3.25,0.49,1.19,,0.014,0.241,0.059,0.032,0.702842,0.513179,18.217,15.441,37.79
1,MARR41,Kelley/Kingsley/andSchilling/inrevision,TRI0041-020-003,,,,,ICP-MS,,,GL,60.03,-29.38,50.37,1.15,14.35,11.7,12.06,7.71,0.21,0.05,2.01,0.1,,,,51.2,1.155592654,361,176,56.9,134,112,96.8,16,0.713,64,30.5,59,1.127,0.059,,,1.06,5.03,1.04,5.91,2.43,0.939,3.48,0.699,4.95,1.136,3.43,,3.31,0.51,1.35,0.0857,0.027,0.204,0.072,,0.702851,0.513157,18.27,15.443,37.835
1,MARR41,Kelley/Kingsley/andSchilling/inrevision,TRI0041-018-002,,,,,ICP-MS,,,GL,59.99,-29.53,50.61,1.3,13.68,12.42,11.48,7.6,0.21,0.04,2.27,0.12,,,,50.8,1.121869783,353,218,49.9,73,110,92.4,17.3,,66,30.2,55,,0.386,,,0.89,4.7,0.97,5.71,2.34,0.914,3.37,0.68,4.93,1.118,3.33,,3.29,0.49,1.27,,0.011,0.177,0.025,0.011,0,0.513146,18.316,15.515,37.978
1,MARR41,Kelley/Kingsley/andSchilling/inrevision,TRI0041-022-004,,,,,ICP-MS,,,GL,60.02,-29.48,,,,,,,,,,,,,4.4,53.9,1.149749583,355,259,50.4,95,116,92.4,16.6,,66,31.4,58.3,1.128,0.387,,,1.05,5.14,1.04,5.96,2.41,0.935,3.61,0.699,5.05,1.167,3.43,,3.41,0.51,1.27,0.0829,0.013,0.193,0.071,0.019,0,0.513155,18.254,15.443,37.81
1,MARR42,MURTON/2002,DAR0080-091-001,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.258,-30.575,49.55,1.06,14.18,11.22,11.71,8.39,0.19,0.08,2,0.09,,,,51.1,1.058694491,352,323,,135,107,94.9,15.9,0.59,66,29.2,53.1,1.25,,0.01,,1.4,4.59,0.83,5.2,2.09,0.8,3.33,0.67,4.72,1.08,3.15,,3.09,0.45,1.61,0.08,,0.3,0.08,0.03,,,,,
1,MARR42,MURTON/2002,DAR0080-097-013,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.512,-30.085,50.18,1.2,14.3,12.02,11.67,7.84,0.2,0.07,2.11,0.1,,,,50.2,1.19557596,374,270,,109,101,100.2,15.2,0.89,67,33.3,61.2,1.65,,0.01,,1.71,5.49,0.97,5.95,2.36,0.88,3.65,0.73,5.25,1.18,3.51,,3.43,0.47,1.86,0.11,,0.38,0.1,0.05,,,,,
1,MARR42,MURTON/2002,DAR0080-098-003,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.597,-30.037,50.38,1.23,14.17,12.05,11.74,7.65,0.2,0.08,2.08,0.1,,,,53,1.219671119,389,255,,100,103,101.2,15.6,0.98,68,32.9,64.7,1.75,,0.01,,1.79,5.66,0.99,6.05,2.39,0.9,3.73,0.75,5.27,1.21,3.55,,3.45,0.51,1.87,0.12,,0.22,0.1,0.04,,,,,
1,MARR42,MURTON/2002,DAR0080-092-001,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.258,-30.575,50.54,1.2,14.57,11.75,11.78,7.37,0.2,0.07,2.12,0.1,,,,49.9,1.192983306,371,199,,83,94,98.2,16.1,1.05,74,31.6,61.5,1.68,,0.02,,1.75,5.53,0.97,5.92,2.32,0.89,3.6,0.73,5.1,1.17,3.42,,3.33,0.49,1.8,0.12,,,0.1,0.05,,,,,
1,MARR42,MURTON/2002,DAR0080-089-001,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.205,-30.555,49.96,1.03,14.7,11.26,12.07,8.35,0.19,0.04,2.04,0.1,,,,51.5,1.023397329,350,345,,122,111,90.7,15.5,0.5,68,28.7,48.4,0.86,,,,1.13,3.92,0.74,4.76,1.98,0.78,3.17,0.65,4.63,1.07,3.13,,3.06,0.45,1.52,0.06,,,0.05,,,,,,
1,MARR42,MURTON/2002,DAR0080-085-004,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.055,-30.718,50.33,0.96,14.62,10.86,12.19,8.54,0.19,0.05,1.91,0.08,,,,48.5,0.95209182,324,373,,131,100,87.3,15.3,0.58,63,26.4,47.1,0.93,,0.01,,1.14,3.86,0.7,4.45,1.84,0.72,2.97,0.59,4.21,0.96,2.83,,2.76,0.41,1.43,,,0.07,0.06,,,,,,
1,MARR42,MURTON/2002,DAR0080-090-002,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.223,-30.49,49.94,1.01,14.87,11.06,12.12,8.35,0.19,0.05,2.04,0.09,,,,52.2,1.002931553,345,348,,121,110,95.5,15.3,0.49,66,28.3,47.6,0.83,,,,1.09,3.84,0.72,4.62,1.94,0.77,3.16,0.63,4.53,1.04,3.05,,2.99,0.44,1.47,0.06,,0.02,0.05,,,,,,
1,MARR42,MURTON/2002,DAR0080-086-008,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.089,-30.687,50.46,1.11,14.85,11.24,12.02,7.59,0.19,0.06,2.11,0.09,,,,46.9,1.100280467,344,191,,81,95,91.8,15.8,0.68,69,30,54,1.15,,0.01,,1.38,4.61,0.84,5.28,2.13,0.83,3.37,0.68,4.83,1.09,3.23,,3.13,0.46,1.64,0.08,,0.24,0.07,,,,,,
1,MARR42,MURTON/2002,DAR0080-093-001,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,59.318,-30.397,50,0.94,14.96,10.28,12.25,9.07,0.18,0.05,1.93,0.07,,,,45.5,0.933125209,301,438,,156,102,79.6,14.6,0.53,69,26.1,45,0.91,,,,1.14,3.87,0.71,4.51,1.86,0.73,2.9,0.58,4.2,0.94,2.82,,2.73,0.37,1.41,0.07,,0.2,0.05,,,,,,
1,MARR43,MURTON/2002,DAR0080-078-002,,,,,XRF+ADs-ICP-MS+ADs-ICP-MS-ID,,,WR,58.937,-30.97,50.15,1.15,14.68,11.1,12.21,8.01,0.19,0.09,1.97,0.11,,,,48.5,1.140550918,353,386,,117,104,91.3,16.3,1.42,76,28.8,57.9,3.24,,0.02,,2.52,7.04,1.11,6.35,2.25,0.83,3.41,0.67,4.64,1.04,3.08,,2.97,0.43,1.75,0.2,,0.31,0.17,0.08,,,,,
