Area,Province,Author,Sample,Unique_Id,Flow,RockType,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longitude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb
1,AARR1,JennerandO'Neill/2012,MELVULC-5-024-025,,,,,LA-ICP-MS,,,GL,-56.04,-4.7,50.83,2.31,14.25,11.26,10.29,6.31,,0.22,3.52,0.27,,,7.3,45.5,2.45,383,129,41.4,45,58,123.8,20.8,4.21,152,44.8,176,7.18,1.9,0.047,0.88,8.2,22.27,3.53,18.39,5.84,1.93,6.97,1.26,8.27,1.78,5.08,,4.9,0.71,4.47,0.44,0.025,1.09,0.585,0.166,,,,,
1,AARR1,JennerandO'Neill/2012,MELVULC-5-024-032,,,,,LA-ICP-MS,,,GL,-56.04,-4.7,50.64,2.31,14.37,11.29,10.34,6.3,,0.22,3.53,0.27,,,7.6,45.7,2.44,382,130,41.4,47,57,125.2,20.8,4.21,151,44.7,175.3,7.15,1.9,0.047,0.93,8.13,22.19,3.52,18.2,5.78,1.9,6.94,1.22,8.14,1.73,5,,4.86,0.7,4.35,0.42,0.026,1.07,0.584,0.166,,,,,
1,AARR1,JennerandO'Neill/2012,MELVULC-5-024-017,,,,,LA-ICP-MS,,,GL,-56.04,-4.7,50.92,2.31,14.29,11.09,10.45,6.39,,0.21,3.38,0.24,,,7.1,44.5,2.4,373,127,40.9,48,58,123.9,20.6,4.22,151,44.3,169.8,7.04,1.9,0.049,0.88,8.01,22.02,3.46,17.94,5.65,1.89,6.94,1.19,8.11,1.72,4.97,,4.77,0.69,4.3,0.42,0.024,1.07,0.56,0.167,,,,,
1,AARR3,JennerandO'Neill/2012,MELVULC-5-027-019,,,,,LA-ICP-MS,,,GL,-56.89,-6.04,49.72,1.24,16.27,8.83,11.55,8.52,,0.13,3.03,0.14,,,4.5,36.8,1.32,235,323,44.5,100,85,88.5,17.4,1.79,151,22.6,69.7,3.53,1.01,0.019,0.43,3.44,9.58,1.51,8.25,2.7,1.06,3.5,0.62,4.07,0.85,2.54,,2.47,0.34,1.86,0.21,0.007,0.47,0.229,0.072,0.70277,0.51305,18.606,15.56,38.289
1,AARR3,JennerandO'Neill/2012,MELVULC-5-028-001,,,,,LA-ICP-MS,,,GL,-56.96,-6.13,49.83,2.12,15.59,10.79,10.06,6.68,,0.27,3.6,0.26,,,7.5,36.4,2.07,305,177,41.6,73,61,111.2,19.2,4.21,165,38.2,150.4,9.03,1.6,0.046,0.9,7.5,20.8,3.17,15.92,4.97,1.77,6.13,1.03,7.03,1.47,4.27,,3.99,0.58,3.82,0.52,0.02,0.82,0.517,0.186,,,,,
1,AARR3,JennerandO'Neill/2012,MELVULC-5-027-064,,,,,LA-ICP-MS,,,GL,-56.89,-6.04,51.21,2.56,14.71,11.21,9.03,6.12,,0.22,3.85,0.37,,,8.5,39.2,2.7,328,151,38.5,75,53,130.8,21.9,2.33,169,52.3,249.9,6.88,2.61,0.026,1.32,9.64,27.35,4.42,22.48,6.99,2.18,8.53,1.48,9.95,2.14,6.18,,5.86,0.87,5.88,0.45,0.031,1.27,0.462,0.162,,,,,
1,AARR3,JennerandO'Neill/2012,MELVULC-5-027-001,,,,,LA-ICP-MS,,,GL,-56.89,-6.04,50.21,1.74,15.7,9.4,11.05,7.46,,0.21,3.33,0.22,,,5.5,40.3,1.82,289,235,42,78,69,95,18.6,3.55,188,28.3,113.6,7.31,1.33,0.039,0.73,6.52,16.18,2.54,12.76,3.93,1.44,4.68,0.82,5.57,1.15,3.35,,3.13,0.46,2.86,0.44,0.015,0.7,0.44,0.145,,,,,
1,AARR3,JennerandO'Neill/2012,MELVULC-5-027-007,,,,,LA-ICP-MS,,,GL,-56.89,-6.04,49.89,1.54,16.1,9.16,10.96,7.91,,0.2,3.39,0.18,,,4.9,38.4,1.63,263,261,44.3,113,73,94.9,17.9,2.98,181,26,95,5.88,1.22,0.031,0.62,5.33,14.12,2.19,11.05,3.44,1.27,4.15,0.73,4.75,1.01,2.89,,2.86,0.4,2.4,0.35,0.015,0.66,0.346,0.116,,,,,
1,AARR3,JennerandO'Neill/2012,MELVULC-5-029-033,,,,,LA-ICP-MS,,,GL,-57.05,-6.06,49.58,1.66,15.74,9.88,11.03,7.84,,0.19,3.22,0.2,,,6.3,37.1,1.63,287,279,43.4,111,64,94.9,17.6,3.15,145,32.6,115.5,5.73,1.24,0.039,0.6,5.49,15.65,2.43,12.35,3.88,1.44,5.15,0.86,5.65,1.23,3.51,,3.45,0.5,3,0.33,0.017,0.67,0.424,0.143,,,,,
1,AARR3,JennerandO'Neill/2012,MELVULC-5-029-001,,,,,LA-ICP-MS,,,GL,-57.05,-6.06,50.87,1.76,14.68,10.09,11.16,6.86,,0.19,3.51,0.2,,,7.1,42.4,1.72,306,203,42,46,74,98,18.2,3.09,174,29.8,107.3,6.37,1.21,0.034,0.68,5.57,15.55,2.37,12.28,3.99,1.43,4.79,0.8,5.35,1.15,3.27,,3.1,0.45,2.77,0.37,0.016,0.67,0.381,0.112,,,,,
1,AARR3,JennerandO'Neill/2012,MELVULC-5-027-010,,,,,LA-ICP-MS,,,GL,-56.89,-6.04,49.18,1.13,17.29,8.41,11.5,8.89,,0.1,2.87,0.12,,,4.3,32.2,1.14,203,296,46,140,82,83.7,16.7,1.13,149,19.8,61.7,2.51,0.92,0.012,0.41,2.72,8.22,1.33,7.2,2.45,0.96,3.06,0.53,3.55,0.76,2.19,,2.17,0.31,1.61,0.15,0.009,0.45,0.153,0.052,,,,,
1,AARR4,JennerandO'Neill/2012,MELVULC-5-030-001,,,,,LA-ICP-MS,,,GL,-57.47,-7.01,49.8,1.79,15.76,9.63,10.32,8.08,,0.25,3.36,0.26,,,6.3,35.8,1.72,274,320,43.6,152,61,94.8,18.1,3.97,190,32,121.4,7.72,1.31,0.044,0.74,6.58,17.82,2.68,13.29,4.26,1.51,5.11,0.86,5.62,1.21,3.37,,3.34,0.47,3.13,0.43,0.018,0.69,0.449,0.16,,,,,
1,AARR4,JennerandO'Neill/2012,MELVULC-5-030-008,,,,,LA-ICP-MS,,,GL,-57.47,-7.01,49.76,1.74,15.56,10.03,10.47,8.18,,0.17,3.29,0.16,,,6.5,37.1,1.67,279,315,45.5,153,61,99.8,18.4,2.28,148,33.1,113.8,4.9,1.3,0.019,0.65,4.99,14.56,2.31,12.1,4.03,1.49,5.19,0.89,5.78,1.26,3.59,,3.58,0.52,2.96,0.28,0.015,0.61,0.314,0.095,,,,,
1,AFAR10,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-064-003,,,,,ICP-MS,,,GL,13.337,50.692,49.88,0.94,15.37,9.85,11.93,9.52,0.17,0.04,1.95,0.1,,,4.7,40.4,0.84,284,385,49.1,175,91,86.9,14.1,0.64,61,24.5,47.6,1.18,0.22,,,1.06,4.5,0.8,4.43,1.84,0.72,3.09,0.57,4.01,0.9,2.67,,2.66,0.41,0.79,0.08,0.014,0.2,0.083,0.019,0.702899,0.51315,18.269,15.454,38.099
1,AFAR10,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-065-001,,,,,ICP-MS,,,GL,13.213,51.02,50.09,0.81,16.85,9.02,12.87,8.02,0.16,0.05,1.77,0.09,,,3.9,37.6,0.75,266,291,47.7,151,81,86.7,13.1,0.76,51,21.4,39.8,1.39,,,,1.77,4.58,0.83,4.38,1.67,0.66,2.61,0.49,3.39,0.75,2.26,,2.29,0.35,0.51,0.1,0.016,0.21,0.106,0.025,0.702979,0.513106,18.403,15.508,38.318
1,AFAR11,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-063-003,,,,,ICP-MS,,,GL,13.288,50.323,49.3,1.13,15.14,10.53,11.52,9.68,0.18,0.07,2.01,0.13,,,,38.9,1.1,285,406,47.3,169,83,105.5,14.9,1.15,70,29,66.3,2.25,0.33,,,2.82,7.71,1.37,7.16,2.58,0.94,3.71,0.72,4.88,1.08,3.16,,3.08,0.46,1.34,0.15,0.017,0.27,0.169,0.043,0.702943,0.513149,18.351,15.491,38.26
1,AFAR12,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-061-002,,,,,ICP-MS,,,GL,13.263,49.973,50.34,1.11,15.24,10.67,11.95,7.64,0.19,0.07,2.37,0.12,,,6.5,40.4,1.03,290,73,45,58,92,95.4,15.2,1.21,83,27.1,55.8,1.81,0.05,,,1.73,6.27,1.18,6.1,2.36,0.91,3.49,0.66,4.43,0.99,2.92,,2.82,0.43,1.09,0.11,0.012,0.1,0.107,0.027,0.702854,0.513102,18.425,15.504,38.256
1,AFAR12,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-062-001,,,,,ICP-MS,,,GL,13.362,49.805,49.93,1.26,15.33,10.29,11.4,8.77,0.17,0.09,2.29,0.15,,,,43.9,1.25,292,339,45.8,147,80,98,15.5,1.4,95,31.2,81.6,2.78,0.51,,,3.43,9.65,1.63,8.72,3.05,1.09,4.1,0.77,5.29,1.15,3.33,,3.15,0.47,1.78,0.19,0.019,0.28,0.212,0.052,0.702937,0.513153,18.272,15.448,38.079
1,AFAR13,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-059-001,,,,,ICP-MS,,,GL,13.038,49.393,49.51,1.14,16.99,8.58,12.76,7.99,0.16,0.1,2.29,0.13,,,,39.1,1.17,265,352,42.4,121,85,86.7,14.9,1.5,126,26.4,79.9,3.14,0.37,,,3.74,10.05,1.64,8.43,2.76,1.02,3.68,0.67,4.45,0.97,2.75,,2.62,0.39,1.53,0.2,0.019,0.29,0.239,0.06,0.702796,0.513136,18.299,15.483,38.146
1,AFAR14,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-057-001,,,,,ICP-MS,,,GL,12.897,48.99,49.23,1.2,17.93,8.9,12.78,6.92,0.16,0.1,2.28,0.14,,,7.1,40,1.24,267,240,41.6,81,86,90.9,15.2,1.74,117,29.7,86.5,3.21,0.52,0.031,,3.16,10.49,1.74,8.98,3.1,1.13,4.17,0.76,5.09,1.1,3.15,,3,0.45,1.84,0.21,0.018,0.31,0.208,0.058,0.702884,0.513129,18.22,15.458,37.984
1,AFAR15,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-056-001,,,,,ICP-MS,,,GL,12.648,48.272,50.05,1.49,15.46,10.81,11.33,7.27,0.19,0.21,2.48,0.19,,,7.9,41.2,1.46,305,69,43.8,49,69,105,16.7,3.32,120,33.6,100.7,6.04,0.7,0.053,,4.81,13.95,2.17,11.08,3.68,1.28,4.6,0.87,5.74,1.26,3.62,,3.38,0.51,2.24,0.39,0.025,0.4,0.406,0.116,0.702829,0.51311,18.288,15.48,38.113
1,AFAR16,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-055-002,,,,,ICP-MS,,,GL,12.473,47.84,,,,,,,,,,,,,2.8,41,0.75,255,254,44.1,105,92,74.8,13,2.07,79,20,38.7,3.63,,0.042,,3.08,6.82,1.04,4.96,1.68,0.67,2.56,0.45,3.1,0.66,2,,2,0.3,0.43,0.23,0.017,0.18,0.292,0.074,0.703314,0.513083,18.788,15.535,38.613
1,AFAR18,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-052-001,,,,,ICP-MS,,,GL,12.27,46.708,50.18,1.23,15.23,11.13,11.62,7.25,0.19,0.14,2.46,0.14,,,,43.2,1.1,305,74,45.7,65,111,95.9,15.6,3.19,96,28.9,64.4,5.15,0.21,0.052,,3.61,10.01,1.55,7.68,2.68,0.97,3.73,0.7,4.73,1.05,3.05,,2.93,0.45,1.3,0.31,0.019,0.26,0.37,0.086,0.7028,0.513158,18.745,15.533,38.549
1,AFAR20,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-047-001,,,,,ICP-MS,,,GL,12.067,44.833,50.33,1.45,14.32,11.24,11.15,7.89,0.19,0.31,2.28,0.17,,,6.1,40.4,1.42,344,242,47.9,129,115,105.4,15.9,7.5,131,28.3,86.7,14.14,0.69,0.092,,9.61,21.53,2.72,12.28,3.27,1.13,4.1,0.74,4.81,1.07,3.04,,2.96,0.44,1.86,0.89,0.022,0.71,1.153,0.269,0.703176,0.513017,19.073,15.573,38.985
1,AFAR20,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-046-001,,,,,ICP-MS,,,GL,12.058,44.713,50.53,1.19,14.79,10.37,11.86,8.29,0.18,0.14,2.09,0.14,,,5.4,40.5,1.13,315,295,46.2,118,126,96,15.2,3.93,107,26,64.6,7.13,0.46,0.058,,4.96,12.06,1.68,8,2.48,0.91,3.58,0.62,4.24,0.95,2.73,,2.67,0.41,1.24,0.45,0.019,0.44,0.616,0.138,0.703201,0.513095,18.884,15.546,38.755
1,AFAR20,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-048-002,,,,,ICP-MS,,,GL,12.043,45.207,50.12,1.47,14.57,10.93,11.18,7.36,0.18,0.49,2.44,0.33,,,,39.1,1.43,330,207,43.9,103,102,103.3,16.2,12.12,159,28.1,95.4,21.39,0.79,0.135,,14.55,30.34,3.64,15.2,3.71,1.21,4.32,0.76,4.89,1.08,3.09,,3.02,0.44,2.12,1.33,0.028,1.05,1.854,0.411,0.703296,0.513017,19.118,15.565,39.041
1,AFAR20,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-048-001,,,,,ICP-MS,,,GL,12.043,45.207,50.7,1.37,15.32,9.51,11.65,6.82,0.17,0.57,2.57,0.25,,,,39.2,1.36,310,93,40.3,71,124,93.6,15.9,16.4,218,25.8,102.2,26.37,0.62,0.186,,18.68,36.55,4.22,16.99,3.76,1.26,4.27,0.7,4.4,0.93,2.61,,2.59,0.39,2.09,1.61,0.038,1.49,2.543,0.559,0.703355,,,,
1,AFAR20,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-049-003,,,,,ICP-MS,,,GL,12.042,45.508,,,,,,,,,,,,,5.1,31.8,1.83,289,142,37.3,77,71,105.5,17.7,27.59,317,26.4,144.7,49.76,1.13,0.289,,33.73,67.4,7.57,29.5,5.67,1.75,5.49,0.84,4.83,1,2.74,,2.56,0.38,3.33,3.09,0.061,2.3,4.293,1.013,0.70339,,,,
1,AFAR20,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-049-001,,,,,ICP-MS,,,WR,12.042,45.508,50.13,1.58,16.19,8.65,11.03,6.11,0.15,1.03,3.04,0.31,,,,30.4,1.58,258,62,32.9,52,94,81.1,15.8,27.28,342,23.2,136.8,48.43,0.93,0.294,,28.76,55.14,6.1,23.86,4.56,1.48,4.48,0.69,4.03,0.82,2.29,,2.14,0.32,2.99,2.94,0.061,2.5,4.029,0.967,0.703396,0.512874,19.311,15.591,39.237
1,AFAR20,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-042-001,,,,,ICP-MS,,,GL,11.938,43.69,49.05,1.02,15.52,9.96,12.22,9.59,0.17,0.06,2.02,0.11,,,,38.5,0.89,268,372,48.1,170,118,88.8,14.3,1.52,90,22.3,56,3.28,0.09,,,3.27,7.97,1.28,6.4,2.06,0.82,2.91,0.54,3.6,0.78,2.28,,2.23,0.35,0.95,0.21,0.012,0.13,0.268,0.068,0.703432,0.513057,18.799,15.54,38.703
1,AFAR20,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-050-001,,,,,ICP-MS,,,GL,12.102,45.853,50.54,1.43,14.25,10.04,10.9,8.15,0.17,0.7,2.29,0.26,,,5.2,35,1.24,272,264,40.6,110,90,91.2,14.1,14.64,173,23.2,93.6,27.9,0.55,0.172,,16.99,34.43,4.05,16.82,3.7,1.15,3.98,0.64,4.05,0.86,2.45,,2.34,0.36,2.03,1.74,0.037,1.1,2.326,0.534,0.70344,0.512937,19.38,15.616,39.42
1,AFAR21,Kelley/Kingsley/andSchilling/inrevision,VLD0003-320,,,,,ICP-MS,,,GL,11.747,43.022,45.52,3.47,14.25,13.34,10.22,8.96,0.2,0.35,2.48,0.49,,,,29.6,3.5,359,367,54,183,195,,17.7,,517,28.1,140.6,,1.16,0.051,,9.76,25.49,3.87,19.48,5.29,1.93,5.41,0.91,5.34,1.05,2.78,,2.38,0.35,3.43,,0.024,0.66,0.572,0.167,0.703554,0.512988,18.828,15.549,38.8
1,AFAR3,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-069-001,,,,,ICP-MS,,,GL,14.465,56.422,49.97,1.32,15.29,10.22,11.67,8.56,0.19,0.05,2.33,0.13,,,4.1,39.5,1.23,301,295,45.4,135,83,104.8,15.5,0.37,79,31.9,75.9,0.85,0.46,,,2.23,7.12,1.35,7.72,3,1.09,4.1,0.81,5.39,1.19,3.51,,3.32,0.5,1.63,0.06,0.016,0.21,0.058,0.012,0.702938,0.513106,18.473,15.512,38.312
1,AFAR34,PETRINI/1988,BANMR83-003-004,,,,,ICPAES+ADs-INAA,,,WR,23.12,37.28,,,,,,,,,,,,,,38,,,259,50,128,,,,4,452,,58,,,0.02,,,,,,,,,,,,,,,,2,0.3,,,0.3,0.08,0.70289,0.5131,,,
1,AFAR34,PETRINI/1988+ADs-BRUECKNER/1988,BANMR83-003,,,,,ICPAES+ADs-INAA+ADs-MS-ID,,,WR,23.12,37.28,,,,,,,,,,,,,,38,,,256,50,128,,,,4,49,,76,,,0.05,,,,,6.31,2.45,,,,,,,,,,2.1,0.3,,,0.27,0.11,0.70298,0.51315,,,
1,AFAR34,JennerandO'Neill/2012,BANMR83-003-004A,,,,,LA-ICP-MS,,,GL,23.12,37.28,49.45,1.49,14.75,12,11.31,7.7,,0.17,2.33,0.12,,,6.9,42.2,1.41,386,258,51,123,139,120.9,18,4.38,61,33,61.3,4.21,0.86,0.034,0.29,2.93,8.07,1.32,7.63,2.95,1.12,4.16,0.83,5.73,1.26,3.75,,3.81,0.56,1.96,0.25,0.004,0.27,0.247,0.074,,,,,
1,AFAR34,JennerandO'Neill/2012,BANMR83-003-006A,,,,,LA-ICP-MS,,,GL,23.12,37.28,49.27,1.46,14.87,12.05,11.34,7.72,,0.16,2.34,0.13,,,6.5,40.5,1.39,372,252,50.1,121,140,117.3,17.9,4.18,61,31.1,60.6,4.11,0.83,0.036,0.29,2.89,7.94,1.35,7.31,2.89,1.09,4.09,0.8,5.61,1.26,3.74,,3.69,0.55,1.94,0.26,0.007,0.3,0.248,0.077,,,,,
1,AFAR34,JennerandO'Neill/2012,BANMR83-003-001,,,,,LA-ICP-MS,,,GL,23.12,37.28,49.7,0.93,15.15,10.01,13.07,8.33,,0.08,2.14,0.08,,,5.1,44.6,0.86,299,378,47.3,117,159,88.8,15.3,1.54,49,21.3,29.6,1.44,0.46,0.018,0.15,1.16,3.41,0.62,3.76,1.73,0.72,2.71,0.54,3.62,0.85,2.5,,2.48,0.37,1.03,0.09,,0.15,0.087,,,,,,
1,AFAR34,JennerandO'Neill/2012,SALMR79-003-004A,,,,,LA-ICP-MS,,,GL,23.2,37.27,49.35,0.57,16.06,8.75,13.63,9.43,,0.07,1.61,0.07,,,4.3,39.8,0.55,258,421,48.2,177,128,79.9,14.7,0.85,33,15.8,14,1.16,0.31,,0.1,0.9,2.33,0.35,2,1.01,0.43,1.61,0.35,2.6,0.58,1.75,,1.87,0.26,0.55,0.07,,0.1,0.087,0.024,,,,,
1,AFAR36,HAASE/2000,MET31/2-002-002,,,,,ICP-MS,,,GL,26.225,35.353,51.26,2.15,15.21,9.41,9.68,5.97,0.2,0.39,3.64,,,,,33.9,,,,39.1,64,66,113,19,8.32,181,46.3,188,7.43,,,,8.38,23.8,3.83,19.4,5.95,1.87,6.94,1.21,7.77,1.63,4.68,,4.3,0.64,4.82,0.52,,,0.63,0.19,0.703046,0.513088,,,
1,AFAR36,HAASE/2000,MET31/2-002-001,,,,,ICP-MS,,,GL,26.225,35.353,51.71,2.1,15.35,9.64,9.72,6.05,0.18,0.37,3.81,,,,,34.5,,,,39,66,70,117,19.5,8.48,185,47.4,189,7.6,,,,8.35,24,3.89,20,5.94,1.92,6.83,1.19,7.88,1.62,4.64,,4.42,0.66,4.87,0.5,,,0.63,0.18,0.703077,0.513098,,,
1,AFAR36,HAASE/2000,MET31/2-R009-001,,,,,ICP-MS,,,GL,26.252,35.313,50.93,1.67,15.28,8.48,11.85,7.22,0.18,0.21,3.44,,,,,52.4,,,,42.9,78,96,82.9,16.5,4.79,191,30.1,108,4.51,,,,5.06,14.3,2.33,11.7,3.74,1.33,4.53,0.76,5.16,1.04,3,,2.69,0.4,2.66,0.31,,,0.37,0.13,0.703083,0.51311,,,
1,AFAR36,HAASE/2000,MET31/2-R009-002,,,,,ICP-MS,,,GL,26.252,35.313,50.15,1.67,15.55,8.65,12.22,7.21,0.15,0.22,3.42,,,,,42,,,,44.3,76,90,92.7,16.3,4.73,196,29.7,109,4.4,,,,5.15,14.6,2.35,11.9,3.63,1.37,4.48,0.77,5.06,1.06,3.03,,2.75,0.41,2.74,0.31,,,0.39,0.15,0.703089,0.513114,,,
1,AFAR36,HAASE/2000,MET31/2-G088,,,,,ICP-MS,,,GL,26.222,35.357,51.1,1.71,15.34,8.18,11.58,6.99,0.15,0.44,3.26,,,,,44.5,,,,41,93,77,82.5,15.4,8.32,227,28.1,113,8.64,,,,7.73,19,2.82,13.2,3.88,1.32,4.56,0.77,4.97,1.02,2.92,,2.63,0.38,2.7,0.57,,,0.71,0.22,0.703108,0.513086,,,
1,AFAR36,HAASE/2000,MET31/2-003-001,,,,,ICP-MS,,,GL,26.228,35.366,50.7,1.35,15.45,8.21,12.09,7.59,0.15,0.31,3.18,,,,,35.7,,,,42.8,98,102,74.1,14.8,6.9,158,24,76.3,6.99,,0.1,,5.58,13.1,1.91,9.49,2.77,1.07,3.57,0.62,4.04,0.84,2.48,,2.28,0.34,2.13,0.48,,,0.59,0.16,0.703134,0.513088,,,
1,AFAR36,HAASE/2000,MET31/2-001-003,,,,,ICP-MS,,,GL,26.207,35.362,50.68,1.15,15.57,8.21,12.21,7.82,0.15,0.23,3.21,,,,,34.3,,,,45.3,97,107,76.9,13.6,5.4,137,21.6,53,5.3,,,,4.37,10.3,1.55,7.81,2.62,0.99,3.33,0.58,3.91,0.82,2.4,,2.19,0.32,1.72,0.36,,,0.49,0.17,0.703139,0.513072,,,
1,AFAR36,HAASE/2000,MET31/2-001-001,,,,,ICP-MS,,,GL,26.207,35.362,50.56,1.18,15.49,8.37,12.23,7.87,0.13,0.24,3.12,,,,,36.4,,,,45.6,96,115,79.5,14.4,5.79,145,22.7,56.3,5.56,,,,4.32,10.1,1.51,7.76,2.59,0.96,3.18,0.57,3.83,0.79,2.31,,2.1,0.31,1.76,0.36,,,0.48,0.12,0.703146,0.513065,,,
1,AFAR36,HAASE/2000,MET31/2-003-003,,,,,ICP-MS,,,GL,26.228,35.366,50.74,1.4,15.44,8.21,12.04,7.58,0.13,0.31,3.21,,,,,37,,,,58.8,133,127,,15.1,6.79,173,23.6,78.3,6.97,,,,5.39,12.9,1.87,9.1,2.8,1.06,3.48,0.61,4.04,0.84,2.41,,2.19,0.33,2.1,0.46,,,0.57,0.17,,,,,
1,AFAR8,Kelley/Kingsley/andSchilling/inrevision,VEM0033-7-067-001,,,,,ICP-MS,,,GL,14.368,53.58,49.76,1.31,15.4,10.05,11.81,8.58,0.18,0.1,2.31,0.16,,,,40.4,1.35,318,356,44.4,122,81,106,15.6,1.04,88,34,90.8,2.3,0.66,,,3.53,10.04,1.72,9.28,3.21,1.16,4.41,0.86,5.74,1.28,3.76,,3.54,0.53,2,0.16,0.037,0.36,0.167,0.043,0.702843,0.513124,18.425,15.522,38.277
1,AFAR9,Kelley/Kingsley/andSchilling/inrevision,VEM0033-6-035-001,,,,,ICP-MS,,,WR,14.65,52.408,50.68,1.48,15.16,10.24,11.93,6.74,0.18,0.15,2.85,0.16,,,4.7,43.8,1.48,308,222,43.3,66,77,105.6,16.6,,126,31.2,94.4,2.06,0.86,,,2.03,7.93,1.42,7.84,2.96,1.17,4.08,0.79,5.29,1.16,3.36,,3.27,0.49,2.12,0.15,,0.42,0.137,,0.702957,0.513148,18.341,15.491,38.178
1,BWDL3,PERFIT/1987+ADs-RYAN/1987,KAK820316-026-018,,,,,DCP,,,WR,-9.499,155.419,51.23,1.56,14.79,9.11,11.65,7.82,0.16,0.15,2.99,0.13,,,5.1,,,284,,,,69,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BWDL3,PERFIT/1987+ADs-STAUDIGEL/1987,KAK820316-026-007,,,,,XRF+ADs-DCP+ADs-INAA,,,WR,-9.499,155.419,50.7,1.51,15.59,9.14,11.68,7.87,0.16,0.11,2.76,0.12,,,,,,242,265,,113,58,82,16,0.5,119,31,100,1.5,,,,3,10.6,,11,3.65,1.36,,0.86,,1.25,,,3.52,0.53,1.7,0.2,,1,,,,,,,
1,CHIL1,MACDOUGALL/1986+ADs-WHITE/1993,WASPASC-3-003-D,,,,,MS-ID+ADs-ICP-MS,,,GL,-34.485,-109.233,50.33,1.99,14.63,11.2,11.3,6.85,0.19,0.1,2.86,0.2,,,,,,,,,,,,,1.01,122,,,,,,,,,,12.9,4.41,,,,,,,,,,,,,0.4,0.199,0.078,0.7025,0.51309,18.873,15.554,38.253
1,CHIL1,RUBIN/1990,WASPASC-3-003,,,,,ICP-MS-ID+ADs-ALPHA,,,GL,-34.485,-109.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,
1,CHIL22,STURM/1999,KNO0138-11-066-004,,,,,ICP-MS,,,GL,-43.111,-82.641,,,,,,,,,,,,,,,,,,,,,,,1.67,100,,,,,,,,,,10.44,3.62,,,,,,,,,,,,,0.35,0.284,0.072,0.702427,,18.04,15.46,37.59
1,CHIL22,STURM/1999,KNO0138-11-065-001,,,,,ICP-MS,,,GL,-43.437,-82.577,,,,,,,,,,,,,,,,,,,,,,,6,139,,,,,,,,,,9.34,2.83,,,,,,,,,,,,,0.64,0.619,0.15,0.702966,,18.04,15.48,37.98
1,CHIL22,STURM/1999,KNO0138-11-066-002,,,,,ICP-MS,,,GL,-43.111,-82.641,,,,,,,,,,,,,,,,,,,,,,,6.3,155,,,,,,,,,,9.65,2.81,,,,,,,,,,,,,0.76,0.738,0.167,0.702996,0.513011,17.987,15.545,38.238
1,CHIL23,KARSTEN/1996+ADs-STURM/1999,KNO0138-11-061-001,,,,,DCP+ADs-ICP-MS,,,GL,-44.464,-82.18,50.09,1.43,14.88,9.6,11.04,8.28,0.18,0.08,2.69,0.15,,,,37.1,,306,290,,133,66,,,1.31,99,36.3,99,2.86,,0.013,,3.39,10.8,1.88,10.26,3.67,1.26,5.16,0.98,6.4,1.42,3.9,,3.76,0.58,2.73,0.19,,0.32,0.166,0.061,0.702554,0.513188,18.133,15.496,37.713
1,CHIL23,KARSTEN/1996+ADs-STURM/1999,KNO0138-11-063-005,,,,,DCP+ADs-ICP-MS,,,GL,-43.873,-82.427,48.56,0.99,16.48,9.56,10.7,9.25,0.17,0.45,2.8,0.17,,,,35,,207,307,,164,75,,,11.36,150,25.3,93,10.2,,0.143,,8.41,16.48,2.06,8.71,2.35,0.87,3.13,0.62,3.93,0.9,2.52,,2.71,0.43,1.93,0.6,,1.05,1.132,0.245,0.703552,0.5129,17.953,15.524,38.314
