Author,Island,Volcano,Phase,SAMP_NO,Sample_Type,Latitude,Longitude,H2O wt%,Ce,FO_Host,Mg#_Rock,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.68,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,85.19,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,85.19,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.55,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.64,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,85.96,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.83,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.05,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.81,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.21,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.62,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.57,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.57,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.88,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.58,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.54,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.97,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.47,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.55,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.41,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.62,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.41,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.02,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.45,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.47,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.4,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.5,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.48,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.51,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.2,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,85.98,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.91,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.11,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.37,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.6,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.66,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.71,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,81.46,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.52,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.58,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.25,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,88.48,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,84.84,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.58,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.37,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.23,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.2,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.9,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.88,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.22,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.58,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.12,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.26,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.03,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.53,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.28,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.26,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.48,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.56,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.68,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.61,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.46,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.52,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.17,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.32,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.55,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.84,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.84,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.54,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.33,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.16,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.77,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.41,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.81,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.06,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.11,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.39,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.57,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.61,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,85.69,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.4,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.92,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,85.95,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.46,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.67,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.05,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.98,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.1,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.43,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.46,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.64,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.46,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.09,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.11,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.56,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.62,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.08,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.37,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.25,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.72,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,86.93,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.74,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.55,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.78,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0908,Olivine,,,,,87.83,64.28073034,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.1,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.07,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.12,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.2,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.16,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.13,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.99,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.86,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,83.77,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.37,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.18,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.87,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.6,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.66,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.63,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,86.01,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.08,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.06,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.95,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,86.22,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.14,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,85.78,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,83.74,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.91,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.82,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.97,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.96,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,83.91,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.99,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.19,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.2,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.95,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,82.1,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.39,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.09,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.11,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.14,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,85.67,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,84.42,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,84.61,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.38,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.18,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.87,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.43,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,81.57,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,83.08,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.32,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.75,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.98,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,84.68,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,85.32,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.25,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,86.38,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,85.05,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.24,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.4,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.44,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,84.14,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.4,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.43,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,84.39,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,83.16,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.32,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.46,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,87.81,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.45,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.34,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0919,Olivine,,,,,88.33,61.93872035,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,83.39,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,83.82,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,84.2,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,82.24,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,82.07,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.67,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.63,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.85,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.96,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.63,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.9,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.72,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,82,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.45,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.74,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.73,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.87,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.73,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.64,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.73,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.48,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.39,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.67,53.74522454,
Wieser_2019,Hawaii,Kilauea,Shield,KL0916,Olivine,,,,,81.55,53.74522454,
Garcia_2022,Oahu,Koko,Rejuvenated,T273-R6,Olivine,,,,,84.4,63.9,
Garcia_2022,Oahu,Koko,Rejuvenated,T273-R6,Olivine,,,,,84.2,63.9,
Garcia_2022,Oahu,Koko,Rejuvenated,T273-R6,Olivine,,,,,82.7,63.9,
Garcia_2022,Oahu,Koko,Rejuvenated,T273-R6,Olivine,,,,,82.4,63.9,
Garcia_2022,Oahu,Koko,Rejuvenated,T273-R9,Olivine,,,,,83.9,64.2,
Garcia_2022,Oahu,Koko,Rejuvenated,T273-R9,Olivine,,,,,83.7,64.2,
Garcia_2022,Oahu,Koko,Rejuvenated,T273-R9,Olivine,,,,,81.6,64.2,
Garcia_2022,Oahu,Koko,Rejuvenated,T273-R9,Olivine,,,,,81.1,64.2,
Garcia_2022,Oahu,Koko,Rejuvenated,K1-33,Olivine,,,,,82.8,61,
Garcia_2022,Oahu,Koko,Rejuvenated,K1-33,Olivine,,,,,80.9,61,
Garcia_2022,Oahu,Koko,Rejuvenated,K1-33,Olivine,,,,,82.3,61,
Garcia_2022,Oahu,Koko,Rejuvenated,K1-33,Olivine,,,,,80.7,61,
Garcia_2022,Oahu,Koko,Rejuvenated,K1-38,Olivine,,,,,84,57.1,
Garcia_2022,Oahu,Koko,Rejuvenated,K1-38,Olivine,,,,,81,57.1,
Garcia_2022,Oahu,Koko,Rejuvenated,K1-38,Olivine,,,,,80.6,57.1,
Garcia_2022,Oahu,Koko,Rejuvenated,K1-38,Olivine,,,,,80.6,57.1,
Garcia_2022,Oahu,Koko,Rejuvenated,Nonoula_flow,Olivine,,,,,80,49.9,
Garcia_2022,Oahu,Koko,Rejuvenated,Nonoula_flow,Olivine,,,,,79.1,49.9,
Garcia_2022,Oahu,Koko,Rejuvenated,Nonoula_flow,Olivine,,,,,82,49.9,
Garcia_2022,Oahu,Koko,Rejuvenated,Nonoula_flow,Olivine,,,,,82.2,49.9,
Garcia_2022,Oahu,Koko,Rejuvenated,HV02-08,Olivine,,,,,78,47,
Garcia_2022,Oahu,Koko,Rejuvenated,HV02-08,Olivine,,,,,77.6,47,
Garcia_2022,Oahu,Koko,Rejuvenated,Hanauma_bay,Olivine,,,,,77.9,49.6,
Garcia_2022,Oahu,Koko,Rejuvenated,Hanauma_bay,Olivine,,,,,82,49.6,
Garcia_2022,Oahu,Koko,Rejuvenated,Koko_crater_bomb_1,Olivine,,,,,82.4,64.1,
Garcia_2022,Oahu,Koko,Rejuvenated,Koko_crater_bomb_1,Olivine,,,,,83.4,64.1,
Garcia_2022,Oahu,Koko,Rejuvenated,Koko_crater_bomb_1,Olivine,,,,,88.6,64.1,
Garcia_2022,Oahu,Koko,Rejuvenated,Koko_crater_bomb_1,Olivine,,,,,82,64.1,
Garcia_2022,Oahu,Koko,Rejuvenated,Koko_crater_3,Olivine,,,,,84.3,63.5,
Garcia_2022,Oahu,Koko,Rejuvenated,Koko_crater_3,Olivine,,,,,76.4,63.5,
Garcia_2022,Oahu,Koko,Rejuvenated,Koko_crater_3,Olivine,,,,,82.4,63.5,
Garcia_2022,Oahu,Koko,Rejuvenated,Koko_crater_3,Olivine,,,,,75.2,63.5,
Garcia_2022,Oahu,Koko,Rejuvenated,Kaupo_flow_1,Olivine,,,,,84.1,63.9,
Garcia_2022,Oahu,Koko,Rejuvenated,Kaupo_flow_1,Olivine,,,,,75.5,63.9,
Garcia_2022,Oahu,Koko,Rejuvenated,Kaupo_flow_1,Olivine,,,,,81.7,63.9,
Garcia_2022,Oahu,Koko,Rejuvenated,Kaupo_flow_1,Olivine,,,,,79.1,63.9,
Garcia_2022,Oahu,Koko,Rejuvenated,Kaohikaipu_island_2,Olivine,,,,,83.7,64.6,
Garcia_2022,Oahu,Koko,Rejuvenated,Kaohikaipu_island_2,Olivine,,,,,77.1,64.6,
Garcia_2022,Oahu,Koko,Rejuvenated,Kaohikaipu_island_2,Olivine,,,,,82.9,64.6,
Garcia_2022,Oahu,Koko,Rejuvenated,Kaohikaipu_island_2,Olivine,,,,,79.4,64.6,
Garcia_2022,Oahu,Koko,Rejuvenated,Manana_bomb_1,Olivine,,,,,86.1,67.5,
Garcia_2022,Oahu,Koko,Rejuvenated,Manana_bomb_1,Olivine,,,,,83.8,67.5,
Garcia_2022,Oahu,Koko,Rejuvenated,Manana_bomb_1,Olivine,,,,,85.2,67.5,
Garcia_2022,Oahu,Koko,Rejuvenated,Manana_bomb_1,Olivine,,,,,83.6,67.5,
Sakyi_2012,Hawaii,Kilauea,Shield,HW22,Olivine,19.4125,-154.7455556,,,84.8,60.75274426,
Sakyi_2012,Hawaii,Kilauea,Shield,HW22,Olivine,19.4125,-154.7455556,,,87.8,60.75274426,
Sakyi_2012,Hawaii,Kilauea,Shield,HW22,Olivine,19.4125,-154.7455556,,,87.8,60.75274426,
Sakyi_2012,Hawaii,Kilauea,Shield,HW22,Olivine,19.4125,-154.7455556,,,86.8,60.75274426,
Sakyi_2012,Hawaii,Kilauea,Shield,HW7-3,Olivine,19.415,-154.7497222,,,85.9,72.24549381,
Sakyi_2012,Hawaii,Kilauea,Shield,HW7-3,Olivine,19.415,-154.7497222,,,87.8,72.24549381,
Sakyi_2012,Hawaii,Kilauea,Shield,HW7-3,Olivine,19.415,-154.7497222,,,86.5,72.24549381,
Sakyi_2012,Hawaii,Kilauea,Shield,HW7-3,Olivine,19.415,-154.7497222,,,85,72.24549381,
Sakyi_2012,Hawaii,Kilauea,Shield,HW7-3,Olivine,19.415,-154.7497222,,,86.1,72.24549381,
Sakyi_2012,Hawaii,Kilauea,Shield,HW7-3,Olivine,19.415,-154.7497222,,,87.3,72.24549381,
Sakyi_2012,Hawaii,Kilauea,Shield,HW7-2,Olivine,19.415,-154.7497222,,,88,72.86069768,
Sakyi_2012,Hawaii,Kilauea,Shield,HW7-2,Olivine,19.415,-154.7497222,,,88.3,72.86069768,
Sakyi_2012,Hawaii,Kilauea,Shield,HW7-2,Olivine,19.415,-154.7497222,,,88.1,72.86069768,
Sakyi_2012,Hawaii,Kilauea,Shield,HW7-2,Olivine,19.415,-154.7497222,,,85.2,72.86069768,
Sakyi_2012,Hawaii,Kilauea,Shield,HW7-2,Olivine,19.415,-154.7497222,,,85.4,72.86069768,
Sakyi_2012,Hawaii,Kilauea,Shield,HW7-2,Olivine,19.415,-154.7497222,,,86,72.86069768,
Sakyi_2012,Hawaii,Kilauea,Shield,HW7-2,Olivine,19.415,-154.7497222,,,85.9,72.86069768,
Sakyi_2012,Hawaii,Kilauea,Shield,HW7-2,Olivine,19.415,-154.7497222,,,88.7,72.86069768,
Sakyi_2012,Hawaii,Kilauea,Shield,HW8-1,Olivine,19.41666667,-154.75,,,87.4,66.15397534,
Sakyi_2012,Hawaii,Kilauea,Shield,HW8-1,Olivine,19.41666667,-154.75,,,87.4,66.15397534,
Sakyi_2012,Hawaii,Kilauea,Shield,HW8-1,Olivine,19.41666667,-154.75,,,88,66.15397534,
Sakyi_2012,Hawaii,Kilauea,Shield,HW8-1,Olivine,19.41666667,-154.75,,,87.7,66.15397534,
Sakyi_2012,Hawaii,Kilauea,Shield,HW8-1,Olivine,19.41666667,-154.75,,,87.9,66.15397534,
Sakyi_2012,Hawaii,Kilauea,Shield,HW8-1,Olivine,19.41666667,-154.75,,,85.1,66.15397534,
Sakyi_2012,Hawaii,Kilauea,Shield,HW18,Olivine,19.36388889,-154.8097222,,,85.4,63.23149334,
Sakyi_2012,Hawaii,Kilauea,Shield,HW18,Olivine,19.36388889,-154.8097222,,,85.8,63.23149334,
Sakyi_2012,Hawaii,Kilauea,Shield,HW39,Olivine,19.37222222,-154.5425,,,87.1,66.31480292,
Sakyi_2012,Hawaii,Kilauea,Shield,HW39,Olivine,19.37222222,-154.5425,,,88.4,66.31480292,
Sakyi_2012,Hawaii,Kilauea,Shield,HW39,Olivine,19.37222222,-154.5425,,,86.7,66.31480292,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,90,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,89.6,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,89.1,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,87,73.13306802,
