Author,Island,Volcano,Phase,SAMP_NO,Sample_Type,Latitude,Longitude,H2O wt%,Ce,FO_Host,Mg#_Rock,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,88.6,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,85.7,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,88.1,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,87.7,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,87.5,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,87.3,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,85.6,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,84.4,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,85.4,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,81.7,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,89,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,87.5,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,87.4,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,81.2,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,87.3,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,85.5,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,85.4,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,81.9,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,81.5,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,81.8,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,86.6,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,87.7,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,89.6,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,85.3,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,89.8,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,86.7,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,88.9,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,82.9,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,81.8,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,81.8,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,81.8,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,81.6,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,81.6,73.13306802,
Sakyi_2012,Hawaii,Mauna_Loa,Shield,HW30,Olivine,19.54166667,-154.4330556,,,81.6,73.13306802,
Sakyi_2012,Oahu,Koolau,Shield,S497-6,Olivine,21.62194444,-156.5025,,,86.9,78.255213,
Sakyi_2012,Oahu,Koolau,Shield,S497-6,Olivine,21.62194444,-156.5025,,,88.4,78.255213,
Sakyi_2012,Oahu,Koolau,Shield,S497-6,Olivine,21.62194444,-156.5025,,,88,78.255213,
Sakyi_2012,Oahu,Koolau,Shield,S497-6,Olivine,21.62194444,-156.5025,,,86.9,78.255213,
Sakyi_2012,Oahu,Koolau,Shield,S497-6,Olivine,21.62194444,-156.5025,,,88.8,78.255213,
Sakyi_2012,Oahu,Koolau,Shield,S497-6,Olivine,21.62194444,-156.5025,,,88.1,78.255213,
Sakyi_2012,Oahu,Koolau,Shield,S497-6,Olivine,21.62194444,-156.5025,,,88.7,78.255213,
Sakyi_2012,Oahu,Koolau,Shield,D6-1,Olivine,,,,,84.2,76.65397968,
Sakyi_2012,Oahu,Koolau,Shield,D6-1,Olivine,,,,,88.9,76.65397968,
Sakyi_2012,Oahu,Koolau,Shield,D6-1,Olivine,,,,,86.2,76.65397968,
Sakyi_2012,Oahu,Koolau,Shield,D6-1,Olivine,,,,,87.6,76.65397968,
Sakyi_2012,Oahu,Koolau,Shield,D6-1,Olivine,,,,,84.9,76.65397968,
Sakyi_2012,Oahu,Koolau,Rejuvenated,KOL14,Olivine,,,,,84,60.58028466,
Sakyi_2012,Oahu,Koolau,Rejuvenated,KOL14,Olivine,,,,,87.3,60.58028466,
Sakyi_2012,Oahu,Koolau,Rejuvenated,KOL14,Olivine,,,,,85.5,60.58028466,
Sakyi_2012,Oahu,Koolau,Rejuvenated,KOL14,Olivine,,,,,86.6,60.58028466,
Sakyi_2012,Oahu,Koolau,Rejuvenated,K89-6,Olivine,,,,,89.4,75.58924049,
Sakyi_2012,Oahu,Koolau,Rejuvenated,K89-6,Olivine,,,,,89.5,75.58924049,
Sakyi_2012,Oahu,Koolau,Rejuvenated,K89-6,Olivine,,,,,89.5,75.58924049,
Sakyi_2012,Oahu,Koolau,Rejuvenated,K89-6,Olivine,,,,,89.7,75.58924049,
Sakyi_2012,Oahu,Koolau,Rejuvenated,K89-6,Olivine,,,,,85,75.58924049,
Sakyi_2012,Oahu,Koolau,Rejuvenated,K89-6,Olivine,,,,,87.7,75.58924049,
Sakyi_2012,Oahu,Koolau,Rejuvenated,K89-6,Olivine,,,,,86.1,75.58924049,
Sakyi_2012,Oahu,Koolau,Rejuvenated,K89-6,Olivine,,,,,88.9,75.58924049,
Sakyi_2012,Oahu,Koolau,Rejuvenated,K89-6,Olivine,,,,,88.6,75.58924049,
Sakyi_2012,Oahu,Koolau,Rejuvenated,K89-6,Olivine,,,,,88.6,75.58924049,
Sakyi_2012,Oahu,Koolau,Rejuvenated,K89-6,Olivine,,,,,89.4,75.58924049,
Sakyi_2012,Oahu,Koolau,Rejuvenated,S500-5B,Olivine,21.84972222,-156.2408333,,,90,79.76777044,
Sakyi_2012,Oahu,Koolau,Rejuvenated,S500-5B,Olivine,21.84972222,-156.2408333,,,89.7,79.76777044,
Sakyi_2012,Oahu,Koolau,Rejuvenated,S500-5B,Olivine,21.84972222,-156.2408333,,,86.3,79.76777044,
Sakyi_2012,Oahu,Koolau,Rejuvenated,S500-5B,Olivine,21.84972222,-156.2408333,,,89.5,79.76777044,
Sakyi_2012,Oahu,Koolau,Rejuvenated,S500-5B,Olivine,21.84972222,-156.2408333,,,89.3,79.76777044,
Sakyi_2012,Oahu,Koolau,Rejuvenated,S500-1,Olivine,21.85055556,-156.2494444,,,88.6,74.90132399,
Sakyi_2012,Oahu,Koolau,Rejuvenated,WAF-39,Olivine,,,,,88.2,67.22608288,
Sakyi_2012,Oahu,Koolau,Rejuvenated,WAF-39,Olivine,,,,,87.7,67.22608288,
Sakyi_2012,Oahu,Koolau,Rejuvenated,WAF-39,Olivine,,,,,88.5,67.22608288,
Sakyi_2012,Oahu,Koolau,Rejuvenated,WAF-39,Olivine,,,,,87.9,67.22608288,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-23,Olivine,21.572,-159.947,,,85,61.2163287,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-23,Olivine,21.572,-159.947,,,85.2,61.2163287,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-23,Olivine,21.572,-159.947,,,85.6,61.2163287,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-23,Olivine,21.572,-159.947,,,84.9,61.2163287,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-23,Olivine,21.572,-159.947,,,84.9,61.2163287,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-23,Olivine,21.572,-159.947,,,84.8,61.2163287,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-23,Olivine,21.572,-159.947,,,85.9,61.2163287,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-23,Olivine,21.572,-159.947,,,86.1,61.2163287,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-23,Olivine,21.572,-159.947,,,84.5,61.2163287,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-23,Olivine,21.572,-159.947,,,85.2,61.2163287,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-23,Olivine,21.572,-159.947,,,85.5,61.2163287,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-23,Olivine,21.572,-159.947,,,84.9,61.2163287,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-23,Olivine,21.572,-159.947,,,84.7,61.2163287,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-23,Olivine,21.572,-159.947,,,85.3,61.2163287,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20,Olivine,21.568,-159.947,,,85.7,63.850247,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20,Olivine,21.568,-159.947,,,86.1,63.850247,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20,Olivine,21.568,-159.947,,,85.9,63.850247,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20,Olivine,21.568,-159.947,,,86.5,63.850247,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20,Olivine,21.568,-159.947,,,85.9,63.850247,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20,Olivine,21.568,-159.947,,,86.2,63.850247,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20,Olivine,21.568,-159.947,,,85.8,63.850247,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20,Olivine,21.568,-159.947,,,86.1,63.850247,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20,Olivine,21.568,-159.947,,,85.9,63.850247,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20,Olivine,21.568,-159.947,,,85.7,63.850247,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20,Olivine,21.568,-159.947,,,86.1,63.850247,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20,Olivine,21.568,-159.947,,,86,63.850247,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20,Olivine,21.568,-159.947,,,85.6,63.850247,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20,Olivine,21.568,-159.947,,,86.2,63.850247,
Garcia_2015,Kauai,Kauai,Rejuvenated,KS2,Olivine,21.565,-159.667,,,86.7,67.2899029,
Garcia_2015,Kauai,Kauai,Rejuvenated,KS2,Olivine,21.565,-159.667,,,86.6,67.2899029,
Garcia_2015,Kauai,Kauai,Rejuvenated,KS2,Olivine,21.565,-159.667,,,86.4,67.2899029,
Garcia_2015,Kauai,Kauai,Rejuvenated,KS2,Olivine,21.565,-159.667,,,86.2,67.2899029,
Garcia_2015,Kauai,Kauai,Rejuvenated,KS2,Olivine,21.565,-159.667,,,86.3,67.2899029,
Garcia_2015,Kauai,Kauai,Rejuvenated,KS2,Olivine,21.565,-159.667,,,86,67.2899029,
Garcia_2015,Kauai,Kauai,Rejuvenated,KS2,Olivine,21.565,-159.667,,,86.5,67.2899029,
Garcia_2015,Kauai,Kauai,Rejuvenated,KS2,Olivine,21.565,-159.667,,,86,67.2899029,
Garcia_2015,Kauai,Kauai,Rejuvenated,KS2,Olivine,21.565,-159.667,,,85.8,67.2899029,
Garcia_2015,Kauai,Kauai,Rejuvenated,KS2,Olivine,21.565,-159.667,,,86.1,67.2899029,
Garcia_2015,Kauai,Kauai,Rejuvenated,KS2,Olivine,21.565,-159.667,,,86.6,67.2899029,
Garcia_2015,Kauai,Kauai,Rejuvenated,KS2,Olivine,21.565,-159.667,,,86.5,67.2899029,
Garcia_2015,Kauai,Kauai,Shield,297-04,Olivine,21.524,-159.872,,,88.9,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04,Olivine,21.524,-159.872,,,78.2,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04,Olivine,21.524,-159.872,,,78.8,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04,Olivine,21.524,-159.872,,,78.2,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04,Olivine,21.524,-159.872,,,79.1,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04,Olivine,21.524,-159.872,,,78.3,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04,Olivine,21.524,-159.872,,,88,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04,Olivine,21.524,-159.872,,,87.5,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04,Olivine,21.524,-159.872,,,78.5,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04,Olivine,21.524,-159.872,,,79.1,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04,Olivine,21.524,-159.872,,,78.3,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04,Olivine,21.524,-159.872,,,78.3,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04,Olivine,21.524,-159.872,,,88.3,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04,Olivine,21.524,-159.872,,,88.3,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04,Olivine,21.524,-159.872,,,86.3,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-09,Olivine,21.526,-159.871,,,87.7,63.9931741,
Garcia_2015,Kauai,Kauai,Shield,297-09,Olivine,21.526,-159.871,,,87.7,63.9931741,
Garcia_2015,Kauai,Kauai,Shield,297-09,Olivine,21.526,-159.871,,,87.8,63.9931741,
Garcia_2015,Kauai,Kauai,Shield,297-09,Olivine,21.526,-159.871,,,84.6,63.9931741,
Garcia_2015,Kauai,Kauai,Shield,297-09,Olivine,21.526,-159.871,,,87.3,63.9931741,
Garcia_2015,Kauai,Kauai,Shield,297-09,Olivine,21.526,-159.871,,,87.7,63.9931741,
Garcia_2015,Kauai,Kauai,Shield,297-09,Olivine,21.526,-159.871,,,85.3,63.9931741,
Garcia_2015,Kauai,Kauai,Shield,297-09,Olivine,21.526,-159.871,,,86.9,63.9931741,
Garcia_2015,Kauai,Kauai,Shield,297-09,Olivine,21.526,-159.871,,,86.7,63.9931741,
Garcia_2015,Kauai,Kauai,Shield,297-09,Olivine,21.526,-159.871,,,86.8,63.9931741,
Garcia_2015,Kauai,Kauai,Shield,297-09,Olivine,21.526,-159.871,,,85.3,63.9931741,
Garcia_2015,Kauai,Kauai,Shield,297-09,Olivine,21.526,-159.871,,,87.6,63.9931741,
Garcia_2015,Kauai,Kauai,Shield,297-09,Olivine,21.526,-159.871,,,87.4,63.9931741,
Garcia_2015,Kauai,Kauai,Shield,299-21,Olivine,21.387,-159.523,,,83.5,66.1771078,
Garcia_2015,Kauai,Kauai,Shield,299-21,Olivine,21.387,-159.523,,,83.3,66.1771078,
Garcia_2015,Kauai,Kauai,Shield,299-21,Olivine,21.387,-159.523,,,87.3,66.1771078,
Garcia_2015,Kauai,Kauai,Shield,299-21,Olivine,21.387,-159.523,,,84.2,66.1771078,
Garcia_2015,Kauai,Kauai,Shield,299-21,Olivine,21.387,-159.523,,,85.5,66.1771078,
Garcia_2015,Kauai,Kauai,Shield,299-21,Olivine,21.387,-159.523,,,85.2,66.1771078,
Garcia_2015,Kauai,Kauai,Shield,299-21,Olivine,21.387,-159.523,,,83.3,66.1771078,
Garcia_2015,Kauai,Kauai,Shield,299-21,Olivine,21.387,-159.523,,,84.1,66.1771078,
Garcia_2015,Kauai,Kauai,Shield,299-21,Olivine,21.387,-159.523,,,86.2,66.1771078,
Garcia_2015,Kauai,Kauai,Shield,299-21,Olivine,21.387,-159.523,,,82.5,66.1771078,
Garcia_2015,Kauai,Kauai,Shield,299-21,Olivine,21.387,-159.523,,,84.8,66.1771078,
Garcia_2015,Kauai,Kauai,Shield,299-21,Olivine,21.387,-159.523,,,82.1,66.1771078,
Garcia_2015,Kauai,Kauai,Shield,299-21,Olivine,21.387,-159.523,,,87.8,66.1771078,
Garcia_2015,Kauai,Kauai,Shield,299-21,Olivine,21.387,-159.523,,,83.5,66.1771078,
Garcia_2015,Kauai,Kauai,Shield,299-33,Olivine,21.436,-159.515,,,78.8,57.6385876,
Garcia_2015,Kauai,Kauai,Shield,299-33,Olivine,21.436,-159.515,,,79.2,57.6385876,
Garcia_2015,Kauai,Kauai,Shield,299-33,Olivine,21.436,-159.515,,,79.9,57.6385876,
Garcia_2015,Kauai,Kauai,Shield,299-33,Olivine,21.436,-159.515,,,79.2,57.6385876,
Garcia_2015,Kauai,Kauai,Shield,299-33,Olivine,21.436,-159.515,,,79.3,57.6385876,
Garcia_2015,Kauai,Kauai,Shield,299-33,Olivine,21.436,-159.515,,,79.2,57.6385876,
Garcia_2015,Kauai,Kauai,Shield,299-33,Olivine,21.436,-159.515,,,79.2,57.6385876,
Garcia_2015,Kauai,Kauai,Shield,299-33,Olivine,21.436,-159.515,,,79.4,57.6385876,
Garcia_2015,Kauai,Kauai,Shield,299-33,Olivine,21.436,-159.515,,,79.3,57.6385876,
Garcia_2015,Kauai,Kauai,Shield,299-33,Olivine,21.436,-159.515,,,79.4,57.6385876,
Garcia_2015,Kauai,Kauai,Shield,299-33,Olivine,21.436,-159.515,,,79.5,57.6385876,
Garcia_2015,Kauai,Kauai,Shield,299-33,Olivine,21.436,-159.515,,,79.4,57.6385876,
Garcia_2015,Kauai,Kauai,Shield,297-26,Olivine,21.564,-159.942,,,81.6,63.8778932,
Garcia_2015,Kauai,Kauai,Shield,297-26,Olivine,21.564,-159.942,,,82,63.8778932,
Garcia_2015,Kauai,Kauai,Shield,297-26,Olivine,21.564,-159.942,,,81.2,63.8778932,
Garcia_2015,Kauai,Kauai,Shield,297-26,Olivine,21.564,-159.942,,,81.2,63.8778932,
Garcia_2015,Kauai,Kauai,Shield,297-26,Olivine,21.564,-159.942,,,79.8,63.8778932,
Garcia_2015,Kauai,Kauai,Shield,297-26,Olivine,21.564,-159.942,,,81.4,63.8778932,
Garcia_2015,Kauai,Kauai,Shield,297-26,Olivine,21.564,-159.942,,,81.7,63.8778932,
Garcia_2015,Kauai,Kauai,Shield,297-26,Olivine,21.564,-159.942,,,87.6,63.8778932,
Garcia_2015,Kauai,Kauai,Shield,297-26,Olivine,21.564,-159.942,,,82,63.8778932,
Garcia_2015,Kauai,Kauai,Shield,297-26,Olivine,21.564,-159.942,,,82.6,63.8778932,
Garcia_2015,Kauai,Kauai,Shield,297-26,Olivine,21.564,-159.942,,,80.1,63.8778932,
Garcia_2015,Kauai,Kauai,Shield,297-26,Olivine,21.564,-159.942,,,83.1,63.8778932,
Garcia_2015,Kauai,Kauai,Shield,297-26,Olivine,21.564,-159.942,,,82.1,63.8778932,
Garcia_2015,Kauai,Kauai,Shield,297-26,Olivine,21.564,-159.942,,,80.5,63.8778932,
Garcia_2015,Kauai,Kauai,Shield,297-26,Olivine,21.564,-159.942,,,79.4,63.8778932,
Garcia_2015,Kauai,Kauai,Shield,252-02-04,Olivine,21.345,-159.369,,,86.4,62.7126065,
Garcia_2015,Kauai,Kauai,Shield,252-02-20,Olivine,21.345,-159.369,,,85.2,62.7126065,
Garcia_2015,Kauai,Kauai,Shield,252-02-06,Olivine,21.345,-159.369,,,83.6,62.7126065,
Garcia_2015,Kauai,Kauai,Shield,252-02-01,Olivine,21.345,-159.369,,,80.8,62.7126065,
Garcia_2015,Kauai,Kauai,Shield,252-02-24,Olivine,21.345,-159.369,,,80.7,62.7126065,
Garcia_2015,Kauai,Kauai,Shield,252-02-13,Olivine,21.345,-159.369,,,80.7,62.7126065,
Garcia_2015,Kauai,Kauai,Shield,252-02-02,Olivine,21.345,-159.369,,,80.5,62.7126065,
Garcia_2015,Kauai,Kauai,Shield,252-05,Olivine,21.342,-159.372,,,79.9,62.3040329,
Garcia_2015,Kauai,Kauai,Shield,252-05-09,Olivine,21.342,-159.372,,,79.8,62.3040329,
Garcia_2015,Kauai,Kauai,Shield,252-05-12,Olivine,21.342,-159.372,,,79.8,62.3040329,
Garcia_2015,Kauai,Kauai,Shield,252-05-06,Olivine,21.342,-159.372,,,79.6,62.3040329,
Garcia_2015,Kauai,Kauai,Shield,252-09-1,Olivine,21.338,-159.394,,,79.5,57.3394325,
Garcia_2015,Kauai,Kauai,Shield,252-09-22,Olivine,21.338,-159.394,,,78.2,57.3394325,
Garcia_2015,Kauai,Kauai,Shield,252-09-19,Olivine,21.338,-159.394,,,78,57.3394325,
Garcia_2015,Kauai,Kauai,Shield,252-09-7,Olivine,21.338,-159.394,,,78,57.3394325,
Garcia_2015,Kauai,Kauai,Shield,252-09-9,Olivine,21.338,-159.394,,,78,57.3394325,
Garcia_2015,Kauai,Kauai,Shield,252-09-11,Olivine,21.338,-159.394,,,77.9,57.3394325,
Garcia_2015,Kauai,Kauai,Shield,252-09-2,Olivine,21.338,-159.394,,,77.9,57.3394325,
Garcia_2015,Kauai,Kauai,Shield,252-09-5,Olivine,21.338,-159.394,,,77.9,57.3394325,
Garcia_2015,Kauai,Kauai,Shield,252-09-18,Olivine,21.338,-159.394,,,77.8,57.3394325,
Garcia_2015,Kauai,Kauai,Shield,252-10-8,Olivine,21.338,-159.395,,,84.5,60.1762358,
Garcia_2015,Kauai,Kauai,Shield,252-10-10,Olivine,21.338,-159.395,,,84.4,60.1762358,
Garcia_2015,Kauai,Kauai,Shield,252-10-9,Olivine,21.338,-159.395,,,84.4,60.1762358,
Garcia_2015,Kauai,Kauai,Shield,252-10-19,Olivine,21.338,-159.395,,,82,60.1762358,
Garcia_2015,Kauai,Kauai,Shield,252-10-5,Olivine,21.338,-159.395,,,81.3,60.1762358,
Garcia_2015,Kauai,Kauai,Shield,252-10-11,Olivine,21.338,-159.395,,,81.2,60.1762358,
Garcia_2015,Kauai,Kauai,Shield,252-10-7,Olivine,21.338,-159.395,,,81.2,60.1762358,
Garcia_2015,Kauai,Kauai,Shield,252-10-4,Olivine,21.338,-159.395,,,81.1,60.1762358,
Garcia_2015,Kauai,Kauai,Shield,252-10-1,Olivine,21.338,-159.395,,,79.5,60.1762358,
Garcia_2015,Kauai,Kauai,Shield,297-01-08,Olivine,21.484,-159.808,,,89,73.7732872,
Garcia_2015,Kauai,Kauai,Shield,297-01-18,Olivine,21.484,-159.808,,,87.5,73.7732872,
Garcia_2015,Kauai,Kauai,Shield,297-01-10,Olivine,21.484,-159.808,,,87,73.7732872,
Garcia_2015,Kauai,Kauai,Shield,297-01-14,Olivine,21.484,-159.808,,,86.5,73.7732872,
Garcia_2015,Kauai,Kauai,Shield,297-01-15,Olivine,21.484,-159.808,,,85.5,73.7732872,
Garcia_2015,Kauai,Kauai,Shield,297-01-13,Olivine,21.484,-159.808,,,83.9,73.7732872,
Garcia_2015,Kauai,Kauai,Shield,297-02-11,Olivine,21.489,-159.808,,,82.8,56.1743276,
Garcia_2015,Kauai,Kauai,Shield,297-02-03,Olivine,21.489,-159.808,,,82.5,56.1743276,
Garcia_2015,Kauai,Kauai,Shield,297-02-09,Olivine,21.489,-159.808,,,81.5,56.1743276,
Garcia_2015,Kauai,Kauai,Shield,297-02-06,Olivine,21.489,-159.808,,,81.4,56.1743276,
Garcia_2015,Kauai,Kauai,Shield,297-02-02,Olivine,21.489,-159.808,,,81.2,56.1743276,
Garcia_2015,Kauai,Kauai,Shield,297-02-07,Olivine,21.489,-159.808,,,81.2,56.1743276,
Garcia_2015,Kauai,Kauai,Shield,297-02-01,Olivine,21.489,-159.808,,,80.9,56.1743276,
Garcia_2015,Kauai,Kauai,Shield,297-04-05,Olivine,21.524,-159.872,,,88,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04-04,Olivine,21.524,-159.872,,,87.3,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04-06,Olivine,21.524,-159.872,,,86.2,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04-02,Olivine,21.524,-159.872,,,79.4,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04-03,Olivine,21.524,-159.872,,,78.6,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-04-09,Olivine,21.524,-159.872,,,78.1,56.2056606,
Garcia_2015,Kauai,Kauai,Shield,297-18-02,Olivine,21.528,-159.934,,,86.5,57.8622508,
Garcia_2015,Kauai,Kauai,Shield,297-18-03,Olivine,21.528,-159.934,,,80.8,57.8622508,
Garcia_2015,Kauai,Kauai,Shield,297-18-08,Olivine,21.528,-159.934,,,80.8,57.8622508,
Garcia_2015,Kauai,Kauai,Shield,297-18-01,Olivine,21.528,-159.934,,,80.4,57.8622508,
Garcia_2015,Kauai,Kauai,Shield,297-18-14,Olivine,21.528,-159.934,,,80.3,57.8622508,
Garcia_2015,Kauai,Kauai,Shield,297-18-06,Olivine,21.528,-159.934,,,80.2,57.8622508,
Garcia_2015,Kauai,Kauai,Shield,297-18-05,Olivine,21.528,-159.934,,,80.1,57.8622508,
Garcia_2015,Kauai,Kauai,Shield,297-18-11,Olivine,21.528,-159.934,,,79.2,57.8622508,
Garcia_2015,Kauai,Kauai,Shield,297-18-12,Olivine,21.528,-159.934,,,78,57.8622508,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-19-04,Olivine,21.567,-159.947,,,85.9,63.1095479,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-19-11,Olivine,21.567,-159.947,,,85.7,63.1095479,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-19-09,Olivine,21.567,-159.947,,,85.6,63.1095479,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-19-06,Olivine,21.567,-159.947,,,85.6,63.1095479,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-19-05,Olivine,21.567,-159.947,,,85.5,63.1095479,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-19-07,Olivine,21.567,-159.947,,,85.3,63.1095479,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-19-01,Olivine,21.567,-159.947,,,85.3,63.1095479,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-19-10,Olivine,21.567,-159.947,,,84.9,63.1095479,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-19-03,Olivine,21.567,-159.947,,,84.8,63.1095479,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-19-08,Olivine,21.567,-159.947,,,83.2,63.1095479,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20-08,Olivine,21.568,-159.947,,,86.3,63.850247,
Garcia_2015,Kauai,Kauai,Rejuvenated,297-20-09,Olivine,21.568,-159.947,,,86,63.850247,
