,Area,Province,Author,Sample,Volcano,Stage,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,src_FeIII_totFe
2620,OIB,Oahu,Haskins_2004,samp.17,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.3849,2.31872,13.8619,10.9309,10.5754,7.57113,0.171384,0.423419,2.24815,0.252035,0.3456,0.26,,,,254.0,348.0,,104.0,,112.0,,5.7,351.0,23.7,143.0,10.4,,,90.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2621,OIB,Oahu,Haskins_2004,samp.18,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,50.8967,2.388,13.9738,11.1078,10.8269,7.39672,0.172017,0.435101,2.25645,0.273203,0.4608,0.27,,,,254.0,284.0,,102.0,,107.0,,5.6,380.0,24.2,153.0,10.8,,,86.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2622,OIB,Oahu,Haskins_2004,samp.19,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.2384,2.45719,13.9576,10.9371,10.8358,7.09965,0.171197,0.523662,2.3162,0.292043,0.4176,0.17,,,,259.0,277.0,,82.0,,105.0,,6.2,382.0,24.7,157.0,11.0,,,96.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2623,OIB,Oahu,Haskins_2004,samp.20,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,49.6215,1.95941,11.5847,11.16,9.03954,13.7967,0.171701,0.444402,1.86851,0.222201,0.3744,0.13,,,,225.0,735.0,,471.0,,107.0,,5.4,307.0,20.1,128.0,9.3,,,82.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2624,OIB,Oahu,Haskins_2004,samp.22,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,52.5639,2.10256,14.1948,10.0931,10.5128,7.19296,0.171021,0.382283,2.38424,0.241442,0.3888,0.16,,,,231.0,289.0,,78.0,,98.0,,5.0,352.0,22.4,133.0,8.9,,,86.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2625,OIB,Oahu,Haskins_2004,samp.23,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,52.336,2.16098,14.0213,10.5453,10.1818,7.23678,0.18092,0.361839,2.29165,0.211073,0.4176,0.47,,,,237.0,333.0,,80.0,,108.0,,4.4,334.0,23.7,138.0,9.3,,,79.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2626,OIB,Oahu,Haskins_2004,samp.24,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,52.7413,2.15209,13.8825,10.5823,10.1542,7.25445,0.171763,0.373837,2.44509,0.232385,0.3744,0.01,,,,241.0,291.0,,79.0,,106.0,,4.8,337.0,23.6,139.0,9.1,,,74.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2627,OIB,Oahu,Haskins_2004,samp.25,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,52.5407,2.15505,13.9522,10.6515,10.2188,7.34538,0.171999,0.323763,2.40799,0.222587,0.36,0.01,,,,238.0,279.0,,80.0,,106.0,,3.9,335.0,23.2,137.0,9.1,,,84.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2628,OIB,Oahu,Haskins_2004,samp.26,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.1537,2.21976,13.5465,10.486,10.2763,7.46198,0.168464,0.426116,2.26931,0.247742,0.4176,1.76,,,,238.0,289.0,,93.0,,101.0,,5.7,353.0,24.1,145.0,9.5,,,86.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2629,OIB,Oahu,Haskins_2004,samp.29,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,49.5591,1.92355,12.1154,11.2548,9.12428,12.9009,0.181277,0.312199,2.01419,0.201419,0.3456,0.41,,,,222.0,756.0,,388.0,,110.0,,3.9,305.0,20.6,126.0,8.4,,,71.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2630,OIB,Oahu,Haskins_2004,samp.30,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,50.8838,1.98144,12.3915,10.9056,9.33389,11.4561,0.181045,0.281626,1.9915,0.231336,0.36,0.36,,,,217.0,734.0,,331.0,,108.0,,4.5,311.0,22.2,129.0,8.7,,,87.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2631,OIB,Oahu,Haskins_2004,samp.31,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,47.374,1.35383,8.57763,11.9909,6.53678,21.9644,0.181858,0.202064,1.5862,0.141445,0.2592,0.09,,,,159.0,938.0,,973.0,,110.0,,1.8,219.0,14.3,88.0,5.8,,,60.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2632,OIB,Oahu,Haskins_2004,samp.32,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,49.838,1.93084,12.1006,11.252,9.078,12.8689,0.181964,0.222401,2.08248,0.192073,0.3744,0.25,,,,213.0,776.0,,392.0,,111.0,,2.3,305.0,19.9,124.0,8.2,,,75.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2633,OIB,Oahu,Haskins_2004,samp.33,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,50.7963,2.24442,13.4967,10.958,10.3263,8.8267,0.181164,0.271746,2.06325,0.201293,0.3888,0.63,,,,239.0,525.0,,177.0,,110.0,,3.7,318.0,22.7,138.0,9.5,,,84.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2634,OIB,Oahu,Haskins_2004,samp.34,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,50.8899,2.15738,13.0652,11.0032,10.1518,9.71827,0.181461,0.282273,2.23803,0.201624,0.36,0.11,,,,234.0,512.0,,194.0,,99.0,,3.5,322.0,22.6,135.0,9.2,,,85.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2635,OIB,Oahu,Haskins_2004,samp.35,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.5378,2.25258,13.3948,10.822,10.3076,8.52762,0.181011,0.251404,2.14196,0.241348,0.3456,0.34,,,,240.0,495.0,,157.0,,109.0,,3.0,323.0,24.4,140.0,9.4,,,87.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2636,OIB,Oahu,Haskins_2004,samp.36,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,50.1213,2.11908,12.7549,11.4224,9.80832,10.6459,0.191726,0.252272,2.11908,0.181636,0.36,0.38,,,,235.0,602.0,,243.0,,113.0,,2.9,308.0,21.7,132.0,8.9,,,82.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2637,OIB,Oahu,Haskins_2004,samp.37,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.3027,2.27003,13.6404,10.8937,10.765,8.14184,0.181602,0.383383,2.23976,0.252226,0.4032,-0.07,,,,256.0,404.0,,126.0,,109.0,,4.5,336.0,24.0,142.0,9.7,,,82.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2638,OIB,Oahu,Haskins_2004,samp.38,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.5157,2.33385,13.5806,10.9616,10.6532,7.64537,0.181074,0.311851,2.24331,0.221313,0.36,0.35,,,,246.0,377.0,,116.0,,107.0,,4.7,336.0,23.8,146.0,10.0,,,86.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2639,OIB,Oahu,Haskins_2004,samp.39,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.0539,2.43882,13.5546,11.3259,10.8033,7.67925,0.181399,0.382954,2.18687,0.231788,0.4176,0.16,,,,268.0,363.0,,103.0,,113.0,,4.4,337.0,24.7,151.0,10.4,,,90.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2640,OIB,Oahu,Haskins_2004,samp.40,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,50.9519,2.36281,13.3691,11.2935,10.6831,8.12848,0.181755,0.36351,2.20125,0.222145,0.36,0.24,,,,241.0,421.0,,125.0,,111.0,,4.3,329.0,24.2,146.0,10.2,,,78.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2641,OIB,Oahu,Haskins_2004,samp.41,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.2379,2.4187,13.571,11.2368,10.8487,7.46862,0.182161,0.323842,2.3681,0.232762,0.3168,0.11,,,,241.0,340.0,,91.0,,108.0,,3.7,337.0,25.8,149.0,10.3,,,82.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2642,OIB,Oahu,Haskins_2004,samp.44,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.2968,2.40517,13.6832,11.1301,10.8637,7.42772,0.181903,0.40423,2.33443,0.242538,0.3888,0.03,,,,250.0,323.0,,82.0,,105.0,,4.4,337.0,24.9,150.0,10.4,,,86.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2643,OIB,Oahu,Haskins_2004,samp.45,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,50.8806,2.08585,12.343,11.088,9.46734,11.1785,0.182259,0.40502,2.16686,0.222761,0.36,-0.02,,,,227.0,710.0,,282.0,,107.0,,4.4,309.0,21.9,133.0,9.0,,,74.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2644,OIB,Oahu,Haskins_2004,samp.46,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.7066,2.27525,13.7018,10.5806,10.5105,7.63115,0.171147,0.382564,2.4464,0.231552,0.4032,0.36,,,,249.0,338.0,,112.0,,112.0,,5.0,348.0,23.1,144.0,9.9,,,101.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2645,OIB,Oahu,Haskins_2004,samp.47,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.8783,2.24765,13.7593,10.5495,10.5397,7.55292,0.182242,0.415107,2.45014,0.242989,0.432,0.18,,,,249.0,311.0,,109.0,,100.0,,5.2,351.0,23.2,143.0,9.7,,,85.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2646,OIB,Oahu,Haskins_2004,samp.49,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.8155,2.20406,13.7703,10.7257,10.7675,7.49177,0.181986,0.343752,2.49726,0.212317,0.4032,-0.01,,,,233.0,316.0,,97.0,,97.0,,4.3,334.0,22.7,138.0,9.2,,,71.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2647,OIB,Oahu,Haskins_2004,samp.50,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.5116,2.12024,12.8022,10.7381,9.60164,9.88434,0.171638,0.383662,2.47361,0.22212,0.3744,0.09,,,,218.0,519.0,,188.0,,106.0,,4.8,358.0,21.0,141.0,10.0,,,104.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2648,OIB,Oahu,Haskins_2004,samp.51,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.8525,2.2676,13.8777,10.5556,10.4814,7.61915,0.17133,0.362817,2.32807,0.201565,0.3888,0.28,,,,249.0,366.0,,100.0,,102.0,,4.8,343.0,23.5,144.0,9.1,,,77.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2649,OIB,Oahu,Haskins_2004,samp.52,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,50.5372,2.00157,12.5276,10.8335,9.39825,11.5421,0.182885,0.335289,2.34702,0.213366,0.36,0.08,,,,222.0,492.0,,342.0,,108.0,,4.4,318.0,21.0,127.0,9.3,,,86.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2650,OIB,Oahu,Haskins_2004,samp.53,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,50.3936,1.96182,12.3242,10.7725,8.99418,12.0928,0.181091,0.372242,2.324,0.201212,0.3312,0.38,,,,197.0,473.0,,364.0,,104.0,,5.0,308.0,20.3,125.0,9.0,,,91.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2651,OIB,Oahu,Haskins_2004,samp.56,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.3929,2.35072,14.0438,10.6122,11.0272,7.1026,0.1816,0.322845,2.62312,0.252223,0.4032,0.09,,,,249.0,268.0,,81.0,,108.0,,4.6,373.0,23.8,149.0,11.3,,,116.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2652,OIB,Oahu,Haskins_2004,samp.57,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.452,2.36851,13.8784,10.7829,10.6835,7.42804,0.181418,0.362835,2.45922,0.231811,0.432,0.17,,,,234.0,290.0,,92.0,,105.0,,5.0,366.0,23.6,150.0,11.2,,,114.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2653,OIB,Oahu,Haskins_2004,samp.59,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.7201,2.40676,13.8263,10.6378,10.624,7.16992,0.171192,0.493436,2.5276,0.261823,0.4032,0.16,,,,235.0,292.0,,86.0,,104.0,,6.3,361.0,24.5,151.0,11.2,,,102.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2654,OIB,Oahu,Haskins_2004,samp.61,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.8629,2.31648,13.9495,10.6586,10.3483,7.42489,0.171966,0.424857,2.59972,0.252891,0.432,-0.01,,,,237.0,323.0,,113.0,,97.0,,5.9,354.0,23.7,144.0,11.0,,,101.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2655,OIB,Oahu,Haskins_2004,samp.62,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.4389,2.25228,13.1097,10.8782,10.3322,8.76674,0.181799,0.383797,2.35328,0.232298,0.4032,0.07,,,,231.0,415.0,,148.0,,100.0,,5.8,331.0,22.2,129.0,10.2,,,104.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2656,OIB,Oahu,Haskins_2004,samp.64,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,52.1204,1.68488,12.7224,10.449,9.3627,10.8559,0.171515,0.252228,2.3205,0.161426,0.288,-0.1,,,,197.0,585.0,,253.0,,94.0,,3.6,267.0,18.9,98.0,6.6,,,64.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2657,OIB,Oahu,Haskins_2004,samp.65,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.7926,1.97295,12.637,10.7517,9.58147,10.1379,0.172001,0.344002,2.38778,0.212472,0.3456,0.01,,,,216.0,576.0,,232.0,,98.0,,4.7,296.0,21.0,118.0,7.9,,,75.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2658,OIB,Oahu,Haskins_2004,samp.66,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,52.0367,2.12291,13.2352,10.4924,10.0762,8.73543,0.172677,0.426614,2.49874,0.223464,0.3744,-0.02,,,,223.0,446.0,,160.0,,97.0,,5.4,320.0,22.0,131.0,9.2,,,79.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2659,OIB,Oahu,Haskins_2004,samp.67,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,52.5827,1.89496,13.3255,10.349,9.54575,8.8972,0.172269,0.314138,2.65497,0.172269,0.288,0.09,,,,205.0,427.0,,133.0,,98.0,,4.0,293.0,20.6,116.0,7.7,,,65.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2660,OIB,Oahu,Haskins_2004,samp.68,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.4281,2.00448,12.9988,10.6488,9.5061,10.2148,0.172102,0.263215,2.51066,0.182226,0.3744,0.07,,,,214.0,532.0,,240.0,,104.0,,3.2,322.0,21.4,126.0,8.2,,,80.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2661,OIB,Oahu,Haskins_2004,samp.69,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,52.9065,2.05393,14.074,10.1329,10.1179,7.10276,0.182122,0.293419,2.7723,0.172004,0.3168,0.19,,,,227.0,295.0,,87.0,,102.0,,4.5,304.0,23.6,126.0,8.2,,,75.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2662,OIB,Oahu,Haskins_2004,samp.70,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,52.3894,2.00151,13.9105,10.3825,9.73733,8.02604,0.170128,0.250188,2.24169,0.130098,0.3168,0.76,,,,213.0,355.0,,118.0,,107.0,,2.7,307.0,21.0,122.0,8.0,,,283.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2663,OIB,Oahu,Haskins_2004,samp.71,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,52.2408,2.07073,13.7814,10.4559,10.0722,8.21257,0.180938,0.311615,2.18131,0.150782,0.3312,0.34,,,,223.0,345.0,,123.0,,101.0,,4.3,312.0,22.6,128.0,8.5,,,82.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2664,OIB,Oahu,Haskins_2004,samp.72,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,52.6068,2.18775,14.0036,10.3325,10.4145,7.25889,0.17139,0.272208,2.33898,0.231881,0.3168,0.18,,,,234.0,254.0,,80.0,,99.0,,3.0,322.0,23.8,136.0,9.1,,,77.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2665,OIB,Oahu,Haskins_2004,samp.73,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,51.8583,2.25691,14.1183,10.4726,10.6672,7.14519,0.172051,0.273258,2.62125,0.222655,0.3744,0.19,,,,244.0,300.0,,82.0,,106.0,,3.5,332.0,24.3,143.0,9.4,,,92.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2666,OIB,Oahu,Haskins_2004,samp.74,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,52.4892,2.15392,14.0407,10.3607,10.3972,7.27703,0.171106,0.312017,2.26464,0.181171,0.3456,0.35,,,,234.0,297.0,,78.0,,103.0,,4.3,327.0,22.7,136.0,8.8,,,99.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2667,OIB,Oahu,Haskins_2004,samp.75,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,52.4716,2.21168,13.8991,10.5894,10.47,7.31477,0.182616,0.365231,2.33342,0.233342,0.36,-0.07,,,,223.0,309.0,,72.0,,97.0,,5.6,320.0,23.8,138.0,8.9,,,81.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2668,OIB,Oahu,Haskins_2004,samp.76,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,49.1597,2.34382,13.3861,11.3085,10.7897,9.71879,0.191951,0.181848,2.36403,0.121232,0.3744,0.43,,,,270.0,542.0,,215.0,,112.0,,1.9,308.0,22.0,139.0,9.1,,,84.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
2669,OIB,Oahu,Haskins_2004,samp.81,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.85,0.05,Stratigraphic,21.34,-157.85,49.8246,2.25746,14.518,10.8153,10.4244,7.66533,0.170564,0.38126,2.46815,0.0902983,0.3456,1.38,,,,256.0,342.0,,130.0,,117.0,,8.9,318.0,24.0,141.0,9.6,,,226.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
