Unnamed: 0,Area,Province,Author,Sample,Unique_Id,Flow,RockType,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longitude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,Cr2O3,CO2,Fe2O3,src_FeIII_totFe,NiO,CoO,FeO_tot,Total,SiO2_primary_wt,Al2O3_primary_wt,FeO_primary_wt,Fe2O3_primary_wt,MgO_primary_wt,CaO_primary_wt,Na2O_primary_wt,K2O_primary_wt,TiO2_primary_wt,MnO_primary_wt,Cr2O3_primary_wt,P2O5_primary_wt,NiO_primary_wt,CoO_primary_wt,H2O_primary_wt,CO2_primary_wt,ol_added,P,T,P_err,T_err
814,1,GALA9,INGLE/2010,EWI0004-063-002,0.0,0.0,0.0,0.0,EMP+ADs-XRF+ADs-ICP-MS,0.0,0.0,GL,2.592,-94.745,49.22323916631448,1.2908716918996885,15.190257583749824,9.04470765457715,11.948068218048281,8.73589912425138,0.2001351460309595,0.09006081571393176,2.411628509673062,0.12,0.18552528037069946,0.0,0.0,44.7,0.0,286.0,295.0,48.1,115.0,0.0,87.7,0.0,2.43,92.0,28.1,72.9,3.8,0.0,0.0,0.0,3.48,9.27,1.58,8.12,2.74,0.984,3.74,0.689,4.66,1.03,2.82,0.0,2.97,0.46,2.05,0.25,0.0,0.0,0.25,0.08,0.0,0.0,0.0,0.0,0.0,0.04314633559223043,0.0,1.636460473778289,0.14,0.014633750000000001,0.006115915,10.51,99.99999999999996,47.55949388663971,12.364121792914563,9.508007051619904,1.3319982558248775,15.960690902891796,9.725139275849802,1.9629468722611363,0.07330506991846568,1.0507060021646766,0.16290015537436844,0.035118992896538685,0.0976740918953851,0.011911152018950736,0.004978053697786355,0.15100844403203947,0.0,0.16977999169780003,1.8794085360919517,1444.3222815459662,0.24,39.0
815,1,GALA9,INGLE/2010,EWI0004-063-001,0.0,0.0,0.0,0.0,EMP+ADs-XRF+ADs-ICP-MS,0.0,0.0,GL,2.592,-94.745,50.354048624668714,1.3203683787159852,14.283985187927476,8.843267244357788,12.453474481071222,8.522377717166812,0.19005302420911907,0.07001953523493862,2.1606028015352488,0.1,0.15164230773738133,0.0,0.0,44.5,0.0,336.0,343.0,44.9,113.0,0.0,83.2,0.0,1.44,69.0,28.2,62.9,2.4,0.0,0.0,0.0,2.53,7.58,1.35,7.19,2.62,0.948,3.73,0.714,4.62,1.01,2.92,0.0,3.08,0.48,1.78,0.17,0.0,0.0,0.188,0.056,0.0,0.0,0.0,0.0,0.0,0.05014687082269927,0.0,1.6000138265526214,0.14,0.01437925,0.005709035,10.28,100.0,48.53624418971139,11.698825344525961,9.331985505035965,1.3104383727229096,15.595299307270427,10.199606130206485,1.7695702201804042,0.057347183061401984,1.0814040234435838,0.1556566397380907,0.04107113495364714,0.08190169053391073,0.011776848836097344,0.004675796178172655,0.12419761360155089,0.0,0.16562369628702556,1.620773754295999,1427.9227035473054,0.24,39.0
816,1,GALA9,INGLE/2010,EWI0004-050-001,0.0,0.0,0.0,0.0,EMP+ADs-XRF+ADs-ICP-MS,0.0,0.0,GL,2.502,-93.777,50.27508002258331,1.3209216884914405,14.3700268535887,8.726489009333907,12.368630355874396,8.535956062751504,0.19013266728285885,0.13009077235142974,2.2415640774400205,0.1,0.21615082175314482,0.0,0.0,48.8,0.0,351.0,315.0,48.8,89.0,0.0,90.6,0.0,3.21,89.0,29.5,75.4,6.2,0.0,0.0,0.0,4.37,10.8,1.69,8.45,2.75,0.994,3.86,0.702,4.48,0.963,2.8,0.0,2.9,0.46,1.91,0.37,0.0,0.0,0.438,0.115,0.0,0.0,0.0,0.0,0.0,0.04607254765668282,0.0,1.5788851208926364,0.14,0.01132525,0.00620492,10.14,100.00000000000001,48.550319402892065,11.881911379189498,9.203738861159989,1.3055071695765208,15.307040578504742,10.22704907011018,1.8534457861688367,0.10756605009015574,1.0922091239923506,0.15721191936253498,0.03809526132746768,0.08268538048154142,0.009364326052985757,0.005130561710575264,0.17872512938056642,0.0,0.15895710681244754,1.608327659508205,1420.0284604899175,0.24,39.0
840,1,JUAN11,Galeetal./thisstudy,ALV1410-002-A,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,45.22,-130.16,49.73274736079352,1.314035882263806,15.246828557564774,8.39357973710464,12.277709312144266,8.636525913199518,0.0,0.12036969913866925,2.5277636819120546,0.13,0.17666259510252022,0.0,0.0,43.8,0.0,290.0,376.0,43.8,97.0,74.0,72.7,16.6,0.873,123.0,29.0,76.3,2.93,0.0,0.01,0.55,3.055,8.806,1.508,8.064,2.844,1.065,3.75348,0.719,4.643,1.019,2.97068,0.0,2.831,0.43,2.023,0.198,0.0,0.402,0.164,0.063,0.0,0.0,0.0,0.0,0.0,0.055125470375138076,0.0,1.5186517904010979,0.14,0.012343249999999998,0.00556917,9.73,99.99999999999999,48.30519868931478,12.954378617277143,8.824584846610655,1.2903136023590103,14.504796199108515,10.431683833912615,2.1476996128643666,0.1022714101363986,1.116462893989017,0.0,0.046837033157346136,0.11045373888004205,0.010487370095623687,0.004731812684296642,0.15010033961018768,0.0,0.13904433921653042,1.6147739788086772,1405.0933524081838,0.24,39.0
906,1,JUAN15,DAVIS/2008,LCH1988-83-D4-15,0.0,0.0,0.0,0.0,EMP+ADs-ICP-MS,0.0,0.0,GL,42.757,-126.762,49.40073607113798,0.9708005265195268,16.91394731771134,7.014784423067385,11.829754869547223,9.547873219583797,0.15012379276075155,0.04003301140286709,2.7422612810963956,0.06,0.12049936432262992,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,106.0,26.3,59.4,1.14,0.0,0.0,0.0,1.95,6.02,1.13,6.34,2.46,0.95,3.43,0.62,4.11,0.89,2.54,0.0,2.43,0.38,1.72,0.08,0.0,0.33,0.07,0.02,0.702384,0.513217,18.206,15.454,37.639,0.0,0.0,1.2691861228501022,0.14,0.0,0.0,8.15,99.99999999999999,49.01788316645885,16.20871795839016,7.144607275846517,1.2162672329266593,11.162565959357455,11.336511613501296,2.6279223198810144,0.03836382948731403,0.9303228650673666,0.14386436057742766,0.0,0.05749829174914352,0.0,0.0,0.11547512675681523,0.0,0.040307101727447246,1.25200606571445,1319.4440051285137,0.24,39.0
911,1,JUAN15,DAVIS/2008,WFL2000-187-R5,0.0,0.0,0.0,0.0,EMP+ADs-ICP-MS,0.0,0.0,GL,42.603,-126.82,50.34612156275601,1.141726249881477,15.944106928169399,7.3985864020828265,12.408761610553947,8.572962016653898,0.17025742322793957,0.11016656797101972,2.4036342102767936,0.1,0.16504954910567315,0.0,0.0,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,119.0,26.8,66.4,3.2,0.0,0.02,0.0,3.09,8.24,1.36,6.98,2.52,0.94,3.31,0.62,4.14,0.89,2.57,0.0,2.5,0.4,1.82,0.2,0.0,0.29,0.0,0.05,0.702439,0.513286,18.242,15.404,37.549,0.0,0.0,1.3386274793210118,0.14,0.0,0.0,8.59,99.99999999999999,49.40160394849933,14.448840309158511,7.714662620751738,1.2130886207234761,12.269570222502958,11.245045944125236,2.178217132033947,0.09983495188488932,1.0346531377161237,0.15429038018573782,0.0,0.09062182268503795,0.0,0.0,0.14957090973299755,0.0,0.08883826879271076,1.2232444516873184,1340.439970983402,0.24,39.0
915,1,JUAN15,DAVIS/2008,WFL2005-886-R10,0.0,0.0,0.0,0.0,EMP+ADs-ICP-MS,0.0,0.0,GL,42.67,-126.783,50.20558554375404,1.1726998420082295,16.17724397436994,7.2923888636881,12.248198349863733,8.549683463530085,0.15034613359079868,0.1603692091635186,2.525815044325418,0.12,0.19825643482839986,0.0,0.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,143.0,25.5,69.3,4.48,0.0,0.03,0.0,4.06,9.89,1.55,7.69,2.6,0.95,3.48,0.61,3.98,0.84,2.41,0.0,2.36,0.37,1.82,0.26,0.0,0.33,0.26,0.08,0.702478,0.513229,18.24,15.396,37.538,0.0,0.0,1.319413140877737,0.14,0.0,0.0,8.46,99.99999999999999,49.32200543790441,14.752742882542636,7.591633791756561,1.2032310852241617,12.014287948049226,11.169672740066334,2.303402234449032,0.14624776091739888,1.069436751708478,0.1371072758600615,0.0,0.10943329708755681,0.0,0.0,0.18079879443413419,0.0,0.08340971585701198,1.2412068917735868,1334.9818492025897,0.24,39.0
927,1,JUAN15,DAVIS/2008,WFL2000-RC7,0.0,0.0,0.0,0.0,EMP+ADs-ICP-MS,0.0,0.0,GL,42.65,-126.783,49.807591884841166,1.232166894978975,16.238557209438362,7.882862842755735,11.790735247075231,8.56506256265873,0.19033472361463843,0.14024663845289148,2.5244394921520463,0.11,0.2017548070315167,0.0,0.0,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,158.0,26.7,73.0,4.34,0.0,0.03,0.0,4.19,10.07,1.61,8.2,2.78,1.03,3.69,0.67,4.22,0.91,2.67,0.0,2.53,0.4,2.01,0.28,0.0,0.0,0.25,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4262476970007063,0.14,0.0,0.0,9.15,100.0,48.64769771891333,14.258045342206078,8.268506687808271,1.252297483746489,13.35832532601188,10.352695476728274,2.2165499236495507,0.12314166242497536,1.0818874627337116,0.1671208275767519,0.0,0.09658401096934102,0.0,0.0,0.17714807723135742,0.0,0.11426040744021265,1.4596694402913999,1368.253920690323,0.24,39.0
936,1,JUAN15,DAVIS/2008,WFL2002-455-R8,0.0,0.0,0.0,0.0,XRF+ADs-ICP-MS,0.0,0.0,WR,42.492,-126.889,49.66006817468765,1.3610982006766468,16.253113808079956,7.677394497816685,11.909609255920659,8.737049479343476,0.18014535008955618,0.08006460003980274,2.522034901253787,0.13,0.18134631909015322,0.0,0.0,38.9,0.0,261.0,335.0,0.0,129.0,57.0,71.0,14.0,0.98,110.0,33.5,83.3,2.03,0.0,0.01,0.0,3.06,9.06,1.6,8.71,3.23,1.12,4.28,0.8,5.21,1.1,3.16,0.0,3.17,0.5,2.29,0.14,0.0,0.35,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.04900313813136107,0.0,1.3890722748702586,0.14,0.01641525,0.0,8.92,99.99999999999999,48.66088044009258,14.546476416214436,8.0076496268449,1.2432145203322524,12.8372433666785,10.659055994639905,2.257211857688454,0.07165751929169685,1.2181778279588475,0.16122941840631785,0.0438576263948866,0.11634951655650004,0.014691587705031418,0.0,0.1623042811956933,0.0,0.09869310500225333,1.400290663088188,1357.1057303465627,0.24,39.0
938,1,JUAN15,DAVIS/2008,WFL2002-455-R11,0.0,0.0,0.0,0.0,XRF+ADs-ICP-MS,0.0,0.0,WR,42.491,-126.891,49.82582684112127,1.3509714046096348,16.121592095008307,7.384109481728572,12.008634707641196,9.006476030730898,0.17012232502491698,0.07005036912790699,2.5017988974252496,0.12,0.17292433979003324,0.0,0.0,39.2,0.0,253.0,352.0,0.0,133.0,60.0,71.0,16.0,0.87,106.0,32.7,80.1,1.89,0.0,0.0,0.0,2.85,8.64,1.54,8.41,3.11,1.1,4.29,0.77,5.07,1.08,3.09,0.0,3.06,0.48,2.2,0.13,0.0,0.33,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.051485340100152564,0.0,1.336008167691875,0.14,0.016924250000000002,0.0,8.58,100.00000000000001,49.04491759387682,14.83236599604005,7.635145482125502,1.229169054775949,12.112011288879929,11.048317315486077,2.3017327740596003,0.06444851767366896,1.2429356979921848,0.15651782863605285,0.04736811372572242,0.11040373115977252,0.015570836225673157,0.0,0.1590957693429995,0.0,0.07578558225508322,1.2765979110529084,1338.6654106178498,0.24,39.0
940,1,JUAN15,DAVIS/2008,WFL2002-455-R9,0.0,0.0,0.0,0.0,XRF+ADs-ICP-MS,0.0,0.0,WR,42.491,-126.89,49.66004383789952,1.3811136738472662,16.313154263558292,7.565500511652915,11.949635699808955,8.737045197599011,0.17013719170582267,0.08006456080274006,2.542049805486997,0.13,0.18254719863024732,0.0,0.0,38.6,0.0,260.0,341.0,0.0,128.0,58.0,71.0,16.0,0.94,111.0,33.7,84.1,2.01,0.0,0.0,0.0,3.04,9.12,1.6,8.82,3.21,1.14,4.44,0.79,5.22,1.11,3.22,0.0,3.17,0.49,2.32,0.14,0.0,0.36,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.049880781832032685,0.0,1.3688272771761825,0.14,0.016288,0.0,8.79,99.99999999999997,48.72223751060752,14.710116772060044,7.878987073992567,1.2343173345098106,12.574191290330287,10.77538615082191,2.29225132521672,0.07219689213281,1.2453963892909743,0.15341839578222144,0.044979169176985544,0.11722534768396707,0.014687434331357333,0.0,0.16460891406280714,0.0,0.09255898366606177,1.3703080018881322,1350.8585571867143,0.24,39.0
941,1,JUAN15,DAVIS/2008,WFL2002-455-R7,0.0,0.0,0.0,0.0,XRF+ADs-ICP-MS,0.0,0.0,WR,42.503,-126.883,50.14069483120224,1.9042038812569309,15.043210661929754,8.09326738036959,11.144603768198458,8.739293602400231,0.1703761367440412,0.21046463950734495,2.726018187904659,0.21,0.31770138439918266,0.0,0.0,41.8,0.0,314.0,313.0,0.0,145.0,54.0,87.0,19.0,2.42,126.0,45.3,133.5,5.23,0.0,0.02,0.0,5.79,15.85,2.61,13.6,4.68,1.5,6.19,1.08,7.04,1.51,4.32,0.0,4.25,0.67,3.56,0.35,0.0,0.56,0.3,0.13,0.0,0.0,0.0,0.0,0.0,0.04584930078739608,0.0,1.4643162253001725,0.14,0.01845125,0.0,9.39,100.0,48.82960450975622,13.10087277853734,8.468253705903713,1.2752477517153031,13.740765491487611,9.705643257650596,2.374042235684319,0.18329002554915694,1.6583383263971307,0.14837763973026993,0.03992936548583265,0.1828853790138921,0.016068875473952693,0.0,0.2766806576146793,0.0,0.11971830985915499,1.5053904778166203,1378.6992345082394,0.24,39.0
949,1,JUAN15,DAVIS/2008,WFL2000-187-R17,0.0,0.0,0.0,0.0,EMP+ADs-ICP-MS,0.0,0.0,GL,42.617,-126.795,49.715114525150064,1.2521437267063786,16.23779984792832,8.10647865819523,11.710048132158052,8.554645940857979,0.17029154683206751,0.1302229475774634,2.4642188541581533,0.12,0.19232927642209977,0.0,0.0,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,124.0,26.8,71.2,3.93,0.0,0.02,0.0,3.7,9.6,1.54,7.92,2.81,1.02,3.6,0.68,4.36,0.92,2.71,0.0,2.59,0.41,1.96,0.24,0.0,0.32,0.21,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4667065440142135,0.14,0.0,0.0,9.41,100.00000000000001,48.437055276226765,14.036747056191832,8.52088738765446,1.2678927537473916,13.872302777368478,10.122737389690503,2.1301911016799506,0.11257107447902165,1.082414177682902,0.1472083281648745,0.0,0.10373385942172013,0.0,0.0,0.1662588176920937,0.0,0.126256006989952,1.52774918445446,1380.6368768010975,0.24,39.0
950,1,JUAN15,DAVIS/2008,WFL2000-187-R13,0.0,0.0,0.0,0.0,EMP+ADs-ICP-MS,0.0,0.0,GL,42.619,-126.806,49.56151460543824,1.172164384240201,16.37022738332041,8.11618641846728,11.901976824592811,8.575835153073609,0.17031448318020015,0.13024048713780012,2.3643657665016016,0.1,0.16871152333850412,0.0,0.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,123.0,22.8,59.6,3.64,0.0,0.03,0.0,3.34,8.42,1.32,6.8,2.38,0.89,3.15,0.57,3.65,0.78,2.29,0.0,2.24,0.35,1.64,0.24,0.0,0.3,0.21,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.468462970709341,0.14,0.0,0.0,9.42,100.00000000000001,48.312868897220916,14.154051301384058,8.53050629116449,1.269664723336727,13.892242949112507,10.290705597334318,2.044281583308832,0.11260873128396134,1.013478581555653,0.14725757167902623,0.0,0.08646215455629898,0.0,0.0,0.14587161806322402,0.0,0.126256006989952,1.532343451494611,1381.4472825641537,0.24,39.0
960,1,JUAN15,DAVIS/2008,WFL2002-455-R10,0.0,0.0,0.0,0.0,XRF+ADs-ICP-MS,0.0,0.0,WR,42.491,-126.891,49.85606563882939,1.340970051305327,16.20172024674123,7.427172781177519,11.988672548237176,8.896435638883847,0.16011582702153157,0.07005067432192007,2.4918025580225853,0.12,0.17112379012926188,0.0,0.0,39.4,0.0,263.0,356.0,0.0,131.0,56.0,70.0,18.0,0.91,105.0,32.2,79.4,1.87,0.0,0.0,0.0,2.83,8.55,1.53,8.29,3.07,1.07,4.21,0.76,5.0,1.05,3.05,0.0,3.04,0.48,2.22,0.14,0.0,0.33,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.052070627642364205,0.0,1.343799617687831,0.14,0.01666975,0.0,8.63,99.99999999999999,49.0216637160395,14.8169775181091,7.698839532544975,1.2289465822698107,12.22476712547393,10.964014247495166,2.278831008035302,0.06406352231424557,1.2263588557298426,0.14643090814684678,0.04762020991480356,0.10974373554750896,0.01524500529702569,0.0,0.15649803308194257,0.0,0.08088235294117653,1.2870082923806514,1340.6878404585232,0.24,39.0
966,1,JUAN15,DAVIS/2008,WFL2000-187-R14,0.0,0.0,0.0,0.0,EMP+ADs-ICP-MS,0.0,0.0,GL,42.619,-126.802,50.29988412852079,1.1620765901032486,15.798230884420889,7.61600954189736,12.332036917388786,8.645449114302618,0.16028642622113776,0.1202148196658533,2.3141352785676763,0.1,0.17371041441715804,0.0,0.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,114.0,25.2,63.8,3.3,0.0,0.02,0.0,3.29,8.67,1.39,7.35,2.57,0.94,3.36,0.62,4.09,0.87,2.57,0.0,2.5,0.4,1.78,0.22,0.0,0.32,0.18,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3779658844944718,0.14,0.0,0.0,8.84,99.99999999999999,49.25860009239664,14.15298711028455,7.954844115764903,1.2344631208608328,12.740648326833098,11.04776609559944,2.0731388855267845,0.10769552652087179,1.041056756368428,0.14359403536116258,0.0,0.08958589866059803,0.0,0.0,0.1556200358226601,0.0,0.09828674481514886,1.2703165063622919,1350.5500896322824,0.24,39.0
967,1,JUAN15,DAVIS/2008,WFL2000-187-R16,0.0,0.0,0.0,0.0,EMP+ADs-ICP-MS,0.0,0.0,GL,42.616,-126.797,49.654313286608776,1.242109107835281,16.247588491200208,8.183896299205037,11.629747372554526,8.614627683373724,0.1602721429464879,0.1302211161440214,2.464184197802251,0.12,0.19232657153578547,0.0,0.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,125.0,27.1,71.9,3.93,0.0,0.02,0.0,3.71,9.6,1.55,7.95,2.79,1.0,3.65,0.67,4.3,0.91,2.72,0.0,2.59,0.41,1.96,0.25,0.0,0.3,0.21,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4807137307939424,0.14,0.0,0.0,9.5,100.00000000000004,48.36077863110411,14.003146850029236,8.59789448418527,1.2761679572566862,14.024945530718504,10.023214237289713,2.1237818280562224,0.11223237302736128,1.0705241734917545,0.1381321514182907,0.0,0.10342320172089597,0.0,0.0,0.16575858170194877,0.0,0.1285403050108933,1.5546818962744338,1384.4466835879753,0.24,39.0
979,1,JUAN15,DAVIS/2008,WFL2000-187-R12,0.0,0.0,0.0,0.0,EMP+ADs-ICP-MS,0.0,0.0,GL,42.62,-126.807,49.47685192344357,1.1520222658829742,16.468909609666174,8.05514003475217,12.02110190486582,8.57505269213762,0.14024618889010126,0.1302286039693797,2.3541324563695563,0.1,0.16889648176336478,0.0,0.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,120.0,22.3,58.1,3.58,0.0,0.02,0.0,3.33,8.43,1.35,6.79,2.41,0.89,3.1,0.58,3.67,0.79,2.3,0.0,2.21,0.35,1.66,0.24,0.0,0.27,0.19,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.457417838259281,0.14,0.0,0.0,9.35,100.00000000000003,48.27106359231725,14.296431352125014,8.462497873065667,1.2651641529325632,13.757626832406858,10.435351351916056,2.0435896397502296,0.11304963964575733,1.0000545045586209,0.12174576577235396,0.0,0.08680860901521938,0.0,0.0,0.14661668649442108,0.0,0.12319158263919341,1.5224874776171886,1378.4844064137665,0.24,39.0
981,1,JUAN16,Galeetal./thisstudy,ALV1406-002-B7,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,42.28,-127.12,49.9586008034595,1.253477539227707,15.182119955125989,7.985754985115015,12.70524833761204,8.553730727689873,0.0,0.08022256251057326,2.637316742535096,0.12,0.14077054156542845,0.0,0.0,41.8,0.0,265.0,395.0,41.9,95.0,77.0,67.2,16.2,1.151,101.0,28.3,65.7,2.037,0.0,0.014,0.42,2.317,7.019,1.286,7.202,2.679,1.03,3.60747,0.691,4.505,0.981,2.85901,0.0,2.692,0.42,1.863,0.131,0.0,0.273,0.14,0.036,0.0,0.0,0.0,0.0,0.0,0.05789381557419285,0.0,1.4448639895845932,0.14,0.01208875,0.005327585,9.26,100.0,48.70598170023433,13.227252839673879,8.38525226803328,1.2588216511043069,13.600874763269246,11.069306042184136,2.297732824857478,0.06989301368387789,1.0920783388105915,0.0,0.05043934172017572,0.10454866286476365,0.010532188735053431,0.004641599067069774,0.12264476576178453,0.0,0.12010558732952054,1.4755638646954972,1385.7555601939634,0.24,39.0
982,1,JUAN17,DAVIS/1998,LEE86NC-3-002,0.0,0.0,0.0,0.0,EMP+ADs-ICP-MS+ADs-XRF-EDS,0.0,0.0,GL,41.335,-127.442,49.70140947233242,1.090908907064888,16.253541881407138,7.651775190893482,11.809839544372183,9.197663170574605,0.16013341755080926,0.050041692984627906,2.5521263422160225,0.09,0.14812341123449857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,7.4,0.0,7.8,2.4,0.93,0.0,0.64,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70248,0.513219,18.351,15.468,37.781,0.0,0.0,1.3844369693693448,0.14,0.0,0.0,8.89,100.00000000000001,48.8644903339673,14.804547084320077,7.920664115092453,1.2610151342919107,12.665691339778897,10.756998497227634,2.324605607451737,0.045580502106896806,0.9936549459303504,0.14585760674206974,0.0,0.0819765468542575,0.0,0.0,0.13491828623641453,0.0,0.0846681922196797,1.3646012881903478,1352.6164693093374,0.24,39.0
983,1,JUAN17,DAVIS/1998,LEE86NC-2-012,0.0,0.0,0.0,0.0,EMP+ADs-ICP-MS+ADs-XRF-EDS,0.0,0.0,GL,40.765,-127.543,50.744937930202504,1.0519681110900818,15.378771909745478,7.340934041504044,12.5134111500144,8.636157254853813,0.1703186465574418,0.1402624148120109,2.474629747040478,0.12,0.22041236613315998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,11.0,0.0,8.9,2.8,0.9,0.0,0.65,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70259,0.513252,18.473,15.49,38.048,0.0,0.0,1.3281964280465741,0.14,0.0,0.0,8.52,99.99999999999999,49.81396307035484,14.024580960341238,7.635379656504745,1.2112409525087717,12.0935734583791,11.411531999652272,2.2567241024132207,0.1279114875861743,0.9593361568963084,0.155321092068926,0.0,0.10943329708755685,0.0,0.0,0.2010037662068454,0.0,0.08340971585701198,1.1633322958009755,1336.1509452999471,0.24,39.0
989,1,JUAN3,JennerandO'Neill/2012,ENV7025-001-001,0.0,0.0,0.0,0.0,LA-ICP-MS,0.0,0.0,GL,50.23,-130.25,48.211663628443304,1.2431370950149656,17.333742236136093,8.000990748302772,11.869954197562253,8.87238975071165,0.0,0.11027829068681147,2.686780173096861,0.08,0.18461289157763505,0.0,4.3,34.0,1.184484706,223.0,265.0,48.1,168.0,85.0,80.1,16.8,1.021628841,166.0,19.8,71.4,2.747032298,0.80181173,0.0,0.460439431,3.193728221,9.207350761,1.453553817,7.706893789,2.582949328,1.078329176,3.287391825,0.572845132,3.982168604,0.83666815,2.398039855,0.0,2.309117113,0.33,1.827772857,0.170200335,0.012,0.411721792,0.197,0.066,0.0,0.0,0.0,0.0,0.0,0.03883038969270779,0.0,1.4476205987749406,0.14,0.021378,0.006115915,9.28,99.99999999999997,47.26881014607128,15.265755967191923,8.356507643286202,1.274913546822455,13.530553773375992,10.453820164924945,2.3662363211147697,0.0971216400457554,1.0948257605157892,0.0,0.034197765553711144,0.07045567314537309,0.01882751725627234,0.005386261352811053,0.16258781934270056,0.0,0.11190053285968035,1.7146274732991889,1383.3192157107387,0.24,39.0
1001,1,JUAN5,VANWAGONER/1991,TUL1987-011-002,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,48.383,-129.117,49.99010443668222,1.2226930114826042,15.544236564012454,7.179613275130395,12.778144177379676,8.959734034962691,0.20044147729223025,0.14030903410456116,2.4353639491005974,0.0,0.25035140513799553,0.0,4.6,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,128.0,24.0,78.0,5.3,0.0,0.0,0.0,5.03,12.49,1.92,9.48,2.96,0.0,3.66,0.7,4.63,0.98,2.95,0.0,2.69,0.41,2.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2990086347145802,0.14,0.0,0.0,8.33,100.00000000000001,49.359217321544335,14.486360478533875,7.412053764564212,1.2106035101633863,11.66326929281545,11.9085168343847,2.269623208435678,0.13076018484814586,1.1394816108195571,0.18680026406877986,0.0,0.0,0.0,0.0,0.23331352982190598,0.0,0.06585707613264834,1.1766980052568687,1328.9514818743523,0.24,39.0
1009,1,MARR101,Galeetal./thisstudy,CHR0098-007,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,32.283,-40.183,49.808311832775985,1.313383423931895,15.379619635965854,8.768789391139801,11.218901155570919,9.193683967523263,0.0,0.05012913831801126,2.4763794329097566,0.14,0.15912993667669492,0.0,5.8,0.0,0.0,301.0,308.0,45.4,128.0,77.0,85.6,17.2,0.664,95.0,34.2,85.9,1.7,0.0,0.0,0.56,2.445,7.936,1.466,8.799,3.108,1.166,4.40448,0.835,5.361,1.191,3.5673,0.0,3.492,0.51,2.214,0.123,0.0,0.18,0.101,0.032,0.0,0.0,0.0,0.0,0.0,0.04513354911641284,0.0,1.5865385360714062,0.14,0.016288,0.00577261,10.17,100.0,48.314095763337015,12.980729666344528,9.150772121181546,1.3390726382998435,15.196199182889128,9.468993804849745,2.0901174886486937,0.0423100706204189,1.1085238502549741,0.0,0.03809368591878345,0.11816301028917506,0.01374742222564345,0.00487220696303853,0.13430908817745726,0.0,0.14383561643835624,1.6683414366251381,1414.845386472557,0.24,39.0
