,Area,Province,Author,Sample,Unique_Id,Flow,RockType,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longitude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb
361,1,EPRR27,NIU/1999,MELPHNX-2-101-001,,,,,ICP-MS,,,GL,11.357,-103.771,50.36,2.01,13.81,11.76,11.09,6.91,0.15,0.23,2.93,0.21,,,7.5,44.5,,315.0,111.0,46.4,58.0,76.0,96.7,19.3,2.24,155.0,37.3,134.0,5.46,,0.034,0.68,5.65,17.2,2.96,14.1,4.39,1.55,5.75,1.0,6.5,1.38,3.89,,3.81,0.56,3.23,0.333,,0.57,0.277,0.121,0.702528,0.513215,18.356,15.509,37.817
362,1,EPRR27,NIU/1999,MELPHNX-2-102-001,,,,,ICP-MS,,,GL,11.358,-103.778,49.91,1.85,14.53,10.64,11.67,7.39,0.21,0.2,2.91,0.19,,,6.9,44.3,,301.0,283.0,47.7,91.0,74.0,90.9,18.9,2.08,156.0,33.3,118.0,4.89,,0.03,0.6,4.97,15.0,2.54,12.5,3.98,1.44,5.09,0.87,5.78,1.25,3.49,,3.19,0.48,2.9,0.286,,0.499,0.249,0.102,0.702555,0.513145,18.286,15.45,37.643
363,1,EPRR27,NIU/1999,MELPHNX-2-099-002,,,,,ICP-MS,,,GL,11.359,-103.76,49.73,2.0,14.79,11.45,11.3,6.67,0.2,0.2,2.97,0.19,,,7.5,44.9,,311.0,158.0,46.9,69.0,76.0,92.4,19.4,2.11,155.0,35.8,129.0,5.23,,0.033,0.63,5.39,16.1,2.74,13.4,4.19,1.49,5.34,0.93,6.2,1.33,3.69,,3.5,0.53,3.06,0.31,,0.504,0.263,0.114,0.702561,0.513142,18.327,15.474,37.676
364,1,EPRR27,NIU/1999,MELPHNX-2-098-001,,,,,ICP-MS,,,GL,11.361,-103.752,49.72,1.6,15.73,9.81,11.98,7.54,0.18,0.15,2.72,0.15,,,5.9,40.3,,254.0,305.0,48.0,118.0,76.0,83.1,17.7,1.38,151.0,26.0,89.0,3.6,,0.023,0.47,3.77,11.2,1.95,9.7,3.05,1.15,3.88,0.69,4.61,0.97,2.71,,2.64,0.38,2.18,0.226,,0.455,0.187,0.078,0.702565,0.513166,18.304,15.475,37.722
365,1,EPRR27,NIU/1999,MELPHNX-2-103-001,,,,,ICP-MS,,,GL,11.368,-103.78,49.95,1.82,14.51,10.58,11.56,7.68,0.16,0.2,2.88,0.16,,,6.9,44.2,,298.0,277.0,47.3,91.0,75.0,89.3,18.9,2.02,153.0,33.3,116.0,4.79,,0.03,0.58,4.88,15.1,2.59,12.6,3.94,1.44,5.23,0.9,5.8,1.23,3.55,,3.27,0.48,2.86,0.299,,0.693,0.25,0.107,0.702571,0.513122,18.284,15.441,37.625
366,1,EPRR27,NIU/1999,MELPHNX-2-103-002,,,,,ICP-MS,,,GL,11.368,-103.78,51.95,2.39,13.66,12.37,8.89,4.74,0.21,0.57,3.83,0.35,,,9.9,38.6,,294.0,40.0,40.7,35.0,79.0,116.7,24.0,8.08,183.0,66.0,305.0,15.82,,0.094,1.39,14.6,40.3,6.41,29.6,9.06,2.69,10.9,1.8,11.5,2.5,7.08,,6.48,1.0,7.37,0.904,,1.09,1.003,0.401,0.702656,0.513138,18.31,15.506,37.767
367,1,EPRR27,NIU/1999,MELPHNX-2-GC060,,,,,ICP-MS,,,GL,11.35,-103.77,50.12,2.43,14.21,11.84,10.07,5.97,0.22,0.46,3.53,0.27,,,7.9,41.2,,328.0,60.0,42.0,45.0,87.0,114.9,20.1,6.23,198.0,41.7,171.0,11.41,,0.075,0.95,10.07,26.9,4.22,18.9,5.43,1.87,6.98,1.16,7.27,1.57,4.92,,4.08,,4.08,0.68,,0.967,0.703,0.268,0.702659,0.513104,18.301,15.527,37.688
368,1,EPRR27,NIU/1999,MELPHNX-2-104-001,,,,,ICP-MS,,,GL,11.344,-103.777,50.14,1.87,14.99,10.38,11.45,7.09,0.2,0.23,2.92,0.19,,,7.2,43.0,,296.0,199.0,48.0,85.0,75.0,93.6,19.3,2.68,156.0,33.8,119.0,6.18,,0.037,0.65,5.55,16.2,2.7,13.0,4.04,1.44,5.26,0.91,5.94,1.27,3.54,,3.31,0.5,2.86,0.36,,0.551,0.318,0.126,0.702659,0.513162,18.299,15.496,37.763
369,1,EPRR27,NIU/1999,MELPHNX-2-GC022,,,,,ICP-MS,,,GL,11.34,-103.79,49.28,2.06,15.66,10.09,10.73,6.86,0.17,0.55,3.29,0.28,,,7.0,38.1,,277.0,204.0,45.4,104.0,73.0,88.2,20.5,7.61,273.0,30.5,143.0,15.4,,0.09,0.89,10.3,26.0,3.87,16.8,4.54,1.6,5.56,0.88,5.43,1.15,3.2,,2.92,0.44,3.25,0.823,,0.907,0.8,0.3,0.702724,0.513059,18.213,15.504,37.65
370,1,EPRR27,NIU/1999,MELPHNX-2-108-001,,,,,ICP-MS,,,GL,11.342,-103.788,49.46,2.2,15.79,10.03,10.82,6.4,0.17,0.59,3.16,0.27,,,6.8,36.5,,267.0,197.0,44.1,102.0,70.0,88.0,19.8,7.45,270.0,30.2,140.0,15.0,,0.091,0.9,10.3,25.9,3.89,16.7,4.51,1.58,5.48,0.89,5.4,1.15,3.19,,2.93,0.45,3.22,0.815,,0.903,0.8,0.3,0.702822,0.513053,18.192,15.489,37.616
371,1,EPRR27,NIU/1999+ADs-DANYUSHEVSKY/2000,MELPHNX-2-100-001,,,,,ICP-MS+ADs-LAICP,,,GL,11.357,-103.763,50.27,2.02,14.23,11.45,11.28,6.45,0.22,0.23,3.12,0.19,,,7.7,44.9,,314.0,144.0,47.7,76.0,77.0,97.6,19.5,2.22,156.0,37.3,133.0,5.51,,0.035,0.67,5.63,17.4,2.94,14.1,4.3,1.56,5.75,1.0,6.5,1.39,3.96,,3.77,0.55,3.27,0.376,,0.582,0.283,0.124,0.702572,0.513133,18.344,15.491,37.764
372,1,EPRR27,Galeetal./thisstudy,NHOCHEP-039-001,,,,,ICP-MS,,,GL,11.165,-103.745,49.3,2.12,14.1,11.88,10.6,6.39,0.21,0.31,2.97,0.25,,,7.9,,,369.0,116.0,40.3,50.0,79.0,107.2,19.3,3.597,157.0,48.2,164.3,7.966,,0.054,1.16,7.279,20.155,3.131,16.301,5.227,1.812,6.3519,1.169,7.589,1.619,4.81741,,4.449,0.67,4.018,0.488,,0.981,0.433,0.155,,,,,
373,1,EPRR27,Galeetal./thisstudy,NHOCHEP-038-004,,,,,ICP-MS,,,GL,11.321,-103.775,49.0,2.11,14.45,11.28,10.7,6.48,0.2,0.29,3.19,0.2,,,7.4,44.2,,348.0,160.0,40.4,55.0,81.0,94.8,19.1,3.203,172.0,44.3,171.3,7.79,,0.041,1.25,7.161,20.318,3.123,16.514,5.112,1.709,6.19752,1.135,7.39,1.6,4.64059,,4.323,0.65,4.162,0.503,,0.785,0.431,0.149,,,,,
374,1,EPRR27,Galeetal./thisstudy,NHOCHEP-036-001,,,,,ICP-MS,,,GL,11.654,-103.84,48.3,2.12,16.12,9.76,10.27,7.43,0.17,0.68,3.23,0.32,,,7.1,,,290.0,244.0,39.1,108.0,75.0,96.8,19.3,9.657,315.0,35.7,167.7,18.147,,0.132,1.58,12.481,28.852,4.008,18.911,5.123,1.788,5.54838,0.975,5.949,1.224,3.53835,,3.282,0.48,3.925,1.043,,1.165,1.06,0.347,,,,,
375,1,EPRR27,Galeetal./thisstudy,NHOCHEP-037-003,,,,,ICP-MS,,,GL,11.517,-103.817,49.92,2.04,14.45,11.51,10.98,6.85,0.21,0.22,3.12,0.17,,,7.6,,,365.0,119.0,42.0,52.0,77.0,98.2,18.9,2.155,146.0,47.8,145.6,5.676,,0.032,1.0,5.937,16.919,2.792,14.192,4.73,1.7,5.99013,1.114,7.263,1.555,4.49273,,4.28,0.65,3.709,0.371,,,0.313,0.117,,,,,
376,1,EPRR28,Galeetal./thisstudy,NHOCHEP-046-002,,,,,DCP+ADs-MS-ID,,,GL,10.463,-103.597,49.35,2.6,13.1,10.95,9.73,5.65,0.24,0.23,3.27,0.13,,,,40.5,,422.0,31.0,,40.0,64.0,124.0,,,135.0,52.3,191.0,,,,,,21.55,,19.0,6.18,2.21,7.94,,9.69,,6.18,,5.74,,,,,,,,,,,,
377,1,EPRR28,Galeetal./thisstudy,NHOCHEP-045-006,,,,,DCP,,,GL,10.486,-103.613,49.34,2.24,13.7,12.78,10.4,6.28,0.23,0.18,3.08,,,,,41.8,,396.0,51.0,,48.0,63.0,103.0,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,1,EPRR28,Galeetal./thisstudy,NHOCHEP-044-002,,,,,DCP,,,GL,10.542,-103.611,49.35,2.16,13.9,12.27,10.3,6.23,0.22,0.2,3.2,,,,,40.7,,383.0,48.0,,46.0,65.0,102.0,,,135.0,44.7,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,1,EPRR28,Galeetal./thisstudy,NHOCHEP-045-002,,,,,DCP,,,GL,10.486,-103.613,49.65,2.07,14.12,9.28,10.58,6.54,0.21,0.2,3.06,0.18,,,,41.5,,377.0,89.0,,54.0,65.0,96.0,,,133.0,44.2,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,1,EPRR28,Galeetal./thisstudy,NHOCHEP-041-002,,,,,DCP,,,GL,10.908,-103.678,49.55,2.07,13.75,12.19,10.6,6.54,0.21,0.19,2.98,0.15,,,,42.0,,380.0,95.0,,59.0,68.0,86.0,,,132.0,42.6,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,1,EPRR28,Galeetal./thisstudy,NHOCHEP-044-001,,,,,DCP,,,GL,10.542,-103.611,50.24,2.11,14.12,12.72,10.19,6.27,0.22,0.2,3.21,0.21,,,,40.5,,385.0,50.0,,48.0,114.0,,,,131.0,44.8,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,1,EPRR28,Galeetal./thisstudy,NHOCHEP-047-002,,,,,DCP,,,GL,10.392,-103.6,50.5,1.86,13.84,11.83,11.07,7.3,0.21,0.1,2.78,,,,,41.6,,368.0,187.0,,86.0,69.0,98.0,,,95.0,36.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,1,EPRR28,Galeetal./thisstudy,NHOCHEP-041-011,,,,,DCP,,,GL,10.908,-103.678,50.06,1.91,14.55,11.4,11.15,6.96,0.2,0.18,2.97,0.14,,,,42.9,,353.0,167.0,,34.0,69.0,78.0,,,134.0,39.9,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1,EPRR28,NIU/1997,WASRAI2-070-001,,,,,ICP-MS,,,GL,10.297,-103.618,50.67,2.45,12.96,12.35,10.47,6.77,0.26,0.18,3.21,0.22,,,11.2,42.8,,338.0,94.0,47.6,68.0,68.0,122.0,20.4,1.94,122.0,44.3,142.0,4.312,,0.028,0.75,9.28,17.32,2.92,14.9,4.95,1.7,6.27,1.12,7.36,1.58,4.5,,4.54,0.66,3.718,0.29,,0.616,0.266,0.109,,,,,
385,1,EPRR28,NIU/1997,WASRAI2-069-001,,,,,ICP-MS,,,GL,10.337,-103.638,50.93,3.0,12.58,14.52,9.31,5.14,0.26,0.25,3.25,0.2,,,10.1,44.1,,431.0,40.0,49.7,30.0,71.0,151.0,23.5,2.5,126.0,58.3,194.0,5.869,,0.037,0.96,7.47,23.32,3.91,19.88,6.45,2.16,8.2,1.46,9.56,2.08,5.92,,5.97,0.87,5.059,0.391,,0.777,0.352,0.146,,,,,
386,1,EPRR28,REGELOUS/1999,MELPHNX-2-055-003,,,,,ICP-MS,,,GL,10.482,-103.529,50.61,2.33,13.92,12.4,10.73,6.29,0.23,0.16,2.7,0.19,,,8.7,42.4,,371.0,177.0,45.1,64.0,69.0,117.0,19.2,2.01,102.0,43.2,131.0,4.53,,,0.598,5.0,15.7,2.85,14.1,4.75,1.67,6.55,1.12,7.58,1.64,4.85,,4.48,0.68,3.61,0.295,,0.499,0.266,0.102,0.702527,0.513153,18.321,15.467,37.706
387,1,EPRR28,REGELOUS/1999,MELPHNX-2-064-003,,,,,ICP-MS,,,GL,10.456,-103.626,50.25,2.34,13.24,12.88,10.67,6.63,0.21,0.19,2.88,0.22,,,11.0,43.4,,454.0,4.0,49.5,30.0,77.0,140.0,21.1,2.55,132.0,57.1,203.0,6.58,,0.036,0.9,7.8,24.3,4.26,20.8,6.66,2.31,9.03,1.51,10.3,2.2,6.45,,5.98,0.89,5.41,0.438,,0.79,0.368,0.158,0.70253,0.513162,,,
388,1,EPRR28,REGELOUS/1999,MELPHNX-2-065-001,,,,,ICP-MS,,,GL,10.453,-103.635,50.24,2.61,12.84,14.04,10.09,5.97,0.2,0.2,3.07,0.24,,,10.6,51.6,,454.0,44.0,57.1,47.0,92.0,143.0,23.1,2.41,148.0,54.2,176.0,5.77,,0.033,0.784,6.72,21.2,3.78,19.0,6.21,2.21,8.4,1.43,9.69,2.09,6.04,,5.71,0.85,4.88,0.39,,0.726,0.315,0.134,0.702531,0.513162,18.303,15.484,37.724
389,1,EPRR28,REGELOUS/1999,MELPHNX-2-060-002,,,,,ICP-MS,,,GL,10.48,-103.599,50.05,3.2,12.85,15.26,9.08,4.91,0.25,0.26,3.28,0.28,,,8.5,44.1,,361.0,82.0,45.8,73.0,74.0,115.0,19.0,1.99,128.0,42.7,143.0,4.78,,,0.644,5.47,17.2,3.07,14.9,4.88,1.72,6.57,1.12,7.47,1.63,4.72,,4.41,0.64,3.75,0.317,,0.872,0.272,0.117,0.702534,0.513157,18.296,15.475,37.703
390,1,EPRR28,REGELOUS/1999,MELPHNX-2-064-002,,,,,ICP-MS,,,GL,10.456,-103.626,50.37,2.51,13.39,13.91,9.91,5.49,0.21,0.22,3.26,0.21,,,8.6,44.6,,366.0,79.0,46.0,53.0,74.0,114.0,19.1,1.97,128.0,43.3,145.0,4.83,,0.031,0.683,5.58,17.4,3.07,15.1,4.99,1.74,6.7,1.14,7.69,1.66,4.82,,4.5,0.67,3.87,0.324,,0.588,0.267,0.114,0.702536,0.51314,18.27,15.46,37.663
391,1,EPRR28,REGELOUS/1999,MELPHNX-2-062-001,,,,,ICP-MS,,,GL,10.483,-103.614,50.29,2.24,13.81,12.8,10.58,6.07,0.24,0.19,3.05,0.25,,,8.2,43.5,,342.0,82.0,45.0,72.0,75.0,119.0,18.9,2.01,131.0,40.2,133.0,4.61,,,0.639,5.25,16.3,2.9,14.2,4.63,1.65,6.25,1.06,7.08,1.54,4.49,,4.17,0.62,3.58,0.307,,0.654,0.257,0.135,0.70254,0.51315,18.321,15.497,37.762
392,1,EPRR28,REGELOUS/1999,MELPHNX-2-066-002,,,,,ICP-MS,,,GL,10.474,-103.647,49.84,2.93,12.74,14.33,9.88,6.24,0.15,0.21,2.92,0.25,,,10.0,42.8,,409.0,161.0,46.9,72.0,66.0,132.0,20.2,2.25,112.0,51.9,163.0,5.68,,0.034,0.728,6.18,19.6,3.54,17.8,5.97,2.12,8.21,1.37,9.29,2.02,5.84,,5.45,0.81,4.54,0.387,,0.599,0.29,0.123,0.702545,0.513163,18.296,15.464,37.663
393,1,EPRR28,REGELOUS/1999,MELPHNX-2-063-001,,,,,ICP-MS,,,GL,10.477,-103.617,50.52,2.56,13.17,13.7,10.02,5.6,0.23,0.21,3.29,0.2,,,9.4,43.3,,386.0,14.0,47.9,32.0,77.0,123.0,20.1,2.22,126.0,47.1,155.0,5.23,,0.034,0.704,5.98,18.7,3.31,16.5,5.35,1.92,7.27,1.25,8.35,1.82,5.29,,4.95,0.74,4.22,0.355,,0.715,0.297,0.119,0.702546,,18.347,15.492,37.779
394,1,EPRR28,REGELOUS/1999,MELPHNX-2-056-002,,,,,ICP-MS,,,GL,10.488,-103.55,50.64,2.27,14.19,11.9,11.06,6.65,0.22,0.16,2.26,0.21,,,8.1,43.2,,351.0,155.0,45.6,66.0,73.0,105.0,18.2,2.01,109.0,40.5,127.0,4.57,,,0.562,4.95,15.4,2.75,13.6,4.59,1.58,6.25,1.06,7.19,1.55,4.53,,4.24,0.63,3.44,0.302,,0.498,0.252,0.105,0.702549,0.513159,18.322,15.492,37.758
395,1,EPRR28,REGELOUS/1999,MELPHNX-2-068-001,,,,,ICP-MS,,,GL,10.463,-103.675,50.25,2.06,14.6,11.06,11.36,6.85,0.2,0.19,2.7,0.25,,,7.6,44.5,,342.0,229.0,45.3,71.0,84.0,96.7,18.0,2.33,134.0,39.7,135.0,4.89,,0.034,0.623,5.46,16.8,2.93,14.3,4.64,1.64,6.32,1.06,7.07,1.52,4.47,,4.14,0.62,3.62,0.322,,0.523,0.27,0.113,0.702592,0.513167,18.307,15.492,37.732
396,1,EPRR28,REGELOUS/1999+ADs-DANYUSHEVSKY/2000,MELPHNX-2-059-002,,,,,ICP-MS+ADs-LAICP,,,GL,10.488,-103.584,50.12,2.45,13.22,12.99,10.66,6.5,0.21,0.22,2.89,0.22,,,8.8,43.9,,375.0,133.0,45.0,55.0,76.0,128.0,19.5,2.37,120.0,46.3,154.0,5.39,,,0.72,6.0,18.5,3.3,16.2,5.33,1.8,7.13,1.21,8.07,1.77,5.07,,4.73,0.71,4.04,0.357,,1.0,0.305,0.123,0.702548,0.513145,18.322,15.488,37.749
397,1,EPRR28,Galeetal./thisstudy,NHOCHEP-046-001,,,,,ICP-MS,,,GL,10.463,-103.597,49.06,2.56,13.4,14.18,9.5,5.57,0.24,0.24,3.18,0.26,,,10.3,,,443.0,25.0,42.2,29.0,130.0,150.3,21.1,2.526,139.0,65.0,199.6,5.906,,0.04,1.25,7.042,21.315,3.531,18.617,6.443,2.101,7.80084,1.469,9.533,2.053,6.02925,,5.701,0.87,4.864,0.401,,0.867,0.324,0.132,,,,,
398,1,EPRR28,Galeetal./thisstudy,NHOCHEP-042-006,,,,,ICP-MS,,,GL,10.748,-103.652,49.3,2.21,13.6,12.83,10.3,6.31,0.23,0.18,3.1,0.19,,,9.4,44.2,,376.0,36.0,44.4,35.0,70.0,108.0,19.8,1.92,126.0,49.3,156.4,5.084,,0.028,1.06,5.39,16.539,2.761,15.131,5.034,1.756,6.47187,1.205,8.099,1.719,5.09969,,4.865,0.7,3.856,0.311,,0.681,0.261,0.094,,,,,
399,1,EPRR28,Galeetal./thisstudy,NHOCHEP-045-001,,,,,ICP-MS,,,GL,10.486,-103.613,49.6,2.04,14.2,9.21,10.7,6.57,0.21,0.19,2.92,0.18,,,8.1,43.7,,344.0,82.0,41.8,44.0,68.0,97.5,19.3,2.026,129.0,44.4,144.6,5.062,,0.026,1.0,5.139,15.572,2.582,13.988,4.599,1.629,5.93247,1.114,7.293,1.56,4.51858,,4.323,0.65,3.69,0.327,,0.632,0.259,0.092,,,,,
400,1,EPRR28,Galeetal./thisstudy,NHOCHEP-041-001,,,,,ICP-MS,,,GL,10.908,-103.678,49.8,2.05,14.7,11.38,10.25,6.02,0.2,0.28,3.35,0.27,,,8.0,40.7,,312.0,146.0,37.8,49.0,204.0,139.3,19.7,3.128,132.0,57.7,213.4,7.107,,,1.33,7.383,22.332,3.579,19.473,6.151,1.913,7.66971,1.425,9.573,2.027,5.93723,,5.648,0.82,5.18,0.436,,0.709,0.41,0.146,,,,,
401,1,EPRR28,Galeetal./thisstudy,NHOCHEP-040-002,,,,,ICP-MS,,,GL,11.092,-103.73,49.7,1.59,14.35,10.52,11.7,7.38,0.19,0.14,2.68,0.15,,,6.7,44.2,,326.0,197.0,40.9,64.0,,,18.0,1.471,123.0,35.7,105.6,3.501,,0.021,0.71,3.816,11.754,1.968,10.907,3.59,1.34,4.83135,0.892,5.969,1.29,3.74928,,3.55,0.52,2.667,0.23,,,0.188,0.067,,,,,
402,1,EPRR28,Galeetal./thisstudy,NHOCHEP-050-001,,,,,ICP-MS,,,GL,10.345,-103.595,51.08,2.34,13.56,13.51,9.26,5.4,0.23,0.3,3.42,0.24,,,13.2,,,399.0,34.0,40.4,29.0,65.0,130.4,21.5,3.448,119.0,68.1,234.6,6.703,,,1.56,8.161,24.868,3.962,20.842,6.921,2.176,8.63412,1.609,10.563,2.277,6.88644,,6.606,0.99,6.064,0.441,,1.131,0.457,0.187,,,,,
403,1,EPRR28,Galeetal./thisstudy,NHOCHEP-047-001,,,,,ICP-MS,,,GL,10.392,-103.6,50.32,2.0,13.41,12.89,10.89,6.81,0.22,0.13,2.76,0.18,,,7.9,44.6,,367.0,96.0,43.7,52.0,65.0,101.2,19.2,1.318,104.0,42.0,117.8,3.262,,0.019,0.74,3.779,12.14,2.081,11.606,4.06,1.474,5.47026,1.029,6.909,1.484,4.3976,,4.219,0.63,3.076,0.212,,0.73,0.162,0.059,,,,,
404,1,EPRR28,Galeetal./thisstudy,NHOCHEP-043-001,,,,,ICP-MS,,,GL,10.583,-103.625,49.12,2.08,15.04,12.26,10.87,6.66,0.21,0.18,2.92,0.18,,,8.4,43.6,,344.0,100.0,40.5,49.0,119.0,114.7,18.8,1.77,129.0,43.9,146.8,4.725,,0.023,1.02,5.18,15.814,2.628,14.289,4.755,1.636,6.00129,1.117,7.424,1.584,4.69022,,4.404,0.65,3.676,0.337,,0.942,0.24,0.09,,,,,
405,1,EPRR29,ALLAN/1989+ADs-DANYUSHEVSKY/2000,AII0112-25-003-004,,,,,INAA+ADs-LAICP,,,GL,9.9,-104.363,48.42,0.85,17.07,8.48,12.72,9.84,0.14,0.01,2.17,0.09,,,,32.3,,217.0,365.0,48.8,195.0,,,15.9,0.195,80.0,20.1,35.8,0.52,,,,0.88,3.69,,7.4,1.79,0.73,2.74,0.5,3.44,,2.22,,1.91,0.35,1.19,0.04,,,,0.01,,,,,
406,1,EPRR29,BARTH/1994,ALV1585-1907,,,,,DCP,,,GL,10.175,-104.283,49.71,2.06,13.33,14.32,10.6,6.32,0.23,0.2,2.97,0.18,,,,43.2,,399.0,78.0,,46.0,71.0,,,,116.0,46.5,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,1,EPRR29,BARTH/1994,ALV1585-1726,,,,,DCP,,,GL,10.175,-104.283,50.32,1.6,14.3,10.78,12.06,7.41,0.2,0.14,2.64,0.13,,,,43.4,,328.0,217.0,,65.0,67.0,,,,105.0,36.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,1,EPRR29,DANYUSHEVSKY/2000,AII0112-25-002,,,,,LAICP,,,GL,9.87,-104.36,48.08,0.87,16.85,8.4,12.87,10.34,0.13,0.02,2.17,0.06,,,,33.5,,211.0,,,,,,16.0,0.141,90.0,19.7,40.2,0.42,,,,0.96,3.91,,4.62,1.8,0.77,2.73,,3.42,,2.19,,2.07,0.31,1.31,0.026,,,0.022,0.008,,,,,
409,1,EPRR29,FORNARI/1988+ADs-ALLAN/1989+ADs-DANYUSHEVSKY/2000,AII0112-25-002-001,,,,,MS-ID+ADs-INAA+ADs-LAICP,,,GL,9.87,-104.36,48.01,0.88,17.26,8.4,12.97,9.75,0.14,0.02,2.27,0.07,,,,31.1,,207.0,461.0,50.0,241.0,,,15.6,0.111,88.0,19.7,53.0,0.4,,,,,3.68,,4.6,1.72,0.73,2.73,0.42,3.39,,2.17,,1.81,0.27,1.28,0.028,,,0.02,0.008,0.702372,,18.209,15.465,37.519
410,1,EPRR29,Galeetal./thisstudy,NHOCHEP-085-007,,,,,DCP+ADs-MS-ID,,,GL,9.375,-104.218,49.33,1.73,14.49,10.82,11.1,7.05,0.21,0.14,2.85,0.13,,,,42.0,,328.0,132.0,,66.0,69.0,91.0,,,128.0,39.3,133.0,,,,,,14.42,,12.418,4.157,1.498,5.17,,6.87,,4.265,,3.986,,,,,,,,,,,,
411,1,EPRR29,Galeetal./thisstudy,NHOCHEP-081-001,,,,,DCP+ADs-MS-ID,,,GL,9.179,-104.213,49.52,1.73,14.18,11.5,11.1,7.08,0.21,0.13,2.8,0.17,,,,41.0,,,,,69.0,65.0,,,,118.0,40.5,129.0,,,,,,13.29,,11.5,3.76,1.37,4.91,,6.22,,3.94,,3.68,,,,,,,,,,,,
412,1,EPRR29,Galeetal./thisstudy,NHOCHEP-093-001,,,,,DCP,,,GL,9.992,-104.321,49.64,1.67,14.28,10.17,11.48,7.27,0.21,0.12,2.82,0.12,,,,42.7,,342.0,132.0,,60.0,70.0,88.0,,,122.0,38.1,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,1,EPRR29,Galeetal./thisstudy,NHOCHEP-096-003,,,,,DCP,,,GL,10.06,-104.338,49.3,1.61,14.6,10.7,11.65,7.37,0.2,0.12,2.7,0.14,,,,43.0,,339.0,213.0,,68.0,95.0,94.0,,,122.0,36.3,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,1,EPRR29,Galeetal./thisstudy,NHOCHEP-097-001,,,,,DCP,,,GL,10.092,-104.343,49.45,1.59,14.5,10.8,11.5,7.34,0.2,0.11,2.72,0.15,,,,41.0,,335.0,200.0,,67.0,70.0,88.0,,,121.0,36.7,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,1,EPRR29,Galeetal./thisstudy,NHOCHEP-088-004,,,,,DCP,,,GL,9.5,-104.242,49.75,1.6,14.35,10.61,11.53,7.53,0.2,0.11,2.66,0.13,,,,41.5,,322.0,228.0,,74.0,69.0,88.0,,,124.0,37.3,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,1,EPRR29,Galeetal./thisstudy,NHOCHEP-095-008,,,,,DCP,,,GL,10.079,-104.342,49.69,1.59,14.22,10.86,11.62,7.37,0.2,0.11,2.71,0.13,,,,41.3,,342.0,199.0,,70.0,71.0,84.0,,,122.0,36.7,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1,EPRR29,Galeetal./thisstudy,NHOCHEP-088-003,,,,,DCP,,,GL,9.5,-104.242,49.6,1.59,14.21,10.61,11.7,7.6,0.19,0.12,2.65,0.14,,,,41.0,,323.0,234.0,,75.0,68.0,80.0,,,125.0,36.5,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1,EPRR29,Galeetal./thisstudy,NHOCHEP-082-007,,,,,DCP+ADs-MS-ID,,,GL,9.115,-104.198,65.1,0.84,13.22,7.4,3.19,0.95,0.14,1.28,5.3,0.18,,,,11.5,,44.0,23.0,,8.0,27.0,90.0,,,77.0,119.0,,,,,,,85.85,,60.55,16.89,3.33,20.0,,26.19,,17.18,,17.1,,,,,,,,,,,,
419,1,EPRR29,Galeetal./thisstudy,NHOCHEP-080-003,,,,,DCP+ADs-MS-ID,,,GL,9.105,-104.258,49.85,1.72,14.3,11.63,11.36,7.4,0.23,0.16,2.72,0.19,,,,42.6,,345.0,228.0,,75.0,71.0,87.0,,,127.0,40.0,127.0,,,,,,14.671,,12.74,4.26,1.491,5.32,,6.82,,4.32,,4.01,,,,,,,,,,,,
420,1,EPRR29,Galeetal./thisstudy,NHOCHEP-094-002,,,,,DCP,,,GL,10.029,-104.329,50.13,1.61,14.46,11.13,11.66,7.42,0.2,0.12,2.75,0.14,,,,42.3,,337.0,202.0,,68.0,72.0,84.0,,,122.0,36.4,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
