Volc Field,Vent,tephra/lava/MI,Sample,IGSN,Latitude,Longitude,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,Sum,LOI,_src_FeIII_totFe,Ni,Cr,Sc,V,Ba,Rb,Sr,Zr,Y,Nb,Ga,Cu,Zn,Pb,La,Ce,Nd,Th,U,Fe2O3,Cr2O3,NiO,CoO,CO2,FeO_tot,src_FeIII_totFe,Total,Al2O3_primary_wt,CO2_primary_wt,CaO_primary_wt,CoO_primary_wt,Cr2O3_primary_wt,Fe2O3_primary_wt,FeO_primary_wt,H2O_primary_wt,K2O_primary_wt,MgO_primary_wt,MnO_primary_wt,Na2O_primary_wt,NiO_primary_wt,P2O5_primary_wt,SiO2_primary_wt,TiO2_primary_wt,ol_added,P,P_err,T,T_err,Fit_Tp,F_ind_fit,Tp_ind_fit
SCVF,Diamond V,tephra/MI,UT-09 DV04,TAP00001C,37.2571,-113.6243,47.66625768848365,1.858659521997815,15.292145802680437,9.207150216271081,0.17701519257122048,8.752417854910346,8.654076081259669,3.382957013583325,1.1014278648875944,0.3835329172376444,1.3767848311094926,100.02,-0.58,0.17,167.1,213.8,24.2,200.7,292.8,20.7,462.3,168.7,23.8,30.8,20.8,52,104.6,5.2,25.7,49.3,24.6,2.6,1.6,2.0959333078374964,0.03073082871544228,0.020910878454768515,0.0,0.0,11.28,0.17,99.99999999999997,13.044663032791352,0.0,7.382188725952678,0.0,0.02621432665395518,1.7878945239425885,9.582655145611325,1.174439115492471,0.9395512923939775,14.481937511829035,0.15099931484903176,2.8857646837814945,0.01783761197949732,0.32716518217290275,46.61319672663484,1.5854928059148363,0.13718723037100958,2.069506642533811,0.24,1370.0814946049413,39.0,True,0.03564218801267839,1346.6520440856127
