Sample,SiO2,TiO2,Al2O3,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,Cr2O3,H2O,P2O5,NiO,CO2
Longhi (1995),40.89,3.5,8.92,23.77,0,0.29,13.7,8.21,0.1,0.08,0.53,0,0,0,0
